dcid,year,climateFinanceReceivedCommitmentsOdaGrantsCurrentUSD
country/PAN,2020,12642539.4
country/PAN,2021,729120.2
country/PNG,2013,13308202.4
country/PNG,2014,8187564.800000001
country/PNG,2015,66707904.2
country/PNG,2016,49182853.6
country/PNG,2017,42357212.2
country/PNG,2018,80075162.2
country/PNG,2019,59511302.00000001
country/PNG,2020,88195783.2
country/PNG,2021,150672497.20000002
country/PRY,2013,5865624.8
country/PRY,2014,5415092.800000001
country/PRY,2015,3626184.4
country/PRY,2016,20483748.0
country/PRY,2017,12475191.4
country/PRY,2018,43620317.0
country/PRY,2019,62546664.4
country/PRY,2020,8377917.6
country/PRY,2021,2929610.0
country/PER,2013,76624203.6
country/PER,2014,70689670.0
country/PER,2015,70154752.86268558
country/PER,2016,88393727.34
country/PER,2017,128038405.4
country/PER,2018,72104572.4
country/PER,2019,122438484.31118159
country/PER,2020,81599938.15849571
country/PER,2021,106281446.132
country/PHL,2013,44943161.5
country/PHL,2014,174787084.0
country/PHL,2015,55889039.98829991
country/PHL,2016,47625964.7
country/PHL,2017,60054032.0
country/PHL,2018,41483251.59
country/PHL,2019,98147228.88227944
country/PHL,2020,122660748.54137605
country/PHL,2021,56548431.18134451
country/RWA,2013,177091019.8
country/RWA,2014,53766242.800000004
country/RWA,2015,42475003.057414755
country/RWA,2016,231457158.37
country/RWA,2017,108257831.0
country/RWA,2018,115814172.00000001
country/RWA,2019,102765661.65421638
country/RWA,2020,168156587.55180278
country/RWA,2021,186847860.29348084
country/SHN,2014,2208438.0
country/SHN,2015,624847.2000000001
country/SHN,2016,86962.0
country/SHN,2017,1167606.8
country/SHN,2018,27620.800000000003
country/SHN,2019,1102173.0
country/SHN,2020,1448945.2000000002
country/SHN,2021,1032443.0
country/KNA,2013,6823875.0
country/LCA,2013,1092339.4
country/LCA,2014,27613633.0
country/LCA,2015,7130947.2
country/LCA,2016,4428145.0
country/LCA,2017,2142003.6
country/LCA,2018,143104.80000000002
country/LCA,2019,12032600.0
country/LCA,2020,1845639.4000000001
country/LCA,2021,5754037.0
country/VCT,2013,2763143.0
country/VCT,2014,12405509.2
country/VCT,2015,7210205.0
country/VCT,2016,21440.0
country/VCT,2017,7482823.200000001
country/VCT,2018,1415805.2
country/VCT,2019,10261.2
country/VCT,2020,453217.6
country/VCT,2021,1060879.8
country/WSM,2013,80852761.9
country/WSM,2014,37701400.0
country/WSM,2015,34145580.6
country/WSM,2016,93491310.4
country/WSM,2017,5421578.4
country/WSM,2018,45992181.6
country/WSM,2019,37080730.8
country/WSM,2020,16082247.600000001
country/WSM,2021,29159991.4
country/STP,2013,13708891.0
country/STP,2014,474387.0
country/STP,2015,9446662.8
country/STP,2016,16985488.8
country/STP,2017,6522638.8
country/STP,2018,20102898.8
country/STP,2019,30340777.2
country/STP,2020,32926076.28
country/STP,2021,16688123.6
country/SEN,2013,42099635.4
country/SEN,2014,111957981.4
country/SEN,2015,115031904.15845199
country/SEN,2016,104731499.160637
country/SEN,2017,133297414.2
country/SEN,2018,66623460.6
country/SEN,2019,77794697.57198992
country/SEN,2020,85133178.13101009
country/SEN,2021,162055852.1476
country/SRB,2013,33596318.8
country/SRB,2014,46844555.2
country/SRB,2015,58719200.800000004
country/SRB,2016,34801707.0
country/SRB,2017,44822628.8
country/SRB,2018,113147945.0
country/SRB,2019,44932155.0
country/SRB,2020,113093245.82127304
country/SRB,2021,86281965.61272696
country/SYC,2013,2348940.0
country/SYC,2014,10971361.4
country/SYC,2015,112486.4
country/SYC,2016,271587.0
country/SYC,2017,4704289.6
country/SLE,2013,10923947.466666669
country/SLE,2014,1121315.2
country/SLE,2015,11381112.2
country/SLE,2016,44041899.4
country/SLE,2017,14729582.2
country/SLE,2018,25208266.18889217
country/SLE,2019,139920321.24930725
country/SLE,2020,84608864.524455
country/SLE,2021,90141994.2894
country/SLB,2013,24257408.6
country/SLB,2014,20941320.6
country/SLB,2015,19307194.2
country/SLB,2016,20188548.2
country/SLB,2017,69052307.2
country/SLB,2018,43057463.6
country/SLB,2019,45394739.400000006
country/SLB,2020,18592085.2
country/SLB,2021,72459675.1144284
country/SOM,2013,21969914.400000002
country/SOM,2014,27173733.6
country/SOM,2015,60301599.0
country/SOM,2016,51487302.0
country/SOM,2017,147601545.60000002
country/SOM,2018,56457346.0
country/SOM,2019,220910032.79779822
country/SOM,2020,200436631.55727
country/SOM,2021,314353698.470996
country/ZAF,2013,113027173.60000001
country/ZAF,2014,55976127.6
country/ZAF,2015,40109654.4
country/ZAF,2016,62756655.8
country/ZAF,2017,43482335.6
country/ZAF,2018,56648953.400000006
country/ZAF,2019,74060396.8
country/ZAF,2020,42048423.6
country/ZAF,2021,51768521.6
country/SSD,2013,75343811.0
country/SSD,2014,37880112.4
country/SSD,2015,83550758.2
country/SSD,2016,165409631.8
country/SSD,2017,46471965.0
country/SSD,2018,40654195.0
country/SSD,2019,84683141.2
country/SSD,2020,58343226.6884
country/SSD,2021,138251342.86025
country/LKA,2013,9244590.2
country/LKA,2014,11755284.200000001
country/LKA,2015,26973956.4
country/LKA,2016,61708113.0
country/LKA,2017,34223839.0
country/LKA,2018,11540703.2
country/LKA,2019,19669968.242800243
country/LKA,2020,61585645.40799976
country/LKA,2021,21417449.644
country/SDN,2013,10574546.8
country/SDN,2014,90478462.2
country/SDN,2015,9745295.8
country/SDN,2016,81989513.4
country/SDN,2017,45092014.2
country/SDN,2018,32086685.168
country/SDN,2019,93183475.5937982
country/SDN,2020,106041551.94
country/SDN,2021,482403282.802
country/SUR,2013,1048718.0
country/SUR,2014,900307.2
country/SUR,2015,3466678.2
country/SUR,2016,13403137.2
country/SUR,2017,1095929.2
country/SUR,2018,3123164.4000000004
country/SUR,2019,9769114.8
country/SUR,2020,800929.4
country/SUR,2021,676228.2
country/SYR,2013,50076.8
country/SYR,2014,2447479.2
country/SYR,2015,4874269.2
country/SYR,2016,253590.80000000002
country/SYR,2017,1525287.2000000002
country/SYR,2018,2469175.0
country/SYR,2019,6906100.0
country/SYR,2020,15760380.200000001
country/SYR,2021,37523752.4
country/TJK,2013,252203063.97
country/TJK,2014,51419620.8
country/TJK,2015,36092803.4
country/TJK,2016,14571438.4
country/TJK,2017,130620889.4
country/TJK,2018,71529174.4
country/TJK,2019,201940441.6
country/TJK,2020,195779380.8
country/TJK,2021,164187399.02
country/TZA,2013,84493072.2
country/TZA,2014,84946300.8
country/TZA,2015,179616151.0
country/TZA,2016,155386114.60000002
country/TZA,2017,282014463.507316
country/TZA,2018,113968930.6
country/TZA,2019,139131871.8
country/TZA,2020,152958271.20000002
country/TZA,2021,172604297.60000002
country/THA,2013,26961276.6
country/THA,2014,18193734.8
country/THA,2015,7396941.4
country/THA,2016,9055471.88
country/THA,2017,34979782.2
country/THA,2018,5214936.6
country/THA,2019,14807008.0
country/THA,2020,12185502.6
country/THA,2021,31141939.8
country/TLS,2013,49484410.6
country/TLS,2014,31285233.2
country/TLS,2015,12571744.8
country/TLS,2016,43010505.2
country/TLS,2017,10253865.8
country/TLS,2018,9985974.8
country/TLS,2019,42920752.4
country/TLS,2020,15184062.4
country/TLS,2021,86817366.33
country/TGO,2013,12099174.8
country/TGO,2014,14831942.6
country/TGO,2015,7292637.2
country/TGO,2016,30421065.799999997
country/TGO,2017,24958350.0
country/TGO,2018,47880613.05214
country/TGO,2019,45541907.89779821
country/TGO,2020,37016950.86
country/TGO,2021,118376111.5
country/TKL,2013,164859.8
country/TKL,2014,87379.20000000001
country/TKL,2015,9545.600000000002
country/TKL,2016,47916.8
country/TKL,2017,707357.6000000001
country/TKL,2018,4942804.600000001
country/TKL,2019,3953291.8
country/TKL,2020,3218662.6
country/TKL,2021,639785.8
country/TON,2013,70684635.53
country/TON,2014,8664491.4
country/TON,2015,14711857.6
country/TON,2016,4931179.600000001
country/TON,2017,10511165.9
country/TON,2018,99691093.4
country/TON,2019,28575374.6
country/TON,2020,21600354.42
country/TON,2021,83435784.4
country/TUN,2013,43043204.6
country/TUN,2014,6044089.800000001
country/TUN,2015,43729052.24526914
country/TUN,2016,19849658.6
country/TUN,2017,44890676.38223363
country/TUN,2018,32842679.471
country/TUN,2019,67355896.39897999
country/TUN,2020,71228624.6
country/TUN,2021,143454815.0
country/TKM,2013,6465743.4
country/TKM,2014,3211534.4
country/TKM,2015,128829.2
country/TKM,2016,6243326.0
country/TKM,2017,5686.400000000001
country/TKM,2018,13476.8
country/TKM,2019,2074364.0
country/TKM,2021,30136582.8
country/TUV,2013,14205046.0
country/TUV,2014,24365895.8
country/TUV,2015,14413181.4
country/TUV,2016,54373600.4
country/TUV,2017,7545849.4
country/TUV,2018,23961356.2
country/TUV,2019,19898277.2
country/TUV,2020,7027047.2
country/TUV,2021,27270391.2
country/TUR,2013,140484991.8
country/TUR,2014,87425180.8
country/TUR,2015,187053352.20000002
country/TUR,2016,138873210.20000002
country/TUR,2017,136981780.0
country/TUR,2018,122670544.4
country/TUR,2019,432512974.79359007
country/TUR,2020,53525375.2
country/TUR,2021,85025592.4
country/UGA,2013,203954307.6
country/UGA,2014,147921590.4
country/UGA,2015,115494676.39729695
country/UGA,2016,189081638.18
country/UGA,2017,99812366.8
country/UGA,2018,112344049.52600001
country/UGA,2019,242950773.89774573
country/UGA,2020,253364831.41565427
country/UGA,2021,133658389.24000001
country/UKR,2013,39345340.2
country/UKR,2014,55915711.800000004
country/UKR,2015,48498177.6
country/UKR,2016,14819826.8
country/UKR,2017,88386653.2
country/UKR,2018,148727254.2
country/UKR,2019,64565984.800000004
country/UKR,2020,43767879.0
country/UKR,2021,99456450.4
country/URY,2013,2124089.8
country/URY,2014,86388.4
country/URY,2015,29550.4
country/URY,2016,5471409.0
country/URY,2017,1521042.0
country/UZB,2013,5851221.0
country/UZB,2014,16601316.0
country/UZB,2015,11396839.8
country/UZB,2016,13476833.0
country/UZB,2017,18380542.4
country/UZB,2018,20314597.8
country/UZB,2019,13199560.6
country/UZB,2020,13688937.200000001
country/UZB,2021,23009602.4
country/VUT,2013,24304628.2
country/VUT,2014,24542220.6
country/VUT,2015,37602383.28717837
country/VUT,2016,64445582.47
country/VUT,2017,40725272.0
country/VUT,2018,21645717.36727199
country/VUT,2019,29637292.861728013
country/VUT,2020,71725882.39
country/VUT,2021,66438411.800000004
country/VEN,2013,8613032.200000001
country/VEN,2014,4745218.4
country/VEN,2015,160412.6
country/VEN,2016,209206.4
country/VEN,2017,313041.2
country/VEN,2018,400784.0
country/VEN,2019,41646.6
country/VEN,2020,5778858.0
country/VEN,2021,109200.6
country/VNM,2013,142511977.2
country/VNM,2014,114313740.8
country/VNM,2015,57637222.6775821
country/VNM,2016,190859287.82
country/VNM,2017,77637699.0
country/VNM,2018,91858728.15
country/VNM,2019,58260151.12855055
country/VNM,2020,307952917.4845718
country/VNM,2021,98293170.66042818
country/WLF,2013,2155603.0
country/WLF,2018,30685.600000000002
country/WLF,2020,608500.0
country/WLF,2021,160928.80000000002
country/PSE,2013,90824941.0
country/PSE,2014,60462172.0
country/PSE,2015,61954924.2
country/PSE,2016,69751293.6
country/PSE,2017,83919187.4
country/PSE,2018,52239334.32382709
country/PSE,2019,160125875.11160865
country/PSE,2020,138505886.0
country/PSE,2021,94354315.0
country/YEM,2013,110740088.0
country/YEM,2014,32498430.8
country/YEM,2015,4900016.4
country/YEM,2016,6069404.800000001
country/YEM,2017,24038553.6
country/YEM,2018,55881664.4
country/YEM,2019,97496005.8
country/YEM,2020,126419356.0
country/YEM,2021,256840867.7136908
country/ZMB,2013,155347514.0
country/ZMB,2014,94312726.80000001
country/ZMB,2015,57229966.2
country/ZMB,2016,109834918.2
country/ZMB,2017,151869754.8
country/ZMB,2018,168134699.2
country/ZMB,2019,134215084.60000001
country/ZMB,2020,62105355.7741008
country/ZMB,2021,44642659.0
country/ZWE,2013,7702423.600000001
country/ZWE,2014,15616162.6
country/ZWE,2015,46317457.8
country/ZWE,2016,41627359.4
country/ZWE,2017,29151742.400000002
country/ZWE,2018,26763440.2
country/ZWE,2019,106805163.18474077
country/ZWE,2020,66749721.841
country/ZWE,2021,24807420.8
