dcid,year,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAfricanDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAfricanDevelopmentFund,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAsianDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAsianInfrastructureInvestmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAustralia,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAustria,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDAzerbaijan,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDBelgium,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDBlackSeaTrade&DevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCanada,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCentralAmericanBankforEconomicIntegration,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDClimateInvestmentFunds,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCouncilofEuropeDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDCzechRepublic,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDDenmark,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDEUInstitutions,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDEuropeanBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDFinland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDFoodandAgricultureOrganisation,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDFrance,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGermany,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGlobalEnvironmentFacility,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGlobalGreenGrowthInstitute,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDGreenClimateFund,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDHungary,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDIceland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDInterAmericanDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDInternationalBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDInternationalDevelopmentAssociation,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDIreland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDIslamicDevelopmentBank,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDItaly,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDJapan,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDKorea,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLatvia,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLiechtenstein,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLithuania,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDLuxembourg,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNetherlands,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNewZealand,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNordicDevelopmentFund,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDNorway,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDPoland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDPortugal,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDRomania,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSlovakRepublic,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSlovenia,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSpain,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSweden,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDSwitzerland,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDUnitedArabEmirates,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDUnitedKingdom,climateFinanceReceivedDisbursementsMitigationByProviderCurrentUSDUnitedStates
country/LBN,2020,,,,,,,,,,1108896.0,,,,,,6441488.379622044,,,,72576.8,4654641.600000001,,,,,,,13680.0,,,,1891309.6,,,,,,,,,,135979.2,56675.4,,,,,,,,,,706085.8
country/LBN,2021,,,,,,,,,,,,,,,,3069868.2,,,,4288079.0,2415364.4,,,,,,,331241.0,,,,252159.2,,,,,,,,,,,486740.0,,,,,,,,5001.0,,4803272.0
country/LBR,2013,,,,,,,,,,,,,,,,201253.20000000004,,,,,10164554.0,,,,,,,,,105151.20000000001,,,,,,,,,,,,9477764.0,,,,,,,876342.8,,,,836652.0
country/LBR,2014,,,,,,,,,,,,,,,,200846.40000000002,,,,,19347352.0,,,,,,,,,,,,,,,,,,,,,12240167.600000001,,,,,,,891619.2000000001,,,,1229620.0
country/LBR,2015,,,,,,,,,,,,,,,,860131.2000000001,,,,,3063737.0,,,,,,,,,,,,,,,,,,,,,15183403.8,,,,,,,,,,,250550.6
country/LBR,2016,,,,,,,,,,,,,,,,8722.800000000001,,,,,22116554.0,,,,,,,,,,,,,,,,,,,,,14311417.6,,,,,,,,,,,2532790.0
country/LBR,2017,,,,,,,,,,,,687590.0,,,,404425.2,,,,,10957479.0,,,,,,,,,,,,,,,,,,,,,17556203.0,,,,,,,273466.4,,,,64960.00000000001
country/LBR,2018,,,,,,,,,,,,1275132.0,,,,3499308.8000000003,,,,7934.400000000001,795063.0,,,,,,,,1138362.17,,,,,,,,,,,,,6167722.2,,,,,,,456094.6,,,,3594760.0
country/LBR,2019,,,,,,,,,,,,,,,,8402649.0,,,,,180020.8,,,,,,,,5404109.549999993,,,,,,,,,,,,,1365308.2,,,,,,,2571877.4,,,,3001186.0
country/LBR,2020,,,,,,,,,,,,,,,,9623560.6,,,,,20198.4,,,,,,,,16035879.840000007,,,171548.0,,,,,,,,,,12226581.8,,,,,,,1969663.0,,,,3984596.0
country/LBR,2021,,769688.9782823153,,,,,,,,,,,,,,7627336.4,,,,1158940.4000000001,36123.6,,,,,17130.0,,,28402730.180999994,,,,1522.8,,,,,,,,,853671.4,,,,,,,2784081.0,,15002.0,,1181584.0
country/LBY,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25380.0
country/LBY,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,,,,,
country/LBY,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.0,,,,,
country/LBY,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32678.0,,,,,,,,,,,,,,,,,,,,,
country/LBY,2021,,,,,,,,,,,,,,,,,,,,,2396.0,,,,,,,,,,,461920.4,,,,,,,,,,,,,,,,,,,,,
country/LCA,2013,,,,,,,,,,,,,,,,54652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/LCA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138294.80000000002,,,,,,,,,,,,,,,,,,,,
country/LCA,2016,,,,,,,,,,,,,,,,,,,,,,483333.0,,,,,,,,,,,1665741.6000000003,,,,,,,,,,,,,,,,,,,,
country/LCA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12544.0,,,,,,,,,,,,,,,,,,,,
country/LCA,2018,,,,,,,,,,152148.0,,,,,,,,,,,,,,,,,,,30065.270000000004,,,,6461.600000000001,,,,,,,,,,,,,,,,,,,,
country/LCA,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23501.57,,,163866.0,,,,,,,,,,,,,,,,,,,,,
country/LCA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345948.92000000004,,,,25636.0,,,,,,,,,,,,,,,,,,,,
country/LCA,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70023.29000000001,,,,3302.0,,,,,,,,,,,,,,,,,,,,
country/LKA,2013,,,,,,,,,,328967.20000000007,,,,,,790834.0000000001,,224022.80000000002,,,1528269.2000000002,,,,,,,,,,,,19785846.0,302578.4,,,,,,,,66485.2,,,,,,,931806.0,,,,
country/LKA,2014,,,,,,,,,,210529.60000000003,,,,,,18576.8,,198467.6,,,382400.80000000005,,,,,,,,,,,258661.60000000003,40831033.8,362542.0,,,,,,,,22358.0,,,,,,,1682818.0,,,,98652.0
country/LKA,2015,,,25320.39721689891,,19430.4,,,,,,,,,,,2173639.6,,500601.80000000005,,,285361.2,,,,,,,,,,,153250.0,5716663.6,165710.0,,,,,,,,,,,,,,,51439.0,,,,8152.000000000001
country/LKA,2016,,,2580488.147608502,,,,,,,,,,,19946.4,,3059719.2,,238300.0,,2280217.0,132526.80000000002,942758.6,,,,,,,,,,5712.8,23353005.0,207299.2,,,4423.2,,,,,190471.6,,,,,,,186679.0,,,,
country/LKA,2017,,,10097048.126910543,,,,,,,,,,,,,,,180820.0,,,747916.0,,,,,,,,,,,149512.80000000002,79043835.0,118081.40000000001,,,,,,,,170980.0,,,,,,,10464.400000000001,,,,
country/LKA,2018,,,28741688.119599413,,,,,,,,,,,4044.8,,,,143551.0,,4300.8,992057.6000000001,,,,,,,,521716.16000000003,,,,66617927.4,40815.0,,,,,,,,161473.4,,,,,,,44556.0,,,,563750.0
country/LKA,2019,,,49215353.58265963,,,,,,,,,,,3576.0,,6340.400000000001,,93606.0,,28091112.0,747305.6,,43601.399844045976,,,,,137991.08000000002,1575923.61,,,,74491225.8,,,,,,,,,224912.6,,,,,,,,,,,833443.0
country/LKA,2020,,,108543532.69132842,,,,,,,,,,,,,,,51264.0,,6682351.0,1370758.4000000001,,144857.41815265449,,,,,,1196744.1400000001,,,,72647300.0,,,,,,,,,116996.0,,,,,,,,,,,520194.0
country/LKA,2021,,,62960961.124981396,,,,,,,,,,,,,1576300.0,,9208.0,,9515854.0,705353.2000000001,,83929.04177981422,,,,,2013126.7744,1803747.9615120972,,,,60628409.8,115504.8,,,,,,,,137731.0,,,,,,,,,10001.0,19785900.8,655890.0
country/LSO,2013,,,,,,,,,,,,,,,,28050.800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/LSO,2014,,,,,,,,,,,,,,,,29950.800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,15342.0,,,,,,,,,,,
country/LSO,2015,,,,,,,,,,,,,,,,25042.8,,,,,,,,,,,,,,,,,,2418.8,,,,,,,,,,,,,,,,,,,
country/LSO,2016,,,,,,,,,,,,,,,,2304.4,,,,,,700000.0,,,,,,,,,,,2698.4,,,,,,,,,,,,,,,,,,,,
country/LSO,2017,,,,,,,,,,,,,,,,65818.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/LSO,2018,,,,,,,,,,,,,,,,548103.2000000001,,,,10603.2,,,,,,,,,1567349.98,,,213324.0,1742.0,,,,,,,,,,,,,,,,,,,,
country/LSO,2019,,,,,,,,,,,,,,,,494342.4,,,,,,,,,,,,,1495045.3800000001,,,155128.0,19497.0,,,,,,,,,,,,,,,,,,,,130000.0
country/LSO,2020,,,,,,,,,,,,,,,,110719.20000000001,,,,,,,,,,,,,1169714.9000000001,,,,,,,,,,,,,,,,,,,,,,,,55000.0
country/LSO,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993648.6305,,,,,,,,,,,,,12786.0,,,,,,,,,,,290000.0
country/MAR,2013,,,,,291406.0,,,802945.2,,,,79470029.0,,,,10021046.200000001,,,,204023367.2,26523492.4,,,,,,,153137807.75,,,,21113.600000000002,43471.200000000004,,,,,,,,,,,,,,,2112184.0,,,,,590730.0
country/MAR,2014,,,,,,,,74848.0,,,,,,,,204815.2,,4952.8,,1037017.0,63964565.6,,,,,,,,,,,5274.8,1390226.4000000001,,,,,,,,,,,,,,,470640.4,76896.0,,9964000.0,,830830.0
country/MAR,2015,,,,,,,,,,,,,,,,26594511.2,,,,6586441.2,152460593.8,,,,,,,17197026.0,,,,7098.8,1361509.8,,,,,,,,,,,,,,,1171529.0,61321.0,16211.2,,,190195.0
country/MAR,2016,,,,,,,,,,3772446.0,,,,,,16493755.4,2408202.844484238,10015.6,,6573481.4,424899336.8,2567561.0,,,,,,135855899.0,,,,3092.0,2171938.8000000003,,,,,,,,,,,,,,,1146342.8,58564.2,,680000.0,,100000.0
country/MAR,2017,,,,,,,,,,777752.6,,3078207.0,,,,37263085.79427642,21382014.013472423,2074.0,,157975881.4,184826068.6,,,,,,,8201200.000000001,,,,7354.400000000001,3225155.6,,,,,,,,,,,,,,,842057.4,63835.2,9119.0,,,
country/MAR,2018,,,,,,,,,,5046.0,,74799293.0,,,,13462986.4,12142702.630887995,,,49179300.6,158512673.2,,,,,,,98797846.69,,,,82691.40000000001,1967450.0,,,,,,,,,,,,,,,811215.6,,52363.4,,30656.0,57070.0
country/MAR,2019,2712552.088602381,,,,,,,347028.0,,253837.2,,,,,,10782522.677451935,,5852.8,,21676552.6,104809449.6,,,,,,,92337168.42,,,,771.2,2449370.0,181882.0,,,,,,,,,,,,,,474725.80000000005,,,,12674.400000000001,
country/MAR,2020,,,,,,,,,,169430.4,,,,,,23375871.73844762,,,,20126337.4,105833977.4,,13607.893251923651,,,,,50845167.19,,,,24027.0,3676655.2,21338.0,,,,,,,,,,,,,,763793.6,,724174.8,,103792.2,
country/MAR,2021,,,,,,,,,,234543.0,,,,,,2256057.777402199,,,,29973568.4,6577035.2,,35255.00176275,,,,,83679380.46907668,,,,,4528659.6,15705.2,,,,,,,,,,,,,,164968.40000000002,,402626.0,,,
country/MDA,2013,,,,,,,,,,,,,,9719.6,,11426970.600000001,,,,,1164222.0,,,,,,,,,,,,40546.8,,,,,,,,,,144082.0,,,,,,238087.2,,,,
country/MDA,2014,,,,,,,,,,,,,,19270.0,,6302488.800000001,,,,,3647343.6,,,,,,,,,,,,1867630.4000000001,,,,,,,,,,405840.0,,,,169828.80000000002,,1370282.0,,,,
country/MDA,2015,,,,,,,,,,,,,,,,3455782.8000000003,,,,,828286.8,,,,,,,2026212.0,2211176.65,,,56262.00000000001,1584869.2000000002,,,,,,,,,,425120.60000000003,,,,27180.4,,948733.0,,,,
country/MDA,2016,,,,,,,,,,,,,,,,2435735.6,,,,,775784.0,412480.0,,,,,,12836043.0,,,,,199418.0,,,,,,,,,,53119.600000000006,,,,,,1956547.6,,,,48752.4
country/MDA,2017,,,,,,,,,,,,,,,,1210980.0,2326988.9515563203,,,,517638.4,,,,,,,,,,,32298.0,,,,,,,,,,,49225.2,,,,,,1988628.7999999998,,,,59788.0
country/MDA,2018,,,,,,,,,,,,,,,,45745.2,,,,15951.6,747461.2000000001,,,,,,,1934601.0,,,,,,,,,18600.4,,,,,614643.0,,,,,,,1338534.2,,,,152650.0
country/MDA,2019,,,,,,22389.0,,,,,,,,15871.6,,1805252.8,,,,,800663.2000000001,,,,,,,4507628.0,,,,,,,,,5202.8,,,,,,,,,20972.0,,,42475.8,,,,
country/MDA,2020,,,,,,,,,,,,,2279202.4,,,1511635.2000000002,15560532.328998877,,52826.4,,811339.6,,,,,,,1196298.0,429209.83999999997,,,63817.600000000006,,,,,18096.0,,,,,,,,,42700.0,,,,,,,
country/MDA,2021,,,,,,,,,,,,,,382119.60000000003,,29063859.2,,,14318.0,,775142.4,,,,,,,342041.39999999997,70082.14,,,,750.8000000000001,,,223927.0,16779.8,,,,,,,,1909.2,6812.400000000001,,,49864.0,,,,250000.0
country/MDG,2013,,,,,,,,,,,,,,,,1328165.6,,47796.0,,4225403.0,963377.6,,,,,,,,,,,,,75702.0,,,,,,,,181770.2,,,,,,,,,,,
country/MDG,2014,,,,,,,,,,,,,,,,869457.6,,,,2899031.0,1034867.2000000001,,,,,,,,,,,,,147519.6,,,,,,,,10790.400000000001,,,,,,,,,,,
country/MDG,2015,,,,,,,,,,,,,,,,768565.6000000001,,,,2390431.0,1610438.2,,,,,,,,,,,36529.0,,,,,,,,,,37281.6,,,,,,,,,,,
country/MDG,2016,,,,,,,,,,,,,,,,1170589.0000000002,,,,3112019.4,2174405.0,789000.0,,,,,,,9879485.05,,,118406.6,5712.8,,,,,,,,,,,,,,,,,,,,
country/MDG,2017,,,,,,,,,,,,,,,,1491818.0,,,,3098635.2,3771757.2,,,,,,,,5156969.99,,,4056.2,8090.400000000001,,,,,,,,,936.8000000000001,,,,,,,,,,,
country/MDG,2018,,,,,,,,,,,,,,,,117748.00000000001,,,,4329922.8,14048618.2,,,,,,,,5482551.99,,,6646.8,,,,,,,,,,19398.8,,,,,,13780.800000000001,,25565.0,,,500130.0
country/MDG,2019,,,,,,4534.0,,828274.4,,,,,,,,930102.0000000001,,,,4472615.2,5258965.6,,,,,,,,25307106.502,,,,,,,,,,,,,25273.600000000002,,,,,,,,142886.0,,17523.0,275350.6
country/MDG,2020,,,,,,,,3561459.0,,,,,,,,88879.6,,,,6064642.600000001,3149131.0,,,,,,,,8410806.181,,,34766.8,156817.0,,,,,,,,,,,,,,,28390.800000000003,17329.600000000002,69541.6,,1575364.0,1067213.8
country/MDG,2021,,1806207.9945648438,,,,,,997798.4,,,,,,,,4612.0,,,,7639321.0,18818627.6,,,,,,,,16823028.120699998,,,,506.0,,,,,,,,,92633.0,,,,,,,215767.0,102956.4,15002.0,,505652.0
country/MDV,2013,,,,,,,,,,,,,,,,,,,,,612949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/MDV,2014,,,,,,,,,,,,,,,,,,,,,1824317.0,,,,,,,,,,,,279863.0,,,,,,,,,,,,,,,,,,,,
country/MDV,2015,,,1038180.0,,,44726.0,,,,,,,,,,,,,,,802377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/MDV,2016,,,5864430.0,,,113600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/MDV,2017,,,10323121.8426,,,30503.0,,,,,,2128366.0,,,,,,,,3607.2000000000003,,,,,,,,,,,,87476.0,,20873.800000000003,,,,,,,,,,,,,,,,,,,
country/MDV,2018,,,4873664.856,,,27102.0,,,,,,8234791.0,,,,,,,,,,,,,,,,,170612.75,,,,10793.0,,,,,,,,,,,,,,,,,,,,
country/MDV,2019,,,6876086.911699999,,,17016.0,,,,,,,,,,,,,,,,,,,,,,,1413175.74,,,45157.200000000004,,,,,,,,,,,,,,,,,,,,,
country/MDV,2020,,,2402148.5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/MDV,2021,,,1039421.5262,,,100576.0,,,,430793.60000000003,,,,,,,,,,,,,,,,,,,425087.08,,,,,,,,,,,,,,,,,,,,,,,,
country/MEX,2013,,,,,150719.0,5342.0,,,,26829.4,,70375579.0,,,,144646.80000000002,,,,164002440.2,62367819.4,,,,,,13716.5,,,,,,,,,,,,,,,1048303.0,,,,,,5697.0,,,,1192252.0,3672390.0
country/MEX,2014,,,,,,9348.0,,,,7343.200000000001,,,,,,3026205.0,,3109768.0,,202202.40000000002,63824350.4,,,,,,50217686.61,,,,,,1190.4,,,,,,,,,5840123.399999999,,,,,,13226.0,,,,2180725.6,6318740.0
country/MEX,2015,,,,,,,,,,,,,,,2659107.0,126846.40000000001,,1806596.0,,230283.2,62407752.6,,410154.06418866676,,,,,,,,,,4122.400000000001,8633.0,,,,,,,,2514208.2,,,,,,1725.6000000000001,,,,506143.8,4671852.0
country/MEX,2016,,,,,,,,,,,,,,,1655399.0,2300046.2,,,,161967046.6,176284833.4,4012538.0,943793.47,,,,147790.0,250000.0,,,,8625.2,,,,,,,,,,,,,,,,8318.2,,,,2134.8,1340501.0
country/MEX,2017,,,,,,,,,,539250.0,,786081.0,,,1855293.0,97305328.6373577,,42137.0,,112870702.6,117872171.0,,435268.0,,,,94192.2,9836518.0,,,,19075.2,20491.2,,,,,,,,,,,,,,,1691.0,,,,,3696990.0
country/MEX,2018,,,,,,,,,,864833.0,,15297959.0,,,157888.0,516321.99999999994,,,,196195.6,194190145.2,,155120.0,,,,315780000.0,25362787.419999998,,,,6967.400000000001,6432.400000000001,,,,,,,,,,,,,,,75182.6,11535.2,818.0,,,4735290.0
country/MEX,2019,,,,,,,,,,596387.0,,,,,149467.0,923475.0,,,,63178610.0,304231292.0,,218844.49476731636,,,,530260.0,10285782.48,,,,4701.6,5131.6,,,,,,,,,,,,,,,2196.0,,,,,3205710.4
country/MEX,2020,,,,,,,,,,668230.8,,178678.0,,,,3355100.0,,,,285003742.6,36746966.0,,28738.0871062205,,,,35474392.0,17759549.78,,,,,100008290.0,,,,,,,,,,,,,,,,,,,1443673.0,244691835.8
country/MEX,2021,,,,,,,,1702191.0,,,,173244.0,,,,544264.0,,,5420.0,288606.6,41943861.8,,97881.9018118479,157749.0,,,6665.639999999999,372920883.36,,4730.400000000001,,,,,,,,,,,,,,,,,,34247.2,,,26656.0,5852037.6,4925890.0
country/MHL,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12696.0,,,,,,,,,,,,,,,,,,,,
country/MHL,2015,,,,,136058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710000.0,,
country/MHL,2016,,,,,,,,,,,,,,,,18816.8,,,,,,,,,,,,,,,,,6606.800000000001,,,,,,,,,,,,,,,,,,300000.0,,75148.0
country/MHL,2017,,,,,,,,,,,,,,,,,,,,,342236.0,,,,,,,,,,,,6503.6,,,,,,,18474.0,,,,,,,,,,,,,28450.0
country/MHL,2018,,,,,34904.8,,,,,,,,,,,1770329.0,,,,,1294922.0,,,,,,,,895544.35,,,,169865.6,,,,,,,540477.0,,,,,,,,,,,,,
country/MHL,2019,,,63232.95,,,,,,,,,,,,,2576906.0,,,,,805122.0,,,,,,,,1198676.07,,,,586746.0,,,,,,,422302.0,,,,,,,,,,,,,
country/MHL,2020,,,1751.04,,,,,,,,,,,,,398496.0,,,,,1958625.0,,,,,,,,1449442.18,,,,,,,,,,,126748.0,,,,,,,,,,,,,
country/MHL,2021,,,30489.87,,,,,,,,,,,,,3043354.0,,,,,1558724.0,,,,,,,,3442007.1800999995,,,,1588.4,,,,,,,67263.0,,,,,,,,,,,,,
country/MKD,2013,,,,,,,,,,,,,,,,35926531.97884769,,,,,1999086.8000000003,,,,,,,,,,,,870922.4,,,,,,,,,440897.6,,,,,,,,461641.2,,,62968.0
country/MKD,2014,,,,,,,,,,,,,,,,33374507.185241934,,,,,20229326.4,,,,,,,,,,,5923.200000000001,293724.0,,,,,,,,,290965.8,,,,,,,,281646.80000000005,,,175144.0
country/MKD,2015,,,,,,,,,,,,,,,,38653535.66312614,,,,,485815.4,,,,,,,,,,,,4922.400000000001,,,,,,,,,1427.6000000000001,,,,,419.20000000000005,,,108074.4,,,404021.2
country/MKD,2016,,,,,,,,,,,,,,,,4448855.378147284,,,,,23332.0,,,,,,,,,,,,4790.400000000001,,,,4423.2,,,,,1254.4,,,,,,,,89054.8,,,
country/MKD,2017,,,,,,78372.0,,,,,,,,,,734979.0,3716785.4270935035,,,,290204.0,,,,,,,,,,,,,,,,,,,,,,7214.400000000001,,,,151054.0,,,75260.8,,,
country/MKD,2018,,,,,,,,,,,,,,,,4376649.315992494,,,,18173.600000000002,,,,,,,,35234.516800000005,,,,,,,,,,,,,,,6563.200000000001,,,,,,,174767.6,,,
country/MKD,2019,,,,,,,,,,,,,,,,22982796.771049757,,,,,293866.80000000005,,,,,,,22355666.7992,,,,,,,,,,,,,,,,,,,,,,32857.0,,,
country/MKD,2020,,,,,,,,,,,,,,,,30176610.65426676,,,,,1529951.4000000001,,,,,,,687179.1232,,,,124606.0,5511.0,,,,,,,,,,,,,,,,,,,,
country/MKD,2021,,,,,,,,,,,,,,,,9030614.8,1714758.997864237,,,,828500.4000000001,,,,5297.200000000001,,,1409782.8220000002,,,,,,,,,,,,,,,,,,,,,,277678.4,,,22270.0
country/MLI,2013,,,,,,,,188706.0,,342091.8,,197350.0,,,2619908.0,2275031.0,,,,368428.0,530523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,51858.4,258955.6,,,2750000.0
country/MLI,2014,,,,,,50458.0,,,,17361014.0,,,,,7039208.4,1184088.4,,,,,2101474.0,,,,,,,,69921.59999999999,,,,,,,,,,,,,18573.2,,,,,,27597.2,109864.40000000002,,,,10453970.0
country/MLI,2015,,,,,,,,,,3129156.0,,,,,1511590.4000000001,1835106.6,,149750.0,,9983.0,1221685.0,,,,,,,,934099.46,,,8874.0,,1662.8000000000002,,,,,,,,16070.800000000001,,,,,,,129446.00000000001,140246.4,,,
country/MLI,2016,,,,,,,,,,1508978.4000000001,,,,,4535599.2,981573.4,,120710.0,,398319.2,480188.0,552915.0,,,,,,,1200000.71,,,663.0,,,,,,,,,,,,,,,,219549.6,45420.0,243630.0,,,700000.0
country/MLI,2017,,,,,,,,,,,,2523264.0,,,130801.2,2646418.0,,8455.0,,165032.0,589944.0,,,,,,,,,,,16077.6,4553.2,,,,,,,,,,,,,,,,280800.0,,,,
country/MLI,2018,,56131.738,,,,,,,,1543090.8,,4348669.0,,,,1812316.6,,,,186479.8,63001.200000000004,,,,,,,,6045472.3316,,,,,,,,36350.8,,,,,,,,,,,,272474.0,,,,10539630.0
country/MLI,2019,,115866.68029999999,,,,,,,,,,,,,,3564818.4,,,,690973.4,129182.20000000001,,,,,,,,39905005.1991,,,840.0,,,,,,165291.0,,,,77794.0,,,,,,157840.0,2174597.2,,,,5455131.0
country/MLI,2020,,2822418.629028193,,,,,,,,,,,,,,1878989.2000000002,,73960.0,,192761.2,140873.6,,,,2922.0,,,,3468619.9662,,,,,,,,184639.0,106095.0,,,,99782.8,,,,,,20861.4,842590.0,,,,2017490.0
country/MLI,2021,,,,,,,,,,9819.0,,,,,,3153373.8,,95264.0,,13913967.4,114714.80000000002,,,,,,,,31392782.379,,,,,,,,,,,,,,,,,,,377428.0,,,12002.0,,114020.0
country/MMR,2013,,,,,56760.0,,,,,,,,,,,765586.8,,27160.4,,,14219.0,,,,,,,,,,,10768.400000000001,904397.0,6728.400000000001,,,,,,,,388244.4,,,,,,,,,,,500000.0
country/MMR,2014,,,,,,,,,,,,,,,,940650.0,,,,216532.0,,,,,,,,,190486.0,,,34310.8,336652.6,,,,,,,,,1743039.4,,,,,,,,,,99068.0,1040000.0
country/MMR,2015,,,3540050.0,,,,,,,,,,,,,925293.6000000001,,5207.200000000001,,,,,,,,,,,227184.0,,,559314.2000000001,253706.0,324212.4,,,,,,,,2995295.4,,,,,,,51778.4,,,2853530.6,
country/MMR,2016,,,26856285.0,,,,,,,,,,,,191054.4,1746053.2000000002,,,,,356963.60000000003,2117906.0,,,,,,,16490605.07,,,53524.2,902898.0,258064.6,,,,,,,,4541685.4,30582.0,,,,,,264456.0,82550.0,,,
country/MMR,2017,,,8058774.757499999,,,,,,,,,,,,1800881.6,277930.4,,92.4,,90181.6,509910.0,,,,,,,,,,,409861.6,5070566.2,271480.8,,,,,,8526.0,,4661782.2,,,,,,,98665.6,100822.40000000001,,,
country/MMR,2018,,,14768202.5,,,,,,,,,,,,2061681.2000000002,821791.2,,23692.0,28.0,113554.8,539823.6,,13380.0,,,,,,41538249.47,,,315325.2,13571607.6,461757.6000000001,,,,,,1533829.0,,4776091.600000001,,,,,,,46140.8,55220.4,,2366706.4,1371750.0
country/MMR,2019,,,751298.9982,,,,,,,,,,,,3875724.2,155473.2,,80376.20000000001,18463.600000000002,180624.0,891120.4,,313854.213147526,,,,,,23674154.47,,,511485.60000000003,40352261.6,37881.200000000004,,,,,,898154.0,,3615339.0,,,,,,,433735.2,116750.40000000001,,9874247.6,47468.0
