dcid,year,climateFinanceReceivedDisbursementsByProviderCurrentUSDAdaptationFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDAfricanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAfricanDevelopmentFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDAsianDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAsianInfrastructureInvestmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAustralia,climateFinanceReceivedDisbursementsByProviderCurrentUSDAustria,climateFinanceReceivedDisbursementsByProviderCurrentUSDAzerbaijan,climateFinanceReceivedDisbursementsByProviderCurrentUSDBelgium,climateFinanceReceivedDisbursementsByProviderCurrentUSDBlackSeaTrade&DevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCanada,climateFinanceReceivedDisbursementsByProviderCurrentUSDCaribbeanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCentralAmericanBankforEconomicIntegration,climateFinanceReceivedDisbursementsByProviderCurrentUSDClimateInvestmentFunds,climateFinanceReceivedDisbursementsByProviderCurrentUSDCouncilofEuropeDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCzechRepublic,climateFinanceReceivedDisbursementsByProviderCurrentUSDDenmark,climateFinanceReceivedDisbursementsByProviderCurrentUSDEUInstitutions,climateFinanceReceivedDisbursementsByProviderCurrentUSDEstonia,climateFinanceReceivedDisbursementsByProviderCurrentUSDEuropeanBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsByProviderCurrentUSDFinland,climateFinanceReceivedDisbursementsByProviderCurrentUSDFoodandAgricultureOrganisation,climateFinanceReceivedDisbursementsByProviderCurrentUSDFrance,climateFinanceReceivedDisbursementsByProviderCurrentUSDGermany,climateFinanceReceivedDisbursementsByProviderCurrentUSDGlobalEnvironmentFacility,climateFinanceReceivedDisbursementsByProviderCurrentUSDGlobalGreenGrowthInstitute,climateFinanceReceivedDisbursementsByProviderCurrentUSDGreece,climateFinanceReceivedDisbursementsByProviderCurrentUSDGreenClimateFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDHungary,climateFinanceReceivedDisbursementsByProviderCurrentUSDIFAD,climateFinanceReceivedDisbursementsByProviderCurrentUSDIceland,climateFinanceReceivedDisbursementsByProviderCurrentUSDInterAmericanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDInternationalBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsByProviderCurrentUSDInternationalDevelopmentAssociation,climateFinanceReceivedDisbursementsByProviderCurrentUSDIreland,climateFinanceReceivedDisbursementsByProviderCurrentUSDIslamicDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDItaly,climateFinanceReceivedDisbursementsByProviderCurrentUSDJapan,climateFinanceReceivedDisbursementsByProviderCurrentUSDKazakhstan,climateFinanceReceivedDisbursementsByProviderCurrentUSDKorea,climateFinanceReceivedDisbursementsByProviderCurrentUSDLatvia,climateFinanceReceivedDisbursementsByProviderCurrentUSDLiechtenstein,climateFinanceReceivedDisbursementsByProviderCurrentUSDLithuania,climateFinanceReceivedDisbursementsByProviderCurrentUSDLuxembourg,climateFinanceReceivedDisbursementsByProviderCurrentUSDNetherlands,climateFinanceReceivedDisbursementsByProviderCurrentUSDNewZealand,climateFinanceReceivedDisbursementsByProviderCurrentUSDNordicDevelopmentFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDNorway,climateFinanceReceivedDisbursementsByProviderCurrentUSDPoland,climateFinanceReceivedDisbursementsByProviderCurrentUSDPortugal,climateFinanceReceivedDisbursementsByProviderCurrentUSDRomania,climateFinanceReceivedDisbursementsByProviderCurrentUSDSlovakRepublic,climateFinanceReceivedDisbursementsByProviderCurrentUSDSlovenia,climateFinanceReceivedDisbursementsByProviderCurrentUSDSpain,climateFinanceReceivedDisbursementsByProviderCurrentUSDSweden,climateFinanceReceivedDisbursementsByProviderCurrentUSDSwitzerland,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedArabEmirates,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedKingdom,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedStates
country/SLV,2021,40000.0,,,,,4824.0,110881.20000000001,,378201.2,,1525.6000000000001,,,,,,,104167.6,,,,53832.0,194000.2,1033931.8,,,,,,,79370.0,142058.0,3985343.75,,,,394064.2,13264208.399999999,,428201.60000000003,,,,,,,,,,11292.800000000001,,,,3582719.0,376163.60000000003,135994.6,,,103432.0
country/SOM,2013,,,,,,,,,,,,,,,,,1709128.0000000002,5550876.600000001,,,139452.4,,,1794234.8,,,,,,,63745.600000000006,,,,,,9878.400000000001,6000000.0,,,,,,,,,,,,,,,,,2686520.0,910660.4000000001,,1139383.6,
country/SOM,2014,,,,,,2253470.0,,,,,,,,,,,3844306.2,6742523.600000001,,,648392.0,,,1811152.4000000001,,,,,,,,,,,179780.0,,46070.40000000001,2440000.0,,,,,,30096.800000000003,,,,972401.2000000001,121390.0,,,,,,6689841.600000001,1678384.4000000001,,141500.0,
country/SOM,2015,,,,,,1502743.0,,,,,,,,,,,3122491.0,10451831.799999999,,,544416.8,,,2756790.2,,,,,,,,,,,153078.40000000002,,4095.2000000000003,,,4277.6,,,,,,,,1130389.4,,,,,,,2548848.4000000004,881180.0000000002,,62309.0,
country/SOM,2016,,,,,,1858322.0,,,,,,,,,,,,17965771.2,,,490627.4,,,4098549.0,1626666.8,,,,,,,,,,276457.0,,459748.2,,,,,,,,,,,1291958.8,,,,,,,4411623.2,17949.600000000002,1710000.0,1797907.0,1000000.0
country/SOM,2017,,,,,,,,,1196853.2,,,,,,,,3786846.0,10761586.4,,,593315.0,,2254.4,6639238.4,,,,,,,56167.600000000006,,,,543794.4,,,8036.8,,,,,,,,,,1965427.2,,,,,,,4266750.0,1269423.0,,12597152.4,550634.0
country/SOM,2018,,,,,,,,,,,4290.8,,,,,,23455.0,9646658.4,,,735843.8,,,10984359.0,,,,,,,,,,,108580.0,,47156.0,14924.400000000001,,,,,,,,,,958515.2,29686.800000000003,,,,,,24776752.200000003,327232.0,,49994966.4,475010.0
country/SOM,2019,,,10026.3,,,,,,,,953.2,,,,,,5786355.0,3377042.8000000003,,,644901.0,58357.200000000004,,9843663.0,,,,,,,,,,7800.0,540429.6,,2073129.6,21241.6,,,,,,,11072846.4,,,1591160.0,,,,,,,17917231.2,922198.0,,35269777.6,250000.0
country/SOM,2020,,,8127247.906469999,,,,,,,,,,,,,,5542886.0,6896045.0,,,868875.4,149161.6,,12147940.4,,,,,,,,,,16342484.97,615743.2,100000.0,1652955.6,2348294.8,,,,,,,8594667.2,,,1196894.0,,,,,,,18534276.0,1706338.0000000002,,38713879.2,78354.40000000001
country/SOM,2021,,,,,,207378.0,,,,,,,,,,,,888410.8,,,850203.0000000001,,,15067757.600000001,,,,,,,,,,29310760.08,725777.2000000001,,4768813.4,4730000.0,,,,,,,8963523.600000001,,,1163085.4,13740.400000000001,,,,,,16801543.2,1262581.6,1177001.0,,480122.0
country/SRB,2013,,,,,,,600346.0,,,,,,,,,74955.20000000001,367855.2,63584295.21520528,,,,,1148168.0,27345899.200000003,,,9195.2,,,,,,,,,,,614344.6000000001,,,,,,,,,,125629.0,,,,1860.0,40136.8,,924826.4000000001,961868.8,,,30.0
country/SRB,2014,,,,,,,3452.4,,,,,,,,,2491.0,716180.0,27830885.35290918,,,,,376807.60000000003,35826716.800000004,,,,,,,,,,,,,424572.0,361923.8,,,,,,,,,,177883.4,,,,1060.0,102202.6,,1897687.6,856318.0,,,470.0
country/SRB,2015,,,,,,,278857.39999999997,,,,,,,,,265579.8,731021.2000000001,42110535.4234269,,,443704.80000000005,,1371.0,28445231.4,,,,,,,,,12582220.000000002,,,,256588.2,725980.6,,6127.0,,,,,,,,77381.4,,,,88740.0,34387.0,,2094870.8,663616.2,,605042.0,190.0
country/SRB,2016,,,,,,,2913.0,,,,,,,,,255147.0,320861.2,45474070.12016033,,57630249.33863119,,,,39983230.0,796333.0,,14596.800000000001,,,,,,921471.8800000001,,,,160711.80000000002,1066945.6,,,,,,,,,,30033.4,,,,,27646.0,,303995.2,3262281.8000000003,,,5198.0
country/SRB,2017,,,,,,,,,,,,,,,,60257.2,1100.8000000000002,36275187.924202465,,23337325.547551185,,,50059.200000000004,68287601.2,,,,,,,,,13052799.24,,,,57446.0,360518.0,,,,,,,,,,9448.6,2740.0,,,,,72.8,665621.6,3492671.2,,,300.0
country/SRB,2018,,,,,,,19132572.0,,,,,,,,,9097.2,,71959326.97938886,,25142024.05594578,,42948.0,76789.0,72156527.6,,,,,,,,,47510768.9407,,,,195968.6,315046.4,,,,,,,,,,,2546.0,,,,1095337.8,,1652476.6,1880693.4,4107812.0,,
country/SRB,2019,,,,,,,34815208.2,,,,,,,,31344453.200000003,32412.4,,66030028.26090411,,,8848091.0,56538.8,21955.0,81354428.8,,,,,170556.4,,,,19497265.2417,,,,283119.6,2636.4,,,,,,,,,,,,,,5910.0,291980.0,,2489305.4,1972399.2000000002,2988292.8000000003,,102736.0
country/SRB,2020,,,,,,,19143159.400000002,,,,,,,,,,,75427058.84854607,,13904229.478213523,,64956.8,634676.7999999999,44800607.0,,22611.00854117412,,,14330730.6,,,,34161671.3383,,,,223648.6,1191268.0,,,,,,,,,,,,,,31196.0,15954.400000000001,1596.0,1234159.4000000001,4101393.4,3223523.2000000007,,133523.6
country/SRB,2021,,,,,,7279.200000000001,7180250.600000001,,,,,,,,47894985.6,,,84586845.75644204,,16270919.167654367,,141388.0,60565160.8,40309007.6,239900.0,33692.012726957604,,,224899.2,,,,29792305.7251,,,,53882.0,479533.0,,127571.20000000001,,,,,,,,,8884.4,,4807.2,98052.0,21286.800000000003,2582.4,987447.2000000001,3115400.4000000004,6554859.600000001,,232174.0
country/SSD,2013,,,,,,967480.8,27228.800000000003,,567578.4,,,,,,,,,440626.80000000005,,,3225319.2,,,4127458.6,,,,,,,,,,,106242.0,,263513.60000000003,9245295.200000001,,,,,,,7468671.2,,,8246504.4,75538.8,,,34520.0,,26022.4,,411044.80000000005,,13945240.2,2305908.0
country/SSD,2014,,,,,,47232.0,5608.400000000001,,,,,,,,,38539.6,,2070106.0,,,37078.0,,,5903664.2,,,,,,,,,,,280660.0,,535270.4,3383335.6,,,,,,,2316789.2,,,1368412.6,,,,54664.0,,,174018.40000000002,620413.2,,34799363.8,1648248.0
country/SSD,2015,,,,,,37778.8,4437.2,,,,5526056.8,,,,,,,930205.2000000001,,,124948.8,,,4567380.2,,,,,,,,,,853369.0000000001,150445.6,,26017.600000000002,4671088.0,,,,,,,4288406.8,,,385448.4,,,,6656.0,,,700524.4000000001,436454.4,,87341683.4,1197359.8
country/SSD,2016,,,,,,39346.0,18799.0,,995244.8,,8122122.4,,,,,97706.40000000001,1931419.6,341974.8,,,2653986.4000000004,,,10476620.0,260000.8,,,,,,,,,472774.50000000006,187788.80000000002,,63367.200000000004,4892165.600000001,,,,,,,3222676.8000000003,,,301519.6,,,,,,,341175.2,304537.60000000003,,58432996.0,8332466.0
country/SSD,2017,,,,,,13064.8,18600.0,,651962.8,,3989510.4000000004,,,,,32092.800000000003,2874127.2,122786.8,,,,,225454.0,8620148.200000001,,,,,,,,,,,1122124.4000000001,,926153.2000000001,4879266.000000001,,,,,,,7302604.4,,,299150.80000000005,,,,,,6790.400000000001,201474.40000000002,258757.2,,64302887.400000006,8511400.0
country/SSD,2018,,,,,,,2832.4,,354066.0,,700619.6000000001,,,,,28532.4,1131762.8,177108.40000000002,,,124812.40000000001,,,10601254.8,,,,,,,,,,7283967.9,203941.60000000003,,39650.8,871295.8,,,,,,,12694616.8,,,415496.0,,,,,,,595968.0,54122.8,,69282651.60000001,6708070.0
country/SSD,2019,,,48488.0,,,112830.8,,,380611.2,,1271587.2000000002,,,,,,25942.4,,,,150687.6,,,9781601.2,,,,,,,65249.200000000004,,,1934394.6500000001,620973.2,,1405350.4,,,,,,,,8701284.8,,,302652.0,,,,,,,1207745.2000000002,17206.8,,75507906.0,1844661.0
country/SSD,2020,,,884468.8883999999,,,70214.0,,,,,4102356.0000000005,,,,,,685824.8,129563.6,,,170524.40000000002,335917.0,,9699243.8,,,,,2851.2000000000003,,,,,5267625.83,494662.80000000005,,1084569.8,3102450.4,,,,,,,4828129.2,,,1308893.6,,,,,,,,745474.0,,58585152.0,595997.8
country/SSD,2021,,,3082311.828075017,,,732012.8,,,,,2990580.0,,,,,,260965.6,14697.2,,,237731.2,453254.0,,6171789.4,,,,,,,86360.0,,,17173392.5142,1711020.0,,2767975.2,6700163.2,,1206050.0,,,,368034.0,5551379.600000001,,,2508402.6,,,,,,,52792.8,387090.0,,,1269324.0
country/STP,2013,,,,,,67103.0,,,,,11163.0,,,,,,,382947.39999999997,,,,,,,,,,,,,,,,,,,,53302.8,,,,,,,,,,,,144476.0,,,,11217.2,,,,,
country/STP,2014,,,,,,,,,,,,,,,,,,1551799.2000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474387.0,,,,,,,,,
country/STP,2015,,,,,,,,,,,,,,,,,,1669049.8000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069711.2,,,,,,,,,
country/STP,2016,,,104378.71018335194,,,,,,,,,,,,,,,2095014.8,,,,,,,2018409.0,,,,,,,,,279790.0,,,,7592.0,,,,,,,,,,,,980007.6,,,,,,,,,
country/STP,2017,,,,,,,,,,,,,,,,,,2484505.6,,,,,,,,,,,,,,,,,,,,3376.8,,,,,,,,,,,,326196.8,,,,,,,,,
country/STP,2018,,,,,,,,,,,,,,,,,,763531.6000000001,,,,,,,,,,,,,,,,1862860.5,,,,3553.2000000000003,,,,,,,,,,,,255741.6,,,,23604.0,,,,,
country/STP,2019,,,413236.81922724267,,,,,,,,,,,,,,,1766035.6,,,,,,,,,,,,,,,,4034037.04,,,,,,,,,,,,,,,,242276.80000000002,,,,,,,,,
country/STP,2020,,,2620886.6771389763,,,,,,,,,,,,,,,2659568.5999999996,,,,22173.600000000002,,,,,,,,,,,,2327856.76,,,,74175.6,,,,,,,,,,,,447446.0,,,,,,,,,
country/STP,2021,33333.0,,231030.78779912414,,,1874.0,,,,,,,,,,,,1092145.4000000001,,,,134564.0,,,1087714.0,,,,,,19220.0,,,2128026.6159,,,,1525472.8,,,,,,,,,,,,681146.6,,,,,11659.2,,,,
country/SUR,2013,,,,,,25723.0,,,,,,,,,,,,2963.2000000000003,,,,,,,,,,,,,,2500000.0,,,,,,22625.0,,,,,,,900550.0,,,,,,,,,,,,,,
country/SUR,2014,,,,,,,5307.200000000001,,,,,,,,,,,,,,,,,,,,,,,,,417670.24,,,,,,,,,,,,,615060.0,,,,,,,,,,,,,,
country/SUR,2015,,,,,,,26622.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32096.0,,,,,,,226998.0,,,,,,,,,,,,,,
country/SUR,2016,,,,,,,42463.600000000006,,18543.600000000002,,,,,,,,,1161119.0,,,,,,,120001.0,,,,,,,7700000.0,,,,,,2785.0,,,,,,,290274.8,,,,,,,,,,,,,,
country/SUR,2017,,,,,,,31563.600000000002,,382516.80000000005,,,,,,,,,1211814.0,,,,,217028.0,,,,,,,,,472202.088,,,,,,10518.400000000001,,2894.0,,,,,32882.0,,,,,,,,,,,,,,
country/SUR,2018,,,,,,,,,369673.2,,332431.0,,,,,,,2212911.6,,,,,113611.20000000001,,,,,,,,,296520.0,,,,,,730097.6000000001,,,,,,,,,,,,,,,,,,,,,
country/SUR,2019,,,,,,,,,349306.4,,419435.0,,,,,,,,,,,,431044.0,,,,,,,,,51146.3,47901.5,,,,,34506.0,,,,,,,,,,,,,,,,,,,,,
country/SUR,2020,,,,,,,,,74145.2,,434371.6,,,,,,,1488510.6,,,,,,,,,,,,,,443273.19869999995,,,520.0,,,27497.0,,,,,,,,,,,,,,,,1598.0000000000002,,,,,
country/SUR,2021,,,,,,13149.2,,,64023.200000000004,,508504.4,,,,,,,2220789.8,,,,,,,,,,,,,,1062953.72,,,,,,46185.600000000006,,,,,,,,,,,,,,,,2585.2000000000003,,,600054.4,,
country/SWZ,2013,,,,,,,,,,,146408.0,,,,,,,4600106.0,,,87627.6,,,,,,,,,,,,,,,,,377084.0,,,,,,,,,,,,,,,,,,,,,
country/SWZ,2014,,,,,,6021.6,,,,,,,,,,,,3509949.6,,,79487.6,,,,,,,,,,,,,,,,40775.600000000006,,,,,,,,,,,,,,,,,,,,,,
country/SWZ,2015,,,,,,,,,,,,,,,,,,3129174.8000000003,,,130134.40000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country/SWZ,2016,,,,,,,,,,,,,,,,,,4135852.6000000006,,,26529.200000000004,,,22116.4,,,,,,,,,,,,,,,,2387.6,,,,,,,,,,,,,,,57289.6,,,,
country/SWZ,2017,,,,,,13064.8,,,,,,,,,,,,2896044.8,,,,,,10598.0,,,,,,,,,,,,,,136286.6,,2831.6000000000004,,,,,,,,,,,,,,,19656.0,,,,
country/SWZ,2018,,79010.70654256182,,,,,,,,,,,,,,,,1256842.2000000002,,,,56777.2,,23137.2,,,,,,,,,,,,,,14248.800000000003,,,,,,,,,,,,,,,,,,,,,
country/SWZ,2019,,257932.59917744464,,,,180141.2,,,,,,,,,,,,1681060.8,,,,38635.200000000004,,206606.6,,,,,,,,,,,,,3254.0,7935.6,,5922.400000000001,,,,,,,,,,,,,,,,,,,
country/SWZ,2020,,1574931.3593779444,,,,133010.0,59487.0,,,,95631.6,,,,,,,978340.2000000001,,,,91613.6,45584.0,189812.0,,,,,,,,,9980.0,,,,,1100038.8,,,,,,,,,,,,,,,,,,2130.0,,,458214.4
country/SWZ,2021,,3452623.059311102,,,,45786.4,,,,,151028.0,,,,,,,689957.6000000001,,,,114596.0,,65206.8,,,,,,,,,929650.8700000001,,,,,4253920.2,,,,,,,,,,47550.0,,,,,,,208199.0,,,,930364.0
country/SYC,2013,,,,,,67103.0,,,,,,,,,,,,,,,,,2545673.0,,,,,,,,,,,,,,,454407.0,,,,,,,,,,,,,,,,,,,7220000.0,,
country/SYC,2014,1272217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22683.2,503579.8,,,,,,,,,,,,,,,,,,,2710000.0,7763.200000000001,
country/SYC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23450.0,,,,,14522.0,,,,,,,,,,,,,,,,,,,140000.0,588.4,
country/SYC,2016,1137181.0,199518.508142773,,,,,,,,,,,,,,,,272653.0,,,,,,,,,,,,,,,,,,,,271587.0,,,,,,,,,,,,,,,,,,,,,
country/SYC,2017,,,,,,,,,,,,,,,,,,737899.0,,,,,115247.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188331.0,
country/SYR,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,958.4000000000001,,,,49118.4,,,,,,,,,,,,,,,,,,,,,,,568376.4,1435239.0,58924.8,,,
country/SYR,2014,,,,,,,,,1857502.8,,,,,,,,,,,,,,,,,,,,,,,,,,19902.0,,619450.8,,,,,,,,,,,,,,,,,,30612.800000000003,,,,
country/SYR,2015,,,,,,,,,4048807.6000000006,,,,,,,,,,,,,,,1041765.2000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13148.400000000001,155227.6,,,,
country/SYR,2016,,,,,,71692.40000000001,,,,,,,,,,,,,,,,,,154428.4,,,13270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.8,,,,,
country/SYR,2017,,,,,,,,,338180.4,,,,,,,,,,,,,,,161318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4,157248.0,456992.0,,,
country/SYR,2018,,,,,,,,,118022.0,,,,,,,8597.6,,1346408.4000000001,,,,,3540.8,61068.8,,,,,,,,,,,,,1652308.0,,,,,,,,,,,,,,,,,,325876.80000000005,460169.6000000001,,,
country/SYR,2019,,,,,,,223888.80000000002,,,,,,,,,,,260409.6,,,,,,618381.2000000001,,,,,,,,,,,,1250000.0,671848.4000000001,,,,,,,,,,,,,,,,,4641.2,549535.6,100624.0,,18744.4,
country/SYR,2020,,,,,,,,,,,,,,,,,,3515427.6,,,,994.8000000000001,,1361428.4000000001,,,,,,,,,,,,,5862463.4,11035115.6,,576.8000000000001,,,,,,,,,,,,,,,,,,,263558.4
country/SYR,2021,6826680.0,,,,,,,,,,,,,,,,,439743.2,,,,37888.0,,2213268.4000000004,,,,,32986.0,,31508.0,,,,,,15374.0,13125448.4,,,,,,,,,,,57140.0,,,,,,3264582.8000000003,,,24538.800000000003,368660.0
country/TCD,2013,,,,,,,,,,,,,,,,,,13590028.600000001,,,,,2069761.0000000002,1030608.6000000001,,,,,,,,,,,,,5319.6,1200000.0,,,,,,,,,,,,,,,,39488.8,1198950.0,4569886.600000001,,,
country/TCD,2014,,,,,,,46702.8,,,,,,,,,,,11779544.200000001,,,,,12267.0,1564834.6,,,,,,,,,,,,,,2480000.0,,,,,,,,,,,,,,,,58907.0,826251.2,6800971.4,,,
country/TCD,2015,,,,,,,60964.6,,133111.6,,,,,,,,,9146984.8,,,,,,1365199.2,,,,,,,,,,,,,29382.0,22640.8,,,,,,,,,,,,,,,,28660.0,405200.00000000006,5295739.2,,,
country/TCD,2016,,,,,,,53080.0,,707730.0,,,,,,,,,6236752.600000001,,,,,47771.6,1498463.6,1997104.0,,,,,,,,,755611.41,754107.6,,12260.8,7091.6,,,,,,,,,,,,,,,,26528.4,190648.0,4365740.2,,,
country/TCD,2017,,,,,,,6628.400000000001,,35227.200000000004,,,,,,,,,7651374.2,,,,,2039760.2000000002,1861887.2000000002,,,,,,,,,,,1052869.0,,233634.80000000002,,,,,,,,,,,,,,,,,97100.8,281736.4,7664575.6,,,
country/TCD,2018,,,5330132.144999999,,,,12620.8,,302136.4,,,,,,,,,10101849.200000001,,,,,1075682.6,3612503.2,,,,,,,,,,3753134.7920000004,,,,10648.400000000001,,,,,,,,,,,,,,,,90375.20000000001,1581680.8,6231297.0,,,
country/TCD,2019,,,622407.604151221,,,,,,223888.80000000002,,,,,,,,,8010411.800000001,,,,,12530291.6,5404621.4,,,,,,,,,,4281434.5286,1320150.8,280000.0012,895556.0,,,,,,,,,,,,,,,,,685324.8,461087.6,4547912.4,3321.6000000000004,,2100000.0
country/TCD,2020,,,16471280.910875779,,,,,,,,,,,,,,,13665975.4,,,,58760.8,11157465.200000001,11027946.4,,,,,6893.6,,,,,41182018.199,1320320.2,,439892.0,1723991.2,,,,,,57229.0,,,,,,,,,,98952.0,,3021118.2,,,1501326.4
country/TCD,2021,4000.0,,107256.204,,,11818.400000000001,,,,,,,,,,,,7895878.4,,,,68728.0,13985560.4,11635497.4,,,,,,,,,,17707844.7192,1409526.2,,,1739760.0,,,,,,234961.0,,,,,,,,,,190486.40000000002,116592.40000000001,4387052.0,1995863.0,,6400000.0
country/TGO,2013,,,,,,,,,93908.8,,,,,,,,,503632.8,,,,,,3800159.6,,,,,,,,,,,,,,1979225.6,,,,,,66064.8,,,,267098.0,,,,,,8127.6,25929.200000000004,41950.8,,,
country/TGO,2014,,,,,,,,,6356.8,,,,,,,,,1075876.8,,,,,13268.0,7269047.0,,,,,,,,,,,,,,812822.4,,,,,,63043.2,,,,169790.0,,,,,,17703.2,21972.8,30470.0,,,
country/TGO,2015,,,,,,,,,,,,,,,,,,473376.0,,,,,41475.6,10451129.4,,,,,,,,,,,,,27087.6,,,,,,,37668.4,,,,147967.0,,,,,,8042.8,17259.6,,,,
country/TGO,2016,,,,,,,6635.0,,,,,,,,,,,509771.8,,,,,297689.2,4961246.8,1990349.0,,,,,,,,,,,,18182.4,,,21663.2,,,,37010.4,,,,142050.0,,,,,,14276.800000000001,369020.4,,,,
country/TGO,2017,,,,,,,,,164392.0,,55154.4,,,,,,,3000312.2,,,,,980614.6,5276555.0,,,,,,,,,,1467862.1600000001,,,11824.0,,,18223.800000000003,,,,22486.800000000003,,,,323721.0,9710.800000000001,,,,,4994.0,224640.40000000002,,,,
country/TGO,2018,,,,,,,,,75221.6,,,,,,,,,3289937.6,,,15470.8,9864.0,1561353.0,5226155.2,,,,,,,,,,10399244.9521,,,28924.0,,,8766.4,,,,14833.2,,,,271009.0,,,,,,89677.8,440670.4,28910.800000000003,,,
country/TGO,2019,,,409255.70523208287,,,,,,58280.8,,,,,,,,,2150431.0,,,,26311.2,1556629.0,4725611.800000001,,,,,,,,,,45017993.6044,,,11108.0,,,,,,,,,,,248796.0,,,,,,187444.0,46262.8,97243.4,,,
country/TGO,2020,,,6272350.709103717,,,,,,61944.0,,140134.0,,,,,,,1512222.4,,,,142224.40000000002,2822038.6,8076268.8,,,,,,,,,,10199479.230800001,,,173407.6,706458.4,,576.8000000000001,,,,,,,,228946.0,,,,,,94200.4,48499.600000000006,169996.6,,,
country/TGO,2021,6154.0,,1100823.5581401486,,,,,,56240.0,,426747.0,,,,,,,3764654.6000000006,,,,252962.0,9655950.6,11142323.0,150.0,,,,,,,,,9352228.753800001,,,81204.4,1093286.0,,,,,,,,,,121050.0,,,,,,377829.2,289863.4,103657.8,2096378.8,,
country/THA,2013,,,,,,437620.2,,,34988.8,,111574.8,,,50598000.0,,,,1858462.0,,,7395.6,,,3754996.8,,,,,,,,,,,,,,399941235.0,,2296.4,,,,,,,,83896.4,,,,,,,159151.6,,,7886.4,50000.0
country/THA,2014,,,,,,58945.200000000004,,,,,,,,,,,,1181964.6,,,8716.800000000001,,,3503599.4,,,,,,,,,,,,,,325668749.2,,,,,,,,,,123763.2,,,,,,636.8000000000001,370607.6,,,31896.0,20000.0
country/THA,2015,,,,,,308976.0,,,,,,,,,,,,359591.6,,,86.0,,3328.0,3293765.8,,,,,,,,,,,,,,140179950.6,,5248.0,,,,,,,,39942.8,,,,,,262.8,97086.8,,,41210.4,
country/THA,2016,,,,,,238849.80000000002,,,,,,,,,,,,609521.4,,,,,3759.4,3126119.2,2961047.0,869638.6799999999,,,,,,,,,,,25745.600000000006,339308886.2,,2371605.2,,,,,,,,54223.600000000006,,,,,,,335005.60000000003,,,230859.2,
country/THA,2017,,,,,,103680.4,,,,,44326.0,,,,,,,439154.60000000003,,,,,77502.0,2386869.2,,815486.0,,,,,,,,,,,,144566263.8,,19156.600000000002,,,,,,,,55070.8,,,,,,,154946.4,,,361455.2,
country/THA,2018,,,,170793983.08200002,,76291.6,,,,,134706.0,,,,,,,594084.8,,,,63748.0,106315.2,1534626.6,,869646.0,,,,,,,,,,,,98432648.2,,16382.2,,,613.6,,,,,20480.0,,,,,,2437.0,276655.2,,,,100000.0
country/THA,2019,,,,111921145.80904976,,460641.60000000003,,,60416.0,,48708.0,,,,,,,341493.6,,,235070.0,37654.4,70650.40000000001,6044261.8,,,,,,,,,,,6372.0,,,94457108.8,,11005.600000000002,,,,,,,,12123.2,,,,,,3940.0,,,,713935.2000000001,878249.0
country/THA,2020,,,,171039185.58441615,,355697.2,,,211583.0,,73673.0,,,,,8607.6,57782.0,152665.6,,,,118210.0,29629.600000000002,5810047.8,,,,,,,,,,,,,55047.200000000004,82338592.2,,,,,,,,,,38945.200000000004,,,,,,,,,,400712.0,139385.8
country/THA,2021,417345.0,,,215498314.06001642,,522595.2,,,118608.0,,1289.2,,,,,,,561525.2,,,1360115.2000000002,65874.0,216328.0,5622048.2,24268.0,,,,,,,,,,2482.0,,6622.4,74455264.39999999,,301453.0,,,,,,,,,,,,,,,1142049.8,,,363144.2,259094.0
country/TJK,2013,,,,,,,26952.0,,,,,,,860855.0,,,,1253725.0,,,150734.80000000002,,,4383201.0,,,,,,,,,,,,,,1932502.0,,221826.0,,,,,,,,42531.0,14131.6,,,,,21037.2,,5771995.2,200000.0,618385.0,833578.0
