dcid,year,climateFinanceReceivedDisbursementsByProviderCurrentUSDAdaptationFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDAfricanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAfricanDevelopmentFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDAsianDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAsianInfrastructureInvestmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDAustralia,climateFinanceReceivedDisbursementsByProviderCurrentUSDAustria,climateFinanceReceivedDisbursementsByProviderCurrentUSDAzerbaijan,climateFinanceReceivedDisbursementsByProviderCurrentUSDBelgium,climateFinanceReceivedDisbursementsByProviderCurrentUSDBlackSeaTrade&DevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCanada,climateFinanceReceivedDisbursementsByProviderCurrentUSDCaribbeanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCentralAmericanBankforEconomicIntegration,climateFinanceReceivedDisbursementsByProviderCurrentUSDClimateInvestmentFunds,climateFinanceReceivedDisbursementsByProviderCurrentUSDCouncilofEuropeDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDCzechRepublic,climateFinanceReceivedDisbursementsByProviderCurrentUSDDenmark,climateFinanceReceivedDisbursementsByProviderCurrentUSDEUInstitutions,climateFinanceReceivedDisbursementsByProviderCurrentUSDEstonia,climateFinanceReceivedDisbursementsByProviderCurrentUSDEuropeanBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsByProviderCurrentUSDFinland,climateFinanceReceivedDisbursementsByProviderCurrentUSDFoodandAgricultureOrganisation,climateFinanceReceivedDisbursementsByProviderCurrentUSDFrance,climateFinanceReceivedDisbursementsByProviderCurrentUSDGermany,climateFinanceReceivedDisbursementsByProviderCurrentUSDGlobalEnvironmentFacility,climateFinanceReceivedDisbursementsByProviderCurrentUSDGlobalGreenGrowthInstitute,climateFinanceReceivedDisbursementsByProviderCurrentUSDGreece,climateFinanceReceivedDisbursementsByProviderCurrentUSDGreenClimateFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDHungary,climateFinanceReceivedDisbursementsByProviderCurrentUSDIFAD,climateFinanceReceivedDisbursementsByProviderCurrentUSDIceland,climateFinanceReceivedDisbursementsByProviderCurrentUSDInterAmericanDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDInternationalBankforReconstructionandDevelopment,climateFinanceReceivedDisbursementsByProviderCurrentUSDInternationalDevelopmentAssociation,climateFinanceReceivedDisbursementsByProviderCurrentUSDIreland,climateFinanceReceivedDisbursementsByProviderCurrentUSDIslamicDevelopmentBank,climateFinanceReceivedDisbursementsByProviderCurrentUSDItaly,climateFinanceReceivedDisbursementsByProviderCurrentUSDJapan,climateFinanceReceivedDisbursementsByProviderCurrentUSDKazakhstan,climateFinanceReceivedDisbursementsByProviderCurrentUSDKorea,climateFinanceReceivedDisbursementsByProviderCurrentUSDLatvia,climateFinanceReceivedDisbursementsByProviderCurrentUSDLiechtenstein,climateFinanceReceivedDisbursementsByProviderCurrentUSDLithuania,climateFinanceReceivedDisbursementsByProviderCurrentUSDLuxembourg,climateFinanceReceivedDisbursementsByProviderCurrentUSDNetherlands,climateFinanceReceivedDisbursementsByProviderCurrentUSDNewZealand,climateFinanceReceivedDisbursementsByProviderCurrentUSDNordicDevelopmentFund,climateFinanceReceivedDisbursementsByProviderCurrentUSDNorway,climateFinanceReceivedDisbursementsByProviderCurrentUSDPoland,climateFinanceReceivedDisbursementsByProviderCurrentUSDPortugal,climateFinanceReceivedDisbursementsByProviderCurrentUSDRomania,climateFinanceReceivedDisbursementsByProviderCurrentUSDSlovakRepublic,climateFinanceReceivedDisbursementsByProviderCurrentUSDSlovenia,climateFinanceReceivedDisbursementsByProviderCurrentUSDSpain,climateFinanceReceivedDisbursementsByProviderCurrentUSDSweden,climateFinanceReceivedDisbursementsByProviderCurrentUSDSwitzerland,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedArabEmirates,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedKingdom,climateFinanceReceivedDisbursementsByProviderCurrentUSDUnitedStates
country/CIV,2013,,,,,,,,,,,9125.0,,,,,,,1836123.8,,,,,19805.0,3348191.2,,,,,,,,,,,,,,2023866.8,,,,,,,,,,,,,,,,48923.200000000004,,,,,
country/CIV,2014,,,,,,,,,,,,,,,,,,223569.2,,,,,26006.2,3839546.6000000006,,,,,,,,,,,,,,1660037.2,,,,,,,,,,,,,,,,,,,,,
country/CIV,2015,,,,,,,,,,,128742.80000000002,,,,,,,1091134.6,,,,,64337.600000000006,3232867.8,,,,,,,,,,,,,8874.0,10092.0,,,,,,,,,,53745.600000000006,,,,,,,,,,,
country/CIV,2016,,,,,,,,,,,134139.19999999998,,,,,,,1228484.2,,,8928.4,,11057.8,2686326.6,402219.80000000005,,,,,,,,,12571401.81,,,7717.6,2922.8,,39830.0,,,,,,,,,,,,,,,273733.19999999995,,,,
country/CIV,2017,,,,,,,,,,,79079.6,,,,,,,5658424.4,,,22661.2,,452566.20000000007,4402422.0,,,,,,,,,,16473608.26,,,18938.0,,,,,,,,,,,,,,,,,28711.6,,,,,
country/CIV,2018,,776828.6438466576,,,,,,,23208.0,,880827.0,,,,,,,9176102.4,,,,60852.0,335576.2,2890943.2,,,,,,,,,5790638.9905,27836689.4245,,,1416.4,7225.6,,,,,,,,,,,,,,,,46948.0,572.0,84741.6,,,971730.0
country/CIV,2019,,56403102.37845391,,,,3232.0,,,,,666347.8,,,,,,,7828589.4,,,,18697.6,79384259.2,71734792.0,,,,,,,,,4347080.8381,38782791.2412,,,6716.8,359952.4,,2212825.4000000004,,,,,,,,,,,,,,10535.2,,92493.0,,3216357.8,1256442.0
country/CIV,2020,,35953970.61155284,189853.85,,,14518.0,,,8918555.0,,1465618.8,,,,,,,19088636.6,,,,67985.6,77759592.39999999,49632506.0,,,,,,,,,9078698.3287,148784828.3865,,,30986.4,4077536.0,,1505208.8,,,10772.800000000001,,,,,,,,,,,66910.4,,26539.2,,92100.0,1854201.6
country/CIV,2021,6154.0,49813164.607748546,58974.0,,,18772.8,,,5234639.0,,1548021.6,,,4807672.0,,,4243943.600000001,14886720.8,,,,62970.0,107961444.0,6337359.2,3192.0,,,1653226.0,,,,,12212950.75,74552463.19443569,,,169758.40000000002,68231.40000000001,,793363.6,,,,15778.8,,,,,,40208.0,,,,38817.8,16322.800000000001,,15002.0,14503185.200000001,3536580.0
country/CMR,2013,,,,,,407823.6,,,543549.8,,79528.2,,,,,,,3056370.8,,,,,69653.4,4704517.2,,,,,,,,,,,,,31015.600000000002,9414568.0,,128360.0,,,,135822.8,,,,582808.0,,,,,,11830.2,668840.0000000001,,,22691.8,
country/CMR,2014,,,,,,208856.4,,,2629544.8,,95620.40000000001,,,,,,,3803623.4000000004,,,80794.40000000001,,41395.6,5644109.4,,,,,,,,,,3474515.44,,,163795.6,6628362.2,,656365.0,,,,50784.799999999996,,,,737526.0,,,,,,116242.40000000001,746526.4,,,,
country/CMR,2015,,,,,,230652.80000000002,,,414908.80000000005,,1038.8,,,,,,,3416338.0,,,95741.6,,17304.2,5322916.8,,,,,,,,,,287918.03,,,143258.0,3529923.4000000004,,665758.4,,,,72332.4,,,,467367.4,,,,,,1979.6000000000001,604629.2,,,478035.8,9588.0
country/CMR,2016,,,,,,7492.8,,,501708.0,,,,,,,,,6047322.4,,,80076.8,,80061.6,7805998.0,1863395.0,,,,,,,,,,,,108635.0,6255040.6,,480483.8,,,,74507.6,,,,188245.0,,,,,,5038.0,1053698.8,,,674923.2000000001,2663583.0
country/CMR,2017,,,,,,,450907.60000000003,,649646.0,,22022.8,,,,,,,17595303.6,,,,,26131542.8,8525595.8,,,,,,,,,22678764.0,,,,113526.40000000001,3976997.8,,406414.60000000003,,,,,,,,38644.0,,,,,,,984516.2,,,347520.0,22710.0
country/CMR,2018,,17616889.00330048,91041.9195924622,,,,,,381762.4,,,,,,,,,15447151.600000001,,,,,6253170.2,9265823.4,,,,,,,,,3184407.6900000004,636506.64,,,599771.8,7376127.6,,221234.0,,,,,,,,119305.20000000001,,,,,,,952121.6,18816.0,,452580.39999999997,
country/CMR,2019,,265236.29199144605,,,,112830.8,,,609574.4,,9151.0,,,,,,,19907164.0,,,,,61456500.6,9778151.8,,,,,,,,,146913.6,39062691.234,,,226255.8,8180413.0,,85596.4,,,,,,,,192003.6,,,,,,11610.6,1210037.6,12074.800000000001,,22731978.2,
country/CMR,2020,,26333881.517292675,684329.3270498556,,,70214.0,150427.2,,292277.2,,219835.8,,,,,,,12349957.6,,,,13393.0,46483621.400000006,9144915.0,,,,,,,2953.6000000000004,,679451.18,10972794.405926785,,,1719702.8,3121023.6,,13411.2,,,,,,,,118667.0,,,,,,,998947.0,10649.2,,17338644.0,691151.0
country/CMR,2021,1264000.0,1430737.502157795,259317.42421312758,,,226248.40000000002,,,455651.4,,328900.60000000003,,,,,,,22420127.8,,,,20510.0,25184983.8,12161753.200000001,353294.0,,,,,,,,827134.91,51692642.83689251,4644.8,,476875.4,5611508.6,,136656.2,,,,,,,,89415.0,,,,,,60938.8,1038580.1999999998,49110.0,47601.0,19780306.0,719414.0
country/COD,2013,,,,,,57388.0,79660.0,,10066088.8,,1799108.2,,,278264.0,,,,6592137.8,,,,,2073071.0,14200679.8,,,2805.2000000000003,,,,,,,,116464.80000000002,,15932.000000000004,27345863.2,,990314.4,,,,148069.0,,,,4991057.2,,,,,,216488.2,1621776.0,,,1303071.6,3139620.0
country/COD,2014,,,,,,2016.8000000000002,11301.2,,13562393.6,,68304.40000000001,,,,,,,8087345.0,,,,,,9796755.4,,,,,,,,,,,,,19000.4,3784738.0,,1632947.2,,,,71857.6,,,,3295281.6,,,,,,128850.0,1105981.6,,,991106.4,3410968.0
country/COD,2015,,,,,,123621.6,83195.0,,9603329.6,,202681.6,,,,,,,10196918.6,,,,,585008.0,9274592.4,,,,,,,,,,4442420.0,366056.4,,261186.40000000002,1355749.2,,473182.00000000006,,,,132791.8,,,,5460341.8,,,,,,114221.6,4242440.8,,,790692.4,1623862.4
country/COD,2016,,,,,,90121.20000000001,54963.0,,8618026.4,,377211.60000000003,,,,,,,18570239.8,,,,,1576459.8,10808398.6,4889591.0,,,,,,,,,,331748.4,,208647.0,2100795.8,,354916.4,,,,170199.0,,,,4296662.6,,,,,,64052.4,2146841.0,,,339207.60000000003,43386224.0
country/COD,2017,,,135670.980463161,,,,104275.0,,11129187.200000001,,18488.4,,,25063312.0,,,,14274061.4,,,,,2300372.2,17160474.8,,,,,,,,,,,1402503.8,,188372.80000000002,170228.8,,330340.2,,,,135815.0,,,,3858923.4,,,,,,52756.4,2173859.6,,,1646358.4000000001,56356560.0
country/COD,2018,,,96427.34649944503,,,,,,10212721.200000001,,207912.0,,,15123494.0,,,,16093445.8,,,,992.0,1166838.4000000001,15890911.8,,,,,,,,,,11770660.55,731263.0,,964153.2,1515114.8,,61272.8,,,,180860.2,,,,4742198.2,,,,,,416861.0,3511845.0,,,1644820.8,16190216.0
country/COD,2019,,,120467.22288826571,,,,,,7786069.0,,531084.8,,,,,,,19519547.400000002,,,,,2644344.4,29565155.6,,,,,,,,,,8645767.58,1354675.8,,1347646.0,1443202.6,,340179.4,,,,81024.0,,,,3651496.0,,,,,,198922.8,1418580.8,262309.4,,1678553.4000000001,10061946.0
country/COD,2020,,,17614896.57017902,,,,,,12969089.8,,662904.4,,,,,,,14982062.2,,,,168595.0,812031.4,15272900.200000001,,,,,,,,,,17872216.990000002,1356993.8,,1072505.4,6343403.4,,43994.6,,,,48030.0,,,,3246791.8000000003,,,,,,220556.40000000002,2667221.8,254029.0,,5309921.600000001,2343487.8
country/COD,2021,,,813063.5814959876,,,1010833.6000000001,,,14933830.8,,1326832.2,,,4968872.0,,,,15504561.0,,,,71954.0,3033957.4,24519457.400000002,573538.0,,,,,,,,,83110767.3506,538601.8,,1377189.8,12340733.8,,477847.2,,,,210802.2,1700535.2,,,7746448.0,,,,,,609342.8,2546511.6,460177.60000000003,19848.0,2105.2000000000003,4460686.0
country/COG,2013,,,,,,,,,,,,,,,,,,507208.6,,,,,2047124.0,122441.0,,,,,,,,,,,,,38236.8,7976.0,,,,,,,,,,,,,,,,,,,,,
country/COG,2014,,,,,,,,,,,,,,,,,,5564175.8,,,,,,73908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.0,53844.00000000001,,,,
country/COG,2015,,,,,,,,,,,,,,,,,,2786302.4000000004,,,,,16545.800000000003,53897.0,,,,,,,,,,,,,,85207.6,,,,,,,,,,42638.0,,,,,,,,,,,
country/COG,2016,,,,,,,,,,,,,,,,,,2230412.6,,,,,74311.6,41911.200000000004,648044.0,,,,,,,,,,,,72538.4,71268.0,,,,,,,,,,105855.2,,,,,,4473.2,,,,,
country/COG,2017,,,,,,,,,,,,,,,,,,2159535.0,,,,,3996540.4,40130.8,,,,,,,,,,,,,86574.0,,,,,,,,,,,31422.4,,,,,,1249.6000000000001,,,,772598.4,
country/COG,2018,,,,,,,,,,,,,,,,,,830943.2,,,,38004.0,214219.2,43432.0,,,,,,,,,,446002.57,,,31485.2,,,,,,,,,,,31948.800000000003,,,,,,5656.400000000001,,,,800320.0,84180.0
country/COG,2019,1996680.0,,,,,,,,,,,,,,,,,882654.4,,,,32220.4,312606.2,89051.6,,,,,,,,,,1852239.2000000002,,,,,,,,,,,,,,95469.6,,,,,,,,,,,139267.0
country/COG,2020,1996676.0,,,,,,,,,,,,,228740.0,,,,3467956.8,,,,42560.4,452699.6,,,,,,,,,,,3041021.316048782,,,27477.0,582147.2,,,,,,,,,,112182.8,,,,,,8181.8,,212.8,,,
country/COG,2021,,,,,,,,,,,,,,125221.0,,,,600528.0,,,,62376.0,518533.80000000005,42553.200000000004,,,,,,,,,,2153150.74,,,28373.0,3299288.0000000005,,,,,,,50348.80000000001,,,432974.0,,,,,,21315.2,85112.4,17068.0,,,
country/COK,2013,,,,,,1830046.0,,,,,,,,,,,,115481.2,,,,,,,,,,,,,,,,,,,,,,12165.0,,,,,,29815.2,,,,,,,,,,,,,
country/COK,2014,1183020.0,,,,,805898.0,,,,,,,,,,,,533813.2000000001,,,,,,,,,,,,,,,,,,,,7397.0,,,,,,,,10258593.8,,,,,,,,,,,,,
country/COK,2015,1384020.0,,,276673.75299999997,,956167.8,,,,,,,,,,,,1175818.0,,,,,,,,,,,,,,,,,,,,,,17046.0,,,,,,5956950.6,,,,,,,,,,,,,
country/COK,2016,1173020.0,,,355326.5844,,542891.6000000001,,,,,,,,,,,,442331.2,,,,,,,341394.4,,,,,,,,,,,,,2353.0,,3459.2000000000003,,,,,,117845.4,,,,,,,,,,,,,
country/COK,2017,,,,,,184340.2,,,,,,,,,,,,819479.2000000001,,,,,,,2387983.0,,,,,,,,,,,,,2879.0,,,,,,,,355833.60000000003,,,,,,,,,,,,,
country/COK,2018,1341455.0,,,,,188522.60000000003,,,,,,,,,,,,449488.80000000005,,,,,,,445418.0,,,,,,,,,,,,,724389.6000000001,,,,,,,,4558295.2,,,,,,,,,,,,,
country/COK,2019,,,,,,454116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310562.4000000004,,,,,,,,,,,,,
country/COL,2013,,,,,,177858.6,,,139531.6,,1223661.2,,,182460.0,,,,6292100.4,,,242322.6,,97108188.4,4541059.600000001,,,,,,,,,,,,,1327.6000000000001,653961.4,,182888.4,,,,,4802777.0,,,492527.0,,,,,,8203191.0,140873.6,1617254.4000000001,,88820.2,11186454.0
country/COL,2014,,,,,,,,,300682.4,,1236106.8,,,,,,,2581406.0,,,351878.4,,54960819.2,5337854.0,,,,,,,,997586.0,,,,,1273.6000000000001,1190.4,,352172.2,,,,,1419801.2,,,827044.8,,,,,,4102896.8000000003,617160.3999999999,1911569.2000000002,,202835.2,19998508.0
country/COL,2015,3051811.0,,,,,,1152.0,,256474.80000000002,,260040.0,,,,,,,1879144.0,,,146449.6,,305350194.4,48056168.400000006,,363047.2108049982,,,,,,146190.0,352104420.0,,,,20322.8,9180.0,,1005719.4,,,,,1194159.8,,,643493.0,,,,,,195169.6,211269.6,3730072.6,,46561622.0,15258373.0
country/COL,2016,,,,,,,11058.0,,231836.40000000002,,530157.8,,,,,,,3559624.4,,,188662.40000000002,,201840539.0,60765899.0,4400220.0,863895.87,,,,,,133810.0,89883495.0,,,,110799.6,39256.4,,835918.8000000002,,,,,341366.6,,,13832213.4,,,,,,121719.8,5235215.600000001,4336059.600000001,,2281861.8,21420424.0
country/COL,2017,,,,,,,33818.2,,134557.2,,912929.6,,,5044382.0,,,,4262247.8,,,79881.20000000001,,715820.0,50321250.400000006,,2079390.0,,,,,,205377637.0,,,,,2254.4,12928.8,,396360.8,,,,,124372.0,,,28519822.8,,,,,,715105.6000000001,5250801.8,5027847.600000001,,856713.2,16420606.0
country/COL,2018,1144802.0,,,,,,35406.4,,146312.4,,1631133.6,,,9655654.0,,,,4540592.4,,,98949.6,,191297461.40000004,101560569.20000002,,,,,,,,107309.41,481210743.67,,,,939488.2,32575.600000000002,,327228.0,,,,,,,,8948095.6,,,,,,801833.6000000001,4026276.8000000003,4655712.6,,1632585.4000000001,14150670.0
country/COL,2019,728659.0,,,,,,25384.800000000003,,2926711.0,,760570.6,,,,,8133.200000000001,,2811637.2,,,101197.6,,768677.0,16057657.4,,,,,,,,410558021.425,143439862.48,,,,,39495.6,,172934.80000000002,,,,,,,,25868264.4,,,,,,707948.2000000001,3926914.2,7596932.600000001,,3086942.0000000005,15799982.2
country/COL,2020,,,,,,,9926.6,,578521.6,,1361846.6,,,9248835.0,,,,9739377.0,,,124799.20000000001,,96692981.00000001,134760556.8,,87141.6075209015,,,19480.4,,,100673001.0,118250517.28999999,,4888.8,,1189937.8,2384226.4000000004,,453823.0,,,,,,,,12765038.799999999,,,,,,1249241.2000000002,1992676.4000000001,3955802.0,,62823626.800000004,21145014.6
country/COL,2021,,,,,,20260.800000000003,3235.0,,663343.4,,1414323.4,,,68437.0,,,,10471983.8,,,113640.0,,121786506.0,81206846.0,275852.0,162728.57443959813,,28208123.000000004,,,,657978645.625,710797164.9801512,,,,329893.60000000003,183285.80000000002,,101927750.4,,,,,,,,27850908.0,,509854.99999999994,,,,1335626.6,3427851.8000000003,5946558.600000001,80411.0,28919325.8,14602852.0
country/COM,2013,,,,,,67103.0,,,47796.0,,,,,,,,,95035.0,,,,,2379546.0,,,,,,,,,,,,,,,26147.600000000002,,,,,,,,8654.800000000001,,,,,,,,,,,,,
country/COM,2014,,,,,,,,,,,,,,,,,,168101.6,,,,,,,,,,,,,,,,423715.0,,,,,,,,,,,,143941.0,,,,,,,,,,,,,
country/COM,2015,,,,,,,,,,,,,,,,,,371775.19999999995,,,,,7809.200000000001,,,,,,,,,,,972013.78,,,,,,,,,,,,952257.0,,,,,,,,,,,,,
country/COM,2016,,,,,,,,,,,,,,,,,,421262.6,,,,,212761.4,,394200.0,,,,,,,,,1275714.34,,,,13819.2,,,,,,,,,,,,,,,,,,,,,
country/COM,2017,,,58998.33759425618,,,,,,,,,,,,,,,2680847.8000000003,,,,,585588.4,,,,,,,,,,,,,,,46343.600000000006,,,,,,,,,,,,,,,,,,,,,
country/COM,2018,,,340186.5839188088,,,,,,,,,,,,,,,2217255.0,,,,,1000591.0,,,,,,,,,,,1770867.81,,,,29826.4,,,,,,,,,,,,,,,,,,,1369996.0,,
country/COM,2019,,,730731.5268763041,,,,,,,,,,,,,,,1592762.0,,,,,1573427.8,,,,,,,,,,,314163.46,,,,,,,,,,,,,,,,,,,,,,,2831472.8000000003,,
country/COM,2020,,,4665579.676186825,,,,,,,,,,,,,,,226550.40000000002,,,,16116.400000000001,2690332.8,,,,,,,,,,,9445868.17,,,,361454.8,,,,,,,,,,,,,,,,,62590.99999999999,,,,
country/COM,2021,938638.0,,4044770.43607055,,,9648.0,,,,,,,,,,,,1469966.8,,,,77028.0,5526652.0,,,,,,,,,,,6113377.0028,,,,6199.200000000001,,,,,,,,,,,,,,,4730.400000000001,,95525.6,,,,
country/CPV,2013,,,,,,67103.0,,,122729.6,,1933120.0,,,,,,,363287.6,,,,,5511896.0,209932.80000000002,,,,,,,,,,,,,,2787030.0,,,,,,2091526.8,,,,,,17286030.4,,,,1115853.0,,,,,1279610.0
country/CPV,2014,,,,,,,,,,,,,,,,,,165314.0,,,,,,,,,,,,,,,,,,,,10389475.0,,,,,,16176.800000000001,,,,,,8403078.2,,,,84597.0,,,,,3078480.0
country/CPV,2015,,,,,,,,,,,,,,,,,,10041.2,,,,,197347.0,49988.4,,,,,,,,,,,,,,13999956.8,,,,,,221793.6,,,,,,3242327.2,,,,48479.600000000006,,,,,
country/CPV,2016,,,,,,,,,,,,,,,,,,,,,,,4423.2,,639467.0,,,,,,,,,,,,115494.8,9597416.6,,,,,,1001902.0,,,,,,1231650.8,,,,154537.6,,,,,11958724.0
country/CPV,2017,,,,,,,,,,,,,,,,,,2319491.0,,,,,2471.2000000000003,,,,,,,,,,,,,,,5645320.6,,,,,,443790.4,,,,,,645583.8,,,,64362.8,,,,,15283130.0
country/CPV,2018,,,,,,,,,,,,,,,,,,1947362.0,,,,,1152.8,,,,,,,,,,,,,,,9813009.6,,,,,,1160746.0,,,,,,1023417.6,,,,106704.6,,,,,
country/CPV,2019,,,,,,,,,,,,,,,,,,3283255.5713603827,,,,,6268.799999999999,327666.4,,,,,92903.0,,,,25000.0,21000.0,,,460584.4,3419754.0,,,,,,1184870.0,,,,,,632500.8,,,,263039.2,,,,,
country/CPV,2020,,5120680.055805624,,,,,,,,,,,,,,,,4364368.870427853,,,,177278.2,9572.400000000001,348104.80000000005,,,,,,,,,,5719416.669,,,25248.0,2308691.6,,,,,,,,,,,,558273.4,,,,,,,,,23.200000000000003
country/CPV,2021,33333.0,,,,,6378.8,,,,,,,,,,,,2383748.3602877934,,,,286832.0,23652.0,367439.2,,,,,9505152.0,,,,,2506605.3107999996,,,723622.6,4491813.4,,,,,,2419974.0,,,,,,715492.0,,,,272997.8,,,15002.0,,
country/CRI,2013,,,,,,177858.6,13170.400000000001,,,,573830.0,,,,,,,,,,,,784386.8,3420909.4,,,,,,,,,,,,,,412041.6,,41202.0,,,,,,,,723110.0,,,,,,186349.6,692.8000000000001,,,,104044.0
country/CRI,2014,1621559.0,,,,,,,,,,,,,,,,,45589.600000000006,,,,,836407.2000000001,2462260.4,,,,,,,,56060.0,,,,,,426587.20000000007,,12907.6,,,,,,,,670813.0,,,,,,891251.6,,,,,148136.0
country/CRI,2015,,,,,,,,,,,,,,,,,,59549.600000000006,,,,,866555.6000000001,1189391.6,,,,,,,,,,,,,,23453394.0,,16376.4,,,,,,,,129940.0,,,,,,40073.6,,,,153138.0,
country/CRI,2016,,,,,,,,,,,,,,,,,,59082.4,,,,,720999.6000000001,1332876.4,777119.0,,,,,,,,,,,,,26102386.0,,15192.8,,,,,,,,19775.0,,,,,,71582.4,,,,,2213.0
country/CRI,2017,,,,,,,,,,,32299.0,,,,,,,593899.2,,,,,612025.6000000001,2149115.0,,208352.0,,,,,,,,,,,,34640781.8,,73825.8,,,,,,,,,,,,,,86612.6,,,,67560.0,80910.0
country/CRI,2018,2385750.0,,,,,,8497.6,,,,17194.0,,,,,,,28995.6,,,,,488610.80000000005,3890952.8,,,,,,,,,,,,,,32225654.2,,70682.4,,,,,,,,,,,,,,97.2,,,,93878.8,
country/CRI,2019,,,,,,,,,,,37639.0,,,,,,,5821.200000000001,,,,5237.6,527482.4,4488377.4,,,,,,,,199306.0,,,,,,12402603.6,,,,,,,,,,,,,,,,63102.600000000006,,,,56522.4,
country/CRI,2020,1838377.0,,,,,,5378.8,,,,3398.2000000000003,,,,,,,860499.2000000001,,,,29998.0,32280788.4,5247160.6,,,,,,,,230858761.744,,,,,273.6,5462689.600000001,,62822.00000000001,,,,,,,,,,,,,,1334.8000000000002,7815.6,,,10344.400000000001,87897.8
country/CRI,2021,1397966.0,,,,,4824.0,3878.8,,,,111696.2,,142215.0,,,,,2134141.0,,,,72090.0,12333287.8,2090782.4,,,,54119143.0,,,22776.0,7758178.0,86543959.58143185,,,,,6562553.000000001,,,,,,,,,,,,,,,,100873.0,93254.0,,31005.0,,278700.0
country/CUB,2013,,,,,,25723.0,,,81531.0,,386480.00000000006,,,,,,,2675509.8,,,,,,207471.6,,,,,,,,,,,,,2966.8,876173.6,,,,,,,,,,102076.0,,,,,,3926863.6,,6070275.6,,44450.200000000004,
country/CUB,2014,910168.0,,,,,,,,176996.0,,1086268.0,,,,,,,3314830.2,,,,,,120377.4,,,,,,,,,,,,,41229.2,947037.8,,6936.400000000001,,,,,,,,,,,,,,415107.2,,3652227.0,,,
country/CUB,2015,,,,,,,,,377849.6,,4521.6,,,,,6505.6,,3570723.0,,,,,1109.2,77737.2,,,,,,,,,,,,,44357.8,794476.4,,189371.2,,,,,,,,15718.400000000001,,,,,,451999.4,,2842153.6,,1100.0,
country/CUB,2016,1340550.0,,,,,,7962.0,,308812.2,,,,,,,,,3447911.8000000003,,,,,383941.8,317671.0,613205.0,,,,,,,,,,,,,40306.200000000004,,589355.6,,,,,,,,27736.0,,128996.0,,,,918754.8,,1943965.4,,,
country/CUB,2017,,,,,,,902.0,,1137296.2,,529561.2,,,,,,,2449893.0,,,,,102667.0,54892.0,,,,,,,,,,,,,19091.2,259472.40000000002,,406851.2,,,,,,,,,,29666.0,,,,1492143.4,,2302043.6,,,
country/CUB,2018,1039396.9999999999,,,,,,,,1270624.4,,579370.8,,,,,,,4140554.8,,,,21318.4,113854.0,121330.0,,,,,,,,,,,,,1970.8000000000002,9160.0,,,,,,,,,,,,185014.0,71160.0,,,2437197.8,,1606495.2,4701880.0,,
country/CUB,2019,712326.0,,,,,,,,934072.8,,1084960.6,,,,,,,4763891.8,,,,20570.0,954046.8,172006.4,,,,,,,,,,,,,963617.4,48995.6,,,,,,,,,,,,,,,,1614335.2,,2007442.6,4911516.0,,
country/CUB,2020,,,,,,,,,1139526.8,,731238.0,,,,,,,11879239.4,,,,19763.6,7372050.800000001,145123.80000000002,,,,8316376.435335015,,,,,,,1211.0,,3148096.6,83857.20000000001,,2009909.0,,,,,,,,,,38251.0,,,,1842247.6,,2853833.0,,,370732.8
country/CUB,2021,,,,,,4824.0,,,997489.2,,1176003.8,,,,,,,12860664.0,,,,91594.0,5890376.800000001,127335.6,75784.0,,,2115102.0,,,,,,,,,2567742.0,3015837.2,,985306.0,,,,,,,,,,,,,,2191818.4,512568.4,2770143.0,17503.0,,100000.0
country/DJI,2013,,,,,,,,,,,,,,,,,,6046713.4,,,,,,167286.40000000002,,,,,,,,,,,,,,1182774.8,,,,,,,,,,,,,,,,,25929.200000000004,,,,
country/DJI,2014,1376768.0,,,,,,,,,,,,,,,,,2329202.8000000003,,,,,,175719.6,,,,,,,,,,,,,,1038962.0,,,,,,,,,,,,,,,,,,,,,
country/DJI,2015,,,,,,,,,,,,,,,,,,3096286.8000000003,,,,,,,,,,,,,,,,286550.02999999997,,,,202128.0,,,,,,,,,,,,,,,,,14236.0,,,,
country/DJI,2016,1841058.0,,,,,,,,,,,,,,,,,4330729.2,,,,,,,1075890.0,,,,,,,,,713991.96,,,,62228.0,,,,,,,,,,,,,,,,,,,,,642829.0
country/DJI,2017,,,,,,,,,,,,,,,,,,1365282.8,,,,,121821.6,,,,,,,,,,,,,,,100968.8,,,,,,,,,,,,,,,,,,,,,557170.0
country/DJI,2018,394608.0,,,,,,,,,,,,,,,,,20616971.2,,,,,13641.6,147768.0,,,,,,,23089.2,,,4440207.63,,,9441.6,85668.0,,,,,,,,,,,,,,,,,293105.2,,,,
