dcid,year,healthExpenditureCurrentUSD
country/NPL,2008,509133271.48946136
country/NPL,2009,566998256.7611029
country/NPL,2010,809931977.9062717
country/NPL,2011,937850728.6881925
country/NPL,2012,926539889.0337446
country/NPL,2013,969602818.8312804
country/NPL,2014,1161517658.8864784
country/NPL,2015,1293683303.7231345
country/NPL,2016,1317353286.851645
country/NPL,2017,1390222715.2191
country/NPL,2018,1436710311.1982434
country/NPL,2019,1523310877.5367992
country/NPL,2020,1711330813.5859942
country/LKA,2000,820898779.020528
country/LKA,2001,781502745.4041979
country/LKA,2002,816797781.8584619
country/LKA,2003,814509611.7344682
country/LKA,2004,987272681.7820038
country/LKA,2005,1119995671.0188923
country/LKA,2006,1288085617.46729
country/LKA,2007,1462917571.6403198
country/LKA,2008,1856661054.4689422
country/LKA,2009,2018827889.7534482
country/LKA,2010,2193843412.540853
country/LKA,2011,2426890250.6893997
country/LKA,2012,2329402680.895348
country/LKA,2013,2844134528.9938335
country/LKA,2014,2861975076.7500176
country/LKA,2015,3135434397.336955
country/LKA,2016,3184182256.501428
country/LKA,2017,3143610556.894153
country/LKA,2018,3441360746.2389255
country/LKA,2019,3075360040.9018655
country/LKA,2020,3280193154.3353443
country/THA,2000,3919743209.833252
country/THA,2001,3640456659.517149
country/THA,2002,4478564767.487652
country/THA,2003,4938652585.878215
country/THA,2004,5427075778.461396
country/THA,2005,5981935351.868918
country/THA,2006,6873857216.692988
country/THA,2007,8395166547.963103
country/THA,2008,10079927530.037846
country/THA,2009,10196227777.78153
country/THA,2010,11563792134.339445
country/THA,2011,13231762543.290436
country/THA,2012,14005740594.229807
country/THA,2013,14514683698.587173
country/THA,2014,15008324396.163788
country/THA,2015,15459079875.398005
country/THA,2016,16282528710.44863
country/THA,2017,17582368063.373405
country/THA,2018,19607881032.350765
country/THA,2019,20997289359.69676
country/THA,2020,21806360677.23437
country/TLS,2003,13925164.219999995
country/TLS,2004,18791166.31
country/TLS,2005,24395668.030000005
country/TLS,2006,27248716.350000005
country/TLS,2007,30668273.930000003
country/TLS,2008,45137344.36000001
country/TLS,2009,53138744.35
country/TLS,2010,57070587.15999999
country/TLS,2011,71537620.54
country/TLS,2012,81138969.42000002
country/TLS,2013,119111999.50999999
country/TLS,2014,110041999.82000001
country/TLS,2015,122294319.15000002
country/TLS,2016,113857116.69999997
country/TLS,2017,107850105.29000002
country/TLS,2018,99619392.39999999
country/TLS,2019,101491188.05000001
country/TLS,2020,157130065.92000002
country/AUS,2000,31123446673.62705
country/AUS,2001,30023669730.28678
country/AUS,2002,34349472817.413155
country/AUS,2003,44140452519.24411
country/AUS,2004,55009689263.30344
country/AUS,2005,60799694120.02805
country/AUS,2006,65372301161.99752
country/AUS,2007,79476650475.18037
country/AUS,2008,87265264687.0507
country/AUS,2009,86902055979.30232
country/AUS,2010,109555687370.89091
country/AUS,2011,132111029126.49474
country/AUS,2012,138004178804.91962
country/AUS,2013,135046152713.56026
country/AUS,2014,144088929014.50977
country/AUS,2015,126827037306.7241
country/AUS,2016,131963276411.44778
country/AUS,2017,143023796100.73126
country/AUS,2018,146488042205.76376
country/AUS,2019,140868613139.15543
country/AUS,2020,151481695103.13528
country/BRN,2000,169430523.75437248
country/BRN,2001,158044561.62714928
country/BRN,2002,164106695.3859675
country/BRN,2003,189109757.21460658
country/BRN,2004,222592173.1876467
country/BRN,2005,235922135.72178522
country/BRN,2006,242407567.410003
country/BRN,2007,263476361.03293127
country/BRN,2008,299217226.8117128
country/BRN,2009,284587735.53921545
country/BRN,2010,312287508.47580636
country/BRN,2011,345326415.67639124
country/BRN,2012,352576839.8754371
country/BRN,2013,343487132.2374392
country/BRN,2014,327320888.40359175
country/BRN,2015,308657619.9810336
country/BRN,2016,290516600.8161403
country/BRN,2017,275342405.9823002
country/BRN,2018,327361258.50618
country/BRN,2019,295530099.3985922
country/BRN,2020,287332469.5816549
country/KHM,2000,239726485.71242595
country/KHM,2001,279634394.41654634
country/KHM,2002,309934508.46735567
country/KHM,2003,323606029.7818795
country/KHM,2004,377866853.40802985
country/KHM,2005,430796304.2150275
country/KHM,2006,445124748.6748309
country/KHM,2007,424079313.3911325
country/KHM,2008,683339568.3453232
country/KHM,2009,788804255.9188281
country/KHM,2010,777032318.4452094
country/KHM,2011,962668596.7722064
country/KHM,2012,1020514815.2739896
country/KHM,2013,1081776398.286672
country/KHM,2014,1119338452.012384
country/KHM,2015,1118071169.5654845
country/KHM,2016,1224321368.2277703
country/KHM,2017,1269138745.0366652
country/KHM,2018,1509663919.1969228
country/KHM,2019,1868097321.440299
country/KHM,2020,1898176640.2671847
country/CHN,2000,54348197716.87818
country/CHN,2001,56724779365.31878
country/CHN,2002,64245467008.86165
country/CHN,2003,73198071894.4904
country/CHN,2004,83700961452.39696
country/CHN,2005,95635468383.57477
country/CHN,2006,108716476977.83249
country/CHN,2007,130668140425.2956
country/CHN,2008,178518594605.71866
country/CHN,2009,221350026633.05066
country/CHN,2010,255271539826.74945
country/CHN,2011,325369547808.23584
country/CHN,2012,389899315755.06854
country/CHN,2013,453811840769.725
country/CHN,2014,502836882839.07855
country/CHN,2015,548817096179.8037
country/CHN,2016,559058491178.5718
country/CHN,2017,621351409594.6699
country/CHN,2018,715336325966.4418
country/CHN,2019,767265503063.5688
country/CHN,2020,831349874005.8026
country/FJI,2000,62467512.91091668
country/FJI,2001,52248928.96569006
country/FJI,2002,59553027.271455646
country/FJI,2003,74584543.60112813
country/FJI,2004,96239883.03256564
country/FJI,2005,106071438.16238266
country/FJI,2006,112529895.10180196
country/FJI,2007,125967558.33241202
country/FJI,2008,121510360.66782211
country/FJI,2009,109827152.44323811
country/FJI,2010,116220480.91345446
country/FJI,2011,128673897.44529407
country/FJI,2012,140500030.66315535
country/FJI,2013,145258423.458174
country/FJI,2014,163616047.49700004
country/FJI,2015,155676179.0510655
country/FJI,2016,161696332.40983394
country/FJI,2017,170610198.02655756
country/FJI,2018,198356470.74017772
country/FJI,2019,209739589.23860365
country/FJI,2020,171533305.58761537
country/JPN,2000,349502285819.7097
country/JPN,2001,316706206971.79987
country/JPN,2002,307537612096.28516
country/JPN,2003,338359284629.04095
country/JPN,2004,368706763387.315
country/JPN,2005,370002700854.3208
country/JPN,2006,353724673090.9991
country/JPN,2007,356275079795.0243
country/JPN,2008,413084065728.04785
country/JPN,2009,473874252259.7289
country/JPN,2010,521945058591.1634
country/JPN,2011,653720087652.7064
country/JPN,2012,669367228459.4631
country/JPN,2013,556384053945.5798
country/JPN,2014,525399207556.2768
country/JPN,2015,477816692506.4506
country/JPN,2016,533337781923.46796
country/JPN,2017,525443377400.14984
country/JPN,2018,541384701624.60486
country/JPN,2019,550813430201.74
country/JPN,2020,549586004052.6153
country/KIR,2000,5814033.57438814
country/KIR,2001,7779801.85601589
country/KIR,2002,8599925.332608914
country/KIR,2003,9618175.116751507
country/KIR,2004,12696575.450311733
country/KIR,2005,12918399.626312902
country/KIR,2006,12727437.578598168
country/KIR,2007,15104552.175704822
country/KIR,2008,19834832.825625975
country/KIR,2009,17818744.182063136
country/KIR,2010,14357825.717664601
country/KIR,2011,15583809.84102869
country/KIR,2012,16381324.649456512
country/KIR,2013,17534798.099260036
country/KIR,2014,17826440.80442246
country/KIR,2015,13682815.361002201
country/KIR,2016,15009075.58197104
country/KIR,2017,19985130.08299038
country/KIR,2018,23424484.067046933
country/KIR,2019,20264189.61196405
country/KIR,2020,21071060.12635746
country/LAO,2000,76597142.13328615
country/LAO,2001,79877348.65757762
country/LAO,2002,72410810.76601835
country/LAO,2003,100234009.00980812
country/LAO,2004,93851930.13946128
country/LAO,2005,101723678.65354803
country/LAO,2006,114651735.80902041
country/LAO,2007,149903053.8352135
country/LAO,2008,164481554.63940057
country/LAO,2009,222921583.03083622
country/LAO,2010,218685800.54667214
country/LAO,2011,174281307.33099586
country/LAO,2012,211641792.74661115
country/LAO,2013,287580059.9401256
country/LAO,2014,305217555.26337266
country/LAO,2015,353973712.83302444
country/LAO,2016,375674571.5209112
country/LAO,2017,431072025.0751627
country/LAO,2018,407516287.030799
country/LAO,2019,489109621.91843975
country/LAO,2020,499856019.5157878
country/MYS,2000,2568684981.4973683
country/MYS,2001,2703601716.6947365
country/MYS,2002,2931196546.052632
country/MYS,2003,3509736071.134211
country/MYS,2004,3886082185.444736
country/MYS,2005,4190010567.0076613
country/MYS,2006,5298059218.721584
country/MYS,2007,6224748223.748343
country/MYS,2008,7269623368.412697
country/MYS,2009,6908669837.996938
country/MYS,2010,8185311451.509703
country/MYS,2011,10015957900.288433
country/MYS,2012,11027467879.79314
country/MYS,2013,11517278285.934368
country/MYS,2014,12721683292.924616
country/MYS,2015,11517822646.394527
country/MYS,2016,11149011820.397882
country/MYS,2017,11854020802.936003
country/MYS,2018,13488464829.797874
country/MYS,2019,14022500793.592875
country/MYS,2020,13899598393.20531
country/MHL,2000,20103033.07
country/MHL,2001,18076040.27
country/MHL,2002,16949750.9
country/MHL,2003,16722589.49
country/MHL,2004,20773803.710000005
country/MHL,2005,27695894.239999995
country/MHL,2006,28874254.229999997
country/MHL,2007,24078706.740000002
country/MHL,2008,23111158.369999997
country/MHL,2009,21809549.33
country/MHL,2010,22290361.4
country/MHL,2011,22508388.52
country/MHL,2012,23599035.259999998
country/MHL,2013,24917346.950000003
country/MHL,2014,24038217.54
country/MHL,2015,28225313.189999998
country/MHL,2016,31634710.310000002
country/MHL,2017,30496259.689999998
country/MHL,2018,33883506.769999996
country/MHL,2019,34988227.839999996
country/MHL,2020,31739505.77
country/FSM,2000,18092710.490000002
country/FSM,2001,20370767.59
country/FSM,2002,19111232.76
country/FSM,2003,23450187.680000007
country/FSM,2004,28865177.149999995
country/FSM,2005,44332668.30000001
country/FSM,2006,27175466.540000003
country/FSM,2007,28420356.750000004
country/FSM,2008,31537328.72
country/FSM,2009,35147258.76000001
country/FSM,2010,38925548.55
country/FSM,2011,40726303.10000001
country/FSM,2012,40146106.72
country/FSM,2013,38363605.5
country/FSM,2014,37396064.760000005
country/FSM,2015,39382644.64999999
country/FSM,2016,43599731.45000001
country/FSM,2017,44760623.93
country/FSM,2018,46861553.19
country/FSM,2019,46843513.49
country/FSM,2020,47627185.81999999
country/MNG,2000,64750803.01857565
country/MNG,2001,64089121.7753525
country/MNG,2002,72461189.04855402
country/MNG,2003,65441942.84119429
country/MNG,2004,82812694.43958163
country/MNG,2005,94762817.82913014
country/MNG,2006,128017369.71784438
country/MNG,2007,172585865.34812555
country/MNG,2008,256246028.31378838
country/MNG,2009,204430590.7657211
country/MNG,2010,268847571.9951826
country/MNG,2011,373307903.43068373
country/MNG,2012,474255200.4301773
country/MNG,2013,514523246.6767612
country/MNG,2014,514723727.0490129
country/MNG,2015,491701038.0350622
country/MNG,2016,476739817.06574374
country/MNG,2017,452756300.6557877
country/MNG,2018,500703533.12411517
country/MNG,2019,591099410.3801111
country/MNG,2020,658261895.6447277
country/NRU,2000,4715456.2294182135
country/NRU,2001,3535715.4350336255
country/NRU,2002,3013489.3327447446
country/NRU,2003,2752125.4631013237
country/NRU,2004,2175340.791798508
country/NRU,2005,3305395.4363331916
country/NRU,2006,3646812.5734326392
country/NRU,2007,5879892.1655380735
country/NRU,2008,8104259.161450981
country/NRU,2009,5763156.925003031
country/NRU,2010,6289040.507938659
country/NRU,2011,6780958.988284135
country/NRU,2012,8971474.687794045
country/NRU,2013,8748518.777062008
country/NRU,2014,8164771.9089393085
country/NRU,2015,10732357.13831446
country/NRU,2016,10948001.472285362
country/NRU,2017,12767527.787166173
country/NRU,2018,14018889.502432898
country/NRU,2019,14057629.818466924
country/NRU,2020,14085176.876319585
country/NZL,2000,4066966535.2832685
country/NZL,2001,4100891889.685804
country/NZL,2002,4939397465.401035
country/NZL,2003,6479301742.49251
country/NZL,2004,8094195098.35986
country/NZL,2005,9491373397.391132
country/NZL,2006,9635463445.775635
country/NZL,2007,11426736389.77237
country/NZL,2008,12146448643.04718
country/NZL,2009,11677232516.241787
country/NZL,2010,14055098121.93629
country/NZL,2011,16021124635.632692
country/NZL,2012,17006824977.783554
country/NZL,2013,17869223026.58652
country/NZL,2014,18926858728.189083
country/NZL,2015,16530513955.961575
country/NZL,2016,17455828736.012253
country/NZL,2017,18527845489.496693
country/NZL,2018,19150209593.440662
country/NZL,2019,20240748270.60858
country/NZL,2020,21265002945.197754
country/PLW,2005,17284082.41
country/PLW,2006,18268127.440000005
country/PLW,2007,19220798.49
country/PLW,2008,18708591.46
country/PLW,2009,18963150.019999996
country/PLW,2010,21243759.16
country/PLW,2011,20878337.860000003
country/PLW,2012,24555736.540000007
country/PLW,2013,27033151.630000003
country/PLW,2014,29576641.080000002
country/PLW,2015,31902740.479999997
country/PLW,2016,36007854.46
country/PLW,2017,34687370.29999999
country/PLW,2018,31969051.360000003
country/PLW,2019,43049400.33
country/PLW,2020,47447856.9
country/PNG,2000,104324992.76460576
country/PNG,2001,104246888.20316514
country/PNG,2002,121757364.78586031
country/PNG,2003,134640993.31466535
country/PNG,2004,162857592.96290618
country/PNG,2005,179719312.53693855
country/PNG,2006,202692418.0329409
country/PNG,2007,231084631.6497656
country/PNG,2008,249200492.43697613
country/PNG,2009,270658492.74266464
country/PNG,2010,300343284.19905496
country/PNG,2011,412572972.66285414
country/PNG,2012,567932955.1086639
country/PNG,2013,637257817.0602936
country/PNG,2014,759273341.5008217
country/PNG,2015,395106874.6820525
country/PNG,2016,483811476.4301842
country/PNG,2017,507098608.37530917
country/PNG,2018,553101133.7064028
country/PNG,2019,575538094.5557587
country/PNG,2020,623259643.4200484
country/PHL,2000,2556214607.764936
country/PHL,2001,2247484901.010244
country/PHL,2002,2223752389.611957
country/PHL,2003,2677876418.270711
country/PHL,2004,2894571521.9359994
country/PHL,2005,4020223715.893732
country/PHL,2006,4822254556.468671
country/PHL,2007,5854224938.40321
country/PHL,2008,7016447036.6132145
country/PHL,2009,7328501901.616002
country/PHL,2010,8607883162.237913
country/PHL,2011,9427658621.652601
country/PHL,2012,10940661973.657896
country/PHL,2013,12134255311.864775
country/PHL,2014,11016222691.75501
country/PHL,2015,11946103269.403944
country/PHL,2016,12601199250.957897
country/PHL,2017,13009241980.226387
country/PHL,2018,13713500813.237616
country/PHL,2019,15700197166.009748
country/PHL,2020,18482013001.331867
country/PHL,2021,22068835705.128666
country/KOR,2000,22468953101.328114
country/KOR,2001,24251999163.303093
country/KOR,2002,26113538443.715157
country/KOR,2003,31086394097.798996
country/KOR,2004,34783952005.781075
country/KOR,2005,43163148534.73103
country/KOR,2006,52040706589.009705
country/KOR,2007,59970476959.89514
country/KOR,2008,56644225698.42406
country/KOR,2009,54567957225.671265
country/KOR,2010,67675022050.049286
country/KOR,2011,75303196077.84184
country/KOR,2012,78377740044.13629
country/KOR,2013,85635699200.67215
country/KOR,2014,96111447133.46758
country/KOR,2015,97531417101.95609
country/KOR,2016,103692765347.06563
country/KOR,2017,115351052054.92809
country/KOR,2018,130160164096.84662
country/KOR,2019,134442520857.33347
country/KOR,2020,136995157729.29726
country/KOR,2021,157107518819.9963
country/WSM,2000,10996995.344266027
country/WSM,2001,10325541.544008631
country/WSM,2002,13442168.872218203
country/WSM,2003,15222053.071724558
country/WSM,2004,19476993.922770403
country/WSM,2005,22702662.576442976
country/WSM,2006,25080225.823175304
country/WSM,2007,27946868.81372442
country/WSM,2008,29873542.841226537
country/WSM,2009,33027053.367752373
country/WSM,2010,35793803.8254329
country/WSM,2011,41257123.23715069
country/WSM,2012,38713179.24812532
country/WSM,2013,49028005.8819345
country/WSM,2014,49751704.977059916
country/WSM,2015,43188432.54707008
country/WSM,2016,41563368.32139275
country/WSM,2017,45136725.55602289
country/WSM,2018,41500845.591230355
country/WSM,2019,50673377.292415656
country/WSM,2020,43509080.87785825
country/SGP,2000,3212180071.9234223
country/SGP,2001,2840209183.7435756
country/SGP,2002,3107865505.0099974
country/SGP,2003,3522100071.540506
country/SGP,2004,3623785197.10454
country/SGP,2005,3877279013.03024
country/SGP,2006,4361836852.028624
country/SGP,2007,5134212214.278832
country/SGP,2008,6185859186.016544
country/SGP,2009,6598270310.590623
country/SGP,2010,7680214967.061707
country/SGP,2011,8821863226.199844
country/SGP,2012,9820221926.190836
country/SGP,2013,11336107323.38368
country/SGP,2014,12190125130.720966
country/SGP,2015,12876486836.964703
country/SGP,2016,13999384557.18793
country/SGP,2017,14983631612.41921
country/SGP,2018,15359134824.791601
country/SGP,2019,16578520256.690674
country/SGP,2020,20903185567.648483
country/SLB,2000,20266990.69369025
country/SLB,2001,27044869.897603203
country/SLB,2002,35006931.01468331
country/SLB,2003,24943070.349409387
country/SLB,2004,30710663.33089014
country/SLB,2005,42997038.128282815
country/SLB,2006,43125229.55970368
country/SLB,2007,44551045.746210136
country/SLB,2008,38495305.98763107
country/SLB,2009,48615890.95938878
country/SLB,2010,39472608.499648914
country/SLB,2011,52740782.62005886
country/SLB,2012,57780251.9470359
country/SLB,2013,58880738.68114595
country/SLB,2014,65279657.95286377
country/SLB,2015,58148573.630196586
country/SLB,2016,60730393.814527564
country/SLB,2017,60996202.55709431
country/SLB,2018,60964183.12281736
country/SLB,2019,70066765.84926678
country/SLB,2020,68516481.09974684
country/TON,2000,5482460.797686045
country/TON,2001,5709504.625467518
country/TON,2002,6508108.838979659
country/TON,2003,7108972.407990513
country/TON,2004,10790933.722276336
country/TON,2005,11443431.84454749
country/TON,2006,15855872.932267303
country/TON,2007,14361282.851920623
country/TON,2008,20426460.738680266
country/TON,2009,12587521.42719069
country/TON,2010,17890758.089703683
country/TON,2011,16775153.84676219
country/TON,2012,22253770.421997987
country/TON,2013,17542228.893712644
country/TON,2014,21606141.361082323
country/TON,2015,18035313.174756408
country/TON,2016,20289149.917499866
country/TON,2017,22408173.9466798
country/TON,2018,23058235.614077047
country/TON,2019,24132751.12022651
country/TON,2020,26107159.436398886
country/TUV,2000,3372816.4598794067
country/TUV,2001,2580463.1995448433
country/TUV,2002,2093112.4035640555
country/TUV,2003,2799696.5367403845
country/TUV,2004,2253719.738196794
country/TUV,2005,2419893.050782741
country/TUV,2006,2956946.746987952
country/TUV,2007,2992842.0299556525
country/TUV,2008,3225431.806743835
country/TUV,2009,3444092.6766495085
country/TUV,2010,5024573.3626857465
country/TUV,2011,5527894.23414131
country/TUV,2012,5349531.310830399
country/TUV,2013,5537142.37304499
country/TUV,2014,5695163.529835948
country/TUV,2015,4979634.6931109615
country/TUV,2016,5643033.853702052
country/TUV,2017,7148628.801348865
country/TUV,2018,8704686.551105797
country/TUV,2019,11327099.79144943
country/TUV,2020,11858328.119193446
country/VUT,2000,8995068.457486762
country/VUT,2001,8736714.549746236
country/VUT,2002,10252760.07322887
country/VUT,2003,11028259.29860118
country/VUT,2004,12920579.672242597
country/VUT,2005,13054639.005210003
country/VUT,2006,14595022.210787201
country/VUT,2007,16048747.09232459
country/VUT,2008,18538289.65672974
country/VUT,2009,19271952.296137903
country/VUT,2010,23653101.741312448
country/VUT,2011,27711618.89164796
country/VUT,2012,29432186.424720004
country/VUT,2013,33307350.716132957
country/VUT,2014,28163958.20902081
country/VUT,2015,31585920.863938972
country/VUT,2016,22890222.131366674
country/VUT,2017,24314828.02052795
country/VUT,2018,30346729.550583206
country/VUT,2019,31041468.912731785
country/VUT,2020,35603659.17238691
country/VNM,2000,1511644827.160276
country/VNM,2001,1872243121.187079
country/VNM,2002,1602635557.4462516
country/VNM,2003,1841188469.4946713
country/VNM,2004,2387573224.946018
country/VNM,2005,2937281592.37442
country/VNM,2006,3578756365.5688763
country/VNM,2007,4228996173.5782866
country/VNM,2008,5103010934.073518
country/VNM,2009,5611940013.96615
country/VNM,2010,6917385077.567089
country/VNM,2011,7961554285.15706
country/VNM,2012,9783019781.063951
country/VNM,2013,10846924208.10425
country/VNM,2014,10768544732.362398
country/VNM,2015,10923188693.847824
country/VNM,2016,11616975533.12913
country/VNM,2017,13259730121.742916
country/VNM,2018,15588415387.099844
country/VNM,2019,16631669443.812748
country/VNM,2020,16066089034.982449
