dcid,year,healthExpenditureExternalCurrentUSD
country/SLE,2003,12564586886.880333
country/SLE,2004,21211870831.931297
country/SLE,2005,31249850309.23964
country/SLE,2006,39412996359.65424
country/SLE,2007,34839233140.24619
country/SLE,2008,43999949407.39189
country/SLE,2009,58445565791.4758
country/SLE,2010,68111712746.029434
country/SLE,2011,90399987403.64668
country/SLE,2012,70715344686.41759
country/SLE,2013,169877299372.675
country/SLE,2014,524214327047.8964
country/SLE,2015,435108819478.44293
country/SLE,2016,261669526672.47717
country/SLE,2017,121515230531.53589
country/SLE,2018,97773039178.94156
country/SLE,2019,108128573987.08598
country/SLE,2020,99435731130.46274
country/ZAF,2000,71806608.55635962
country/ZAF,2001,61703317.92697663
country/ZAF,2002,55351576.85034314
country/ZAF,2003,769455304.8934535
country/ZAF,2004,967393823.8406857
country/ZAF,2005,2336249438.887284
country/ZAF,2006,1343352092.287596
country/ZAF,2007,1678576948.6761863
country/ZAF,2008,1822420020.7108152
country/ZAF,2009,2041518621.402236
country/ZAF,2010,2485863963.1455865
country/ZAF,2011,2583117627.169275
country/ZAF,2012,2306586522.464925
country/ZAF,2013,2188546911.172161
country/ZAF,2014,519227891.1945464
country/ZAF,2015,466945678.0109376
country/ZAF,2016,534360032.1266114
country/ZAF,2017,330308516.6278226
country/ZAF,2018,371679316.58090293
country/ZAF,2019,359737227.4341297
country/ZAF,2020,385999723.3878424
country/SSD,2017,196068772.82835084
country/SSD,2018,183279157.13901126
country/SSD,2019,137664459.86305806
country/SSD,2020,224107019.03076562
country/TGO,2000,2227135.924974469
country/TGO,2001,2598751.3039909755
country/TGO,2002,3324092.514981121
country/TGO,2003,4849713.703356893
country/TGO,2004,6545490.926248028
country/TGO,2005,8082969.763026902
country/TGO,2006,10128858.028225064
country/TGO,2007,13797935.508373806
country/TGO,2008,18567964.765039127
country/TGO,2009,19777170.941019338
country/TGO,2010,12053494.66504668
country/TGO,2011,19962278.472469553
country/TGO,2012,25594822.416137602
country/TGO,2013,47268126.839036584
country/TGO,2014,46985870.21334666
country/TGO,2015,43425790.999411486
country/TGO,2016,61101185.85950165
country/TGO,2017,62363946.97504645
country/TGO,2018,41178264.33884964
country/TGO,2019,37687863.25953951
country/TGO,2020,45527065.7492189
country/UGA,2000,124051723.89329469
country/UGA,2001,116097162.95948742
country/UGA,2002,97017580.31276451
country/UGA,2003,69826405.07889779
country/UGA,2004,155105839.15200633
country/UGA,2005,231343970.64098075
country/UGA,2006,266020093.5859428
country/UGA,2007,288879146.9082108
country/UGA,2008,346944855.23813075
country/UGA,2009,578766444.819827
country/UGA,2010,758355305.7434894
country/UGA,2011,924188275.9463674
country/UGA,2012,869613916.0388099
country/UGA,2013,699800789.3859873
country/UGA,2014,667196931.6523027
country/UGA,2015,646001345.6395435
country/UGA,2016,625662321.4731274
country/UGA,2017,544908370.0810745
country/UGA,2018,595976624.8871679
country/UGA,2019,602862146.5608869
country/UGA,2020,618446186.1275765
country/TZA,2000,158969495.438777
country/TZA,2001,168646998.37321496
country/TZA,2002,168637242.93487862
country/TZA,2003,204553266.69750696
country/TZA,2004,241555655.11245507
country/TZA,2005,310197003.9209637
country/TZA,2006,602863660.2943072
country/TZA,2007,636795383.7180032
country/TZA,2008,397909148.79811215
country/TZA,2009,513421679.78888065
country/TZA,2010,656104612.6287506
country/TZA,2011,780366628.8551694
country/TZA,2012,961619649.2329443
country/TZA,2013,1029138213.7634732
country/TZA,2014,874022369.7731156
country/TZA,2015,654378117.893835
country/TZA,2016,718390455.5666046
country/TZA,2017,852802511.5873296
country/TZA,2018,968415255.1135099
country/TZA,2019,871246543.6294231
country/TZA,2020,805275116.9446084
country/ZMB,2000,7714947.684350408
country/ZMB,2001,18831687.637689408
country/ZMB,2002,38648704.87053252
country/ZMB,2003,68874145.76461825
country/ZMB,2004,118647161.54963048
country/ZMB,2005,201706939.23404256
country/ZMB,2006,232204900.7894491
country/ZMB,2007,218562375.77842543
country/ZMB,2008,301553867.3431242
country/ZMB,2009,388116681.0763132
country/ZMB,2010,343827254.27827
country/ZMB,2011,299024608.25368506
country/ZMB,2012,444742869.28800374
country/ZMB,2013,720143293.3175621
country/ZMB,2014,338318915.0981717
country/ZMB,2015,342601694.9217995
country/ZMB,2016,398882265.34077126
country/ZMB,2017,459622918.7307591
country/ZMB,2018,587575591.9525119
country/ZMB,2019,541150113.9100077
country/ZMB,2020,428570245.1191031
country/ZWE,2020,8613119.304354915
country/ATG,2000,135900.0074074074
country/ATG,2001,31789.300000000003
country/ATG,2002,59052.299999999996
country/ATG,2003,0.0
country/ATG,2004,20276.099999999995
country/ATG,2005,79167.9
country/ATG,2006,74863.37037037035
country/ATG,2007,83272.74074074073
country/ATG,2008,107973.77037037036
country/ATG,2009,14183.6
country/ATG,2010,78639.9
country/ATG,2011,33067.2
country/ATG,2012,0.0
country/ATG,2013,153171.0037037037
country/ATG,2014,0.0
country/ATG,2015,0.0
country/ATG,2016,9970.962962962964
country/ATG,2017,16347.500000000002
country/ATG,2018,75576.68518518518
country/ATG,2019,34312.59259259258
country/ATG,2020,110113.99999999999
country/ARG,2000,8004002.001000499
country/ARG,2001,50511997.1885943
country/ARG,2002,165945502.4162736
country/ARG,2003,34311883.91254192
country/ARG,2004,754547264.8817226
country/ARG,2005,180642993.51077047
country/ARG,2006,58419703.9552808
country/ARG,2007,52080935.352643125
country/ARG,2008,276966235.4797272
country/ARG,2009,91560303.07679532
country/ARG,2010,127291341.85354106
country/ARG,2011,289734682.4379988
country/ARG,2012,297687848.84826845
country/ARG,2013,267506937.73173645
country/ARG,2014,289777415.7493232
country/ARG,2015,187261684.7544206
country/ARG,2016,154862762.4976901
country/ARG,2017,291548831.5481898
country/ARG,2018,151389954.2531748
country/ARG,2019,103563777.1313281
country/ARG,2020,111641476.76472875
country/BHS,2000,2000000.0
country/BHS,2001,2000000.0
country/BHS,2002,2000000.0
country/BHS,2003,2000000.0
country/BHS,2004,2000000.0
country/BHS,2005,2000000.0
country/BHS,2006,3000000.0
country/BHS,2007,3133180.2399999998
country/BHS,2008,3134108.41
country/BHS,2009,2960113.68
country/BHS,2010,3031609.95
country/BHS,2011,3101363.1599999997
country/BHS,2012,2941876.37
country/BHS,2013,2892057.96
country/BHS,2014,3072466.2199999997
country/BHS,2015,3259781.7199999993
country/BHS,2016,3294015.68
country/BHS,2017,3527221.0999999996
country/BHS,2018,3698693.13
country/BHS,2019,3526941.309999999
country/BHS,2020,2815817.7600000007
country/BRB,2000,0.0
country/BRB,2001,0.0
country/BRB,2002,3783462.5599999996
country/BRB,2003,3928994.455
country/BRB,2004,3068176.3549999995
country/BRB,2005,3056591.475
country/BRB,2006,4235226.369999999
country/BRB,2007,5560420.5
country/BRB,2008,9609621.855000002
country/BRB,2009,11013726.625
country/BRB,2010,7039359.365000001
country/BRB,2011,9664620.129999999
country/BRB,2012,1330000.0
country/BRB,2013,6269288.0
country/BRB,2014,7362674.5
country/BRB,2015,5486273.0
country/BRB,2016,5545275.500000001
country/BRB,2017,6625782.715
country/BRB,2018,3965194.295
country/BRB,2019,2916907.5
country/BRB,2020,2627270.4999999995
country/BLZ,2000,2175000.0
country/BLZ,2001,2679420.0
country/BLZ,2002,2788957.9999999995
country/BLZ,2003,3514969.5000000005
country/BLZ,2004,3508055.8499999996
country/BLZ,2005,3522185.0000000005
country/BLZ,2006,3869977.7800000003
country/BLZ,2007,6152774.5
country/BLZ,2008,4152929.0000000005
country/BLZ,2009,4152929.0000000005
country/BLZ,2010,2185030.7350000003
country/BLZ,2011,3401781.9250000003
country/BLZ,2012,2215444.225
country/BLZ,2013,2049920.03
country/BLZ,2014,9727741.735
country/BLZ,2015,3035527.3100000005
country/BLZ,2016,1809961.285
country/BLZ,2017,1705840.0799999998
country/BLZ,2018,2736011.5149999997
country/BLZ,2019,3404688.929999999
country/BLZ,2020,955283.0
country/BOL,2000,23098301.43135338
country/BOL,2001,25145093.005057815
country/BOL,2002,26976503.08507671
country/BOL,2003,37495275.82939831
country/BOL,2004,39297780.31526156
country/BOL,2005,36887636.68766515
country/BOL,2006,30681331.873092603
country/BOL,2007,28213016.037666783
country/BOL,2008,45578969.09560488
country/BOL,2009,35896061.193732195
country/BOL,2010,36703285.9168646
country/BOL,2011,57701070.49302918
country/BOL,2012,62930208.03039074
country/BOL,2013,60309418.8813314
country/BOL,2014,51900542.48480463
country/BOL,2015,66446819.4992764
country/BOL,2016,75113305.5079595
country/BOL,2017,56085132.20694646
country/BOL,2018,43351023.02894356
country/BOL,2019,31934958.086830683
country/BOL,2020,81115739.72069465
country/BRA,2000,173825287.41585296
country/BRA,2001,135765958.01560304
country/BRA,2002,139984309.0583438
country/BRA,2003,90015480.79355474
country/BRA,2004,288573584.32651705
country/BRA,2005,48318118.45651015
country/BRA,2006,96972206.13915442
country/BRA,2007,93627995.23212384
country/BRA,2008,72737655.51233332
country/BRA,2009,208631425.16092917
country/BRA,2010,431618274.5068499
country/BRA,2011,690885843.6754488
country/BRA,2012,237580346.79731658
country/BRA,2013,134015540.58222666
country/BRA,2014,284591479.0638665
country/BRA,2015,128653708.51860337
country/BRA,2016,122344747.06873702
country/BRA,2017,129451580.7492278
country/BRA,2018,155009163.3618927
country/BRA,2019,262749529.37096617
country/BRA,2020,217261953.28530437
country/CAN,2000,0.0
country/CAN,2001,0.0
country/CAN,2002,0.0
country/CAN,2003,0.0
country/CAN,2004,0.0
country/CAN,2005,0.0
country/CAN,2006,0.0
country/CAN,2007,0.0
country/CAN,2008,0.0
country/CAN,2009,0.0
country/CAN,2010,0.0
country/CAN,2011,0.0
country/CAN,2012,0.0
country/CAN,2013,0.0
country/CAN,2014,0.0
country/CAN,2015,0.0
country/CAN,2016,0.0
country/CAN,2017,0.0
country/CAN,2018,0.0
country/CAN,2019,0.0
country/CAN,2020,0.0
country/CAN,2021,0.0
country/CHL,2000,0.0
country/CHL,2001,0.0
country/CHL,2002,0.0
country/CHL,2003,0.0
country/CHL,2004,0.0
country/CHL,2005,0.0
country/CHL,2006,1869635.189288577
country/CHL,2007,111719.25985354651
country/CHL,2008,1443253.8472410464
country/CHL,2009,1646524.3967236285
country/CHL,2010,1513219.9138002829
country/CHL,2011,346593.47588994505
country/CHL,2012,286304.86326557194
country/CHL,2013,558158.3657764224
country/CHL,2014,493483.26520777703
country/CHL,2015,287439.34755799954
country/CHL,2016,0.0
country/CHL,2017,0.0
country/CHL,2018,0.0
country/CHL,2019,0.0
country/CHL,2020,0.0
country/CHL,2021,0.0
country/COL,2000,918070.4212744607
country/COL,2001,2578118.0114889424
country/COL,2002,47594654.48647655
country/COL,2003,98737175.39386849
country/COL,2004,82589844.7698237
country/COL,2005,83898921.69033772
country/COL,2006,72949107.60796162
country/COL,2007,62564367.538765006
country/COL,2008,10038199.752658525
country/COL,2009,8258198.31823966
country/COL,2010,12708602.123715278
country/COL,2011,34781938.48565212
country/COL,2012,131594699.45094883
country/CRI,2000,10957947.65943799
country/CRI,2001,13034361.773441968
country/CRI,2002,4409891.173149
country/CRI,2003,4037763.554086447
country/CRI,2004,2855064.214506719
country/CRI,2005,2364392.9042548817
country/CRI,2006,1405833.7940113894
country/CRI,2007,1781370.5533895888
country/CRI,2008,3224952.4819474653
country/CRI,2009,6861311.898848043
country/CRI,2010,6370100.374101739
country/CRI,2011,4490020.856116101
country/CRI,2012,2333929.353983507
country/CRI,2013,1527383.0756871733
country/CRI,2014,960895.020002806
country/CRI,2015,272874.3847897017
country/CRI,2016,1221246.767961806
country/CRI,2017,2282665.46114888
country/CRI,2018,282499.0266389102
country/CRI,2019,48502.84713878736
country/CRI,2020,6630330.315126547
country/DMA,2000,518301.04444444436
country/DMA,2001,369753.98518518516
country/DMA,2002,736998.3666666665
country/DMA,2003,504712.24074074073
country/DMA,2004,688667.4703703704
country/DMA,2005,489905.8851851852
country/DMA,2006,479425.66666666657
country/DMA,2007,648838.911111111
country/DMA,2008,603348.0296296297
country/DMA,2009,714482.0296296296
country/DMA,2010,690495.0666666667
country/DMA,2011,829484.4444444443
country/DMA,2012,975014.2518518518
country/DMA,2013,605105.0370370371
country/DMA,2014,604807.2185185184
country/DMA,2015,540042.3962962963
country/DMA,2016,546306.1185185184
country/DMA,2017,462394.32962962956
country/DMA,2018,621815.0962962965
country/DMA,2019,227275.58518518516
country/DMA,2020,2331889.8999999994
country/DOM,2000,21845992.309725642
country/DOM,2001,36247162.82292953
country/DOM,2002,71863631.01043259
country/DOM,2003,30122574.448859245
country/DOM,2004,20878326.29319205
country/DOM,2005,26457962.469884686
country/DOM,2006,16929430.039786577
country/DOM,2007,31168896.44511321
country/DOM,2008,39020823.569084145
country/DOM,2009,21453937.85954734
country/DOM,2010,17833811.55991059
country/DOM,2011,15297893.361774657
country/DOM,2012,44084682.84490856
country/DOM,2013,18637420.042171944
country/DOM,2014,245924456.6363452
country/DOM,2015,305248408.3714779
country/DOM,2016,27241231.492579926
country/DOM,2017,34486298.42591176
country/DOM,2018,46533827.08270001
country/DOM,2019,44176875.387088045
country/DOM,2020,31077048.978201814
country/ECU,2000,17000000.0
country/ECU,2001,18000000.0
country/ECU,2002,13500000.0
country/ECU,2003,10000000.0
country/ECU,2004,24000000.0
country/ECU,2005,14000005.21
country/ECU,2006,25219110.070000004
country/ECU,2007,13229122.25
country/ECU,2008,14716240.330000006
country/ECU,2009,16335871.190000003
country/ECU,2010,71464586.6
country/ECU,2011,10884448.740000002
country/ECU,2012,11643142.440000001
country/ECU,2013,10068191.07
country/ECU,2014,13431605.319999998
country/ECU,2015,17151144.630000006
country/ECU,2016,14196938.88
country/ECU,2017,10363347.03
country/ECU,2018,9168108.629999999
country/ECU,2019,8774851.98
country/ECU,2020,13153000.0
country/SLV,2000,1086254.450028555
country/SLV,2001,19993768.65
country/SLV,2002,4994194.4399999995
country/SLV,2003,4992718.74
country/SLV,2004,23050565.04
country/SLV,2005,27302827.32
country/SLV,2006,40778117.36
country/SLV,2007,46692130.059999995
country/SLV,2008,50073761.47
country/SLV,2009,120090214.64000003
country/SLV,2010,99128334.42999999
country/SLV,2011,14036008.610000001
country/SLV,2012,36703672.61
country/SLV,2013,60092423.75
country/SLV,2014,41169961.21
country/SLV,2015,33217196.5
country/SLV,2016,33831640.6
country/SLV,2017,2352786.91
country/SLV,2018,3776123.839999999
country/SLV,2019,7086880.429999999
country/SLV,2020,10687309.5
country/GRD,2000,422884.17037037027
country/GRD,2001,422884.17037037027
country/GRD,2002,422884.17037037027
country/GRD,2003,422884.17037037027
country/GRD,2004,276980.85925925925
country/GRD,2005,252194.88888888885
country/GRD,2006,1155449.325925926
country/GRD,2007,842041.6407407407
country/GRD,2008,1868736.6555555556
country/GRD,2009,579702.437037037
country/GRD,2010,508017.85925925913
country/GRD,2011,3931.2814814814815
country/GRD,2012,54682.38518518518
country/GRD,2013,111534.12962962964
country/GRD,2014,153941.81851851853
country/GRD,2015,147321.57777777777
country/GRD,2016,134001.01481481481
country/GRD,2017,105702.73703703702
country/GRD,2018,141050.13703703697
country/GRD,2019,55207.94814814815
country/GRD,2020,412284.1851851853
country/GTM,2000,26393373.269967083
country/GTM,2001,22820206.25194651
country/GTM,2002,28368436.555225912
country/GTM,2003,36783182.19215918
country/GTM,2004,48117538.22685998
country/GTM,2005,40484954.26381271
country/GTM,2006,65415310.10679748
country/GTM,2007,64830300.31847427
country/GTM,2008,54196746.62771327
country/GTM,2009,89556462.38428913
country/GTM,2010,67739204.66092514
country/GTM,2011,92114846.33645251
country/GTM,2012,121714071.16593236
country/GTM,2013,80386324.09480244
country/GTM,2014,95030072.92373487
country/GTM,2015,62653817.34111144
country/GTM,2016,66032539.04569059
country/GTM,2017,47582055.09130025
country/GTM,2018,75331931.90710738
country/GTM,2019,41320143.07000471
country/GTM,2020,49751337.26211367
country/GUY,2000,67950.09828427341
country/GUY,2001,293125.73846119683
country/GUY,2002,918055.3231059711
country/GUY,2003,2756608.7940375027
country/GUY,2004,5132890.2944165
country/GUY,2005,9675899.157723578
country/GUY,2006,14643228.52450612
country/GUY,2007,23623703.096352752
country/GUY,2008,22260286.870813586
country/GUY,2009,23811646.369992647
country/GUY,2010,23292995.43227088
country/GUY,2011,18848352.546178635
country/GUY,2012,13947507.870700998
country/GUY,2013,14394538.970954202
country/GUY,2014,9480486.06774063
country/GUY,2015,8202293.759806296
country/GUY,2016,8021065.181598063
country/GUY,2017,8227953.967554479
country/GUY,2018,7422789.976378066
country/GUY,2019,6867348.902925658
country/GUY,2020,4595751.424076739
country/HTI,2000,79373029.36594646
country/HTI,2001,76461925.28686789
country/HTI,2002,67127816.93123026
country/HTI,2003,56041384.912424505
country/HTI,2004,71553140.0788833
country/HTI,2005,75562485.05570659
country/HTI,2006,121365471.94877638
country/HTI,2007,122963777.5752875
country/HTI,2008,138091982.5362977
country/HTI,2009,140883476.4435558
country/HTI,2010,252162247.0452844
country/HTI,2011,494610356.4262145
country/HTI,2012,459253300.88351756
country/HTI,2013,293763565.41569877
country/HTI,2014,371070625.78018415
country/HTI,2015,366786520.9787505
country/HTI,2016,316866839.18400437
country/HTI,2017,197615854.20587075
country/HTI,2018,279084562.7355738
country/HTI,2019,231491446.26193625
country/HTI,2020,152663063.2883021
country/HND,2000,12528099.204716783
country/HND,2001,8402520.930488003
country/HND,2002,20982982.01208959
country/HND,2003,53999398.53421617
country/HND,2004,59305637.62659789
country/HND,2005,62097276.32808972
country/HND,2006,44416762.98373713
country/HND,2007,58176307.62684505
country/HND,2008,85596412.11857799
country/HND,2009,109393085.91962995
country/HND,2010,104159689.47716604
country/HND,2011,95523194.04702157
country/HND,2012,113338871.83945775
country/HND,2013,82564186.07715547
country/HND,2014,97790583.88196926
country/HND,2015,78908759.24844529
country/HND,2016,82998309.34818192
country/HND,2017,59866057.06587989
country/HND,2018,51457569.33796167
country/HND,2019,48390014.78212751
country/HND,2020,121845944.08446258
country/HND,2021,129896888.25852656
country/JAM,2000,1226539.1439478712
country/JAM,2001,2455923.6313829934
country/JAM,2002,3174415.222534312
country/JAM,2003,2844634.3602481415
country/JAM,2004,8896837.621492486
country/JAM,2005,6982041.557011827
country/JAM,2006,8047643.382207219
country/JAM,2007,12371878.135749202
country/JAM,2008,12366884.909141889
country/JAM,2009,15196391.061169771
country/JAM,2010,15322564.505799966
country/JAM,2011,17158680.87946579
country/JAM,2012,23489100.94046816
country/JAM,2013,7158664.677049406
country/JAM,2014,10169318.811723696
country/JAM,2015,11185565.671884133
country/JAM,2016,12637795.70496148
country/JAM,2017,13027194.129457865
country/JAM,2018,14073151.418429628
country/JAM,2019,15371259.13126014
country/JAM,2020,14029633.749653338
country/MEX,2020,14021283.704247013
country/NIC,2000,9598640.925757157
country/NIC,2001,31127827.989079047
country/NIC,2002,25433282.8955679
country/NIC,2003,44483787.87052909
country/NIC,2004,65252634.17452055
country/NIC,2005,72322633.48829651
country/NIC,2006,47097582.76629131
country/NIC,2007,56601015.81926201
country/NIC,2008,77583561.17347507
country/NIC,2009,62646752.83478542
country/NIC,2010,95878037.61016423
country/NIC,2011,91977495.39756727
country/NIC,2012,79660097.49253236
country/NIC,2013,84613259.49872705
country/NIC,2014,97415505.88173983
country/NIC,2015,63417023.33871812
country/NIC,2016,55811380.42629304
country/NIC,2017,69448039.17421046
country/NIC,2018,46065223.47613788
country/NIC,2019,38687508.08379279
country/NIC,2020,46505591.48742088
country/PAN,2000,2993400.06
country/PAN,2001,3356442.6500000004
country/PAN,2002,4098270.8100000005
country/PAN,2003,4101577.8899999997
country/PAN,2004,2333996.87
country/PAN,2005,2670766.3000000003
country/PAN,2006,1827538.8199999998
country/PAN,2007,1902783.6300000006
country/PAN,2008,3158052.83
country/PAN,2009,2201262.2600000002
country/PAN,2010,14451577.040000001
country/PAN,2011,6203779.970000002
country/PAN,2012,3671737.6799999997
country/PAN,2013,5837644.2700000005
country/PAN,2014,17987719.33
country/PAN,2015,3773900.8999999994
country/PAN,2016,3619050.0700000003
country/PAN,2017,2575638.1499999994
country/PAN,2018,4249751.930000001
country/PAN,2019,4691447.949999999
country/PAN,2020,14282431.569999997
country/PRY,2000,15627181.429984165
country/PRY,2001,8045384.089999208
country/PRY,2002,5832237.919996038
country/PRY,2003,5707177.050003714
country/PRY,2004,6136151.795997288
country/PRY,2005,3473350.488594137
country/PRY,2006,3579061.9799976447
country/PRY,2007,3723243.980001581
country/PRY,2008,7101163.235773992
country/PRY,2009,10753546.78255837
country/PRY,2010,12899378.576094717
country/PRY,2011,15864588.173421443
country/PRY,2012,11576710.869558703
country/PRY,2013,12673485.065798825
country/PRY,2014,9300013.404610183
country/PRY,2015,7805853.46659218
country/PRY,2016,8628171.33962035
country/PRY,2017,7300625.84241615
country/PRY,2018,1754456.1133220273
country/PRY,2019,171273.46748739472
country/PRY,2020,103245.65223335435
country/PER,2000,5248589.9197707735
country/PER,2001,13253993.1590704
country/PER,2002,15557079.741219962
country/PER,2003,62573807.32949312
country/PER,2004,58613218.495975174
country/PER,2005,72851111.57746749
country/PER,2006,69337988.21046783
country/PER,2007,45122330.39193537
country/PER,2008,40419111.67900065
country/PER,2009,113208392.89281958
country/PER,2010,81447003.06358126
country/PER,2011,78246042.41676046
country/PER,2012,58978220.10805041
country/PER,2013,46095839.2089065
country/PER,2014,28093009.7485621
country/PER,2015,22466627.513922196
country/PER,2016,20224875.821153574
country/PER,2017,25766650.54829241
country/PER,2018,23270083.148709513
country/PER,2019,23563573.49255751
country/PER,2020,28101577.490024988
country/KNA,2000,0.0
country/KNA,2001,0.0
country/KNA,2002,0.0
country/KNA,2003,0.0
country/KNA,2004,224836.39999999997
country/KNA,2005,19510.3
country/KNA,2006,1535.0
country/KNA,2007,68455.90000000001
country/KNA,2008,1392335.4999999998
country/KNA,2009,960123.9999999999
country/KNA,2010,605474.4000000001
country/KNA,2011,746031.111111111
country/KNA,2012,0.0
country/KNA,2013,107656.00000000001
country/KNA,2014,0.0
country/KNA,2015,0.0
country/KNA,2016,0.0
country/KNA,2017,0.0
country/KNA,2018,0.0
country/KNA,2019,0.0
country/KNA,2020,0.0
country/LCA,2000,0.0
country/LCA,2001,0.0
country/LCA,2002,112667.0
country/LCA,2003,264816.99999999994
country/LCA,2004,272543.49999999994
country/LCA,2005,1203013.3185185187
country/LCA,2006,2048601.6666666665
country/LCA,2007,841579.2962962963
country/LCA,2008,1482515.3666666665
country/LCA,2009,1379767.8629629628
country/LCA,2010,1640828.0740740735
country/LCA,2011,1726043.2925925923
country/LCA,2012,339275.7185185185
country/LCA,2013,642612.8518518518
country/LCA,2014,341713.43703703705
country/LCA,2015,749397.4925925925
country/LCA,2016,3240681.177777777
country/LCA,2017,1034627.0444444446
country/LCA,2018,427244.7444444444
country/LCA,2019,910674.2111111111
country/LCA,2020,15003580.666666668
country/VCT,2000,0.0
country/VCT,2001,0.0
country/VCT,2002,0.0
country/VCT,2003,0.0
country/VCT,2004,0.0
country/VCT,2005,45371.0
country/VCT,2006,455896.70000000007
country/VCT,2007,1252221.0000000002
country/VCT,2008,715707.3999999999
country/VCT,2009,606778.0000000001
country/VCT,2010,1608831.6111111108
country/VCT,2011,2206067.3111111107
country/VCT,2012,913509.0999999999
country/VCT,2013,476298.0
country/VCT,2014,581781.0
country/VCT,2015,510606.8999999999
country/VCT,2016,161619.29999999996
country/VCT,2017,434387.6888888888
country/VCT,2018,144392.89629629627
country/VCT,2019,608315.3333333333
country/VCT,2020,1263573.3074074073
country/SUR,2000,11460104.872293612
country/SUR,2001,76173.754366731
country/SUR,2002,4643621.335890061
country/SUR,2003,5324083.604561769
country/SUR,2004,7705383.457327585
country/SUR,2005,5471900.956620069
country/SUR,2006,13545120.0
country/SUR,2007,3370609.81420765
country/SUR,2008,5785754.298724955
country/SUR,2009,6693225.001821496
country/SUR,2010,14084100.158445878
country/SUR,2011,8685829.20134639
country/SUR,2012,3979225.3363636364
country/SUR,2013,1768229.8000000003
country/SUR,2014,1738409.5000000002
country/SUR,2015,914988.9073170723
country/SUR,2016,2745386.904574164
country/SUR,2017,1121138.1484628816
country/SUR,2018,3513637.9260076955
country/SUR,2019,2140885.5497452402
country/SUR,2020,2976811.9888677285
country/TTO,2000,0.0
country/TTO,2001,5310.555010387893
country/TTO,2002,570026.1447078187
country/TTO,2003,410445.55924449174
country/TTO,2004,693450.8967705143
country/TTO,2005,1197141.8313717768
country/TTO,2006,1394978.584611486
country/TTO,2007,1745234.8381013593
country/TTO,2008,3689804.6882867054
country/TTO,2009,2576174.736656264
country/TTO,2010,2466187.38113693
country/TTO,2011,2620485.8488072646
country/TTO,2012,1482161.5751306077
country/TTO,2013,1147284.058074182
country/TTO,2014,1090500.5246241984
country/TTO,2015,1619771.7736866788
country/TTO,2016,1113818.732537274
country/TTO,2017,0.0
country/TTO,2018,191632.06851046774
country/TTO,2019,1033255.767404129
country/TTO,2020,560918.5967734199
country/USA,2000,0.0
country/USA,2001,0.0
country/USA,2002,0.0
country/USA,2003,0.0
country/USA,2004,0.0
country/USA,2005,0.0
country/USA,2006,0.0
country/USA,2007,0.0
country/USA,2008,0.0
country/USA,2009,0.0
country/USA,2010,0.0
country/USA,2011,0.0
country/USA,2012,0.0
country/USA,2013,0.0
country/USA,2014,0.0
country/USA,2015,0.0
country/USA,2016,0.0
country/USA,2017,0.0
country/USA,2018,0.0
country/USA,2019,0.0
country/USA,2020,0.0
country/URY,2000,495884.50298942457
country/URY,2001,450480.32464615285
country/URY,2002,282260.40404008684
country/URY,2003,850801.8512030289
country/URY,2004,1149676.2325922775
country/URY,2008,1615439.0001583162
country/URY,2009,1122288.3562923598
country/URY,2010,1450927.0001034436
country/URY,2011,1435507.9111448636
country/URY,2012,1297272.3416249908
country/URY,2013,1734409.1436504242
country/URY,2014,2685952.83107542
country/URY,2015,948447.082594858
country/URY,2016,989896.5129000817
country/URY,2017,383919.04946227564
country/URY,2018,0.0
country/URY,2019,0.0
country/URY,2020,0.0
country/VEN,2000,44.11980979459776
country/VEN,2001,69.16247308237085
country/VEN,2002,93.61298936216028
country/VEN,2003,50.01996525527015
country/VEN,2004,11.922805780754338
country/VEN,2005,11.3937073812657
country/VEN,2006,40.62878435025616
country/VEN,2007,28.88216115510015
country/VEN,2008,16.995808104331623
country/VEN,2009,16.166744294364236
country/VEN,2010,34.01934470934368
country/VEN,2011,34.90079966428089
country/VEN,2012,22.267036579395242
country/VEN,2013,17.362874096947316
country/VEN,2014,13.438464721046431
country/VEN,2015,38.82435313962
country/VEN,2016,91.08227581466576
country/VEN,2017,449.43659147869676
country/AFG,2002,49049183.53616995
country/AFG,2003,26828980.459527425
country/AFG,2004,50156704.61719734
country/AFG,2005,96289043.16981263
country/AFG,2006,136039279.6406942
country/AFG,2007,137094418.31067073
country/AFG,2008,195156524.42193124
country/AFG,2009,258306827.53700942
country/AFG,2010,203903266.9726875
country/AFG,2011,323753620.600389
country/AFG,2012,339374757.5950388
country/AFG,2013,406999943.7805968
country/AFG,2014,432899906.5871872
country/AFG,2015,333380125.80935
country/AFG,2016,403523713.53993875
country/AFG,2017,463145597.9815718
country/AFG,2018,516455918.92427236
country/AFG,2019,555997159.1332477
country/AFG,2020,504772279.3307793
country/BHR,2000,0.0
country/BHR,2001,0.0
country/BHR,2002,0.0
country/BHR,2003,0.0
country/BHR,2004,0.0
country/BHR,2005,0.0
country/BHR,2006,0.0
country/BHR,2007,0.0
country/BHR,2008,0.0
country/BHR,2009,0.0
country/BHR,2010,0.0
country/BHR,2011,0.0
country/BHR,2012,0.0
country/BHR,2013,0.0
country/BHR,2014,0.0
country/BHR,2015,0.0
country/BHR,2016,0.0
country/BHR,2017,0.0
country/BHR,2018,0.0
country/BHR,2019,0.0
country/BHR,2020,0.0
country/DJI,2000,0.0
country/DJI,2001,0.0
country/DJI,2002,6245744.734724653
