dcid,year,healthExpenditureGovernmentCurrentUSD
country/LKA,2003,448643157.1675448
country/LKA,2004,520326300.1015643
country/LKA,2005,589556989.5423325
country/LKA,2006,656457157.0020182
country/LKA,2007,709449498.3301299
country/LKA,2008,802434529.7591572
country/LKA,2009,819659949.9289175
country/LKA,2010,887120915.9049907
country/LKA,2011,1032465141.3728489
country/LKA,2012,983566884.5758189
country/LKA,2013,1291737247.0692914
country/LKA,2014,1280138511.5524044
country/LKA,2015,1378283530.1566057
country/LKA,2016,1373064645.0450144
country/LKA,2017,1289043836.5902236
country/LKA,2018,1572412637.913985
country/LKA,2019,1259621698.6578996
country/LKA,2020,1502618529.0553885
country/THA,2000,2163241459.696029
country/THA,2001,2002787156.581645
country/THA,2002,2788582985.8306475
country/THA,2003,3115003843.102239
country/THA,2004,3479622309.7290783
country/THA,2005,3811096327.92489
country/THA,2006,4945909444.511696
country/THA,2007,6347584440.91276
country/THA,2008,7597121840.327697
country/THA,2009,7456372879.406599
country/THA,2010,8530898263.616985
country/THA,2011,10112485428.877127
country/THA,2012,10655516901.286354
country/THA,2013,11024303781.330873
country/THA,2014,11358892673.072636
country/THA,2015,11030436383.186703
country/THA,2016,11786725318.033915
country/THA,2017,12666017601.074642
country/THA,2018,13895252857.23424
country/THA,2019,15153185103.329964
country/THA,2020,15343853188.499565
country/TLS,2003,6386038.999999999
country/TLS,2004,7370768.000000001
country/TLS,2005,9813239.999999998
country/TLS,2006,10880426.000000004
country/TLS,2007,5247896.999999999
country/TLS,2008,22021136.000000004
country/TLS,2009,23595917.0
country/TLS,2010,29002346.999999996
country/TLS,2011,37180887.99999999
country/TLS,2012,48128140.99999999
country/TLS,2013,62060000.0
country/TLS,2014,59720000.00000001
country/TLS,2015,70240000.0
country/TLS,2016,56520000.0
country/TLS,2017,71169794.00000001
country/TLS,2018,61507528.0
country/TLS,2019,58535682.46000001
country/TLS,2020,86858935.65000002
country/AUS,2000,22357939348.494877
country/AUS,2001,21349375530.950623
country/AUS,2002,24710217664.43682
country/AUS,2003,31490352089.42125
country/AUS,2004,39434853033.9161
country/AUS,2005,43676971912.37201
country/AUS,2006,46849920414.50395
country/AUS,2007,57943405107.22153
country/AUS,2008,63118895802.78137
country/AUS,2009,63447660251.09625
country/AUS,2010,79271511259.72054
country/AUS,2011,96784931965.58528
country/AUS,2012,98306801283.12196
country/AUS,2013,91464046913.35538
country/AUS,2014,101087530987.21567
country/AUS,2015,90093296739.9064
country/AUS,2016,93831707584.28331
country/AUS,2017,101932530034.62112
country/AUS,2018,104748792224.65836
country/AUS,2019,103963520023.93152
country/AUS,2020,113744774489.04114
country/BRN,2000,142607441.38023072
country/BRN,2001,131482414.26895069
country/BRN,2002,137175885.3933486
country/BRN,2003,156864007.80629697
country/BRN,2004,184952993.53046027
country/BRN,2005,197386693.98385906
country/BRN,2006,206801470.58823574
country/BRN,2007,229790914.34884351
country/BRN,2008,268971666.47065675
country/BRN,2009,257553618.7039563
country/BRN,2010,286488350.4949304
country/BRN,2011,316070804.28626364
country/BRN,2012,321366981.28037935
country/BRN,2013,311173819.270871
country/BRN,2014,303313204.53007495
country/BRN,2015,293306290.7927342
country/BRN,2016,276049416.9722848
country/BRN,2017,260442463.6149283
country/BRN,2018,311456903.8995439
country/BRN,2019,279002224.4081087
country/BRN,2020,270217491.6512927
country/KHM,2000,47395153.5507388
country/KHM,2001,47300434.44158826
country/KHM,2002,60080085.95567498
country/KHM,2003,69282899.43617877
country/KHM,2004,73276208.37830563
country/KHM,2005,76808209.06778985
country/KHM,2006,69829846.3570901
country/KHM,2007,83972841.07379864
country/KHM,2008,106035916.2579156
country/KHM,2009,126630670.18596883
country/KHM,2010,153213381.95993775
country/KHM,2011,164201615.50153998
country/KHM,2012,197704285.52194396
country/KHM,2013,216170211.6332485
country/KHM,2014,207074294.48916408
country/KHM,2015,242708969.2975232
country/KHM,2016,266986320.09561557
country/KHM,2017,336513749.1069863
country/KHM,2018,405958295.85839677
country/KHM,2019,454091797.07820415
country/KHM,2020,525537664.5826634
country/CHN,2000,11943173308.785147
country/CHN,2001,12999982079.001001
country/CHN,2002,16309247449.923477
country/CHN,2003,20769029656.749126
country/CHN,2004,25314522690.47996
country/CHN,2005,31328014034.398632
country/CHN,2006,38202861056.5183
country/CHN,2007,50994669888.03532
country/CHN,2008,79480764075.78157
country/CHN,2009,109343186602.31767
country/CHN,2010,132501827652.0404
country/CHN,2011,174795326865.01913
country/CHN,2012,217311388594.0553
country/CHN,2013,258900990175.6585
country/CHN,2014,293734628141.6478
country/CHN,2015,330283667951.6193
country/CHN,2016,324820989876.9834
country/CHN,2017,352140647190.88586
country/CHN,2018,403567145472.2341
country/CHN,2019,429507854387.91736
country/CHN,2020,454947265751.5535
country/FJI,2000,48000295.965705566
country/FJI,2001,37522168.78622081
country/FJI,2002,43949324.01487993
country/FJI,2003,55776064.74246857
country/FJI,2004,65516756.12402913
country/FJI,2005,78720497.85680985
country/FJI,2006,83205058.4933122
country/FJI,2007,91038713.37585665
country/FJI,2008,84377099.44714391
country/FJI,2009,68096796.9328005
country/FJI,2010,74260805.60228585
country/FJI,2011,77375203.00381401
country/FJI,2012,82351299.79079509
country/FJI,2013,84948132.68348505
country/FJI,2014,100352592.68535285
country/FJI,2015,98259739.82411923
country/FJI,2016,103327645.77001269
country/FJI,2017,112996657.11277778
country/FJI,2018,136923203.9765492
country/FJI,2019,137145317.62745807
country/FJI,2020,117537369.86236507
country/JPN,2000,281106536373.05994
country/JPN,2001,256418272148.6994
country/JPN,2002,248345766110.3088
country/JPN,2003,270564969997.84073
country/JPN,2004,295976424819.62415
country/JPN,2005,300323648074.67377
country/JPN,2006,284117099090.8837
country/JPN,2007,289470957059.4249
country/JPN,2008,335302886173.6158
country/JPN,2009,385232190026.7424
country/JPN,2010,427615195134.42004
country/JPN,2011,547429290040.7075
country/JPN,2012,561804510310.4609
country/JPN,2013,468814283887.9073
country/JPN,2014,441954579017.55914
country/JPN,2015,401762529003.606
country/JPN,2016,448202189472.005
country/JPN,2017,442500513143.01733
country/JPN,2018,453523085450.39636
country/JPN,2019,463226410818.05975
country/JPN,2020,462987947611.3999
country/KIR,2000,5621028.586447323
country/KIR,2001,7492283.84086933
country/KIR,2002,8242208.563958029
country/KIR,2003,9246818.213508407
country/KIR,2004,12331067.602376167
country/KIR,2005,12456076.488766506
country/KIR,2006,10564744.423440898
country/KIR,2007,12183361.2605093
country/KIR,2008,14796444.044305494
country/KIR,2009,11394577.682390576
country/KIR,2010,13126519.72366826
country/KIR,2011,14760745.924040306
country/KIR,2012,14547509.843116898
country/KIR,2013,14413379.835373504
country/KIR,2014,14765226.239285007
country/KIR,2015,11659615.007156173
country/KIR,2016,13226874.17554936
country/KIR,2017,15123579.115652647
country/KIR,2018,17427238.73331083
country/KIR,2019,16677367.299091024
country/KIR,2020,16820210.797927808
country/LAO,2000,22092594.232765354
country/LAO,2001,24753943.978533164
country/LAO,2002,19950944.495361865
country/LAO,2003,24531514.53209907
country/LAO,2004,21053765.359716594
country/LAO,2005,27642226.553486638
country/LAO,2006,25112868.915154245
country/LAO,2007,27112173.370445956
country/LAO,2008,30511102.96102902
country/LAO,2009,73811838.29486509
country/LAO,2010,45338917.04009097
country/LAO,2011,32886677.68525404
country/LAO,2012,44512332.98830803
country/LAO,2013,85400164.45069782
country/LAO,2014,90794611.69400904
country/LAO,2015,124630937.71852471
country/LAO,2016,121722545.28636481
country/LAO,2017,151686481.94991365
country/LAO,2018,157692327.3263096
country/LAO,2019,180645130.83788338
country/LAO,2020,214205126.2358981
country/MYS,2000,1198473555.6236842
country/MYS,2001,1365666788.721053
country/MYS,2002,1501176429.6289475
country/MYS,2003,1822991665.9868424
country/MYS,2004,1979442730.0868418
country/MYS,2005,2048910851.056768
country/MYS,2006,2854190635.5076704
country/MYS,2007,3293966561.3112655
country/MYS,2008,3861695064.5306067
country/MYS,2009,3838070870.6489997
country/MYS,2010,4342849817.31342
country/MYS,2011,5333018024.754734
country/MYS,2012,5947262408.100969
country/MYS,2013,6208459550.974981
country/MYS,2014,6963250485.266146
country/MYS,2015,6127969253.648564
country/MYS,2016,5689820509.234786
country/MYS,2017,6133872951.340829
country/MYS,2018,6913765351.407166
country/MYS,2019,7338609564.188576
country/MYS,2020,7332600078.435152
country/MHL,2000,11107881.000000002
country/MHL,2001,9694766.0
country/MHL,2002,8355931.999999999
country/MHL,2003,7869990.0
country/MHL,2004,8740213.0
country/MHL,2005,7729900.000000001
country/MHL,2006,6000331.999999999
country/MHL,2007,10700369.999999998
country/MHL,2008,8440465.0
country/MHL,2009,8260199.0
country/MHL,2010,7289890.0
country/MHL,2011,10109583.0
country/MHL,2012,10939634.000000002
country/MHL,2013,12281676.999999998
country/MHL,2014,10705643.999999998
country/MHL,2015,11919573.999999998
country/MHL,2016,13972019.0
country/MHL,2017,13151987.0
country/MHL,2018,16312107.000000002
country/MHL,2019,16077489.550000003
country/MHL,2020,15461203.999999998
country/FSM,2000,4073210.0000000005
country/FSM,2001,4396790.0
country/FSM,2002,4107920.0
country/FSM,2003,5163160.0
country/FSM,2004,5580579.999999999
country/FSM,2005,6648999.999999999
country/FSM,2006,6613000.0
country/FSM,2007,6317760.000000001
country/FSM,2008,7749000.0
country/FSM,2009,6119000.0
country/FSM,2010,6799700.0
country/FSM,2011,9439080.0
country/FSM,2012,8416330.0
country/FSM,2013,8771619.999999998
country/FSM,2014,10654231.17
country/FSM,2015,10158570.700000001
country/FSM,2016,11555463.51
country/FSM,2017,11573749.430000002
country/FSM,2018,12329056.0
country/FSM,2019,13291640.999999998
country/FSM,2020,11496280.000000002
country/MNG,2000,48096880.25627541
country/MNG,2001,44383856.43946533
country/MNG,2002,49826230.44384001
country/MNG,2003,44455798.57056324
country/MNG,2004,52911051.97237825
country/MNG,2005,57349768.674138464
country/MNG,2006,85055743.91333926
country/MNG,2007,122046534.83627369
country/MNG,2008,180966029.61809576
country/MNG,2009,142179538.04202962
country/MNG,2010,175771587.03096902
country/MNG,2011,221929368.8544822
country/MNG,2012,288278331.72478974
country/MNG,2013,287471937.01214135
country/MNG,2014,294164313.3037003
country/MNG,2015,279919070.42057395
country/MNG,2016,280680719.298297
country/MNG,2017,282691733.6915119
country/MNG,2018,291239822.4449303
country/MNG,2019,350963031.0003897
country/MNG,2020,420669966.22219455
country/NRU,2000,4144054.9117978923
country/NRU,2001,2824744.1286720447
country/NRU,2002,2143466.619579612
country/NRU,2003,2061650.5631258076
country/NRU,2004,1546305.0371299188
country/NRU,2005,2970659.425417861
country/NRU,2006,3193392.1798942783
country/NRU,2007,4081414.307500173
country/NRU,2008,4439429.783295856
country/NRU,2009,2957885.742077253
country/NRU,2010,3760502.98253842
country/NRU,2011,3862550.9397559226
country/NRU,2012,4082365.6993934996
country/NRU,2013,4752548.929983994
country/NRU,2014,6004584.830894815
country/NRU,2015,6464210.76218395
country/NRU,2016,9832509.352258291
country/NRU,2017,9367829.345624518
country/NRU,2018,12347718.185056252
country/NRU,2019,12586518.339334538
country/NRU,2020,10498863.972993942
country/NZL,2000,3029510721.482979
country/NZL,2001,3000996111.0540905
country/NZL,2002,3701327781.351404
country/NZL,2003,4891786293.269636
country/NZL,2004,6235570217.676576
country/NZL,2005,7303380170.693913
country/NZL,2006,7440365207.40141
country/NZL,2007,9061028481.698547
country/NZL,2008,9429300769.600859
country/NZL,2009,9075496319.040617
country/NZL,2010,11001064893.706036
country/NZL,2011,12621625841.22278
country/NZL,2012,13351923549.390722
country/NZL,2013,13873369997.101065
country/NZL,2014,14655930370.821045
country/NZL,2015,12347266863.09036
country/NZL,2016,13013941978.037277
country/NZL,2017,13980306591.903591
country/NZL,2018,14330310036.844658
country/NZL,2019,15219303302.314089
country/NZL,2020,16407483099.104588
country/PLW,2005,6460844.0
country/PLW,2006,6944782.999999999
country/PLW,2007,6665699.000000001
country/PLW,2008,6050273.0
country/PLW,2009,7352480.0
country/PLW,2010,7511657.0
country/PLW,2011,7819051.999999999
country/PLW,2012,9109601.999999998
country/PLW,2013,10397647.000000002
country/PLW,2014,10805499.000000002
country/PLW,2015,10989061.000000002
country/PLW,2016,18823877.0
country/PLW,2017,17559490.0
country/PLW,2018,18701141.64
country/PLW,2019,19439023.06
country/PLW,2020,34857443.08
country/PNG,2000,87944848.66057137
country/PNG,2001,75560733.82389376
country/PNG,2002,77400673.11999325
country/PNG,2003,78221797.72757624
country/PNG,2004,106744994.30071679
country/PNG,2005,118374015.2598673
country/PNG,2006,136094338.87554196
country/PNG,2007,156002917.0290707
country/PNG,2008,176704307.82202828
country/PNG,2009,180895990.40824276
country/PNG,2010,185305647.39072892
country/PNG,2011,269246454.24561745
country/PNG,2012,388046828.6592734
country/PNG,2013,421941356.91086245
country/PNG,2014,469014989.52825344
country/PNG,2015,299309510.206514
country/PNG,2016,348325306.86945516
country/PNG,2017,382415931.87581116
country/PNG,2018,389420569.72835803
country/PNG,2019,335684962.3918683
country/PNG,2020,424353657.6082459
country/PHL,2000,1134915798.5845935
country/PHL,2001,912515333.0921222
country/PHL,2002,823731783.3974003
country/PHL,2003,969807987.2086594
country/PHL,2004,1034032736.7843453
country/PHL,2005,1330650878.8838677
country/PHL,2006,1547525423.8477216
country/PHL,2007,1833350585.8116
country/PHL,2008,2114626528.2925756
country/PHL,2009,2246155624.620446
country/PHL,2010,2746123311.9681797
country/PHL,2011,2487151920.89754
country/PHL,2012,2875955571.602055
country/PHL,2013,3180980505.9894714
country/PHL,2014,3758024653.556388
country/PHL,2015,4500482530.644988
country/PHL,2016,4695714758.301805
country/PHL,2017,4870444780.3096
country/PHL,2018,5328628724.152874
country/PHL,2019,6374942183.772182
country/PHL,2020,8248502199.890822
country/PHL,2021,9799645819.587042
country/KOR,2000,11308072209.578785
country/KOR,2001,13565527037.677544
country/KOR,2002,14755834323.184795
country/KOR,2003,17412598155.284664
country/KOR,2004,19729288506.139576
country/KOR,2005,24624283193.674664
country/KOR,2006,30705390583.46172
country/KOR,2007,35349009708.40072
country/KOR,2008,32424741485.892788
country/KOR,2009,32292469563.521725
country/KOR,2010,40163758000.243935
country/KOR,2011,44100891775.98455
country/KOR,2012,45197609383.83233
country/KOR,2013,49529570386.65139
country/KOR,2014,55095569556.90912
country/KOR,2015,55939693898.20023
country/KOR,2016,59645997010.53416
country/KOR,2017,66803913302.53311
country/KOR,2018,76087465283.1416
country/KOR,2019,80031605494.45126
country/KOR,2020,83585140516.84207
country/KOR,2021,99097169505.64316
country/WSM,2000,9189494.147330612
country/WSM,2001,8395532.943761254
country/WSM,2002,10159175.915668907
country/WSM,2003,10261540.955021605
country/WSM,2004,12982233.185033124
country/WSM,2005,15547883.576565828
country/WSM,2006,17648366.531635698
country/WSM,2007,19284770.642020296
country/WSM,2008,22819961.15350413
country/WSM,2009,25659349.43287375
country/WSM,2010,26993670.03785182
country/WSM,2011,28103899.278187554
country/WSM,2012,30371084.529891215
country/WSM,2013,31762516.2896907
country/WSM,2014,35114972.96742387
country/WSM,2015,34166503.567372136
country/WSM,2016,32721589.5613656
country/WSM,2017,34458166.115930475
country/WSM,2018,32192992.48292246
country/WSM,2019,38931366.75240834
country/WSM,2020,31503680.120221432
country/SGP,2000,1167078186.1176498
country/SGP,2001,791993737.869564
country/SGP,2002,973633619.4900577
country/SGP,2003,1305809185.7917771
country/SGP,2004,1176417979.0304492
country/SGP,2005,1278967313.9980083
country/SGP,2006,1479552949.5678475
country/SGP,2007,1719522350.294878
country/SGP,2008,2307713184.9834523
country/SGP,2009,2301482835.1208777
country/SGP,2010,2755646513.4793277
country/SGP,2011,3274464411.093245
country/SGP,2012,3859439775.3240347
country/SGP,2013,4727349664.940461
country/SGP,2014,5490103859.1531515
country/SGP,2015,6061907388.409433
country/SGP,2016,6627860640.839235
country/SGP,2017,7232090414.758224
country/SGP,2018,7680731417.945007
country/SGP,2019,8572724483.839262
country/SGP,2020,10955415911.420588
country/SLB,2000,18662387.662634455
country/SLB,2001,24669263.20466096
country/SLB,2002,19877082.52029713
country/SLB,2003,18466485.313839752
country/SLB,2004,19439970.40338509
country/SLB,2005,30525415.13540428
country/SLB,2006,28287479.94546262
country/SLB,2007,30778031.88708834
country/SLB,2008,22064109.276687272
country/SLB,2009,22850487.13797259
country/SLB,2010,24973051.32792744
country/SLB,2011,30142087.723078202
country/SLB,2012,34932779.05985795
country/SLB,2013,35664397.11564635
country/SLB,2014,39485705.690539464
country/SLB,2015,40141977.6454766
country/SLB,2016,43507525.29633753
country/SLB,2017,45498973.19730617
country/SLB,2018,47865171.49482071
country/SLB,2019,52770367.54061864
country/SLB,2020,55666949.96565377
country/TON,2000,4348445.991413216
country/TON,2001,4078308.6490379707
country/TON,2002,4699834.102609454
country/TON,2003,5013766.087260182
country/TON,2004,5879563.93799744
country/TON,2005,6814536.1288614925
country/TON,2006,8259386.604605453
country/TON,2007,9648475.397854397
country/TON,2008,9764758.207567845
country/TON,2009,9751055.875037076
country/TON,2010,10615671.228362732
country/TON,2011,12048018.07373144
country/TON,2012,11718570.505455421
country/TON,2013,12251767.081668027
country/TON,2014,12472540.134658672
country/TON,2015,11148518.91206061
country/TON,2016,12577930.310215184
country/TON,2017,13413155.479143761
country/TON,2018,15363812.428808587
country/TON,2019,14703653.302773474
country/TON,2020,14908384.908400353
country/TUV,2000,3354654.533858998
country/TUV,2001,2374560.3599875867
country/TUV,2002,1851440.2912093883
country/TUV,2003,2420945.6644399767
country/TUV,2004,2018835.8582144435
country/TUV,2005,2209749.7594501716
country/TUV,2006,2382050.406626506
country/TUV,2007,2687753.6440465227
country/TUV,2008,2974588.424760946
country/TUV,2009,2816248.1282171267
country/TUV,2010,4235422.583012292
country/TUV,2011,4661742.599277979
country/TUV,2012,4657669.538206669
country/TUV,2013,3818823.595288665
country/TUV,2014,4682692.302145304
country/TUV,2015,3733462.45210728
country/TUV,2016,4250449.152542374
country/TUV,2017,4815060.507357448
country/TUV,2018,7203973.445905556
country/TUV,2019,8481533.938129999
country/TUV,2020,9958755.1579382
country/VUT,2000,6717208.727871568
country/VUT,2001,6489579.354838709
country/VUT,2002,6889277.888863628
country/VUT,2003,7829685.03959023
country/VUT,2004,8484552.113874227
country/VUT,2005,8453960.78550672
country/VUT,2006,9428863.08147236
country/VUT,2007,11482224.501574133
country/VUT,2008,13434022.649813691
country/VUT,2009,11871408.799881365
country/VUT,2010,13014229.903806964
country/VUT,2011,18180192.714324296
country/VUT,2012,17200086.73150722
country/VUT,2013,17028320.596557103
country/VUT,2014,4538495.638308465
country/VUT,2015,15341413.614931101
country/VUT,2016,10370024.223461626
country/VUT,2017,12946793.765119646
country/VUT,2018,19579409.613034997
country/VUT,2019,17835238.06314688
country/VUT,2020,23392082.687814176
country/VNM,2000,527533012.08731097
country/VNM,2001,495987395.6831264
country/VNM,2002,584548473.7720475
country/VNM,2003,606053381.5759087
country/VNM,2004,851302636.0980567
country/VNM,2005,1078778295.3648555
country/VNM,2006,1289335826.1875362
country/VNM,2007,1493465956.1474993
country/VNM,2008,1922626947.3232222
country/VNM,2009,2034247756.36412
country/VNM,2010,2740498657.652611
country/VNM,2011,3080596144.5166326
country/VNM,2012,4100310919.7714615
country/VNM,2013,5110070119.147607
country/VNM,2014,4518259996.784567
country/VNM,2015,4566919049.796711
country/VNM,2016,5510120697.571594
country/VNM,2017,6113826295.569923
country/VNM,2018,6489170132.320741
country/VNM,2019,6755764310.497096
country/VNM,2020,7248141275.717369
