dcid,date,SdrHoldingsSdr
country/HTI,1986-03-31,0.0
country/HND,1986-03-31,24804.0
country/HUN,1986-03-31,624993.0
country/ISL,1986-03-31,152048.0
country/IND,1986-03-31,115127356.0
country/IDN,1986-03-31,46467453.0
country/IRN,1986-03-31,330323147.0
country/IRQ,1986-03-31,12889.0
country/IRL,1986-03-31,103440161.0
country/ISR,1986-03-31,25475.0
country/ITA,1986-03-31,336310375.0
country/JAM,1986-03-31,109250.0
country/JPN,1986-03-31,1939301919.0
country/JOR,1986-03-31,20694777.0
country/KEN,1986-03-31,919731.0
country/KOR,1986-03-31,5389461.0
country/KWT,1986-03-31,111434819.0
country/LAO,1986-03-31,42779.0
country/LBN,1986-03-31,2001506.0
country/LSO,1986-03-31,937395.0
country/LBR,1986-03-31,0.0
country/LBY,1986-03-31,162255766.0
country/LUX,1986-03-31,17213538.0
country/MDG,1986-03-31,25095.0
country/MWI,1986-03-31,98774.0
country/MYS,1986-03-31,107625838.0
country/MDV,1986-03-31,10638.0
country/MLI,1986-03-31,27199.0
country/MLT,1986-03-31,40575076.0
country/MRT,1986-03-31,597693.0
country/MUS,1986-03-31,77110.0
country/MEX,1986-03-31,667042.0
country/MAR,1986-03-31,5733236.0
country/MMR,1986-03-31,76844.0
country/NPL,1986-03-31,38486.0
country/NLD,1986-03-31,593582077.0
country/NZL,1986-03-31,3416124.0
country/NIC,1986-03-31,0.0
country/NER,1986-03-31,133599.0
country/NGA,1986-03-31,20583.0
country/NOR,1986-03-31,274165567.0
country/OMN,1986-03-31,6798697.0
country/PAK,1986-03-31,824565.0
country/PAN,1986-03-31,159240.0
country/PNG,1986-03-31,5633966.0
country/PRY,1986-03-31,39759543.0
country/PER,1986-03-31,0.0
country/PHL,1986-03-31,5004956.0
country/PRT,1986-03-31,227994.0
country/QAT,1986-03-31,19516597.0
country/ROU,1986-03-31,20378.0
country/RWA,1986-03-31,8168707.0
country/WSM,1986-03-31,1071583.0
country/STP,1986-03-31,24577.0
country/SAU,1986-03-31,483801931.0
country/SEN,1986-03-31,168571.0
country/SYC,1986-03-31,3578.0
country/SLE,1986-03-31,0.0
country/SGP,1986-03-31,68191202.0
country/SLB,1986-03-31,420762.0
country/SOM,1986-03-31,0.0
country/ZAF,1986-03-31,50480.0
country/ESP,1986-03-31,283255717.0
country/LKA,1986-03-31,2880.0
country/LCA,1986-03-31,5103.0
country/VCT,1986-03-31,1383.0
country/SDN,1986-03-31,0.0
country/SUR,1986-03-31,622437.0
country/SWE,1986-03-31,234167018.0
country/SYR,1986-03-31,2128351.0
country/TZA,1986-03-31,0.0
country/THA,1986-03-31,3822257.0
country/TGO,1986-03-31,175143.0
country/TON,1986-03-31,4722.0
country/TTO,1986-03-31,108949556.0
country/TUN,1986-03-31,75328.0
country/TUR,1986-03-31,1323713.0
country/UGA,1986-03-31,0.0
country/ARE,1986-03-31,68824963.0
country/GBR,1986-03-31,1095245147.0
country/USA,1986-03-31,6886559421.0
country/URY,1986-03-31,14323648.0
country/VUT,1986-03-31,163978.0
country/VEN,1986-03-31,469716756.0
country/VNM,1986-03-31,0.0
country/YUG,1986-03-31,1816766.0
country/ZMB,1986-03-31,327004.0
country/ZWE,1986-03-31,10924219.0
Earth,1986-03-31,21448333380.0
country/AFG,1979-08-31,12450405.0
country/DZA,1979-08-31,76266011.0
country/ARG,1979-08-31,236929796.0
country/AUS,1979-08-31,165508958.0
country/AUT,1979-08-31,155758211.0
country/BHS,1979-08-31,3431691.0
country/BHR,1979-08-31,2165299.0
country/BGD,1979-08-31,36737104.0
country/BRB,1979-08-31,4017536.0
country/BEL,1979-08-31,474695886.0
country/BEN,1979-08-31,6106993.0
country/BOL,1979-08-31,6303924.0
country/BWA,1979-08-31,2503247.0
country/BRA,1979-08-31,290670098.0
country/BFA,1979-08-31,6085112.0
country/BDI,1979-08-31,5370050.0
country/CPV,1979-08-31,7974.0
country/KHM,1979-08-31,1903854.0
country/CMR,1979-08-31,43960.0
country/CAN,1979-08-31,492176861.0
country/CAF,1979-08-31,1543797.0
country/TCD,1979-08-31,1735548.0
country/CHL,1979-08-31,22644346.0
country/CHN,1979-08-31,57192713.0
country/COL,1979-08-31,67880029.0
country/COM,1979-08-31,239170.0
country/COD,1979-08-31,56485.0
country/COG,1979-08-31,1360115.0
country/CRI,1979-08-31,5015453.0
country/CIV,1979-08-31,16926200.0
country/CYP,1979-08-31,10526769.0
country/DNK,1979-08-31,137565823.0
country/DJI,1979-08-31,80150.0
country/DMA,1979-08-31,0.0
country/DOM,1979-08-31,8286304.0
country/ECU,1979-08-31,18857500.0
country/EGY,1979-08-31,27700.0
country/SLV,1979-08-31,12706113.0
country/GNQ,1979-08-31,654591.0
country/SWZ,1979-08-31,2159378.0
country/ETH,1979-08-31,683710.0
country/FJI,1979-08-31,2933384.0
country/FIN,1979-08-31,87640975.0
country/FRA,1979-08-31,585169521.0
country/GAB,1979-08-31,7374406.0
country/GMB,1979-08-31,761180.0
country/DEU,1979-08-31,1593911374.0
country/GHA,1979-08-31,16931807.0
country/GRC,1979-08-31,3506962.0
country/GRD,1979-08-31,5787.0
country/GTM,1979-08-31,18060516.0
country/GIN,1979-08-31,313871.0
country/GNB,1979-08-31,105408.0
country/GUY,1979-08-31,6047219.0
country/HTI,1979-08-31,5661260.0
country/HND,1979-08-31,7683686.0
country/ISL,1979-08-31,881557.0
country/IND,1979-08-31,344973758.0
country/IDN,1979-08-31,123685273.0
country/IRN,1979-08-31,167263590.0
country/IRQ,1979-08-31,82180056.0
country/IRL,1979-08-31,70932795.0
country/ISR,1979-08-31,3680054.0
country/ITA,1979-08-31,403482717.0
country/JAM,1979-08-31,395064.0
country/JPN,1979-08-31,1279325808.0
country/JOR,1979-08-31,10458681.0
country/KEN,1979-08-31,83475540.0
country/KOR,1979-08-31,20870141.0
country/LAO,1979-08-31,1318736.0
country/LBN,1979-08-31,1247841.0
country/LSO,1979-08-31,1089106.0
country/LBR,1979-08-31,6723830.0
country/LBY,1979-08-31,28238669.0
country/LUX,1979-08-31,11586480.0
country/MDG,1979-08-31,9809324.0
country/MWI,1979-08-31,4852849.0
country/MYS,1979-08-31,83339510.0
country/MDV,1979-08-31,93588.0
country/MLI,1979-08-31,1411168.0
country/MLT,1979-08-31,9123826.0
country/MRT,1979-08-31,1528150.0
country/MUS,1979-08-31,1018410.0
country/MEX,1979-08-31,145219687.0
country/MAR,1979-08-31,18804910.0
country/MMR,1979-08-31,5686645.0
country/NPL,1979-08-31,1821147.0
country/NLD,1979-08-31,386719050.0
country/NZL,1979-08-31,14064574.0
country/NIC,1979-08-31,8727.0
country/NER,1979-08-31,6041183.0
country/NGA,1979-08-31,107771050.0
country/NOR,1979-08-31,138341813.0
country/OMN,1979-08-31,2820953.0
country/PAK,1979-08-31,39215555.0
country/PAN,1979-08-31,3069179.0
country/PNG,1979-08-31,339350.0
country/PRY,1979-08-31,9108307.0
country/PER,1979-08-31,100465533.0
country/PHL,1979-08-31,12948970.0
country/PRT,1979-08-31,740268.0
country/QAT,1979-08-31,4159470.0
country/ROU,1979-08-31,4474914.0
country/RWA,1979-08-31,4590422.0
country/WSM,1979-08-31,7441.0
country/STP,1979-08-31,208089.0
country/SAU,1979-08-31,121835243.0
country/SEN,1979-08-31,12047492.0
country/SYC,1979-08-31,85183.0
country/SLE,1979-08-31,170517.0
country/SGP,1979-08-31,8240074.0
country/SLB,1979-08-31,52234.0
country/SOM,1979-08-31,6370453.0
country/ZAF,1979-08-31,28661359.0
country/ESP,1979-08-31,190106931.0
country/LKA,1979-08-31,25177836.0
country/SDN,1979-08-31,183260.0
country/SUR,1979-08-31,2599669.0
country/SWE,1979-08-31,172960114.0
country/SYR,1979-08-31,12024275.0
country/TZA,1979-08-31,4173488.0
country/THA,1979-08-31,39323277.0
country/TGO,1979-08-31,6296628.0
country/TTO,1979-08-31,30184341.0
country/TUN,1979-08-31,14944597.0
country/TUR,1979-08-31,83790.0
country/UGA,1979-08-31,12749103.0
country/ARE,1979-08-31,14106714.0
country/GBR,1979-08-31,824503998.0
country/USA,1979-08-31,2068088122.0
country/URY,1979-08-31,22839669.0
country/VEN,1979-08-31,260254055.0
country/VNM,1979-08-31,12946499.0
country/YUG,1979-08-31,54535777.0
country/ZMB,1979-08-31,2879585.0
Earth,1979-08-31,12400119164.0
country/AFG,2009-02-28,29675.0
country/ALB,2009-02-28,3993112.0
country/DZA,2009-02-28,6278851.0
country/AGO,2009-02-28,167400.0
country/ATG,2009-02-28,6738.0
country/ARG,2009-02-28,320673332.0
country/ARM,2009-02-28,1900570.0
country/AUS,2009-02-28,112660903.0
country/AUT,2009-02-28,198735758.0
country/AZE,2009-02-28,484320.0
country/BHS,2009-02-28,20548.0
country/BHR,2009-02-28,9246494.0
country/BGD,2009-02-28,1076145.0
country/BRB,2009-02-28,27936.0
country/BLR,2009-02-28,81246.0
country/BEL,2009-02-28,370549337.0
country/BLZ,2009-02-28,2303254.0
country/BEN,2009-02-28,22178.0
country/BTN,2009-02-28,425388.0
country/BOL,2009-02-28,27481684.0
country/BIH,2009-02-28,127786.0
country/BWA,2009-02-28,39658949.0
country/BRA,2009-02-28,310376.0
country/BRN,2009-02-28,12777904.0
country/BGR,2009-02-28,4232254.0
country/BFA,2009-02-28,36210.0
country/BDI,2009-02-28,60666.0
country/CPV,2009-02-28,29376.0
country/KHM,2009-02-28,33351.0
country/CMR,2009-02-28,2960272.0
country/CAN,2009-02-28,644476397.0
country/CAF,2009-02-28,41869.0
country/TCD,2009-02-28,60226.0
country/CHL,2009-02-28,36771301.0
country/CHN,2009-02-28,784055746.0
country/COL,2009-02-28,149114311.0
country/COM,2009-02-28,19527.0
country/COD,2009-02-28,1008463.0
country/COG,2009-02-28,141937.0
country/CRI,2009-02-28,163100.0
country/CIV,2009-02-28,582779.0
country/HRV,2009-02-28,40099.0
country/CYP,2009-02-28,1752268.0
country/CZE,2009-02-28,13926179.0
country/DNK,2009-02-28,192721344.0
country/DJI,2009-02-28,84673.0
country/DMA,2009-02-28,17780.0
country/DOM,2009-02-28,1063035.0
country/ECU,2009-02-28,17013130.0
country/EGY,2009-02-28,71697415.0
country/SLV,2009-02-28,25012874.0
country/GNQ,2009-02-28,460136.0
country/EST,2009-02-28,61636.0
country/SWZ,2009-02-28,2554149.0
country/ETH,2009-02-28,24561.0
country/FJI,2009-02-28,6890875.0
country/FIN,2009-02-28,155431546.0
country/FRA,2009-02-28,627814594.0
country/GAB,2009-02-28,296786.0
country/GMB,2009-02-28,52308.0
country/GEO,2009-02-28,691963.0
country/DEU,2009-02-28,1430003392.0
country/GHA,2009-02-28,131462.0
country/GRC,2009-02-28,15370293.0
country/GRD,2009-02-28,463514.0
country/GTM,2009-02-28,2202491.0
country/GIN,2009-02-28,249352.0
country/GNB,2009-02-28,46792.0
country/GUY,2009-02-28,29693.0
country/HTI,2009-02-28,4536184.0
country/HND,2009-02-28,13190.0
country/HUN,2009-02-28,10039855.0
country/ISL,2009-02-28,946838.0
country/IND,2009-02-28,832861.0
country/IDN,2009-02-28,21526241.0
country/IRN,2009-02-28,283420044.0
country/IRQ,2009-02-28,93350950.0
country/IRL,2009-02-28,63823334.0
country/ISR,2009-02-28,8471606.0
country/ITA,2009-02-28,182033854.0
country/JAM,2009-02-28,48884.0
country/JPN,2009-02-28,1974463641.0
country/JOR,2009-02-28,1962061.0
country/KAZ,2009-02-28,901033.0
country/KEN,2009-02-28,534480.0
country/KIR,2009-02-28,11322.0
country/KOR,2009-02-28,56370159.0
country/KWT,2009-02-28,152669191.0
country/KGZ,2009-02-28,33343432.0
country/LAO,2009-02-28,9802199.0
country/LVA,2009-02-28,459883.0
country/LBN,2009-02-28,21613257.0
country/LSO,2009-02-28,3949285.0
country/LBR,2009-02-28,14076948.0
country/LBY,2009-02-28,586991332.0
country/LTU,2009-02-28,72054.0
country/LUX,2009-02-28,13462755.0
country/MDG,2009-02-28,94779.0
country/MWI,2009-02-28,24380.0
country/MYS,2009-02-28,147337159.0
country/MDV,2009-02-28,399253.0
country/MLI,2009-02-28,23906.0
country/MLT,2009-02-28,11773197.0
country/MRT,2009-02-28,61515.0
country/MUS,2009-02-28,18843989.0
country/MEX,2009-02-28,337836587.0
country/FSM,2009-02-28,1389927.0
country/MDA,2009-02-28,21018.0
country/MNG,2009-02-28,37951.0
country/MNE,2009-02-28,307411.0
country/MAR,2009-02-28,12428985.0
country/MOZ,2009-02-28,67708.0
country/MMR,2009-02-28,64113.0
country/NAM,2009-02-28,20065.0
country/NPL,2009-02-28,5401605.0
country/NLD,2009-02-28,690287747.0
country/NZL,2009-02-28,14362126.0
country/NIC,2009-02-28,43431.0
country/NER,2009-02-28,951035.0
country/NGA,2009-02-28,373680.0
country/MKD,2009-02-28,869094.0
country/NOR,2009-02-28,284041232.0
country/OMN,2009-02-28,12872271.0
country/PAK,2009-02-28,111332656.0
country/PAN,2009-02-28,446430.0
country/PNG,2009-02-28,48526.0
country/PRY,2009-02-28,28767103.0
country/PER,2009-02-28,5564759.0
country/PHL,2009-02-28,6755089.0
country/POL,2009-02-28,70980112.0
country/PRT,2009-02-28,79750343.0
country/QAT,2009-02-28,29428010.0
country/ROU,2009-02-28,78863204.0
country/RUS,2009-02-28,1390287.0
country/RWA,2009-02-28,20413463.0
country/WSM,2009-02-28,2645524.0
country/SMR,2009-02-28,1138895.0
country/STP,2009-02-28,17415.0
country/SAU,2009-02-28,480024488.0
country/SEN,2009-02-28,53136.0
country/SRB,2009-02-28,439241.0
country/SYC,2009-02-28,27704.0
country/SLE,2009-02-28,19733581.0
country/SGP,2009-02-28,241014590.0
country/SVK,2009-02-28,1038631.0
country/SVN,2009-02-28,7657290.0
country/SLB,2009-02-28,8191.0
country/SOM,2009-02-28,0.0
country/ZAF,2009-02-28,223113018.0
country/ESP,2009-02-28,148763476.0
country/LKA,2009-02-28,1007574.0
country/KNA,2009-02-28,4343.0
country/LCA,2009-02-28,1614506.0
country/VCT,2009-02-28,571.0
country/SDN,2009-02-28,0.0
country/SUR,2009-02-28,346166.0
country/SWE,2009-02-28,199035762.0
country/CHE,2009-02-28,175758371.0
country/SYR,2009-02-28,36571168.0
country/TJK,2009-02-28,389643.0
country/TZA,2009-02-28,41923.0
country/THA,2009-02-28,85472597.0
country/TGO,2009-02-28,54356.0
country/TON,2009-02-28,485417.0
country/TTO,2009-02-28,638293.0
country/TUN,2009-02-28,3325850.0
country/TUR,2009-02-28,8192275.0
country/UGA,2009-02-28,59258.0
country/UKR,2009-02-28,3251677.0
country/ARE,2009-02-28,11190375.0
country/GBR,2009-02-28,288494806.0
country/USA,2009-02-28,6074385607.0
country/URY,2009-02-28,2529972.0
country/UZB,2009-02-28,460807.0
country/VUT,2009-02-28,1304408.0
country/VEN,2009-02-28,13663079.0
country/VNM,2009-02-28,1071056.0
country/YEM,2009-02-28,17599897.0
country/ZMB,2009-02-28,6715127.0
country/ZWE,2009-02-28,0.0
Earth,2009-02-28,21447393435.0
country/AFG,2016-05-31,82998215.0
country/ALB,2016-05-31,142538620.0
country/DZA,2016-05-31,898532672.0
country/AGO,2016-05-31,228331195.0
country/ATG,2016-05-31,19858.0
country/ARG,2016-05-31,2053021487.0
country/ARM,2016-05-31,8362931.0
country/AUS,2016-05-31,2808754630.0
country/AUT,2016-05-31,1624367443.0
country/AZE,2016-05-31,95867229.0
country/BHS,2016-05-31,54102339.0
country/BHR,2016-05-31,64737377.0
country/BGD,2016-05-31,971286167.0
country/BRB,2016-05-31,49728667.0
country/BLR,2016-05-31,371789139.0
country/BEL,2016-05-31,3841913222.0
country/BLZ,2016-05-31,20023884.0
country/BEN,2016-05-31,28264904.0
country/BTN,2016-05-31,5991491.0
country/BOL,2016-05-31,166696843.0
country/BIH,2016-05-31,495966.0
country/BWA,2016-05-31,58423339.0
country/BRA,2016-05-31,2596835356.0
country/BRN,2016-05-31,216510503.0
country/BGR,2016-05-31,611570912.0
country/BFA,2016-05-31,19920800.0
country/BDI,2016-05-31,13857335.0
country/CPV,2016-05-31,816685.0
country/KHM,2016-05-31,88336584.0
country/CMR,2016-05-31,15419171.0
country/CAN,2016-05-31,5695520909.0
country/CAF,2016-05-31,78983.0
country/TCD,2016-05-31,65202.0
country/CHL,2016-05-31,541014451.0
country/CHN,2016-05-31,7442784381.0
country/COL,2016-05-31,714962286.0
country/COM,2016-05-31,8565120.0
country/COD,2016-05-31,306144448.0
country/COG,2016-05-31,70345998.0
country/CRI,2016-05-31,85082613.0
country/CIV,2016-05-31,132856619.0
country/HRV,2016-05-31,304895697.0
country/CYP,2016-05-31,59244049.0
country/CZE,2016-05-31,457181818.0
country/DNK,2016-05-31,1450661283.0
country/DJI,2016-05-31,1929254.0
country/DMA,2016-05-31,619091.0
country/DOM,2016-05-31,5156114.0
country/ECU,2016-05-31,17676221.0
country/EGY,2016-05-31,565328880.0
country/SLV,2016-05-31,165556583.0
country/GNQ,2016-05-31,21150566.0
country/ERI,2016-05-31,3695554.0
country/EST,2016-05-31,24623799.0
country/SWZ,2016-05-31,48738783.0
country/ETH,2016-05-31,53687308.0
country/FJI,2016-05-31,44047929.0
country/FIN,2016-05-31,1123081037.0
country/FRA,2016-05-31,7319082924.0
country/GAB,2016-05-31,117368675.0
country/GMB,2016-05-31,7594396.0
country/GEO,2016-05-31,144065626.0
country/DEU,2016-05-31,11902900278.0
country/GHA,2016-05-31,164612827.0
country/GRC,2016-05-31,5742201.0
country/GRD,2016-05-31,4903212.0
country/GTM,2016-05-31,120970349.0
country/GIN,2016-05-31,118708035.0
country/GNB,2016-05-31,8831795.0
country/GUY,2016-05-31,1873412.0
country/HTI,2016-05-31,67978271.0
country/HND,2016-05-31,53843844.0
country/HUN,2016-05-31,12109762.0
country/ISL,2016-05-31,111725308.0
country/IND,2016-05-31,1065617841.0
country/IDN,2016-05-31,1118615551.0
country/IRN,2016-05-31,1536650926.0
country/IRQ,2016-05-31,25660210.0
country/IRL,2016-05-31,651137937.0
country/ISR,2016-05-31,845403232.0
country/ITA,2016-05-31,5108990131.0
country/JAM,2016-05-31,177989354.0
country/JPN,2016-05-31,12387155190.0
country/JOR,2016-05-31,84374553.0
country/KAZ,2016-05-31,348320430.0
country/KEN,2016-05-31,27211706.0
country/KIR,2016-05-31,5392673.0
country/KOR,2016-05-31,1815991213.0
country/XKX,2016-05-31,44584636.0
country/KWT,2016-05-31,1327178574.0
country/KGZ,2016-05-31,129095656.0
country/LAO,2016-05-31,37845749.0
country/LVA,2016-05-31,120816251.0
country/LBN,2016-05-31,192330167.0
country/LSO,2016-05-31,36988531.0
country/LBR,2016-05-31,153648526.0
country/LBY,2016-05-31,1623797919.0
country/LTU,2016-05-31,137298333.0
country/LUX,2016-05-31,244526010.0
country/MDG,2016-05-31,53722978.0
country/MWI,2016-05-31,8635980.0
country/MYS,2016-05-31,821865549.0
country/MDV,2016-05-31,3553591.0
country/MLI,2016-05-31,43947971.0
country/MLT,2016-05-31,87516342.0
country/MHL,2016-05-31,3363201.0
country/MRT,2016-05-31,1181670.0
country/MUS,2016-05-31,89867462.0
country/MEX,2016-05-31,1448112823.0
country/FSM,2016-05-31,6230282.0
country/MDA,2016-05-31,3402427.0
country/MNG,2016-05-31,42911344.0
country/MNE,2016-05-31,18097765.0
country/MAR,2016-05-31,550483452.0
country/MOZ,2016-05-31,41620458.0
country/MMR,2016-05-31,1702942.0
country/NAM,2016-05-31,4799477.0
country/NPL,2016-05-31,4123594.0
country/NLD,2016-05-31,4510272361.0
country/NZL,2016-05-31,776101645.0
country/NIC,2016-05-31,91527731.0
country/NER,2016-05-31,29570486.0
country/NGA,2016-05-31,1499730144.0
country/MKD,2016-05-31,3758354.0
country/NOR,2016-05-31,1271830262.0
country/OMN,2016-05-31,98488170.0
country/PAK,2016-05-31,463785323.0
country/PLW,2016-05-31,2989392.0
country/PAN,2016-05-31,128247670.0
country/PNG,2016-05-31,9126367.0
country/PRY,2016-05-31,95684566.0
country/PER,2016-05-31,531239411.0
country/PHL,2016-05-31,846462004.0
country/POL,2016-05-31,312998564.0
country/PRT,2016-05-31,535512340.0
country/QAT,2016-05-31,271318820.0
country/ROU,2016-05-31,358095317.0
country/RUS,2016-05-31,4822425934.0
country/RWA,2016-05-31,57087910.0
country/WSM,2016-05-31,10338228.0
country/SMR,2016-05-31,8766641.0
country/STP,2016-05-31,312191.0
country/SAU,2016-05-31,5746318360.0
country/SEN,2016-05-31,65844276.0
country/SRB,2016-05-31,11007921.0
country/SYC,2016-05-31,5316657.0
country/SLE,2016-05-31,107523226.0
country/SGP,2016-05-31,744335919.0
country/SVK,2016-05-31,179343021.0
country/SVN,2016-05-31,162507019.0
country/SLB,2016-05-31,5580328.0
country/SOM,2016-05-31,18283482.0
country/ZAF,2016-05-31,1492474893.0
country/SSD,2016-05-31,2110675.0
country/ESP,2016-05-31,2769372847.0
country/LKA,2016-05-31,3898283.0
country/KNA,2016-05-31,4733446.0
country/LCA,2016-05-31,11807125.0
country/VCT,2016-05-31,29685.0
country/SDN,2016-05-31,125185995.0
country/SUR,2016-05-31,28236343.0
country/SWE,2016-05-31,2116835059.0
country/CHE,2016-05-31,3273738535.0
country/SYR,2016-05-31,282186277.0
country/TJK,2016-05-31,22191693.0
country/TZA,2016-05-31,40199413.0
country/THA,2016-05-31,974840835.0
country/TLS,2016-05-31,3400765.0
country/TGO,2016-05-31,22943944.0
country/TON,2016-05-31,5366538.0
country/TTO,2016-05-31,242228243.0
country/TUN,2016-05-31,44990434.0
country/TKM,2016-05-31,28960598.0
country/TUV,2016-05-31,1086361.0
country/TUR,2016-05-31,966069099.0
country/UGA,2016-05-31,47235071.0
country/UKR,2016-05-31,501151169.0
country/ARE,2016-05-31,542528141.0
country/GBR,2016-05-31,7113794611.0
country/USA,2016-05-31,35858569609.0
country/URY,2016-05-31,215083053.0
country/UZB,2016-05-31,266072438.0
country/VUT,2016-05-31,1370494.0
country/VEN,2016-05-31,313193418.0
country/VNM,2016-05-31,267942468.0
country/YEM,2016-05-31,68071855.0
country/ZMB,2016-05-31,301366938.0
country/ZWE,2016-05-31,92577784.0
Earth,2016-05-31,204090679885.0
country/AFG,1981-07-31,16288881.0
country/DZA,1981-07-31,116880785.0
country/ARG,1981-07-31,347088251.0
country/AUS,1981-07-31,45460699.0
country/AUT,1981-07-31,201428939.0
country/BHS,1981-07-31,6077761.0
country/BHR,1981-07-31,5207480.0
country/BGD,1981-07-31,3674260.0
country/BRB,1981-07-31,2246267.0
country/BEL,1981-07-31,622277705.0
country/BEN,1981-07-31,2881941.0
country/BOL,1981-07-31,65494.0
country/BWA,1981-07-31,5254430.0
country/BRA,1981-07-31,388092404.0
country/BFA,1981-07-31,7498324.0
country/BDI,1981-07-31,5829171.0
country/CPV,1981-07-31,182897.0
country/KHM,1981-07-31,4537924.0
country/CMR,1981-07-31,1461855.0
country/CAN,1981-07-31,296038231.0
country/CAF,1981-07-31,54293.0
country/TCD,1981-07-31,77876.0
country/CHL,1981-07-31,19000275.0
country/CHN,1981-07-31,110521075.0
country/COL,1981-07-31,117848497.0
country/COM,1981-07-31,11790.0
country/COD,1981-07-31,2727343.0
country/COG,1981-07-31,924948.0
country/CRI,1981-07-31,1132037.0
country/CIV,1981-07-31,6332899.0
country/CYP,1981-07-31,2726708.0
country/DNK,1981-07-31,172556155.0
country/DJI,1981-07-31,495634.0
country/DMA,1981-07-31,337145.0
country/DOM,1981-07-31,2369424.0
country/ECU,1981-07-31,28851419.0
country/EGY,1981-07-31,8838700.0
country/SLV,1981-07-31,114565.0
country/GNQ,1981-07-31,335487.0
country/SWZ,1981-07-31,5924176.0
country/ETH,1981-07-31,1859673.0
country/FJI,1981-07-31,4522058.0
country/FIN,1981-07-31,141121792.0
country/FRA,1981-07-31,1080135368.0
country/GAB,1981-07-31,8026058.0
country/GMB,1981-07-31,376751.0
country/DEU,1981-07-31,1659914575.0
country/GHA,1981-07-31,3367163.0
country/GRC,1981-07-31,1012995.0
country/GRD,1981-07-31,112791.0
country/GTM,1981-07-31,26487907.0
country/GIN,1981-07-31,40860.0
country/GNB,1981-07-31,12978.0
country/GUY,1981-07-31,945913.0
country/HTI,1981-07-31,182380.0
country/HND,1981-07-31,2205920.0
country/ISL,1981-07-31,124290.0
country/IND,1981-07-31,481201053.0
country/IDN,1981-07-31,219224696.0
country/IRN,1981-07-31,291148559.0
country/IRQ,1981-07-31,113665166.0
country/IRL,1981-07-31,90928391.0
country/ISR,1981-07-31,341911.0
country/ITA,1981-07-31,672817767.0
country/JAM,1981-07-31,5196683.0
country/JPN,1981-07-31,1657752257.0
country/JOR,1981-07-31,15467618.0
country/KEN,1981-07-31,15813386.0
country/KOR,1981-07-31,19058638.0
country/KWT,1981-07-31,33709277.0
country/LAO,1981-07-31,89681.0
country/LBN,1981-07-31,1932287.0
country/LSO,1981-07-31,1406131.0
country/LBR,1981-07-31,83332.0
country/LBY,1981-07-31,104046769.0
country/LUX,1981-07-31,14884002.0
country/MDG,1981-07-31,1000225.0
country/MWI,1981-07-31,635834.0
country/MYS,1981-07-31,128090367.0
country/MDV,1981-07-31,156937.0
country/MLI,1981-07-31,222694.0
country/MLT,1981-07-31,14577551.0
country/MRT,1981-07-31,394542.0
country/MUS,1981-07-31,112357.0
country/MEX,1981-07-31,131410567.0
country/MAR,1981-07-31,4551401.0
country/MMR,1981-07-31,3212970.0
country/NPL,1981-07-31,729066.0
country/NLD,1981-07-31,591712705.0
country/NZL,1981-07-31,21893889.0
country/NIC,1981-07-31,104790.0
country/NER,1981-07-31,7520477.0
country/NGA,1981-07-31,224707771.0
country/NOR,1981-07-31,192048377.0
country/OMN,1981-07-31,4925543.0
country/PAK,1981-07-31,37208379.0
country/PAN,1981-07-31,615732.0
country/PNG,1981-07-31,326239.0
country/PRY,1981-07-31,15090386.0
country/PER,1981-07-31,3055257.0
country/PHL,1981-07-31,8571139.0
country/PRT,1981-07-31,3417775.0
country/QAT,1981-07-31,8586493.0
country/ROU,1981-07-31,6981595.0
country/RWA,1981-07-31,9829395.0
country/WSM,1981-07-31,39561.0
country/STP,1981-07-31,369691.0
country/SAU,1981-07-31,465895719.0
country/SEN,1981-07-31,1007972.0
country/SYC,1981-07-31,172885.0
country/SLE,1981-07-31,47381.0
country/SGP,1981-07-31,26573137.0
country/SLB,1981-07-31,1235941.0
country/SOM,1981-07-31,1418917.0
country/ZAF,1981-07-31,108475937.0
country/ESP,1981-07-31,263967112.0
country/LKA,1981-07-31,6087223.0
country/LCA,1981-07-31,356600.0
country/VCT,1981-07-31,202130.0
country/SDN,1981-07-31,4775755.0
country/SUR,1981-07-31,5402491.0
country/SWE,1981-07-31,223302030.0
country/SYR,1981-07-31,14707508.0
country/TZA,1981-07-31,1342274.0
country/THA,1981-07-31,21585868.0
country/TGO,1981-07-31,6861573.0
country/TTO,1981-07-31,49544927.0
country/TUN,1981-07-31,17420479.0
country/TUR,1981-07-31,160544.0
country/UGA,1981-07-31,1479444.0
country/ARE,1981-07-31,27115967.0
country/GBR,1981-07-31,802807879.0
country/USA,1981-07-31,3297226387.0
country/URY,1981-07-31,35671683.0
country/VEN,1981-07-31,371303570.0
country/VNM,1981-07-31,96286.0
country/YUG,1981-07-31,3795340.0
country/ZMB,1981-07-31,2718179.0
country/ZWE,1981-07-31,10000941.0
Earth,1981-07-31,16439013585.0
country/AFG,1985-04-30,13222033.0
country/DZA,1985-04-30,115267864.0
country/ATG,1985-04-30,2200.0
country/ARG,1985-04-30,28188970.0
country/AUS,1985-04-30,237664721.0
country/AUT,1985-04-30,179039457.0
country/BHS,1985-04-30,603887.0
country/BHR,1985-04-30,13211373.0
country/BGD,1985-04-30,6365478.0
country/BRB,1985-04-30,660893.0
country/BEL,1985-04-30,418799632.0
