dcid,date,SdrHoldingsSdr
country/CRI,1994-08-31,166437.0
country/CIV,1994-08-31,1220839.0
country/HRV,1994-08-31,2416128.0
country/CYP,1994-08-31,151028.0
country/CZE,1994-08-31,4326135.0
country/DNK,1994-08-31,63673057.0
country/DJI,1994-08-31,120552.0
country/DMA,1994-08-31,277.0
country/DOM,1994-08-31,4683876.0
country/ECU,1994-08-31,1551063.0
country/EGY,1994-08-31,57702182.0
country/SLV,1994-08-31,47616.0
country/GNQ,1994-08-31,76456.0
country/EST,1994-08-31,41261921.0
country/SWZ,1994-08-31,5886839.0
country/ETH,1994-08-31,199082.0
country/FJI,1994-08-31,7324879.0
country/FIN,1994-08-31,86205398.0
country/FRA,1994-08-31,246252845.0
country/GAB,1994-08-31,69139.0
country/GMB,1994-08-31,329914.0
country/DEU,1994-08-31,747063527.0
country/GHA,1994-08-31,3093067.0
country/GRC,1994-08-31,156753.0
country/GRD,1994-08-31,31371.0
country/GTM,1994-08-31,11562049.0
country/GIN,1994-08-31,5775970.0
country/GNB,1994-08-31,884.0
country/GUY,1994-08-31,21568.0
country/HTI,1994-08-31,0.0
country/HND,1994-08-31,142206.0
country/HUN,1994-08-31,1304312.0
country/ISL,1994-08-31,15162.0
country/IND,1994-08-31,1770261.0
country/IDN,1994-08-31,179848.0
country/IRN,1994-08-31,99525907.0
country/IRQ,1994-08-31,0.0
country/IRL,1994-08-31,100052933.0
country/ISR,1994-08-31,860292.0
country/ITA,1994-08-31,87433506.0
country/JAM,1994-08-31,150472.0
country/JPN,1994-08-31,1280740393.0
country/JOR,1994-08-31,1466065.0
country/KAZ,1994-08-31,9576671.0
country/KEN,1994-08-31,155147.0
country/KIR,1994-08-31,6704.0
country/KOR,1994-08-31,49653767.0
country/KWT,1994-08-31,53509716.0
country/KGZ,1994-08-31,580786.0
country/LAO,1994-08-31,7562314.0
country/LVA,1994-08-31,47362917.0
country/LBN,1994-08-31,11128243.0
country/LSO,1994-08-31,363268.0
country/LBR,1994-08-31,0.0
country/LBY,1994-08-31,318992244.0
country/LTU,1994-08-31,371555.0
country/LUX,1994-08-31,7158480.0
country/MDG,1994-08-31,9964.0
country/MWI,1994-08-31,414773.0
country/MYS,1994-08-31,91133912.0
country/MDV,1994-08-31,29959.0
country/MLI,1994-08-31,119757.0
country/MLT,1994-08-31,35158197.0
country/MRT,1994-08-31,691.0
country/MUS,1994-08-31,21263316.0
country/MEX,1994-08-31,37249228.0
country/FSM,1994-08-31,856567.0
country/MDA,1994-08-31,18344164.0
country/MNG,1994-08-31,36798.0
country/MAR,1994-08-31,22456938.0
country/MOZ,1994-08-31,30644.0
country/MMR,1994-08-31,85988.0
country/NAM,1994-08-31,11434.0
country/NPL,1994-08-31,57659.0
country/NLD,1994-08-31,437202042.0
country/NZL,1994-08-31,140165.0
country/NIC,1994-08-31,4958.0
country/NER,1994-08-31,107127.0
country/NGA,1994-08-31,76205.0
country/MKD,1994-08-31,548512.0
country/NOR,1994-08-31,253680791.0
country/OMN,1994-08-31,5849075.0
country/PAK,1994-08-31,361351.0
country/PAN,1994-08-31,42887.0
country/PNG,1994-08-31,94801.0
country/PRY,1994-08-31,66946104.0
country/PER,1994-08-31,130813.0
country/PHL,1994-08-31,10056733.0
country/POL,1994-08-31,2113.0
country/PRT,1994-08-31,46613724.0
country/QAT,1994-08-31,19567486.0
country/ROU,1994-08-31,51400194.0
country/RUS,1994-08-31,581994356.0
country/RWA,1994-08-31,1878529.0
country/WSM,1994-08-31,1983511.0
country/SMR,1994-08-31,89628.0
country/STP,1994-08-31,2635.0
country/SAU,1994-08-31,408261405.0
country/SEN,1994-08-31,255076.0
country/SRB,1994-08-31,0.0
country/SYC,1994-08-31,16204.0
country/SLE,1994-08-31,7690897.0
country/SGP,1994-08-31,22366227.0
country/SVK,1994-08-31,64297550.0
country/SVN,1994-08-31,554086.0
country/SLB,1994-08-31,14349.0
country/SOM,1994-08-31,0.0
country/ZAF,1994-08-31,1685446.0
country/ESP,1994-08-31,169934900.0
country/LKA,1994-08-31,5525909.0
country/LCA,1994-08-31,1356025.0
country/VCT,1994-08-31,86505.0
country/SDN,1994-08-31,0.0
country/SUR,1994-08-31,2018.0
country/SWE,1994-08-31,45274422.0
country/CHE,1994-08-31,68804219.0
country/SYR,1994-08-31,15779.0
country/TZA,1994-08-31,7664.0
country/THA,1994-08-31,20307866.0
country/TGO,1994-08-31,105491.0
country/TON,1994-08-31,475378.0
country/TTO,1994-08-31,215336.0
country/TUN,1994-08-31,5876823.0
country/TUR,1994-08-31,95695.0
country/UGA,1994-08-31,1095.0
country/ARE,1994-08-31,54785226.0
country/GBR,1994-08-31,294755520.0
country/USA,1994-08-31,6795099425.0
country/URY,1994-08-31,46787.0
country/VUT,1994-08-31,198261.0
country/VEN,1994-08-31,289532628.0
country/VNM,1994-08-31,421.0
country/YEM,1994-08-31,16519153.0
country/ZMB,1994-08-31,466730.0
country/ZWE,1994-08-31,126451.0
Earth,1994-08-31,21483449019.0
country/AFG,1970-10-31,1905745.0
country/DZA,1970-10-31,14100176.0
country/ARG,1970-10-31,59325803.0
country/AUS,1970-10-31,88994433.0
country/AUT,1970-10-31,38173177.0
country/BEL,1970-10-31,93910444.0
country/BEN,1970-10-31,1679563.0
country/BOL,1970-10-31,4773952.0
country/BWA,1970-10-31,503869.0
country/BRA,1970-10-31,62284712.0
country/BFA,1970-10-31,1679563.0
country/BDI,1970-10-31,2217324.0
country/KHM,1970-10-31,1592678.0
country/CMR,1970-10-31,3056805.0
country/CAN,1970-10-31,181093221.0
country/CAF,1970-10-31,1595585.0
country/TCD,1970-10-31,52149.0
country/CHL,1970-10-31,21811172.0
country/COL,1970-10-31,58848.0
country/COD,1970-10-31,15617384.0
country/COG,1970-10-31,1679563.0
country/CRI,1970-10-31,194778.0
country/CIV,1970-10-31,3191170.0
country/CYP,1970-10-31,3859126.0
country/DNK,1970-10-31,17376880.0
country/DOM,1970-10-31,25280.0
country/ECU,1970-10-31,114963.0
country/EGY,1970-10-31,82489.0
country/SLV,1970-10-31,4198908.0
country/GNQ,1970-10-31,1007738.0
country/SWZ,1970-10-31,7615.0
country/FIN,1970-10-31,23329640.0
country/FRA,1970-10-31,167436975.0
country/GAB,1970-10-31,1595585.0
country/GMB,1970-10-31,839782.0
country/DEU,1970-10-31,254027833.0
country/GHA,1970-10-31,8588986.0
country/GRC,1970-10-31,295.0
country/GTM,1970-10-31,2048908.0
country/GIN,1970-10-31,1169595.0
country/GUY,1970-10-31,67311.0
country/HTI,1970-10-31,0.0
country/HND,1970-10-31,3191170.0
country/ISL,1970-10-31,2519345.0
country/IND,1970-10-31,78514127.0
country/IDN,1970-10-31,22267.0
country/IRN,1970-10-31,994540.0
country/IRL,1970-10-31,16436506.0
country/ISR,1970-10-31,58.0
country/ITA,1970-10-31,76717709.0
country/JAM,1970-10-31,6382340.0
country/JPN,1970-10-31,144096267.0
country/JOR,1970-10-31,2687558.0
country/KEN,1970-10-31,5824602.0
country/KOR,1970-10-31,10309695.0
country/LAO,1970-10-31,501146.0
country/LSO,1970-10-31,3787.0
country/LBR,1970-10-31,1830916.0
country/LUX,1970-10-31,3191170.0
country/MDG,1970-10-31,3191170.0
country/MWI,1970-10-31,1889509.0
country/MYS,1970-10-31,23387525.0
country/MLI,1970-10-31,11.0
country/MLT,1970-10-31,1679744.0
country/MRT,1970-10-31,1679563.0
country/MUS,1970-10-31,2631877.0
country/MEX,1970-10-31,47827071.0
country/MAR,1970-10-31,517757.0
country/MMR,1970-10-31,2334.0
country/NLD,1970-10-31,114065517.0
country/NZL,1970-10-31,369142.0
country/NIC,1970-10-31,2951692.0
country/NER,1970-10-31,1679563.0
country/NGA,1970-10-31,16795632.0
country/NOR,1970-10-31,27199777.0
country/PAK,1970-10-31,10671436.0
country/PAN,1970-10-31,3245124.0
country/PRY,1970-10-31,2519828.0
country/PER,1970-10-31,14276287.0
country/PHL,1970-10-31,39.0
country/RWA,1970-10-31,0.0
country/SEN,1970-10-31,1196689.0
country/SLE,1970-10-31,481512.0
country/SOM,1970-10-31,609354.0
country/ZAF,1970-10-31,39109017.0
country/ESP,1970-10-31,41989080.0
country/LKA,1970-10-31,36340.0
country/SDN,1970-10-31,142002.0
country/SWE,1970-10-31,37840100.0
country/SYR,1970-10-31,8.0
country/TZA,1970-10-31,1874602.0
country/TGO,1970-10-31,1889509.0
country/TTO,1970-10-31,3640078.0
country/TUN,1970-10-31,3.0
country/TUR,1970-10-31,139283.0
country/UGA,1970-10-31,5374602.0
country/GBR,1970-10-31,269190490.0
country/USA,1970-10-31,991188497.0
country/URY,1970-10-31,180542.0
country/VEN,1970-10-31,47498245.0
country/VNM,1970-10-31,6550296.0
country/YUG,1970-10-31,6113978.0
country/ZMB,1970-10-31,8887762.0
Earth,1970-10-31,3182700852.0
country/AFG,1973-09-30,2327527.0
country/DZA,1973-09-30,41847359.0
country/ARG,1973-09-30,53415362.0
country/AUS,1973-09-30,234723821.0
country/AUT,1973-09-30,85891411.0
country/BRB,1973-09-30,2768281.0
country/BEL,1973-09-30,591639169.0
country/BEN,1973-09-30,4447268.0
country/BOL,1973-09-30,2287424.0
country/BWA,1973-09-30,1568420.0
country/BRA,1973-09-30,157181431.0
country/BFA,1973-09-30,4428863.0
country/BDI,1973-09-30,3600930.0
country/KHM,1973-09-30,4043690.0
country/CMR,1973-09-30,10508826.0
country/CAN,1973-09-30,467267844.0
country/CAF,1973-09-30,1159062.0
country/TCD,1973-09-30,12305.0
country/CHL,1973-09-30,387968.0
country/COL,1973-09-30,17555856.0
country/COD,1973-09-30,6876198.0
country/COG,1973-09-30,2548608.0
country/CRI,1973-09-30,3883270.0
country/CIV,1973-09-30,15296522.0
country/CYP,1973-09-30,10447965.0
country/DNK,1973-09-30,85582202.0
country/DOM,1973-09-30,6771565.0
country/ECU,1973-09-30,5568153.0
country/EGY,1973-09-30,31363296.0
country/SLV,1973-09-30,3759353.0
country/GNQ,1973-09-30,1859949.0
country/SWZ,1973-09-30,901661.0
country/FJI,1973-09-30,1377743.0
country/FIN,1973-09-30,67782057.0
country/FRA,1973-09-30,642844656.0
country/GAB,1973-09-30,4726196.0
country/GMB,1973-09-30,2176850.0
country/DEU,1973-09-30,753851307.0
country/GHA,1973-09-30,9713411.0
country/GRC,1973-09-30,25235969.0
country/GTM,1973-09-30,11483708.0
country/GIN,1973-09-30,2076322.0
country/GUY,1973-09-30,4055609.0
country/HTI,1973-09-30,3004172.0
country/HND,1973-09-30,5406763.0
country/ISL,1973-09-30,6343948.0
country/IND,1973-09-30,245257029.0
country/IDN,1973-09-30,35245816.0
country/IRN,1973-09-30,33940606.0
country/IRQ,1973-09-30,23210985.0
country/IRL,1973-09-30,39424266.0
country/ISR,1973-09-30,27891282.0
country/ITA,1973-09-30,342877277.0
country/JAM,1973-09-30,6423197.0
country/JPN,1973-09-30,425137563.0
country/JOR,1973-09-30,7537072.0
country/KEN,1973-09-30,17096257.0
country/KOR,1973-09-30,26106154.0
country/LAO,1973-09-30,1294538.0
country/LSO,1973-09-30,853162.0
country/LBR,1973-09-30,3285003.0
country/LUX,1973-09-30,7342133.0
country/MDG,1973-09-30,8726642.0
country/MWI,1973-09-30,4597369.0
country/MYS,1973-09-30,63129414.0
country/MLI,1973-09-30,2292962.0
country/MLT,1973-09-30,5087704.0
country/MRT,1973-09-30,2127123.0
country/MUS,1973-09-30,7310843.0
country/MEX,1973-09-30,127841880.0
country/MAR,1973-09-30,16188845.0
country/MMR,1973-09-30,4997638.0
country/NPL,1973-09-30,2214232.0
country/NLD,1973-09-30,607503281.0
country/NZL,1973-09-30,58126365.0
country/NIC,1973-09-30,5813265.0
country/NER,1973-09-30,4425298.0
country/NGA,1973-09-30,42453455.0
country/NOR,1973-09-30,87986159.0
country/OMN,1973-09-30,741861.0
country/PAK,1973-09-30,25872172.0
country/PAN,1973-09-30,2559559.0
country/PRY,1973-09-30,6566162.0
country/PER,1973-09-30,40690077.0
country/PHL,1973-09-30,21672345.0
country/RWA,1973-09-30,2425634.0
country/WSM,1973-09-30,211961.0
country/SEN,1973-09-30,5626430.0
country/SLE,1973-09-30,5711183.0
country/SOM,1973-09-30,4530764.0
country/ZAF,1973-09-30,37431286.0
country/ESP,1973-09-30,128797445.0
country/LKA,1973-09-30,13390334.0
country/SDN,1973-09-30,11665399.0
country/SWE,1973-09-30,107039172.0
country/SYR,1973-09-30,7870973.0
country/TZA,1973-09-30,6602288.0
country/THA,1973-09-30,28534929.0
country/TGO,1973-09-30,5083035.0
country/TTO,1973-09-30,7131966.0
country/TUN,1973-09-30,7616800.0
country/TUR,1973-09-30,28458332.0
country/UGA,1973-09-30,13506721.0
country/GBR,1973-09-30,600377621.0
country/USA,1973-09-30,1795546943.0
country/URY,1973-09-30,10404425.0
country/VEN,1973-09-30,118176347.0
country/VNM,1973-09-30,19750628.0
country/YUG,1973-09-30,32092724.0
country/ZMB,1973-09-30,18359.0
Earth,1973-09-30,8801773158.0
country/AFG,1993-12-31,2008967.0
country/ALB,1993-12-31,7975.0
country/DZA,1993-12-31,4901820.0
country/AGO,1993-12-31,99243.0
country/ATG,1993-12-31,4022.0
country/ARG,1993-12-31,329449549.0
country/AUS,1993-12-31,59658934.0
country/AUT,1993-12-31,160500968.0
country/BHS,1993-12-31,4905.0
country/BHR,1993-12-31,10773522.0
country/BGD,1993-12-31,16606668.0
country/BRB,1993-12-31,50360.0
country/BLR,1993-12-31,3224356.0
country/BEL,1993-12-31,124704669.0
country/BLZ,1993-12-31,286392.0
country/BEN,1993-12-31,61994.0
country/BTN,1993-12-31,376134.0
country/BOL,1993-12-31,10190437.0
country/BIH,1993-12-31,0.0
country/BWA,1993-12-31,24026935.0
country/BRA,1993-12-31,1652239.0
country/BGR,1993-12-31,829815.0
country/BFA,1993-12-31,5577958.0
country/BDI,1993-12-31,510116.0
country/CPV,1993-12-31,21214.0
country/KHM,1993-12-31,11417008.0
country/CMR,1993-12-31,62484.0
country/CAN,1993-12-31,773458407.0
country/CAF,1993-12-31,26952.0
country/TCD,1993-12-31,8165.0
country/CHL,1993-12-31,922507.0
country/CHN,1993-12-31,352029957.0
country/COL,1993-12-31,114882606.0
country/COM,1993-12-31,68504.0
country/COD,1993-12-31,0.0
country/COG,1993-12-31,10832.0
country/CRI,1993-12-31,116812.0
country/CIV,1993-12-31,764602.0
country/HRV,1993-12-31,816338.0
country/CYP,1993-12-31,65716.0
country/CZE,1993-12-31,5976708.0
country/DNK,1993-12-31,62376645.0
country/DJI,1993-12-31,151647.0
country/DMA,1993-12-31,2092.0
country/DOM,1993-12-31,10278215.0
country/ECU,1993-12-31,3149785.0
country/EGY,1993-12-31,50426079.0
country/SLV,1993-12-31,14364.0
country/GNQ,1993-12-31,275595.0
country/EST,1993-12-31,41555356.0
country/SWZ,1993-12-31,5879182.0
country/ETH,1993-12-31,212207.0
country/FJI,1993-12-31,6256119.0
country/FIN,1993-12-31,83769494.0
country/FRA,1993-12-31,240781437.0
country/GAB,1993-12-31,24951.0
country/GMB,1993-12-31,227869.0
country/DEU,1993-12-31,700145552.0
country/GHA,1993-12-31,397348.0
country/GRC,1993-12-31,116513.0
country/GRD,1993-12-31,302.0
country/GTM,1993-12-31,11426747.0
country/GIN,1993-12-31,8492800.0
country/GNB,1993-12-31,5459.0
country/GUY,1993-12-31,448.0
country/HTI,1993-12-31,0.0
country/HND,1993-12-31,110053.0
country/HUN,1993-12-31,2137879.0
country/ISL,1993-12-31,36596.0
country/IND,1993-12-31,72850195.0
country/IDN,1993-12-31,260271.0
country/IRN,1993-12-31,104845888.0
country/IRQ,1993-12-31,0.0
country/IRL,1993-12-31,96574733.0
country/ISR,1993-12-31,393219.0
country/ITA,1993-12-31,175381113.0
country/JAM,1993-12-31,9063983.0
country/JPN,1993-12-31,1123387344.0
country/JOR,1993-12-31,3985298.0
country/KAZ,1993-12-31,13983267.0
country/KEN,1993-12-31,819934.0
country/KIR,1993-12-31,6504.0
country/KOR,1993-12-31,42294230.0
country/KWT,1993-12-31,49071963.0
country/KGZ,1993-12-31,9368787.0
country/LAO,1993-12-31,1901844.0
country/LVA,1993-12-31,71100722.0
country/LBN,1993-12-31,10512318.0
country/LSO,1993-12-31,409316.0
country/LBR,1993-12-31,0.0
country/LBY,1993-12-31,303455079.0
country/LTU,1993-12-31,54707528.0
country/LUX,1993-12-31,6984174.0
country/MDG,1993-12-31,103919.0
country/MWI,1993-12-31,167958.0
country/MYS,1993-12-31,87781466.0
country/MDV,1993-12-31,20390.0
country/MLI,1993-12-31,92715.0
country/MLT,1993-12-31,35252436.0
country/MRT,1993-12-31,102656.0
country/MUS,1993-12-31,21044658.0
country/MEX,1993-12-31,162647166.0
country/FSM,1993-12-31,831059.0
country/MDA,1993-12-31,25054026.0
country/MNG,1993-12-31,21433.0
country/MAR,1993-12-31,25116131.0
country/MOZ,1993-12-31,29731.0
country/MMR,1993-12-31,205225.0
country/NAM,1993-12-31,11076.0
country/NPL,1993-12-31,26898.0
country/NLD,1993-12-31,424375515.0
country/NZL,1993-12-31,38271.0
country/NIC,1993-12-31,32460.0
country/NER,1993-12-31,407045.0
country/NGA,1993-12-31,149868.0
country/MKD,1993-12-31,13567.0
country/NOR,1993-12-31,288435407.0
country/OMN,1993-12-31,4958676.0
country/PAK,1993-12-31,520386.0
country/PAN,1993-12-31,86728.0
country/PNG,1993-12-31,33291.0
country/PRY,1993-12-31,65082429.0
country/PER,1993-12-31,684649.0
country/PHL,1993-12-31,7314173.0
country/POL,1993-12-31,519450.0
country/PRT,1993-12-31,41933145.0
country/QAT,1993-12-31,18662350.0
country/ROU,1993-12-31,1367493.0
country/RUS,1993-12-31,3653094.0
country/RWA,1993-12-31,2108157.0
country/WSM,1993-12-31,1953735.0
country/SMR,1993-12-31,42792.0
country/STP,1993-12-31,8970.0
country/SAU,1993-12-31,402685642.0
country/SEN,1993-12-31,296136.0
country/SRB,1993-12-31,0.0
country/SYC,1993-12-31,14393.0
country/SLE,1993-12-31,2786093.0
country/SGP,1993-12-31,56920580.0
country/SVK,1993-12-31,253805.0
country/SVN,1993-12-31,33923.0
country/SLB,1993-12-31,29098.0
country/SOM,1993-12-31,0.0
country/ZAF,1993-12-31,8783196.0
country/ESP,1993-12-31,157377903.0
country/LKA,1993-12-31,276661.0
country/LCA,1993-12-31,1337860.0
country/VCT,1993-12-31,90128.0
country/SDN,1993-12-31,0.0
country/SUR,1993-12-31,2342.0
country/SWE,1993-12-31,42160705.0
country/CHE,1993-12-31,112824164.0
country/SYR,1993-12-31,14722.0
country/TZA,1993-12-31,31691.0
country/THA,1993-12-31,15944595.0
country/TGO,1993-12-31,74726.0
country/TON,1993-12-31,438408.0
country/TTO,1993-12-31,234725.0
country/TUN,1993-12-31,1297839.0
country/TUR,1993-12-31,131790.0
country/UGA,1993-12-31,40554.0
country/ARE,1993-12-31,54139332.0
country/GBR,1993-12-31,209945101.0
country/USA,1993-12-31,6569415362.0
country/URY,1993-12-31,290532.0
country/VUT,1993-12-31,151520.0
country/VEN,1993-12-31,353612906.0
country/VNM,1993-12-31,4923883.0
country/YEM,1993-12-31,464673.0
country/ZMB,1993-12-31,0.0
country/ZWE,1993-12-31,618739.0
Earth,1993-12-31,21480941838.0
country/AFG,1988-01-31,10508570.0
country/DZA,1988-01-31,142665199.0
country/ATG,1988-01-31,2641.0
country/ARG,1988-01-31,903.0
country/AUS,1988-01-31,260085537.0
country/AUT,1988-01-31,147244074.0
country/BHS,1988-01-31,285108.0
country/BHR,1988-01-31,14616302.0
country/BGD,1988-01-31,28440820.0
country/BRB,1988-01-31,199589.0
country/BEL,1988-01-31,397657576.0
country/BLZ,1988-01-31,140794.0
country/BEN,1988-01-31,156559.0
country/BTN,1988-01-31,136843.0
country/BOL,1988-01-31,10794.0
country/BWA,1988-01-31,15382396.0
country/BRA,1988-01-31,482183.0
country/BFA,1988-01-31,5646925.0
country/BDI,1988-01-31,35828.0
country/CPV,1988-01-31,66173.0
country/KHM,1988-01-31,0.0
country/CMR,1988-01-31,378719.0
country/CAN,1988-01-31,423592252.0
country/CAF,1988-01-31,4422362.0
country/TCD,1988-01-31,6346347.0
country/CHL,1988-01-31,9785589.0
country/CHN,1988-01-31,450875555.0
country/COL,1988-01-31,114293291.0
country/COM,1988-01-31,142915.0
country/COD,1988-01-31,0.0
country/COG,1988-01-31,1911784.0
country/CRI,1988-01-31,8100.0
country/CIV,1988-01-31,5244300.0
country/CYP,1988-01-31,570480.0
country/DNK,1988-01-31,172083413.0
country/DJI,1988-01-31,327720.0
country/DMA,1988-01-31,446153.0
country/DOM,1988-01-31,617950.0
country/ECU,1988-01-31,32493979.0
country/EGY,1988-01-31,4209232.0
country/SLV,1988-01-31,25186.0
country/GNQ,1988-01-31,151160.0
country/SWZ,1988-01-31,2786056.0
country/ETH,1988-01-31,755299.0
country/FJI,1988-01-31,9904606.0
country/FIN,1988-01-31,157634938.0
country/FRA,1988-01-31,1058609305.0
country/GAB,1988-01-31,7659021.0
country/GMB,1988-01-31,2520719.0
country/DEU,1988-01-31,1283691219.0
country/GHA,1988-01-31,6832331.0
country/GRC,1988-01-31,1084567.0
country/GRD,1988-01-31,13232.0
country/GTM,1988-01-31,751733.0
country/GIN,1988-01-31,960593.0
country/GNB,1988-01-31,53656.0
country/GUY,1988-01-31,0.0
country/HTI,1988-01-31,0.0
country/HND,1988-01-31,0.0
country/HUN,1988-01-31,288726.0
country/ISL,1988-01-31,1901223.0
country/IND,1988-01-31,99428469.0
country/IDN,1988-01-31,15754708.0
country/IRN,1988-01-31,342296776.0
country/IRQ,1988-01-31,5107715.0
country/IRL,1988-01-31,126484535.0
country/ISR,1988-01-31,1591000.0
country/ITA,1988-01-31,668172345.0
country/JAM,1988-01-31,142416.0
country/JPN,1988-01-31,1689964656.0
country/JOR,1988-01-31,8503180.0
country/KEN,1988-01-31,500001.0
country/KIR,1988-01-31,4204.0
country/KOR,1988-01-31,21988439.0
country/KWT,1988-01-31,148787806.0
country/LAO,1988-01-31,0.0
country/LBN,1988-01-31,3403181.0
country/LSO,1988-01-31,624586.0
country/LBR,1988-01-31,0.0
country/LBY,1988-01-31,197687241.0
country/LUX,1988-01-31,17963264.0
country/MDG,1988-01-31,1727558.0
country/MWI,1988-01-31,703436.0
country/MYS,1988-01-31,115140547.0
country/MDV,1988-01-31,6787.0
country/MLI,1988-01-31,836081.0
country/MLT,1988-01-31,46611212.0
country/MRT,1988-01-31,11053273.0
country/MUS,1988-01-31,3029862.0
country/MEX,1988-01-31,417839147.0
country/MAR,1988-01-31,11814038.0
country/MOZ,1988-01-31,19527.0
country/MMR,1988-01-31,895447.0
country/NPL,1988-01-31,546136.0
country/NLD,1988-01-31,613445834.0
country/NZL,1988-01-31,8968342.0
country/NIC,1988-01-31,5567.0
country/NER,1988-01-31,927438.0
country/NGA,1988-01-31,2306462.0
country/NOR,1988-01-31,310361367.0
country/OMN,1988-01-31,7155567.0
country/PAK,1988-01-31,1298388.0
country/PAN,1988-01-31,0.0
country/PNG,1988-01-31,3310878.0
country/PRY,1988-01-31,44777473.0
country/PER,1988-01-31,0.0
country/PHL,1988-01-31,109415.0
country/POL,1988-01-31,82793.0
country/PRT,1988-01-31,11833080.0
country/QAT,1988-01-31,24647387.0
country/ROU,1988-01-31,0.0
country/RWA,1988-01-31,8007856.0
country/WSM,1988-01-31,987608.0
country/STP,1988-01-31,531.0
country/SAU,1988-01-31,576615274.0
country/SEN,1988-01-31,1783571.0
country/SYC,1988-01-31,11605.0
country/SLE,1988-01-31,0.0
country/SGP,1988-01-31,81226278.0
country/SLB,1988-01-31,113382.0
country/SOM,1988-01-31,0.0
country/ZAF,1988-01-31,4304900.0
country/ESP,1988-01-31,420405458.0
country/LKA,1988-01-31,88013.0
country/LCA,1988-01-31,189.0
country/VCT,1988-01-31,10539.0
country/SDN,1988-01-31,0.0
country/SUR,1988-01-31,114279.0
country/SWE,1988-01-31,244151053.0
country/SYR,1988-01-31,541309.0
country/TZA,1988-01-31,27799.0
country/THA,1988-01-31,52042566.0
country/TGO,1988-01-31,849845.0
country/TON,1988-01-31,52535.0
country/TTO,1988-01-31,272806.0
country/TUN,1988-01-31,38134416.0
country/TUR,1988-01-31,327921.0
country/UGA,1988-01-31,450000.0
country/ARE,1988-01-31,79785674.0
country/GBR,1988-01-31,894281372.0
country/USA,1988-01-31,7146128227.0
country/URY,1988-01-31,57935083.0
country/VUT,1988-01-31,258135.0
country/VEN,1988-01-31,533599136.0
country/VNM,1988-01-31,0.0
country/YUG,1988-01-31,599255.0
country/ZMB,1988-01-31,0.0
country/ZWE,1988-01-31,3674965.0
Earth,1988-01-31,21455795994.0
country/AFG,2007-09-30,467417.0
country/ALB,2007-09-30,3555911.0
country/DZA,2007-09-30,770358.0
country/AGO,2007-09-30,160475.0
country/ATG,2007-09-30,6457.0
country/ARG,2007-09-30,320600101.0
country/ARM,2007-09-30,2300710.0
country/AUS,2007-09-30,124822500.0
country/AUT,2007-09-30,147163406.0
country/AZE,2007-09-30,1181600.0
country/BHS,2007-09-30,46892.0
country/BHR,2007-09-30,5780691.0
country/BGD,2007-09-30,251468.0
country/BRB,2007-09-30,27176.0
country/BLR,2007-09-30,26038.0
country/BEL,2007-09-30,385182340.0
country/BLZ,2007-09-30,2096569.0
country/BEN,2007-09-30,68512.0
country/BTN,2007-09-30,368116.0
country/BOL,2007-09-30,26398284.0
country/BIH,2007-09-30,119508.0
country/BWA,2007-09-30,38067149.0
country/BRA,2007-09-30,902356.0
country/BRN,2007-09-30,11866183.0
country/BGR,2007-09-30,580099.0
country/BFA,2007-09-30,88600.0
country/BDI,2007-09-30,89613.0
country/CPV,2007-09-30,24504.0
country/KHM,2007-09-30,94522.0
country/CMR,2007-09-30,3059359.0
country/CAN,2007-09-30,642748760.0
country/CAF,2007-09-30,554727.0
country/TCD,2007-09-30,418450.0
country/CHL,2007-09-30,34341929.0
country/CHN,2007-09-30,738877448.0
country/COL,2007-09-30,136409049.0
country/COM,2007-09-30,3012.0
country/COD,2007-09-30,310912.0
country/COG,2007-09-30,167417.0
country/CRI,2007-09-30,92585.0
country/CIV,2007-09-30,3940.0
country/HRV,2007-09-30,129565.0
country/CYP,2007-09-30,2352813.0
country/CZE,2007-09-30,12412060.0
country/DNK,2007-09-30,213990714.0
country/DJI,2007-09-30,54455.0
country/DMA,2007-09-30,218354.0
country/DOM,2007-09-30,78646567.0
country/ECU,2007-09-30,15519385.0
country/EGY,2007-09-30,87651397.0
country/SLV,2007-09-30,24976516.0
country/GNQ,2007-09-30,440522.0
country/EST,2007-09-30,59085.0
country/SWZ,2007-09-30,2502320.0
country/ETH,2007-09-30,64033.0
country/FJI,2007-09-30,6278982.0
country/FIN,2007-09-30,153739129.0
country/FRA,2007-09-30,630445939.0
country/GAB,2007-09-30,229029.0
country/GMB,2007-09-30,113036.0
country/GEO,2007-09-30,21416.0
country/DEU,2007-09-30,1361313816.0
country/GHA,2007-09-30,261996.0
country/GRC,2007-09-30,18019074.0
country/GRD,2007-09-30,62302.0
country/GTM,2007-09-30,2994953.0
country/GIN,2007-09-30,157603.0
country/GNB,2007-09-30,53835.0
country/GUY,2007-09-30,536044.0
country/HTI,2007-09-30,4877874.0
country/HND,2007-09-30,76675.0
country/HUN,2007-09-30,52001480.0
country/ISL,2007-09-30,50705.0
country/IND,2007-09-30,1356278.0
country/IDN,2007-09-30,7403479.0
country/IRN,2007-09-30,281808754.0
country/IRQ,2007-09-30,289627544.0
country/IRL,2007-09-30,63576881.0
country/ISR,2007-09-30,11197009.0
country/ITA,2007-09-30,192158882.0
country/JAM,2007-09-30,118096.0
country/JPN,2007-09-30,1903185941.0
country/JOR,2007-09-30,497850.0
