dcid,year,principalRepaymentsPPGCurrentUSD
country/PHL,1975,164567793.2
country/PHL,1977,181834318.2
country/PHL,1980,220953378.1
country/PHL,1986,851481328.7
country/PHL,1987,1126930550.2
country/PHL,1988,1111529311.6
country/PHL,1990,1410726758.0
country/PHL,1992,2493525333.0
country/PHL,1995,2586526821.6
country/PHL,2000,2514577854.0
country/PHL,2006,5741689227.2
country/PHL,2017,3027477915.4
country/PHL,2019,4105822013.6
country/PHL,2022,3037029296.6
country/RUS,1992,993614368.0
country/RUS,1997,1408855326.3
country/RUS,2002,3493640947.9
country/RUS,2004,5782357484.1
country/RUS,2005,23150717719.2
country/RUS,2012,13401595636.6
country/RUS,2022,18865739431.6
country/RUS,2024,14143505535.4
country/RUS,2027,14746785374.4
country/RUS,1996,2638178786.8
country/RUS,2006,31730740019.8
country/RUS,2007,12863228695.3
country/RUS,2008,29201993602.6
country/RUS,2016,46661791969.2
country/RUS,2019,32974933309.5
country/RUS,1994,2180871453.0
country/RUS,1998,3814158848.2
country/RUS,1999,1998371506.1
country/RUS,2000,2031466989.9
country/RUS,2010,30000726803.6
country/RUS,2014,46807820853.3
country/RUS,2015,43605073824.5
country/RUS,2018,53051121905.5
country/RUS,2020,52262762653.4
country/RUS,2023,16326385474.9
country/RUS,2025,45189059642.3
country/RUS,2026,16318236097.1
country/RUS,2028,12037226606.2
country/RUS,1993,1437637814.1
country/RUS,1995,3273010419.8
country/RUS,2001,4175522095.9
country/RUS,2003,5911615461.0
country/RUS,2009,19318256904.4
country/RUS,2011,20964893013.3
country/RUS,2013,18883192850.2
country/RUS,2017,20534935559.7
country/RUS,2021,26363231641.5
country/RWA,1971,347245.9
country/RWA,1979,993707.4
country/RWA,1980,2579313.0
country/RWA,1981,2382009.4
country/RWA,1984,6386422.0
country/RWA,1991,11376343.3
country/RWA,1995,11365049.1
country/RWA,1997,10151976.2
country/RWA,2000,13113076.0
country/RWA,2004,13726462.9
country/RWA,2012,12924105.0
country/RWA,2016,22958960.6
country/RWA,2019,31477576.1
country/RWA,2022,80986154.0
country/RWA,2025,160980549.6
country/RWA,2027,280065182.8
country/RWA,1983,5022113.6
country/RWA,1985,9345192.4
country/RWA,1987,11455756.8
country/RWA,1992,9675199.2
country/RWA,1994,1488927.6
country/RWA,1996,8940487.8
country/RWA,1998,8989528.1
country/RWA,1999,11958271.9
country/RWA,2005,13157585.6
country/RWA,2007,16158230.0
country/RWA,2008,8615336.5
country/RWA,2010,8299434.9
country/RWA,2018,29209323.6
country/RWA,2021,592147372.9
country/RWA,2023,161313789.1
country/RWA,2026,241360719.0
country/RWA,1970,272099.4
country/RWA,1972,429416.1
country/RWA,1976,653721.6
country/RWA,1977,743072.9
country/RWA,1978,1030716.9
country/RWA,1982,2461982.5
country/RWA,1988,8748452.6
country/RWA,1993,11090502.2
country/RWA,2003,12106680.8
country/RWA,2013,13496475.3
country/RWA,2014,15201750.5
country/RWA,2028,284427961.8
country/RWA,1973,125914.8
country/RWA,1974,424981.2
country/RWA,1975,280054.8
country/RWA,1986,10135520.7
country/RWA,1989,13909282.9
country/RWA,1990,8906013.6
country/RWA,2001,10883273.7
country/RWA,2002,9084931.9
country/RWA,2006,17781878.7
country/RWA,2009,5310252.0
country/RWA,2011,11663335.1
country/RWA,2015,17381171.3
country/RWA,2017,27653540.4
country/RWA,2020,52425414.3
country/RWA,2024,139018044.2
country/WSM,1972,182597.1
country/WSM,1974,559859.3
country/WSM,1978,1632963.9
country/WSM,1983,2705066.4
country/WSM,1984,2886659.2
country/WSM,1988,2871825.5
country/WSM,1990,3254516.3
country/WSM,1994,3668993.2
country/WSM,2001,3484424.3
country/WSM,2010,7240497.8
country/WSM,2016,15591409.4
country/WSM,2025,30503384.8
country/WSM,1970,75000.0
country/WSM,1973,530503.1
country/WSM,1979,2126885.0
country/WSM,1981,1671769.0
country/WSM,1986,4040300.2
country/WSM,1989,3309625.1
country/WSM,1997,3226494.6
country/WSM,2000,4192428.6
country/WSM,2002,3544160.5
country/WSM,2004,4517628.2
country/WSM,2009,5996744.1
country/WSM,2012,8608689.5
country/WSM,2019,21346328.8
country/WSM,2021,11303238.5
country/WSM,2022,28951096.2
country/WSM,2026,29478435.8
country/WSM,2028,27090008.8
country/WSM,1971,72000.0
country/WSM,1975,564383.6
country/WSM,1976,2847164.8
country/WSM,1980,2293362.3
country/WSM,1982,1742411.3
country/WSM,1985,3568969.7
country/WSM,1987,2682659.1
country/WSM,1992,3256883.0
country/WSM,1995,2962348.0
country/WSM,1999,3296344.6
country/WSM,2007,5274727.2
country/WSM,2008,5961673.9
country/WSM,2013,9678834.2
country/WSM,2014,13377831.3
country/WSM,2017,18257666.0
country/WSM,2018,21890459.2
country/WSM,2020,18053375.4
country/WSM,2024,32385705.5
country/WSM,1977,1107396.5
country/WSM,1991,2922667.8
country/WSM,1993,2752391.2
country/WSM,1996,3100468.3
country/WSM,1998,2808064.8
country/WSM,2003,4037715.2
country/WSM,2005,4263485.0
country/WSM,2006,4884395.8
country/WSM,2011,7747396.0
country/WSM,2015,13725742.9
country/WSM,2023,32253245.2
country/WSM,2027,29493634.3
country/STP,1984,2299218.5
country/STP,1986,836000.0
country/STP,1994,1245611.5
country/STP,1995,836632.4
country/STP,1997,1640737.1
country/STP,2001,1602685.5
country/STP,2004,3881562.7
country/STP,2010,1182413.1
country/STP,2015,771529.2
country/STP,2016,724670.6
country/STP,2017,2119435.3
country/STP,2020,732018.2
country/STP,2021,1460293.5
country/STP,2027,9633759.1
country/STP,1982,1621616.0
country/STP,1988,1291830.8
country/STP,1993,890038.1
country/STP,1996,1321467.7
country/STP,2002,1690019.5
country/STP,2003,2375731.2
country/STP,2012,10837508.3
country/STP,2019,4787470.6
country/STP,1980,904432.5
country/STP,1981,1111587.3
country/STP,1983,2015377.4
country/STP,1985,1505818.8
country/STP,1989,2514874.8
country/STP,1991,821123.1
country/STP,2007,4240814.4
country/STP,2014,11540638.1
country/STP,2018,2704572.4
country/STP,2022,7138722.4
country/STP,2024,9803621.8
country/STP,2026,9500425.8
country/STP,1987,2475927.1
country/STP,1990,1126272.4
country/STP,1992,1312423.7
country/STP,1998,1962503.2
country/STP,1999,2605325.9
country/STP,2000,2185777.6
country/STP,2005,4420746.3
country/STP,2006,4560630.8
country/STP,2008,1720011.3
country/STP,2009,1743049.4
country/STP,2011,1097029.6
country/STP,2013,4724879.9
country/STP,2023,7026351.6
country/STP,2025,9843491.5
country/STP,2028,9416352.5
country/SEN,1970,6818928.5
country/SEN,1972,8320531.0
country/SEN,1973,22253779.9
country/SEN,1978,71084414.0
country/SEN,1983,27466029.8
country/SEN,1985,47656064.0
country/SEN,1989,123289408.7
country/SEN,1990,129458738.3
country/SEN,1994,118413016.3
country/SEN,1997,92678145.2
country/SEN,1999,123459486.0
country/SEN,2008,87313751.9
country/SEN,2009,96631894.9
country/SEN,2010,84303091.4
country/SEN,2017,146674632.0
country/SEN,2020,423277226.4
country/SEN,2028,1068287215.7
country/SEN,1976,24528408.0
country/SEN,1981,76308655.2
country/SEN,1982,28122345.3
country/SEN,1984,42234915.5
country/SEN,1991,130490740.2
country/SEN,1993,55575046.5
country/SEN,1995,150315324.7
country/SEN,1996,113308334.1
country/SEN,1998,139162045.4
country/SEN,2000,124663946.6
country/SEN,2001,107726560.7
country/SEN,2004,216979103.0
country/SEN,2011,139223538.7
country/SEN,2015,102395672.0
country/SEN,2019,428733795.1
country/SEN,2023,913104129.2
country/SEN,1971,8096132.5
country/SEN,1975,20684840.3
country/SEN,1986,95314319.4
country/SEN,1992,85475949.7
country/SEN,2005,83001344.9
country/SEN,2006,96826861.5
country/SEN,2007,72251103.1
country/SEN,2012,139024976.4
country/SEN,2013,144501101.1
country/SEN,2016,121312097.6
country/SEN,2022,1000856907.4
country/SEN,2024,1161518685.1
country/SEN,1974,19784711.0
country/SEN,1977,35010238.4
country/SEN,1979,85620990.0
country/SEN,1980,151908489.2
country/SEN,1987,150432808.1
country/SEN,1988,156366707.9
country/SEN,2002,114407725.0
country/SEN,2003,120014169.4
country/SEN,2014,117048874.6
country/SEN,2018,306676331.7
country/SEN,2021,1063098395.9
country/SEN,2025,1114815320.4
country/SEN,2026,2183295688.7
country/SEN,2027,1113915720.1
country/SRB,1970,176658876.4
country/SRB,1974,297492552.0
country/SRB,1975,326863486.2
country/SRB,1979,349469146.4
country/SRB,1982,396339220.6
country/SRB,1984,278625111.0
country/SRB,1985,525030260.0
country/SRB,1989,1148910000.1
country/SRB,1993,12406000.0
country/SRB,2001,30040000.0
country/SRB,2002,4226275.8
country/SRB,2008,181229576.3
country/SRB,2010,350506748.0
country/SRB,2011,450865368.0
country/SRB,2012,626024534.4
country/SRB,2015,827223959.9
country/SRB,2017,2195366050.2
country/SRB,2024,2053264681.8
country/SRB,1972,186976090.7
country/SRB,1986,1374672852.6
country/SRB,1988,800407803.2
country/SRB,1990,1516640025.5
country/SRB,1991,1351776172.7
country/SRB,2003,10095394.0
country/SRB,2005,48097837.3
country/SRB,2006,278089778.9
country/SRB,2009,158352575.1
country/SRB,2026,958116069.9
country/SRB,2027,3213796027.4
country/SRB,2028,2050335688.5
country/SRB,1976,167962804.5
country/SRB,1977,227207533.4
country/SRB,1978,202223619.6
country/SRB,1980,370255383.8
country/SRB,2004,16252504.3
country/SRB,2007,184167478.5
country/SRB,2013,1143395911.9
country/SRB,2014,923434886.4
country/SRB,2019,2744941022.3
country/SRB,2020,2218589474.2
country/SRB,2021,1713234677.0
country/SRB,2022,895953348.6
country/SRB,2023,969968146.8
country/SRB,1971,163173863.6
country/SRB,1973,217508284.0
country/SRB,1981,372794721.4
country/SRB,1983,381598232.1
country/SRB,1987,978754271.9
country/SRB,1992,317823684.7
country/SRB,2016,1030483232.4
country/SRB,2018,2501351318.8
country/SRB,2025,957664101.0
country/SLE,1970,10586170.4
country/SLE,1972,8054903.0
country/SLE,1973,9183970.2
country/SLE,1975,11179115.3
country/SLE,1985,9427563.0
country/SLE,1987,6841320.2
country/SLE,1996,46953748.4
country/SLE,1997,7229353.9
country/SLE,2000,9648762.2
country/SLE,2018,29249558.9
country/SLE,2022,54289535.5
country/SLE,2024,68735358.7
country/SLE,2027,71458958.2
country/SLB,1981,12167.4
country/SLB,1982,12253.7
country/SLB,1983,60619.0
country/SLB,1986,961737.9
country/SLB,1988,3010497.4
country/SLB,1999,4259419.3
country/SLB,2001,995016.8
country/SLB,2003,2894177.9
country/SLB,2007,8275669.2
country/SLB,2009,6483933.0
country/SLB,2018,4793616.6
country/SLB,2022,5225832.6
country/SLB,2027,6210706.6
country/SLE,1978,29883584.6
country/SLE,1981,41869722.0
country/SLE,1982,18734855.7
country/SLE,1984,17379235.1
country/SLE,1992,11209870.3
country/SLE,1993,4888952.6
country/SLE,1998,13541410.3
country/SLE,2006,7779746.0
country/SLE,2011,7037902.8
country/SLE,2012,7880691.5
country/SLE,2015,13909240.4
country/SLE,2017,23249133.0
country/SLE,2023,60448038.7
country/SLE,2028,68449636.7
country/SOM,1970,497600.0
country/SOM,1972,1199970.6
country/SOM,1976,1673619.7
country/SOM,1980,7061419.5
country/SOM,1984,5363868.9
country/SOM,1989,6954584.8
country/SOM,2000,0.0
country/SLB,1979,14850.9
country/SLB,1985,890569.6
country/SLB,1989,5663405.2
country/SLB,1990,7002404.5
country/SLB,1991,8573112.3
country/SLB,1994,6043381.5
country/SLB,1995,1800454.5
country/SLB,1996,3092923.2
country/SLB,2000,2741821.2
country/SLB,2014,6451427.4
country/SLB,2021,5147193.2
country/SLB,2026,5674568.5
country/SOM,2006,0.0
country/SOM,2008,0.0
country/SOM,2013,0.0
country/SOM,2019,0.0
country/SOM,2020,350052126.8
country/SOM,2021,15412600.3
country/SOM,2028,185035917.5
country/SOM,1971,592217.3
country/SOM,1973,1787262.8
country/SOM,1977,2158388.2
country/SOM,1979,3058908.7
country/SOM,1985,2246686.0
country/SOM,1990,2604431.5
country/SOM,2001,0.0
country/SOM,2002,0.0
country/SOM,2003,0.0
country/SOM,2007,0.0
country/SOM,2010,0.0
country/SOM,2015,0.0
country/SOM,2016,0.0
country/SOM,2017,0.0
country/SOM,2025,14360256.3
country/SOM,2026,13895451.3
country/SLE,1974,10513149.9
country/SLE,1977,12305367.9
country/SLE,1979,34876949.2
country/SLE,1986,7814883.2
country/SLE,1988,9616882.7
country/SLE,1995,56652041.9
country/SLE,1999,6563910.4
country/SLE,2001,9193694.4
country/SLE,2002,8010900.5
country/SLE,2003,8430716.1
country/SLE,2007,5037064.6
country/SLE,2008,2422207.9
country/SLE,2010,4837593.1
country/SLE,2016,19679114.3
country/SLE,2021,47996279.8
country/SLE,2026,72945330.2
country/SLB,1978,11517.0
country/SLB,1980,16283.9
country/SLB,1984,655915.4
country/SLB,1997,711653.6
country/SLB,1998,4682800.1
country/SLB,2002,725349.8
country/SLB,2004,2596000.0
country/SLB,2005,5759917.7
country/SLB,2012,6520628.0
country/SLB,2013,6362053.7
country/SLB,2015,5349800.7
country/SLB,2017,5162391.6
country/SLB,2019,5131453.8
country/SLB,2025,6203068.5
country/SLE,1971,6285838.4
country/SLE,1976,16825165.7
country/SLE,1980,42933071.3
country/SLE,1983,15602400.8
country/SLE,1989,3946273.6
country/SLE,1990,7391672.9
country/SLE,1991,2483466.5
country/SLE,1994,14092072.0
country/SLE,2004,8868765.2
country/SLE,2005,4805569.2
country/SLE,2009,3336042.2
country/SLE,2013,9867446.4
country/SLE,2014,14200720.2
country/SLE,2019,40186620.3
country/SLE,2020,45088163.2
country/SLE,2025,69612443.5
country/SOM,1974,1963541.2
country/SOM,1975,2196810.6
country/SOM,1981,42888377.2
country/SOM,1983,7447585.8
country/SOM,1987,3842683.5
country/SOM,1996,0.0
country/SOM,2004,0.0
country/SOM,2005,0.0
country/SOM,2014,0.0
country/SOM,2018,0.0
country/SOM,2022,15403393.7
country/SOM,2023,15014893.7
country/SLB,1987,1116144.9
country/SLB,1992,5180169.9
country/SLB,1993,7146696.8
country/SLB,2006,2817617.1
country/SLB,2008,10786083.3
country/SLB,2010,8598085.7
country/SLB,2011,6562343.0
country/SLB,2016,6533362.5
country/SLB,2020,5203071.1
country/SLB,2023,5050365.1
country/SLB,2024,5338859.9
country/SLB,2028,7307456.6
country/SOM,1978,2928624.9
country/SOM,1982,4827032.5
country/SOM,1986,3143214.2
country/SOM,1988,1121000.0
country/SOM,1999,0.0
country/SOM,2009,0.0
country/SOM,2024,14620813.7
country/SOM,2027,49140881.9
country/ZAF,2003,1459148289.4
country/ZAF,2009,2067639441.3
country/ZAF,2015,12911840949.1
country/ZAF,2019,3392112871.5
country/ZAF,2025,4330185812.5
country/ZAF,2027,2601526928.8
country/ZAF,2028,5171907311.1
country/ZAF,1998,1895782999.7
country/ZAF,2002,1068399393.9
country/ZAF,2005,2870532644.7
country/ZAF,2013,6041367382.1
country/ZAF,2017,2267394977.6
country/ZAF,2020,6450011962.7
country/ZAF,2022,3768184848.4
country/ZAF,2024,3367556581.8
country/ZAF,1994,1144454097.7
country/ZAF,1995,1168358850.8
country/ZAF,1996,1567478650.7
country/ZAF,1997,1480326695.7
country/ZAF,2004,1124055809.1
country/ZAF,2007,1308051236.0
country/ZAF,2008,1866196324.8
country/ZAF,2010,1680344671.6
country/ZAF,2011,1881174840.1
country/ZAF,2012,3323691441.5
country/ZAF,2014,1878153538.8
country/ZAF,2016,2516241599.1
country/ZAF,2021,7014033548.0
country/ZAF,1999,362888332.5
country/ZAF,2000,1648999725.8
country/ZAF,2001,2000250000.0
country/ZAF,2006,2819453799.1
country/ZAF,2018,11392416394.7
country/ZAF,2023,2704373205.5
country/ZAF,2026,2954371239.9
country/LKA,1971,29735930.6
country/LKA,1975,117742137.7
country/LKA,1977,104267798.3
country/LKA,1980,51326472.0
country/LKA,1983,73218075.9
country/LKA,1988,203098047.6
country/LKA,1993,232536379.0
country/LKA,1995,244039245.9
country/LKA,1996,239200508.3
country/LKA,2015,1718015679.6
country/LKA,2016,1185983019.9
country/LKA,2026,3264046563.5
country/LKA,1970,29400462.6
country/LKA,1972,35948138.9
country/LKA,1974,52424654.0
country/LKA,1976,104811026.1
country/LKA,1989,193917450.6
country/LKA,1990,165034574.3
country/LKA,1992,219041267.6
country/LKA,1997,266103699.8
country/LKA,1998,286929984.8
country/LKA,1999,401100573.0
country/LKA,2000,439301171.7
country/LKA,2007,537743115.7
country/LKA,2008,755340018.1
country/LKA,2013,743039334.6
country/LKA,2017,2485877493.7
country/LKA,1978,66198041.6
country/LKA,1979,49963717.5
country/LKA,1981,44470858.6
country/LKA,1982,73963030.4
country/LKA,1985,103871919.9
country/LKA,1986,142974507.3
country/LKA,1987,197624559.4
country/LKA,1991,164297714.7
country/LKA,1994,245496550.9
country/LKA,2001,360516112.6
country/LKA,2002,351652040.2
country/LKA,2003,330843717.5
country/LKA,2004,374462736.5
country/LKA,2006,504661475.9
country/LKA,2011,663787651.5
country/LKA,2018,3190134160.8
country/LKA,2024,3754396826.8
country/LKA,2025,4424395807.8
country/LKA,2028,3163029576.5
country/LKA,1973,39092949.8
country/LKA,1984,89754993.3
country/LKA,2005,227466213.9
country/LKA,2009,823531363.9
country/LKA,2010,582298162.4
country/LKA,2012,1212229895.2
country/LKA,2014,2701889143.6
country/LKA,2019,3582310273.6
country/LKA,2020,2861424321.7
country/LKA,2021,2799450615.5
country/LKA,2022,3773171854.4
country/LKA,2023,3458478105.0
country/LKA,2027,3520831920.6
country/LCA,1983,741838.8
country/LCA,1992,7172087.3
country/LCA,1993,6071151.0
country/LCA,2009,28346175.4
country/LCA,2010,30460902.2
country/LCA,2013,21040796.8
country/LCA,2015,47235623.8
country/LCA,2021,18666869.9
country/LCA,2022,25117095.5
country/LCA,2026,38546245.5
country/LCA,2027,38568000.9
country/VCT,1980,145721.6
country/VCT,1986,1440141.8
country/VCT,1989,1959091.6
country/VCT,1990,2451859.1
country/VCT,1991,3016960.2
country/VCT,1995,4512367.9
country/VCT,2003,9223246.7
country/VCT,2017,26327587.1
country/VCT,2023,29917202.8
country/LCA,1981,650674.3
country/LCA,1990,3202850.6
country/LCA,1991,5924940.7
country/LCA,2001,13889843.9
country/LCA,2002,9436006.9
country/LCA,2005,14443921.2
country/LCA,2007,26848234.4
country/LCA,2008,32921105.9
country/LCA,2011,31787664.4
country/LCA,2017,18985447.0
country/LCA,2025,29834687.1
country/LCA,1982,667784.3
country/LCA,1985,715522.5
country/LCA,1987,1032834.4
country/LCA,1994,5808088.7
country/LCA,1995,6186280.3
country/LCA,1998,8192444.4
country/LCA,2000,20881990.5
country/LCA,2003,15636451.9
country/LCA,2004,9826993.5
country/LCA,2016,24462287.1
country/LCA,2024,24496813.2
country/VCT,1976,8115.0
country/VCT,1978,26839.0
country/VCT,1983,739678.7
country/VCT,1985,1222297.3
country/VCT,1987,1640185.8
country/VCT,1992,3842839.1
country/VCT,1994,4869897.3
country/VCT,1997,6769324.6
country/VCT,1998,6675607.8
country/VCT,2007,18306168.2
country/VCT,2009,24874250.7
country/VCT,2012,28210572.7
country/VCT,2013,24522766.1
country/VCT,2018,30337328.2
country/VCT,2020,24396973.7
country/VCT,2025,32811748.9
country/VCT,2027,33254922.4
country/VCT,2028,32507259.3
country/VCT,1981,263411.6
country/VCT,1982,814258.5
country/VCT,1984,736570.3
country/VCT,1993,5495076.6
country/VCT,2000,6117756.1
country/VCT,2004,12861389.5
country/VCT,2006,22120012.4
country/VCT,2008,19845846.1
country/VCT,2010,26249338.2
country/VCT,2011,25003968.0
country/VCT,2014,22111912.9
country/VCT,2016,24601483.3
country/VCT,2026,35306814.8
country/LCA,1984,685434.0
country/LCA,1986,950432.4
country/LCA,1988,1288550.6
country/LCA,1989,2406942.2
country/LCA,1996,6536583.4
country/LCA,1997,6881285.7
country/LCA,1999,10284121.5
country/LCA,2006,18307312.3
country/LCA,2012,28727534.5
country/LCA,2014,17521359.7
country/LCA,2018,19100096.6
country/LCA,2019,19794469.9
country/LCA,2020,17691782.5
country/LCA,2023,26031223.7
country/LCA,2028,40136591.6
country/VCT,1977,24801.7
country/VCT,1979,69494.2
country/VCT,1988,2104194.8
country/VCT,1996,5632434.0
country/VCT,1999,6094303.8
country/VCT,2001,6636116.6
country/VCT,2002,7441177.2
country/VCT,2005,15467732.0
country/VCT,2015,24799188.2
country/VCT,2019,27874504.1
country/VCT,2021,23268430.0
country/VCT,2022,32671833.2
country/VCT,2024,29482491.9
country/SDN,1972,36801665.0
country/SDN,1974,39302105.9
country/SDN,1978,53718834.5
country/SDN,1979,32304498.3
country/SDN,1993,9336297.0
country/SDN,1994,2618785.8
country/SDN,1996,0.0
country/SDN,2003,188377944.5
country/SDN,2006,209215364.0
country/SDN,2007,217797541.7
country/SDN,2008,219414020.6
country/SDN,2011,419308555.4
country/SDN,1975,77490844.4
country/SDN,1977,41805319.4
country/SDN,1984,40503718.7
country/SDN,1985,16085718.0
country/SDN,2009,366468164.8
country/SDN,2010,400181695.4
country/SDN,1970,21131982.2
country/SDN,1976,71973211.1
country/SDN,1980,53443605.5
country/SDN,1986,151235625.0
country/SDN,1989,45397320.8
country/SDN,1991,12158299.8
country/SDN,1997,156874.4
country/SDN,2000,143004185.5
country/SDN,2001,138064582.6
country/SDN,2002,80056933.1
country/SDN,2004,204372127.9
country/SDN,1971,26664889.1
country/SDN,1973,39676986.8
country/SDN,1981,51374333.9
country/SDN,1982,98861298.6
country/SDN,1983,40008845.5
country/SDN,1987,41609327.0
country/SDN,1988,58034792.2
country/SDN,1990,14637931.1
country/SDN,1992,14086390.4
country/SDN,1995,14542081.9
country/SDN,1998,1261803.0
country/SDN,1999,5705624.3
country/SDN,2005,265872497.1
country/SDN,2012,278118448.1
country/SDN,2015,413905193.0
country/SDN,2016,223656926.9
country/SDN,2020,114042316.2
country/SDN,2021,1174179047.6
country/SDN,2025,365075961.1
country/SYR,2017,295989.3
country/SYR,2020,0.0
country/SYR,2025,46822549.3
country/SDN,2013,212929936.2
country/SDN,2014,179743592.2
country/SDN,2019,139310729.8
country/SDN,2026,344333408.1
country/SDN,2028,275332239.2
country/SYR,2008,560099933.5
country/SYR,2009,499262543.4
country/SYR,2010,508641175.7
country/SYR,2016,45374.8
country/SYR,2018,18940613.9
country/SYR,2019,612437.6
country/SYR,2021,0.0
country/SYR,2024,54431685.0
country/SYR,2026,23015005.7
country/SDN,2018,158534900.9
country/SYR,2022,85396865.7
country/SYR,2027,19547794.6
country/SYR,2028,13080117.4
country/SDN,2017,139154641.1
country/SDN,2022,543007744.7
country/SDN,2023,367899101.2
country/SDN,2024,366314473.8
country/SDN,2027,312940382.5
country/SYR,2011,510112558.0
country/SYR,2015,0.0
country/SYR,2023,68525709.2
country/TJK,2005,36642141.6
country/TJK,2006,33542191.7
country/TJK,2013,98226808.1
country/TJK,2019,128976050.4
country/TJK,1997,28544000.0
country/TJK,1998,47482000.0
country/TJK,2001,15326986.7
country/TJK,2002,24122353.3
country/TJK,2014,100556319.2
country/TJK,2015,95912873.9
country/TJK,2020,105689491.3
country/TJK,2021,164059045.8
country/TJK,2025,247778137.4
country/TZA,1975,6292813.1
country/TZA,1978,15630162.6
country/TZA,1982,40029399.9
country/TZA,1989,106738680.6
country/TZA,1994,101096915.8
country/TZA,1996,144348254.0
country/TZA,1997,86057829.5
country/TZA,2004,39868073.8
country/TZA,2008,13708475.0
country/TZA,2028,1186429671.5
country/TJK,1999,14484000.0
country/TJK,2000,13862000.0
country/TJK,2003,27272194.9
country/TJK,2004,36107162.6
country/TJK,2008,51420273.1
country/TJK,2012,73994652.0
country/TJK,2017,112461973.3
country/TJK,2023,202472631.2
country/TJK,2024,241970012.3
country/TJK,2026,254503708.8
country/TJK,2027,709691640.2
country/TJK,2028,207574073.4
country/TZA,1970,1700520.8
country/TZA,1980,32532416.6
country/TZA,1983,48554901.0
country/TZA,1984,37374009.3
country/TZA,1985,108617400.8
country/TZA,1987,72332618.9
country/TZA,1991,117897263.8
country/TZA,2002,56840693.9
country/TZA,2006,35587836.2
country/TZA,2009,27018459.4
country/TZA,2010,52288290.0
country/TZA,2011,36580592.2
country/TZA,2012,43441245.9
country/TZA,2013,149537696.2
country/TZA,2022,1346183817.5
country/TJK,2007,28779985.2
country/TJK,2009,34870739.0
country/TJK,2010,37084283.4
country/TJK,2011,34694900.0
country/TJK,2016,112597895.8
country/TJK,2018,128060271.4
country/TJK,2022,181536679.7
country/TZA,1973,2251823.1
country/TZA,1974,2527399.5
country/TZA,1976,5279740.3
country/TZA,1998,93416567.7
country/TZA,1999,103608774.4
country/TZA,2000,93740543.2
country/TZA,2001,92368788.4
country/TZA,2005,29006125.9
country/TZA,2007,19365686.8
country/TZA,2016,390705979.2
country/TZA,2017,451868030.9
country/TZA,2021,1218605347.5
country/TZA,2023,1262269947.6
country/TZA,2024,1217424311.5
country/TZA,2027,1162613547.8
country/TZA,1971,1639567.5
country/TZA,1972,1852730.9
country/TZA,1977,8813376.2
country/TZA,1979,26474623.6
country/TZA,1981,36966199.2
country/TZA,1986,61432202.7
country/TZA,1988,76142060.9
country/TZA,1990,89196248.8
country/TZA,1992,166358197.9
country/TZA,1993,97835506.5
country/TZA,1995,121552448.7
country/TZA,2003,40491976.4
country/TZA,2014,100756534.0
country/TZA,2015,144944162.3
country/TZA,2018,619529534.9
country/TZA,2019,764047551.6
country/TZA,2020,851051206.4
country/TZA,2025,1246541345.7
country/TZA,2026,1214866703.0
country/THA,1974,30920140.7
country/THA,1975,37989840.5
country/THA,1981,234976944.2
country/THA,1986,1171387073.1
country/THA,1987,1088347789.9
country/THA,1988,1744558860.6
country/THA,1989,1521067342.4
country/THA,1995,1895540122.9
country/THA,1997,1157063534.5
country/THA,1998,1036575194.7
country/THA,2007,1759930843.6
country/THA,2008,2184240063.0
country/THA,2012,756945961.0
country/THA,2016,482495774.6
country/THA,2017,395781038.8
country/THA,2023,984309506.5
country/THA,2025,1002869756.9
country/THA,2026,390295490.7
country/TLS,2017,253000.0
country/TLS,2021,6356000.0
country/THA,1970,23240653.9
country/THA,1976,42727751.3
country/THA,1984,680662592.8
country/THA,1992,1389657027.2
country/THA,1994,1893053394.9
country/THA,1996,1322490961.6
country/THA,2000,3026439699.9
country/THA,2001,3738583869.4
country/THA,2004,4169502256.9
country/THA,2009,829861369.8
country/THA,2018,912630760.4
country/THA,2024,1383885902.0
country/THA,2027,390295490.7
country/TGO,1970,1615498.6
country/TGO,1973,5378722.8
country/TGO,1976,19469597.7
country/TGO,1977,46993748.9
country/TGO,1978,36562142.6
country/TGO,1981,50838057.7
country/TGO,1983,22673513.2
country/TGO,1986,83915511.9
country/TGO,1989,24750181.8
country/TGO,1990,26829146.0
country/TGO,1994,6300471.4
country/TGO,1998,16139184.8
country/TGO,2002,1600440.5
country/TGO,2003,1743292.4
country/TGO,2005,7947609.3
country/TGO,2008,140101012.8
country/TGO,2013,37219677.9
country/TGO,2017,51652094.2
country/TGO,2020,53839770.1
country/TGO,2025,177350904.3
country/TLS,2014,0.0
country/TLS,2015,0.0
country/TLS,2023,21011704.5
country/TLS,2025,21011704.5
country/TLS,2027,32073257.4
country/TLS,2028,32073257.4
country/TON,1989,784573.2
country/TON,1992,1034079.0
country/TON,1995,2430420.3
country/TON,1997,3176271.8
country/TON,2000,3668296.5
country/TON,2003,2749079.3
country/TON,2004,3326668.6
country/TON,2013,3517892.2
country/TON,2016,3456161.5
country/TON,2020,4685517.1
country/TGO,1971,1687444.8
country/TGO,1982,46871878.8
country/TGO,1991,19361057.5
country/TGO,1992,9188975.3
country/TGO,1993,5725401.2
country/TGO,2010,27777285.5
country/TGO,2012,13019214.3
country/TGO,2021,68919209.7
country/TGO,2024,190556200.5
country/TGO,2026,172702636.2
country/TON,1985,555629.9
country/TON,1986,638615.1
