dcid,year,interestPaymentsCurrentUSD
country/IND,2000,3992992231.5
country/IND,2002,4074807261.2
country/IND,2003,5472946302.9
country/IND,2011,6206166133.6
country/IND,2012,7774759607.6
country/IND,2016,9540280924.2
country/IND,2024,12294660704.3
country/IND,1975,269131984.4
country/IND,1979,381956744.8
country/IND,1988,1871262349.0
country/IND,1994,3897232420.6
country/IND,1996,3913147250.5
country/IND,1997,4389087601.5
country/IND,1999,3519382370.2
country/IND,2007,5487955057.1
country/IND,2021,12264459699.4
country/IND,2025,10773126997.6
country/IDN,1971,57323988.3
country/IDN,1982,1554069828.0
country/IDN,1987,2600878893.5
country/IDN,1992,3770194063.2
country/IDN,1994,4173426795.8
country/IDN,1998,5602341260.0
country/IDN,2015,16355789366.6
country/IDN,2016,9729941166.4
country/IDN,2020,13518003961.1
country/IDN,1970,45509255.2
country/IDN,1977,609812351.3
country/IDN,1986,2392263119.9
country/IDN,1995,4936165043.9
country/IDN,1997,5117237373.9
country/IDN,2000,5702372487.7
country/IDN,2005,2956631515.9
country/IDN,2009,4300600431.2
country/IDN,2017,10594745274.3
country/IDN,2021,10696893775.1
country/IDN,1974,186114885.8
country/IDN,1979,1049017522.2
country/IDN,1980,1181810966.3
country/IDN,1981,1427127294.1
country/IDN,1984,2077334576.2
country/IDN,1985,2040056873.8
country/IDN,1989,3347658428.7
country/IDN,1990,3411992735.8
country/IDN,1993,4110948451.8
country/IDN,1996,5115349027.7
country/IDN,2001,4564843156.7
country/IDN,2002,3141644302.2
country/IDN,2004,3953738040.4
country/IDN,2006,3415715547.6
country/IDN,2011,5532146515.0
country/IDN,2012,5953069130.7
country/IDN,2013,7733169330.3
country/IDN,2022,76599575540.4
country/IDN,2023,58565448310.6
country/IDN,2026,24000648694.3
country/IDN,1972,85960287.2
country/IDN,1973,117821096.2
country/IDN,1975,322318217.2
country/IDN,1976,489031811.8
country/IDN,1978,719902013.9
country/IDN,1983,1582281419.6
country/IDN,1988,2954448707.5
country/IDN,1991,3769620380.4
country/IDN,1999,4599906841.5
country/IDN,2003,3437528216.8
country/IDN,2007,4996027841.8
country/IDN,2008,4461192659.2
country/IDN,2010,4943746647.7
country/IDN,2014,8276570237.0
country/IDN,2018,10703342048.7
country/IDN,2019,12046165974.2
country/IDN,2024,42310015249.4
country/IDN,2025,31799023975.7
country/IDN,2027,18159966240.9
country/IDN,2028,13355808593.4
country/IRN,1982,182956492.3
country/IRN,1983,116336978.6
country/IRN,1990,27783953.8
country/IRN,2000,392777584.9
country/IRN,2004,368922236.4
country/IRN,2008,509077671.5
country/IRN,2010,135648092.4
country/IRN,2011,110432299.6
country/IRN,2012,35217465.8
country/IRN,2014,34984390.9
country/IRN,2016,87604802.2
country/IRN,2019,32628992.4
country/IRN,2025,12797189.4
country/IRN,2026,7970280.0
country/IRN,2027,4449696.6
country/IRN,1980,435583787.9
country/IRN,1984,80893479.8
country/IRN,1987,37841876.1
country/IRN,1988,61810827.7
country/IRN,1991,41451757.6
country/IRN,1995,1108503422.8
country/IRN,2001,293061876.0
country/IRN,2003,303146457.3
country/IRN,2005,423642869.8
country/IRN,2007,558633544.3
country/IRN,1981,224564390.8
country/IRN,1985,55358284.0
country/IRN,1986,59255977.1
country/IRN,1989,44946384.1
country/IRN,1993,183463318.9
country/IRN,1996,1099086635.3
country/IRN,1997,781887194.1
country/IRN,1998,490378143.0
country/IRN,1999,394294385.4
country/IRN,2006,502045179.4
country/IRN,2009,271474626.5
country/IRN,2013,33135835.0
country/IRN,2018,18078395.4
country/IRN,2021,46076180.1
country/IRN,2022,36375837.0
country/IRN,2023,25535404.3
country/IRN,2028,2270718.6
country/IRN,1992,93057252.5
country/IRN,1994,264240077.4
country/IRN,2002,287591952.2
country/IRN,2015,40138461.6
country/IRN,2017,22404757.0
country/IRN,2020,26214630.2
country/IRN,2024,18614549.3
country/IRQ,2019,848026447.9
country/IRQ,2023,498745761.6
country/IRQ,2024,363009617.0
country/IRQ,2027,130012831.8
country/IRQ,2025,268686943.0
country/IRQ,2017,579402572.0
country/IRQ,2018,855466648.5
country/IRQ,2020,802911098.9
country/IRQ,2022,634139043.9
country/IRQ,2028,66317009.4
country/IRQ,2015,524053885.7
country/IRQ,2016,500196590.4
country/IRQ,2021,675622444.6
country/IRQ,2026,199180174.5
country/JAM,1970,63479608.6
country/JAM,1976,96660595.3
country/JAM,1978,99025049.4
country/JAM,1980,121954186.7
country/JAM,1983,157992935.7
country/JAM,1987,206536127.3
country/JAM,1989,173967563.9
country/JAM,1994,180668738.0
country/JAM,2004,308282935.6
country/JAM,2006,471919222.1
country/JAM,2007,657145685.0
country/JAM,2010,829060037.1
country/JAM,2014,607912481.5
country/JAM,2015,660785123.3
country/JAM,2025,476217793.0
country/JAM,1972,63234309.3
country/JAM,1975,110426266.7
country/JAM,1979,105393689.1
country/JAM,1982,141055601.0
country/JAM,1984,194861372.3
country/JAM,1986,223879929.6
country/JAM,1990,203373840.3
country/JAM,1992,169819929.4
country/JAM,1995,192746358.5
country/JAM,1998,137341701.6
country/JAM,1999,155807660.5
country/JAM,2001,285153794.3
country/JAM,2002,320234480.2
country/JAM,2005,384780279.2
country/JAM,2012,688285959.4
country/JAM,2013,557234260.4
country/JAM,2016,656104601.5
country/JAM,2019,739604396.1
country/JAM,2020,688877671.4
country/JAM,2021,646670538.1
country/JAM,2023,634399791.5
country/JAM,2026,406180689.8
country/JAM,2027,359788340.1
country/JAM,1973,81262262.7
country/JAM,1974,102125643.7
country/JAM,1977,99360942.1
country/JAM,1981,110565501.6
country/JAM,1993,163999035.7
country/JAM,1996,179306855.4
country/JAM,1997,155515672.5
country/JAM,2008,676005604.5
country/JAM,2018,671049304.0
country/JAM,2024,542274012.5
country/JAM,1971,61381851.4
country/JAM,1985,211319666.6
country/JAM,1988,193131108.8
country/JAM,1991,193044368.9
country/JAM,2000,209448961.2
country/JAM,2003,299722748.2
country/JAM,2009,747606353.4
country/JAM,2011,897667052.7
country/JAM,2017,639276776.8
country/JAM,2022,714372582.3
country/JAM,2028,315740080.4
country/JOR,1979,52854861.6
country/JOR,1981,81592633.8
country/JOR,1984,127957806.9
country/JOR,1991,288233411.9
country/JOR,1996,338283204.0
country/JOR,1997,308115101.3
country/JOR,1999,203722213.8
country/JOR,2002,172725891.7
country/JOR,2009,153132162.9
country/JOR,2013,185304769.7
country/JOR,2015,309843772.4
country/JOR,2020,579742048.6
country/JOR,1973,3081938.4
country/JOR,1975,6958358.6
country/JOR,1977,17645242.9
country/JOR,1989,239371007.1
country/JOR,1992,283138751.5
country/JOR,1993,210217855.3
country/JOR,1994,203216666.8
country/JOR,2001,217638181.8
country/JOR,2005,160192050.2
country/JOR,2007,230876560.8
country/JOR,2010,160952974.0
country/JOR,2011,187645303.7
country/JOR,2016,324313910.5
country/JOR,2023,699225886.3
country/JOR,2025,562596603.0
country/KAZ,2002,666788110.0
country/KAZ,2003,722560171.0
country/KAZ,2004,808167133.9
country/KAZ,2006,1948443459.3
country/KAZ,2008,4105658609.2
country/KAZ,2011,5921596398.6
country/KAZ,2027,1473267750.3
country/KAZ,1992,21826.4
country/KAZ,1993,7534100.6
country/KAZ,1998,230476300.3
country/KAZ,1999,242745545.0
country/KAZ,2000,713170916.8
country/KAZ,2001,686048959.8
country/KAZ,2007,3531205029.1
country/KAZ,2010,4517281249.1
country/KAZ,2013,2270331514.9
country/KAZ,2015,3479196972.4
country/KAZ,2016,2679305596.1
country/KAZ,2017,3196373561.7
country/KAZ,2018,3529956392.1
country/KAZ,2019,3188288008.0
country/KAZ,2020,3364761971.9
country/KAZ,2021,3680353379.6
country/KAZ,2025,2669605135.0
country/KAZ,2026,1958364150.7
country/KAZ,2028,1085652322.5
country/JOR,1970,1792149.0
country/JOR,1971,2708732.6
country/JOR,1972,2862185.0
country/JOR,1976,9304382.9
country/JOR,1978,31289837.8
country/JOR,1980,78583066.1
country/JOR,1983,126541624.3
country/JOR,1988,301003868.9
country/JOR,1990,309882383.1
country/JOR,1995,209491988.2
country/JOR,2004,147336061.6
country/JOR,2008,206451101.0
country/JOR,2017,441391712.2
country/JOR,2021,642862160.0
country/JOR,2026,464376108.5
country/JOR,1974,3946324.0
country/JOR,1982,98209994.5
country/JOR,1985,186215799.9
country/JOR,1986,219400294.0
country/JOR,1987,269796899.3
country/JOR,1998,394936650.5
country/JOR,2000,238649375.3
country/JOR,2003,158138538.6
country/JOR,2006,197340437.6
country/JOR,2012,189654835.8
country/JOR,2014,275391402.6
country/JOR,2018,603415326.9
country/JOR,2019,734052857.1
country/JOR,2022,782536115.7
country/JOR,2024,604351785.7
country/JOR,2027,358473657.4
country/JOR,2028,336723789.8
country/KAZ,1997,169876187.7
country/KAZ,2022,6090503573.4
country/KAZ,2023,4654131951.0
country/KAZ,1994,32149377.1
country/KAZ,1995,101665275.3
country/KAZ,1996,98271322.8
country/KAZ,2005,1521480534.8
country/KAZ,2009,5365628538.1
country/KAZ,2012,2033006239.8
country/KAZ,2014,2992703459.9
country/KAZ,2024,3442734752.5
country/KEN,1972,20760700.7
country/KEN,1973,29648542.5
country/KEN,1976,50463545.5
country/KEN,1988,239062223.9
country/KEN,1989,200114043.1
country/KEN,1991,247674879.4
country/KEN,1993,208389495.5
country/KEN,1994,289730676.7
country/KEN,1998,156849337.0
country/KEN,2002,96384026.8
country/KEN,2004,61087916.2
country/KEN,2006,71351729.2
country/KEN,2008,91275647.0
country/KEN,2012,141832270.4
country/KEN,2013,138633927.9
country/KEN,2014,293855673.4
country/KEN,2016,479330372.5
country/KEN,2022,1098439660.8
country/KEN,2024,944434042.6
country/KEN,2027,680583662.3
country/KEN,1974,40583106.9
country/KEN,1979,108494745.6
country/KEN,1980,163305391.4
country/KEN,1990,230146139.2
country/KEN,1992,201182791.1
country/KEN,1996,241377086.7
country/KEN,1997,183375172.5
country/KEN,2001,83913468.9
country/KEN,2009,85463767.7
country/KEN,2011,92360073.3
country/KEN,2019,1242206157.8
country/KEN,2021,951818213.5
country/KEN,2026,749033533.3
country/KEN,2028,589794304.2
country/XKX,2012,32857912.6
country/XKX,2014,43531718.1
country/XKX,2021,17919383.5
country/XKX,2022,69258101.8
country/XKX,2023,54113638.7
country/XKX,2027,18721670.3
country/KEN,1970,17298757.7
country/KEN,1971,17709469.9
country/KEN,1975,46335847.1
country/KEN,1978,82070830.0
country/KEN,1981,160102252.0
country/KEN,1983,151109862.6
country/KEN,1986,185972421.5
country/KEN,1995,261364309.7
country/KEN,1999,132574027.6
country/KEN,2003,109972591.1
country/KEN,2015,363811405.9
country/KEN,2017,657088242.7
country/KEN,2020,1195118143.8
country/KEN,2023,1053208792.4
country/KEN,1977,59816409.4
country/KEN,1982,170551294.9
country/KEN,1984,156512621.4
country/KEN,1985,164443512.0
country/KEN,1987,225713256.1
country/KEN,2000,99779641.7
country/KEN,2005,73296389.9
country/KEN,2007,78234402.3
country/KEN,2010,90367905.8
country/KEN,2018,995961130.7
country/KEN,2025,818208683.6
country/XKX,2008,15329000.0
country/XKX,2010,34351000.0
country/XKX,2011,37873771.3
country/XKX,2025,31496901.4
country/XKX,2026,24364866.8
country/XKX,2009,44062211.5
country/XKX,2013,41721737.7
country/XKX,2015,62126022.4
country/XKX,2016,55815114.8
country/XKX,2017,49794972.2
country/XKX,2018,55286093.9
country/XKX,2019,47378684.1
country/XKX,2020,46760088.9
country/XKX,2024,40101581.9
country/XKX,2028,13388411.7
country/KGZ,1995,19687433.6
country/KGZ,1996,34486171.8
country/KGZ,2002,27297719.9
country/KGZ,2005,21143149.5
country/KGZ,2006,19487210.9
country/KGZ,2007,22834358.3
country/KGZ,2018,83960796.2
country/KGZ,2022,189489713.8
country/KGZ,2025,105595793.9
country/KGZ,2026,87319299.6
country/KGZ,2028,54255622.5
country/KGZ,1993,351957.6
country/KGZ,1994,13113901.6
country/KGZ,2001,43947464.4
country/KGZ,2004,28359781.5
country/KGZ,2010,69435077.7
country/KGZ,2014,69563131.8
country/KGZ,2017,82962932.0
country/KGZ,2020,87111094.4
country/KGZ,2023,150698256.8
country/KGZ,1997,54170094.3
country/KGZ,2003,26950699.3
country/KGZ,2013,62912950.3
country/KGZ,2015,70945391.2
country/KGZ,2016,74619170.5
country/KGZ,2027,69390904.5
country/KGZ,1998,57786805.4
country/KGZ,1999,46739378.6
country/KGZ,2000,69156031.6
country/KGZ,2008,41776518.1
country/KGZ,2009,36783489.7
country/KGZ,2011,69779032.8
country/KGZ,2012,57963418.0
country/KGZ,2019,87936754.5
country/KGZ,2021,71184746.5
country/KGZ,2024,126648205.8
country/LAO,1976,1166853.1
country/LAO,1985,960663.5
country/LAO,1987,1879592.6
country/LAO,1990,2908908.6
country/LAO,1993,4582611.7
country/LAO,1994,4822202.5
country/LAO,1999,9068813.2
country/LAO,2000,9301777.3
country/LAO,2001,9933614.1
country/LAO,2002,36286723.3
country/LAO,2011,101081563.2
country/LAO,2014,156945520.0
country/LAO,2017,281441380.2
country/LAO,2023,445095063.1
country/LAO,2025,308649355.6
country/LAO,1970,182759.6
country/LAO,1973,684584.3
country/LAO,1978,1842428.2
country/LAO,1979,1885540.6
country/LAO,1981,1251487.6
country/LAO,1984,1181913.4
country/LAO,1989,2522200.7
country/LAO,1991,3146506.0
country/LAO,1995,5943269.8
country/LAO,1996,6259852.6
country/LAO,1997,7193573.9
country/LAO,1998,7661286.3
country/LAO,2005,47797269.6
country/LAO,2020,235134930.5
country/LAO,2021,166084322.4
country/LAO,2022,510546695.1
country/LAO,2024,368902386.1
country/LAO,2027,216071154.5
country/LAO,1971,333327.6
country/LAO,1972,448425.5
country/LAO,1974,897489.8
country/LAO,1980,1338743.4
country/LAO,1982,1199704.2
country/LAO,1983,1238868.7
country/LAO,1986,1588705.1
country/LAO,1988,2061694.1
country/LAO,1992,3864694.8
country/LAO,2004,44185345.5
country/LAO,2006,49405225.7
country/LAO,2009,71915601.5
country/LAO,2010,77985642.1
country/LAO,2012,87193384.3
country/LAO,2013,139347933.5
country/LAO,2018,328389552.9
country/LAO,2019,300686912.9
country/LAO,1975,1023060.4
country/LAO,1977,1239151.8
country/LAO,2003,36744614.5
country/LAO,2007,56222795.4
country/LAO,2008,62086417.6
country/LAO,2015,175850593.3
country/LAO,2016,223372080.3
country/LAO,2026,254207628.1
country/LAO,2028,177055594.8
country/LBN,1973,2496442.7
country/LBN,1987,23864374.3
country/LBN,1989,11127857.0
country/LBN,1996,149477425.3
country/LBN,1997,207274978.6
country/LBN,2000,474847681.6
country/LBN,2001,661929800.8
country/LBN,2002,979842891.8
country/LBN,2004,1281210455.1
country/LBN,2006,1316019734.2
country/LBN,2008,1442828251.1
country/LBN,2009,2651464017.3
country/LBN,2011,2873740169.0
country/LBN,2012,2968446643.4
country/LBN,2013,3206628189.7
country/LBN,2015,3480575510.4
country/LBN,2019,4597155119.5
country/LBN,2021,1561033419.1
country/LBN,2026,1947036359.9
country/LBN,1974,2648255.7
country/LBN,1977,1764586.5
country/LBN,1979,3545741.2
country/LBN,1980,6026214.7
country/LBN,1984,30139256.0
country/LBN,1985,28823614.2
country/LBN,1991,14811072.2
country/LBN,1992,25125625.3
country/LBN,1993,23514543.4
country/LBN,1998,273938654.6
country/LBN,2017,3779449542.6
country/LBN,2028,1377321812.3
country/LSO,1970,221700.0
country/LSO,1971,148575.3
country/LSO,1972,219747.1
country/LSO,1980,1458468.8
country/LSO,1982,4812768.4
country/LSO,1993,11875333.8
country/LSO,1994,11058684.7
country/LSO,1997,19995570.5
country/LSO,2001,17535185.8
country/LSO,2005,13695284.7
country/LSO,2013,10572312.3
country/LSO,2015,20334505.0
country/LSO,2017,16137650.6
country/LSO,2020,15991957.6
country/LSO,2026,24887255.0
country/LSO,2028,17690197.2
country/LSO,1973,223325.6
country/LSO,1974,184018.2
country/LSO,1977,247369.7
country/LSO,1978,385529.4
country/LSO,1989,7389926.8
country/LSO,1990,7998351.0
country/LSO,1992,13173309.6
country/LSO,1995,15729293.8
country/LSO,2002,14711371.0
country/LSO,2003,14165095.1
country/LSO,2009,7432421.9
country/LSO,2021,261740318.9
country/LBR,1970,6047339.7
country/LBR,1973,5289676.0
country/LBR,1974,5013308.8
country/LBR,1978,12906704.0
country/LBR,1983,10163536.0
country/LBR,1988,8393188.3
country/LBR,1992,96000.0
country/LBR,2019,8484232.0
country/LBR,2020,11181982.2
country/LBR,2025,11334344.7
country/LBR,1971,5897832.3
country/LBR,1975,5141679.4
country/LBR,1981,17472128.1
country/LBR,1982,13464761.2
country/LBR,1994,113369.5
country/LBR,1996,368494.3
country/LBR,2000,0.0
country/LBR,2004,0.0
country/LBR,2012,1075678.5
country/LBR,2015,3838040.4
country/LBR,2017,5636825.0
country/LBR,2021,9573494.0
country/LBR,2023,11325656.2
country/LBN,1975,1965546.3
country/LBN,1981,13809751.9
country/LBN,1983,22305814.0
country/LBN,1988,17541517.2
country/LBN,1990,11303701.4
country/LBN,1994,26410905.1
country/LBN,1995,54308144.8
country/LBN,2005,1287142291.7
country/LBN,2007,1430265211.8
country/LBN,2010,2734592586.7
country/LBN,2018,4274846496.1
country/LBN,2022,3173848946.3
country/LBN,2023,2739387310.1
country/LBN,2024,2437527015.5
country/LBN,2027,1702678309.2
country/LSO,1976,232531.3
country/LSO,1983,6163657.9
country/LSO,1984,3468138.3
country/LSO,1986,4416781.2
country/LSO,1988,7145015.7
country/LSO,1998,22002097.7
country/LSO,2006,9208800.1
country/LSO,2007,64326803.5
country/LSO,2008,7822227.3
country/LSO,2010,7838524.7
country/LSO,2012,9612618.1
country/LSO,2014,12382209.6
country/LSO,2016,14165090.9
country/LSO,2019,23847483.3
country/LSO,2022,47545605.6
country/LBR,1972,4863152.6
country/LBR,1979,22844604.6
country/LBR,1984,10575951.3
country/LBR,1989,1090695.4
country/LBR,1990,714762.3
country/LBR,1991,1322007.2
country/LBR,1999,27000.0
country/LBR,2006,32371.0
country/LBR,2009,11797886.7
country/LBR,2011,447326.0
country/LBR,2014,8597979.8
country/LBR,2018,8420190.9
country/LBN,1970,1244394.0
country/LBN,1971,2465580.4
country/LBN,1972,2365293.8
country/LBN,1976,2055764.2
country/LBN,1978,1840781.1
country/LBN,1982,20484600.0
country/LBN,1986,27064620.4
country/LBN,1999,374652776.7
country/LBN,2003,1313766485.1
country/LBN,2014,3401117246.9
country/LBN,2016,3689846003.3
country/LBN,2020,2287049226.8
country/LBN,2025,2117477389.2
country/LSO,1975,221165.3
country/LSO,1979,575003.5
country/LSO,1981,1556616.5
country/LSO,1985,4242043.5
country/LSO,1987,5663363.0
country/LSO,1991,9876137.2
country/LSO,1996,15715413.7
country/LSO,1999,21560289.2
country/LSO,2000,22949188.7
country/LSO,2004,14722812.1
country/LSO,2011,9255625.9
country/LSO,2018,16885782.2
country/LSO,2023,40640543.5
country/LSO,2024,33828095.5
country/LSO,2025,29229347.0
country/LSO,2027,21058240.9
country/LBR,1976,5883870.3
country/LBR,1977,7227535.0
country/LBR,1980,22740477.5
country/LBR,1985,10168897.8
country/LBR,1986,14383311.1
country/LBR,1987,6986565.8
country/LBR,1993,8153563.0
country/LBR,1997,49000.0
country/LBR,1998,38000.0
country/LBR,2001,0.0
country/LBR,2002,19000.0
country/LBR,2003,0.0
country/LBR,2005,32501.4
country/LBR,2007,380542147.5
country/LBR,2008,69031988.8
country/LBR,2010,590868.0
country/LBR,2013,1534528.5
country/LBR,2016,4176331.5
country/LBR,2022,10807415.5
country/LBR,2024,11439549.9
country/LBR,2026,11060526.7
country/LBR,2027,10792251.4
country/LBR,2028,10419012.0
country/MDG,1972,15547534.3
country/MDG,1980,26471293.5
country/MDG,1982,44676977.3
country/MDG,1983,30721022.4
country/MDG,1984,39274443.8
country/MDG,1985,39367428.5
country/MDG,1998,50989167.0
country/MDG,1999,76413431.8
country/MDG,2004,29518552.7
country/MDG,2016,20015994.1
country/MDG,2027,35812302.5
country/MDG,1970,16123327.6
country/MDG,1971,16441957.6
country/MDG,1975,25181627.2
country/MDG,1977,25894104.8
country/MDG,1978,7299516.5
country/MDG,1981,32372929.3
country/MDG,1986,49024610.7
country/MDG,1991,65731629.2
country/MDG,1995,16057708.3
country/MDG,1973,16621182.9
country/MDG,1976,4193087.8
country/MDG,1979,15970952.1
country/MDG,1987,102345411.1
country/MDG,1989,100124592.1
country/MDG,1990,85168901.2
country/MDG,1996,18274408.3
country/MDG,2000,28400201.1
country/MDG,2005,28390115.8
country/MDG,2009,14871515.3
country/MDG,2010,16462530.8
country/MDG,2011,16295266.9
country/MDG,2014,19175006.4
country/MDG,2015,25842401.7
country/MDG,2018,32958751.7
country/MDG,2019,35678210.4
country/MDG,2023,41414630.7
country/MDG,2024,40196645.8
country/MDG,2026,38499191.0
country/MDG,1992,33597232.4
country/MDG,1993,25522510.8
country/MDG,1997,92876662.9
country/MDG,2006,21252609.0
country/MDG,2013,17020815.5
country/MDG,2017,23181351.0
country/MDG,2020,37152383.6
country/MDG,2021,38585178.1
country/MDG,2022,41616778.2
country/MDG,2028,33725976.8
country/MDG,1974,21014645.5
country/MDG,1988,72220463.5
country/MDG,1994,19260809.5
country/MDG,2001,28416748.7
country/MDG,2002,29405232.9
country/MDG,2003,30700277.9
country/MDG,2007,9688095.3
country/MDG,2008,10835223.6
country/MDG,2012,17574592.1
country/MDG,2025,39651589.9
country/MWI,1971,4323180.6
country/MWI,1975,8975944.0
country/MWI,1976,9328833.1
country/MWI,1980,34824636.7
country/MWI,1985,30080062.4
country/MWI,1992,30810378.2
country/MWI,1996,27472416.4
country/MWI,1998,22853533.6
country/MWI,2001,14080609.9
country/MWI,2003,17018727.1
country/MWI,2005,21797114.4
country/MWI,2007,11417889.4
country/MWI,2012,9437684.6
country/MWI,1977,7696745.7
country/MWI,1979,24591197.2
country/MWI,1981,49667768.9
country/MWI,1982,33328252.4
country/MWI,1984,30372673.8
country/MWI,1987,28616842.5
country/MWI,1991,37921103.4
country/MWI,2002,15848564.2
country/MWI,2014,15787049.4
country/MWI,2016,17015643.6
country/MWI,2022,26988471.1
country/MWI,2025,26948995.2
country/MWI,2026,26009527.5
country/MWI,2028,23098846.8
country/MWI,1978,17084243.9
country/MWI,1983,30604369.2
country/MWI,1986,36214486.5
country/MWI,1988,28682252.5
country/MWI,1989,28636011.2
country/MWI,1990,36349715.7
country/MWI,1999,17570628.5
country/MWI,2006,18018839.3
country/MWI,2008,14883087.3
country/MWI,2011,7312032.0
country/MWI,2017,15594528.6
country/MWI,2018,12099300.5
country/MWI,2019,16856666.5
country/MWI,2020,20729563.0
country/MWI,2021,21868957.3
country/MWI,2023,27690503.9
country/MWI,2024,27538061.2
country/MWI,2027,24693838.1
country/MWI,1970,3512569.0
country/MWI,1972,4592055.9
country/MWI,1973,6434824.7
country/MWI,1974,8205528.0
country/MWI,1993,27397588.9
country/MWI,1994,25744578.1
country/MWI,1995,38719564.6
country/MWI,1997,26127744.1
country/MWI,2000,17871268.4
country/MWI,2004,23310129.2
country/MWI,2009,14842734.1
country/MWI,2010,6903001.4
country/MWI,2013,13517752.7
country/MWI,2015,15638100.5
country/MDV,1986,2066330.8
country/MDV,1993,2388269.7
country/MDV,1996,3685726.6
country/MDV,1999,4410088.3
country/MDV,2002,4358360.2
country/MDV,2003,4896012.5
country/MDV,2007,15716568.5
country/MDV,2016,17410638.4
country/MDV,2020,78339085.4
country/MDV,1984,1999690.6
country/MDV,1985,1887853.7
country/MDV,1995,3579855.5
country/MDV,2000,4742748.9
country/MDV,2006,10046754.1
country/MDV,2008,19204729.5
country/MDV,2011,10962330.6
country/MDV,2015,14603746.9
country/MDV,2022,124000577.8
country/MDV,2024,113938657.8
country/MDV,1978,43378.7
country/MDV,1979,77350.4
country/MDV,1982,778043.4
country/MDV,1987,1614613.3
country/MDV,1989,1259768.5
country/MDV,1991,1399546.8
country/MDV,1994,2979781.9
country/MDV,1998,3881709.5
country/MDV,2001,4594366.3
country/MDV,2004,6539301.8
country/MDV,2005,7078038.9
country/MDV,2009,16365102.7
country/MDV,2010,10631459.9
country/MDV,2012,11477946.8
country/MDV,2014,11438201.5
country/MDV,2018,58032902.1
country/MDV,2019,83635321.6
country/MDV,2026,81370312.4
country/MDV,2028,44232332.3
country/MDV,1980,282822.5
country/MDV,1981,453515.1
country/MDV,1983,1631861.5
country/MDV,1988,1680377.5
country/MDV,1990,1304679.3
country/MDV,1992,1528485.7
country/MDV,1997,4070066.0
country/MDV,2013,9747504.9
country/MDV,2017,19052153.0
country/MDV,2021,88522872.5
country/MDV,2023,116709455.8
country/MDV,2025,111215497.5
country/MDV,2027,50518425.1
country/MLI,1971,454851.2
country/MLI,1980,3306593.6
country/MLI,1981,3416853.8
country/MLI,1986,12603635.5
country/MLI,1990,17448422.7
country/MLI,1992,15999377.0
country/MLI,2004,25306008.9
country/MLI,2007,19030871.6
country/MLI,2017,36669750.9
country/MLI,2025,65281757.5
country/MLI,2028,50973189.5
country/MLI,1970,411549.9
country/MLI,1972,528876.9
country/MLI,1973,624108.7
country/MLI,1985,12826172.1
country/MLI,1991,12765369.6
country/MLI,1994,24097303.2
country/MLI,1997,20349432.0
country/MLI,1999,21341368.8
country/MLI,2000,17515943.3
country/MLI,2005,27209726.8
country/MLI,2009,21772056.0
country/MLI,2010,21499455.0
country/MLI,2019,47372955.2
country/MLI,2021,59347267.5
country/MLI,2022,61883791.8
country/MLI,1974,836957.1
country/MLI,1978,2896298.5
country/MLI,1979,2961433.6
country/MLI,1982,5627803.8
country/MLI,1984,8264685.3
country/MLI,1987,14369776.3
country/MLI,1988,15983132.2
country/MLI,1989,14488819.8
country/MLI,1993,40576748.6
country/MLI,1995,22318491.8
country/MLI,1996,59094046.7
country/MLI,1998,18092180.4
country/MLI,2001,15371031.2
country/MLI,2006,23774091.2
country/MLI,2011,25320610.4
country/MLI,2012,24107798.6
country/MLI,2020,36741797.2
country/MLI,2023,66187220.3
country/MLI,2027,55948525.4
country/MLI,1975,813939.5
country/MLI,1976,797144.3
country/MLI,1977,2218223.0
country/MLI,1983,6599342.4
country/MLI,2002,21063523.8
country/MLI,2003,17251436.6
country/MLI,2008,24522253.4
country/MLI,2013,28262083.1
country/MLI,2014,27281726.3
country/MLI,2015,33921699.1
country/MLI,2016,36718058.2
country/MLI,2018,40530740.0
country/MLI,2024,67161663.6
country/MLI,2026,60762924.2
country/MRT,1970,370959.3
country/MRT,1973,2002377.0
country/MRT,1974,4255639.9
country/MRT,1980,12770357.8
country/MRT,1988,32481535.6
country/MRT,1996,29713995.0
country/MRT,1997,35206992.3
country/MRT,1999,28023521.0
country/MRT,2002,13452630.2
country/MRT,2009,23267678.6
country/MRT,2014,65748228.7
country/MRT,1975,5425847.8
country/MRT,1978,9593636.5
country/MRT,1981,18195998.7
country/MRT,1989,25354160.5
country/MRT,1992,19517057.3
country/MRT,1998,32508313.7
country/MRT,2011,42202246.4
country/MRT,2012,57729002.7
country/MRT,2019,88481865.0
country/MRT,2021,58030275.0
country/MRT,2023,87725223.2
country/MRT,2028,58013007.7
country/MRT,1971,765061.3
country/MRT,1972,1806256.1
country/MRT,1976,7822190.7
country/MRT,1977,8939907.0
country/MRT,1982,22470017.6
country/MRT,1984,23366809.8
country/MRT,1987,31584822.8
country/MRT,1990,35005343.4
country/MRT,1994,38225767.2
country/MRT,1995,32483392.2
country/MRT,2006,19757260.5
country/MRT,2007,22523603.9
country/MRT,2008,21468501.3
country/MRT,2010,35410024.7
country/MRT,2013,57404556.4
country/MRT,2017,80367105.3
country/MRT,2020,59209209.2
country/MRT,2024,84721391.2
country/MRT,2025,78187427.2
country/MRT,2026,71889655.5
country/MRT,1979,15378974.0
country/MRT,1983,22686041.1
country/MRT,1985,27141283.3
country/MRT,1986,31167809.0
country/MRT,1991,25276057.7
country/MRT,1993,42302638.9
