dcid,year,HivDeathsPeople
country/ZMB,2013,27000.0
country/ZMB,2014,26000.0
country/ZMB,2017,23000.0
country/ZMB,2018,25000.0
country/ZMB,2019,25000.0
country/ZMB,2021,20000.0
country/ZMB,2022,19000.0
country/ZWE,1991,44000.0
country/ZWE,1995,89000.0
country/ZWE,1996,100000.0
country/ZWE,2001,130000.0
country/ZWE,2005,120000.0
country/ZWE,2006,110000.0
country/ZWE,2009,73000.0
country/ZWE,2018,25000.0
country/THA,2015,21000.0
country/THA,2022,11000.0
country/TLS,1995,100.0
country/TLS,1997,100.0
country/TLS,1998,100.0
country/TLS,2002,100.0
country/TLS,2006,100.0
country/TLS,2008,100.0
country/TLS,2015,100.0
country/TLS,2017,100.0
country/TLS,2020,100.0
country/TGO,1990,1000.0
country/TGO,1998,5400.0
country/TGO,1999,6200.0
country/TGO,2009,7900.0
country/TGO,2012,5600.0
country/TGO,2013,5400.0
country/TGO,2016,4500.0
country/TTO,1991,100.0
country/TTO,1993,100.0
country/TTO,1994,500.0
country/TTO,1996,500.0
country/TTO,2004,1000.0
country/TTO,2009,500.0
country/TTO,2013,500.0
country/TTO,2014,500.0
country/TTO,2019,500.0
country/TTO,2021,500.0
country/TTO,2022,500.0
country/TUN,1992,100.0
country/TUN,2000,100.0
country/TUN,2004,100.0
country/TUN,2020,500.0
country/UGA,1990,47000.0
country/UGA,1999,83000.0
country/UGA,2007,63000.0
country/UGA,2010,48000.0
country/UGA,2014,30000.0
country/UGA,2017,23000.0
country/UGA,2018,21000.0
country/UGA,2020,18000.0
country/UGA,2022,17000.0
country/ARE,1990,100.0
country/ARE,2002,100.0
country/ARE,2003,100.0
country/ARE,2005,100.0
country/ARE,2006,100.0
country/ARE,2009,100.0
country/ARE,2013,100.0
country/TZA,1991,43000.0
country/TZA,2004,120000.0
country/TZA,2005,120000.0
country/TZA,2008,79000.0
country/TZA,2018,31000.0
country/URY,1995,500.0
country/URY,1996,500.0
country/URY,1999,500.0
country/URY,2003,500.0
country/URY,2004,500.0
country/URY,2018,500.0
country/URY,2020,500.0
country/VEN,1992,500.0
country/VEN,1993,1000.0
country/VEN,1999,1700.0
country/ZWE,2020,23000.0
country/ZWE,2021,21000.0
country/VEN,2002,1800.0
country/VEN,2005,2600.0
country/VEN,2010,2300.0
country/VEN,2015,2600.0
country/VEN,2017,3000.0
country/VNM,1992,500.0
country/VNM,2006,10000.0
country/VNM,2008,8100.0
country/VNM,2014,5200.0
country/VNM,2016,4600.0
country/VNM,2018,5300.0
country/VNM,2020,4700.0
country/VNM,2021,4300.0
country/VNM,2022,4100.0
country/YEM,1995,100.0
country/YEM,2005,500.0
country/YEM,2011,500.0
country/YEM,2016,500.0
country/YEM,2021,500.0
country/YEM,2022,500.0
country/ZMB,2008,39000.0
country/ZMB,2009,34000.0
country/ZMB,2012,28000.0
country/ZMB,2015,25000.0
country/ZMB,2020,23000.0
country/ZWE,1992,55000.0
country/ZWE,2004,120000.0
country/ZWE,2011,45000.0
country/ZWE,2012,38000.0
country/ZWE,2017,27000.0
country/ZWE,2019,24000.0
country/MEX,2015,5800.0
country/MNG,1996,100.0
country/MNG,2000,100.0
country/MNG,2001,100.0
country/MNG,2005,100.0
country/MNG,2012,100.0
country/MNG,2015,100.0
country/MNG,2020,100.0
country/MNG,2021,100.0
country/MNG,2022,100.0
country/MNE,1993,100.0
country/MNE,1995,100.0
country/MNE,1997,100.0
country/MNE,1998,100.0
country/MNE,1999,100.0
country/MNE,2001,100.0
country/MNE,2003,100.0
country/MNE,2006,100.0
country/MNE,2008,100.0
country/MNE,2009,100.0
country/MNE,2013,100.0
country/MNE,2014,100.0
country/MNE,2015,100.0
country/MNE,2016,100.0
country/MNE,2017,100.0
country/MNE,2020,100.0
country/MNE,2021,100.0
country/MAR,1991,500.0
country/MAR,1998,1000.0
country/MAR,2007,1000.0
country/MAR,2009,1000.0
country/MAR,2010,1000.0
country/MAR,2013,1000.0
country/MAR,2016,1000.0
country/MAR,2020,500.0
country/MOZ,1990,5300.0
country/MOZ,1991,7100.0
country/MOZ,1994,16000.0
country/MOZ,2001,59000.0
country/MOZ,2005,84000.0
country/MOZ,2011,75000.0
country/MOZ,2017,48000.0
country/MOZ,2019,49000.0
country/MOZ,2022,48000.0
country/MMR,1991,500.0
country/MMR,1994,1600.0
country/MMR,1996,3000.0
country/MMR,2011,12000.0
country/MMR,2017,7700.0
country/NAM,1990,1000.0
country/NAM,1996,4600.0
country/NAM,2004,12000.0
country/NAM,2009,4400.0
country/NAM,2015,3400.0
country/NAM,2019,3600.0
country/NAM,2021,3000.0
country/NPL,1992,100.0
country/NPL,1994,100.0
country/NPL,1996,100.0
country/NPL,2001,1000.0
country/NPL,2005,1800.0
country/NPL,2007,2000.0
country/NPL,2013,1500.0
country/NPL,2015,1200.0
country/NPL,2021,500.0
country/NLD,1999,100.0
country/NLD,2000,100.0
country/NLD,2001,100.0
country/NLD,2002,100.0
country/NLD,2004,100.0
country/NLD,2006,100.0
country/NLD,2011,100.0
country/NLD,2014,100.0
country/NLD,2017,100.0
country/NLD,2021,100.0
country/NZL,1994,100.0
country/NZL,1996,100.0
country/NZL,1999,100.0
country/NZL,2006,100.0
country/NZL,2011,100.0
country/NZL,2015,100.0
country/NZL,2017,100.0
country/NZL,2021,100.0
country/NIC,1991,100.0
country/NIC,1993,100.0
country/NIC,1996,100.0
country/NIC,2002,500.0
country/NIC,2012,500.0
country/NIC,2017,500.0
country/NIC,2018,500.0
country/NIC,2021,500.0
country/NER,1994,1500.0
country/NER,2000,3800.0
country/NER,2002,4400.0
country/NER,2005,4500.0
country/NER,2007,4000.0
country/NER,2009,3200.0
country/NER,2010,2500.0
country/MKD,1990,100.0
country/MKD,1995,100.0
country/MKD,1996,100.0
country/MKD,2003,100.0
country/MKD,2004,100.0
country/MKD,2015,100.0
country/MKD,2018,100.0
country/MKD,2020,100.0
country/OMN,1995,100.0
country/OMN,1997,100.0
country/OMN,1998,100.0
country/OMN,2001,100.0
country/OMN,2010,100.0
country/OMN,2015,100.0
country/OMN,2019,100.0
country/PAK,1992,100.0
country/PAK,1996,100.0
country/PAK,2000,100.0
country/PAK,2004,100.0
country/PAK,2011,2700.0
country/PAK,2014,5100.0
country/PAK,2015,5900.0
country/PAK,2018,8000.0
country/PAK,2020,9600.0
country/PAN,1992,500.0
country/PAN,1996,500.0
country/PAN,2011,1000.0
country/PAN,2013,1000.0
country/PAN,2014,1000.0
country/PAN,2017,500.0
country/PNG,1991,100.0
country/PNG,1993,100.0
country/PNG,1994,100.0
country/PNG,2002,1000.0
country/PNG,2005,1400.0
country/PNG,2006,1400.0
country/PNG,2008,1100.0
country/PNG,2012,1200.0
country/PNG,2016,1000.0
country/PNG,2020,1000.0
country/PRY,1991,100.0
country/PRY,1993,100.0
country/PRY,1997,100.0
country/PRY,1998,100.0
country/PRY,1999,500.0
country/PRY,2003,500.0
country/PRY,2006,500.0
country/PRY,2011,500.0
country/PRY,2016,500.0
country/PRY,2017,500.0
country/PER,1991,2800.0
country/PER,1992,3400.0
country/PER,1994,4500.0
country/PER,1998,6200.0
country/PER,2002,6600.0
country/PER,2003,6300.0
country/PER,2005,6000.0
country/PER,2013,1900.0
country/PER,2021,1000.0
country/PHL,1992,100.0
country/PHL,1995,100.0
country/PHL,2001,100.0
country/PHL,2004,100.0
country/PHL,2009,500.0
country/PHL,2019,1000.0
country/PHL,2021,1200.0
country/POL,1992,100.0
country/POL,1995,100.0
country/POL,1997,100.0
country/POL,2005,500.0
country/POL,2007,500.0
country/POL,2009,500.0
country/POL,2015,500.0
country/POL,2016,500.0
country/POL,2018,500.0
country/POL,2019,500.0
country/POL,2020,500.0
country/POL,2021,500.0
country/PRT,1991,500.0
country/PRT,1993,1000.0
country/PRT,1995,1100.0
country/PRT,1997,1300.0
country/PRT,2002,1000.0
country/PRT,2006,1000.0
country/PRT,2008,1000.0
country/PRT,2010,1000.0
country/PRT,2013,500.0
country/QAT,1991,100.0
country/QAT,1993,100.0
country/QAT,1995,100.0
country/QAT,1997,100.0
country/QAT,2001,100.0
country/QAT,2006,100.0
country/QAT,2008,100.0
country/QAT,2009,100.0
country/QAT,2018,100.0
country/QAT,2019,100.0
country/QAT,2022,100.0
country/MDA,1992,100.0
country/MDA,1993,100.0
country/MDA,1996,100.0
country/MDA,2001,500.0
country/MDA,2011,1000.0
country/MDA,2012,1000.0
country/ROU,1990,100.0
country/ROU,1995,1000.0
country/ROU,1999,500.0
country/ROU,2001,500.0
country/ROU,2004,500.0
country/ROU,2009,500.0
country/ROU,2013,500.0
country/ROU,2020,500.0
country/RWA,1995,7800.0
country/RWA,1997,13000.0
country/RWA,2005,15000.0
country/RWA,2006,12000.0
country/RWA,2009,7800.0
country/RWA,2012,5500.0
country/RWA,2013,4900.0
country/RWA,2015,4200.0
country/KNA,1991,100.0
country/KNA,1996,100.0
country/KNA,1998,100.0
country/KNA,2000,100.0
country/KNA,2002,100.0
country/KNA,2015,100.0
country/KNA,2019,100.0
country/STP,1991,100.0
country/STP,1992,100.0
country/STP,1994,500.0
country/STP,1995,500.0
country/STP,2000,500.0
country/STP,2004,500.0
country/STP,2006,500.0
country/STP,2007,500.0
country/STP,2012,500.0
country/STP,2013,500.0
country/STP,2016,100.0
country/STP,2022,100.0
country/SAU,2001,500.0
country/SAU,2002,500.0
country/SAU,2004,500.0
country/SAU,2005,500.0
country/SAU,2015,500.0
country/SAU,2018,500.0
country/SEN,1991,500.0
country/SEN,1992,500.0
country/SEN,1993,1000.0
country/SEN,1994,1000.0
country/SEN,2000,2300.0
country/SEN,2002,2900.0
country/SEN,2003,3200.0
country/SEN,2008,2100.0
country/SEN,2010,2000.0
country/SEN,2012,2200.0
country/SRB,1999,100.0
country/SRB,2003,100.0
country/SRB,2005,100.0
country/SRB,2006,100.0
country/SLE,1990,1000.0
country/SLE,1991,1000.0
country/SLE,1994,1700.0
country/SLE,1996,2200.0
country/SLE,1998,2700.0
country/SLE,2003,4300.0
country/SLE,2009,4300.0
country/SLE,2014,3900.0
country/SLE,2017,3300.0
country/SLE,2021,2500.0
country/SVK,1994,100.0
country/SVK,1995,100.0
country/SVK,1996,100.0
country/SVK,2002,100.0
country/SVK,2004,100.0
country/SVK,2013,100.0
country/SVK,2015,100.0
country/SVK,2020,100.0
country/SVK,2021,100.0
country/ZAF,1990,8100.0
country/ZAF,1992,21000.0
country/ZAF,1995,62000.0
country/ZAF,1999,150000.0
country/ZAF,2009,170000.0
country/ZAF,2010,150000.0
country/ZAF,2011,120000.0
country/ZAF,2014,77000.0
country/ZAF,2016,69000.0
country/ZAF,2017,62000.0
country/ZAF,2022,45000.0
country/SSD,1998,5300.0
country/SSD,2000,6900.0
country/SSD,2003,9100.0
country/SSD,2007,12000.0
country/SSD,2017,11000.0
country/SSD,2018,9700.0
country/SSD,2019,8900.0
country/SSD,2020,8500.0
country/ESP,1992,4200.0
country/ESP,1997,3500.0
country/ESP,2001,2600.0
country/ESP,2005,2100.0
country/ESP,2007,1800.0
country/ESP,2015,1000.0
country/ESP,2019,1000.0
country/ESP,2020,1000.0
country/LKA,1991,100.0
country/LKA,1996,100.0
country/LKA,1999,100.0
country/LKA,2006,500.0
country/LKA,2022,100.0
country/SDN,1994,1000.0
country/SDN,1998,1100.0
country/SDN,1999,1200.0
country/SDN,2008,1900.0
country/SDN,2010,1700.0
country/SDN,2013,1900.0
country/SDN,2014,1900.0
country/SDN,2019,1700.0
country/SDN,2021,1800.0
country/SUR,1991,100.0
country/SUR,1996,500.0
country/SUR,1999,500.0
country/SUR,2004,500.0
country/SUR,2012,500.0
country/SUR,2013,500.0
country/SUR,2017,500.0
country/SUR,2022,500.0
country/SYR,1993,100.0
country/SYR,1995,100.0
country/SYR,2000,100.0
country/SYR,2004,100.0
country/SYR,2013,100.0
country/SYR,2014,100.0
country/TJK,1991,100.0
country/TJK,1995,100.0
country/TJK,2008,100.0
country/TJK,2009,100.0
country/TJK,2015,100.0
country/THA,1994,21000.0
country/THA,1999,51000.0
country/THA,2002,61000.0
country/THA,2008,36000.0
country/THA,2012,26000.0
country/THA,2013,25000.0
country/THA,2014,23000.0
country/THA,2021,12000.0
country/TLS,1990,100.0
country/TLS,1996,100.0
country/TLS,2000,100.0
country/TLS,2010,100.0
country/TLS,2011,100.0
country/TLS,2012,100.0
country/TLS,2014,100.0
country/TLS,2019,100.0
country/TGO,1994,2300.0
country/TGO,1995,3000.0
country/TGO,1996,3700.0
country/TGO,2005,8800.0
country/TGO,2006,8500.0
country/TGO,2007,8800.0
country/TGO,2008,8600.0
country/TGO,2011,5900.0
country/TGO,2015,5000.0
country/TGO,2018,3600.0
country/TGO,2020,2800.0
country/TTO,1990,100.0
country/TTO,1992,100.0
country/TTO,1997,500.0
country/TTO,1998,500.0
country/TTO,2000,1000.0
country/TTO,2001,1000.0
country/TTO,2006,500.0
country/TTO,2008,500.0
country/TTO,2012,500.0
country/TUN,1997,100.0
country/TUN,1998,100.0
country/TUN,2008,500.0
country/TUN,2009,500.0
country/TUN,2010,500.0
country/TUN,2012,500.0
country/TUN,2018,500.0
country/UGA,1992,59000.0
country/UGA,1995,74000.0
country/UGA,1996,77000.0
country/UGA,2001,83000.0
country/UGA,2002,82000.0
country/UGA,2005,66000.0
country/UGA,2008,58000.0
country/UGA,2013,34000.0
country/UGA,2016,24000.0
country/UGA,2019,19000.0
country/UGA,2021,17000.0
country/ARE,1994,100.0
country/ARE,2004,100.0
country/ARE,2008,100.0
country/ARE,2011,100.0
country/ARE,2017,100.0
country/ARE,2018,100.0
country/ARE,2022,100.0
country/TZA,1992,52000.0
country/TZA,1999,110000.0
country/TZA,2006,110000.0
country/TZA,2013,47000.0
country/TZA,2017,34000.0
country/TZA,2020,29000.0
country/TZA,2022,22000.0
country/URY,1991,100.0
country/URY,1993,100.0
country/URY,1997,500.0
country/URY,2001,500.0
country/URY,2005,500.0
country/URY,2011,500.0
country/URY,2014,500.0
country/URY,2017,500.0
country/VEN,1990,500.0
country/VEN,1991,500.0
country/VEN,1996,1000.0
country/VEN,2003,2000.0
country/VEN,2008,2300.0
country/VEN,2012,2400.0
country/VEN,2014,3000.0
country/VEN,2018,4400.0
country/VNM,1990,100.0
country/VNM,1991,100.0
country/VNM,1998,3100.0
country/VNM,2000,5200.0
country/VNM,2001,6300.0
country/VNM,2009,6700.0
country/VNM,2015,4800.0
country/VNM,2017,5100.0
country/VNM,2019,5000.0
country/YEM,1991,100.0
country/YEM,1993,100.0
country/YEM,1994,100.0
country/YEM,2000,500.0
country/YEM,2001,500.0
country/YEM,2009,500.0
country/YEM,2013,500.0
country/YEM,2014,500.0
country/YEM,2017,500.0
country/YEM,2018,500.0
country/ZMB,1992,26000.0
country/ZMB,1997,49000.0
country/ZMB,2000,61000.0
country/ZMB,2010,31000.0
country/ZMB,2016,23000.0
country/ZWE,1990,34000.0
country/ZWE,1993,67000.0
country/ZWE,1994,78000.0
country/ZWE,2002,130000.0
country/ZWE,2007,97000.0
country/ZWE,2014,31000.0
country/ZWE,2022,20000.0
Earth,1990,390000.0
Earth,1992,630000.0
Earth,1997,1300000.0
Earth,2001,1800000.0
Earth,2004,2000000.0
Earth,2007,1700000.0
Earth,2008,1500000.0
Earth,2016,850000.0
Earth,1999,1600000.0
Earth,2000,1700000.0
Earth,2005,2000000.0
Earth,2009,1400000.0
Earth,2013,1000000.0
Earth,2014,950000.0
Earth,2017,800000.0
Earth,2019,720000.0
Earth,1991,500000.0
Earth,1994,910000.0
Earth,1995,1100000.0
Earth,1996,1200000.0
Earth,2003,2000000.0
Earth,2010,1300000.0
Earth,2011,1200000.0
Earth,2015,900000.0
Earth,2022,630000.0
Earth,1993,760000.0
Earth,1998,1500000.0
Earth,2002,1900000.0
Earth,2006,1900000.0
Earth,2012,1100000.0
Earth,2018,760000.0
Earth,2020,690000.0
Earth,2021,660000.0
