dcid,year,healthExpenditureFinancingSchemeOopCurrentUSD
country/SLE,2004,106444957806.82845
country/SLE,2005,121617805102.37534
country/SLE,2006,134513091085.77646
country/SLE,2007,157975664368.31335
country/SLE,2008,186879675363.56516
country/SLE,2009,190378805939.4651
country/SLE,2010,180616045679.79984
country/SLE,2011,273378883841.2098
country/SLE,2012,294659377223.16846
country/SLE,2013,358014214620.7229
country/SLE,2014,345964206973.65356
country/SLE,2015,318220184954.9126
country/SLE,2016,265233194862.00433
country/SLE,2017,190524845753.9746
country/SLE,2018,206539433359.88364
country/SLE,2019,199011530609.5731
country/SLE,2020,198319011105.31137
country/ZAF,2000,1610075987.0457897
country/ZAF,2001,1362770015.932798
country/ZAF,2002,1168698059.5934975
country/ZAF,2003,1709891154.3949623
country/ZAF,2004,2102521531.7230659
country/ZAF,2005,2242489135.7300057
country/ZAF,2006,2211275524.16649
country/ZAF,2007,2231601766.4932904
country/ZAF,2008,1998320437.8411279
country/ZAF,2009,2045629755.9100554
country/ZAF,2010,2600601388.8154016
country/ZAF,2011,2821404115.315776
country/ZAF,2012,2684976006.2027035
country/ZAF,2013,2470857128.0349536
country/ZAF,2014,1698216246.6182976
country/ZAF,2015,1600606854.6627522
country/ZAF,2016,1512504448.4957063
country/ZAF,2017,1773948069.544904
country/ZAF,2018,1902487830.8015711
country/ZAF,2019,1828629548.611777
country/ZAF,2020,1542551520.1385965
country/SSD,2017,55244625.65098221
country/SSD,2018,63644322.139512025
country/SSD,2019,56126459.30651522
country/SSD,2020,81798786.69146483
country/TGO,2000,43192215.50878918
country/TGO,2001,43596481.38413097
country/TGO,2002,49912812.207539745
country/TGO,2003,61207460.48878617
country/TGO,2004,66292963.259419456
country/TGO,2005,69905770.3224959
country/TGO,2006,72741750.38336812
country/TGO,2007,92643940.58767052
country/TGO,2008,113638718.4914598
country/TGO,2009,121250329.4819315
country/TGO,2010,128060482.40421854
country/TGO,2011,147913325.33341533
country/TGO,2012,148944014.4782064
country/TGO,2013,166804480.23399898
country/TGO,2014,179693594.51256275
country/TGO,2015,160797543.6284352
country/TGO,2016,251617325.60388002
country/TGO,2017,255277347.9843479
country/TGO,2018,280032889.2614589
country/TGO,2019,273746773.5057313
country/TGO,2020,277749679.3719557
country/UGA,2000,169640920.9340531
country/UGA,2001,171752009.32413545
country/UGA,2002,176928550.86222613
country/UGA,2003,170359357.71735147
country/UGA,2004,193911100.4643697
country/UGA,2005,351546144.7503757
country/UGA,2006,491875311.3393607
country/UGA,2007,583264020.7861798
country/UGA,2008,644981989.7646699
country/UGA,2009,597915356.0890054
country/UGA,2010,628395344.6491356
country/UGA,2011,607855860.3611869
country/UGA,2012,708946009.742076
country/UGA,2013,794892841.5758337
country/UGA,2014,744570409.4453975
country/UGA,2015,594017471.9266472
country/UGA,2016,615771827.4556109
country/UGA,2017,481110060.4089168
country/UGA,2018,487994978.20004606
country/UGA,2019,548923621.6594131
country/UGA,2020,563697767.1505859
country/TZA,2000,162518731.21831468
country/TZA,2001,218484370.23317045
country/TZA,2002,261625935.87069425
country/TZA,2003,302656247.62611943
country/TZA,2004,333956413.45019674
country/TZA,2005,366094564.4975393
country/TZA,2006,369680493.6568767
country/TZA,2007,427554889.29554707
country/TZA,2008,503079171.1270404
country/TZA,2009,508483577.453283
country/TZA,2010,530855351.5450067
country/TZA,2011,485717431.11529756
country/TZA,2012,491232967.055808
country/TZA,2013,511323955.6429014
country/TZA,2014,521201929.66849756
country/TZA,2015,446630282.46907914
country/TZA,2016,431916341.504787
country/TZA,2017,464391580.2850527
country/TZA,2018,494220560.6076359
country/TZA,2019,519071279.6413208
country/TZA,2020,560308758.057142
country/ZMB,2000,68477554.19014071
country/ZMB,2001,71777669.77251044
country/ZMB,2002,69418984.92586838
country/ZMB,2003,83523197.05680877
country/ZMB,2004,109709284.6338115
country/ZMB,2005,179838385.82306832
country/ZMB,2006,244136524.10920843
country/ZMB,2007,202962803.2153268
country/ZMB,2008,252028998.20560747
country/ZMB,2009,176060342.56689793
country/ZMB,2010,184421889.06513813
country/ZMB,2011,175125003.09770304
country/ZMB,2012,174679809.81253034
country/ZMB,2013,150037663.41660783
country/ZMB,2014,143538553.28368306
country/ZMB,2015,115335730.44989379
country/ZMB,2016,113745016.73538686
country/ZMB,2017,134205813.71053325
country/ZMB,2018,136928673.6392036
country/ZMB,2019,126688185.49883628
country/ZMB,2020,89658061.94878738
country/ZWE,2020,1610214.0869636736
country/ATG,2000,8659333.333333332
country/ATG,2001,9901111.111111112
country/ATG,2002,9793555.555555554
country/ATG,2003,11096666.666666668
country/ATG,2004,11439629.629629629
country/ATG,2005,13823259.259259257
country/ATG,2006,16252962.962962963
country/ATG,2007,18982222.222222216
country/ATG,2008,18361703.7037037
country/ATG,2009,12968074.074074073
country/ATG,2010,15249555.555555554
country/ATG,2011,15959777.77777778
country/ATG,2012,17684000.0
country/ATG,2013,17420000.0
country/ATG,2014,18598962.96296296
country/ATG,2015,16605935.588888885
country/ATG,2016,20250200.0
country/ATG,2017,19015518.162962966
country/ATG,2018,18423359.118518513
country/ATG,2019,17916236.188888885
country/ATG,2020,17824707.38148148
country/ARG,2000,7605802901.450725
country/ARG,2001,7416708354.177088
country/ARG,2002,2529987148.753448
country/ARG,2003,2822146344.68671
country/ARG,2004,3314404024.8429995
country/ARG,2005,5049149219.56188
country/ARG,2006,5804214839.3539715
country/ARG,2007,7102305893.815039
country/ARG,2008,9054234387.377365
country/ARG,2009,8329099922.101583
country/ARG,2010,10788021111.080908
country/ARG,2011,13428017379.15149
country/ARG,2012,14906052606.12713
country/ARG,2013,16087314540.801388
country/ARG,2014,14830193944.650257
country/ARG,2015,17107411387.262978
country/ARG,2016,14840041772.822636
country/ARG,2017,17367681919.31884
country/ARG,2018,13874799248.837038
country/ARG,2019,11498530819.614557
country/ARG,2020,9417495117.009459
country/BHS,2000,83663527.94000001
country/BHS,2001,92157369.19999999
country/BHS,2002,97537104.14999999
country/BHS,2003,102127831.59
country/BHS,2004,108453390.65
country/BHS,2005,120422244.03000003
country/BHS,2006,128637273.15
country/BHS,2007,137156738.91
country/BHS,2008,142329606.92000002
country/BHS,2009,138872948.52999997
country/BHS,2010,146451030.83999997
country/BHS,2011,149924013.2
country/BHS,2012,163912909.42000002
country/BHS,2013,165050899.98
country/BHS,2014,175346871.31000003
country/BHS,2015,186037041.1
country/BHS,2016,187990787.28
country/BHS,2017,201299913.17
country/BHS,2018,211085890.22
country/BHS,2019,204825103.87000003
country/BHS,2020,163527009.3
country/BRB,2000,64231505.46999999
country/BRB,2001,64231505.46999999
country/BRB,2002,66498499.77999999
country/BRB,2003,77077806.56500001
country/BRB,2004,84634454.27000003
country/BRB,2005,90679772.42999999
country/BRB,2006,98236420.13000001
country/BRB,2007,104281738.29500002
country/BRB,2008,109880532.12000002
country/BRB,2009,115921264.40999998
country/BRB,2010,116853176.42499998
country/BRB,2011,135566259.785
country/BRB,2012,138435000.0
country/BRB,2013,143684837.32
country/BRB,2014,143937375.655
country/BRB,2015,140559777.065
country/BRB,2016,142221976.305
country/BRB,2017,149303591.34500003
country/BRB,2018,155284738.76500002
country/BRB,2019,153337730.605
country/BRB,2020,136683335.44
country/BLZ,2000,12244228.355
country/BLZ,2001,13535972.090000002
country/BLZ,2002,14551555.605
country/BLZ,2003,15198418.780000003
country/BLZ,2004,15746211.819999995
country/BLZ,2005,15820623.35
country/BLZ,2006,15978699.830000002
country/BLZ,2007,16837918.475
country/BLZ,2008,17575627.18
country/BLZ,2009,18513462.69
country/BLZ,2010,19246543.5
country/BLZ,2011,20488602.380000003
country/BLZ,2012,21079446.945000004
country/BLZ,2013,22240722.099999998
country/BLZ,2014,23029149.27
country/BLZ,2015,23786372.930000003
country/BLZ,2016,25771266.690000005
country/BLZ,2017,25255401.409999996
country/BLZ,2018,25402870.650000002
country/BLZ,2019,28263126.564999994
country/BLZ,2020,24067955.389999997
country/BOL,2000,123684732.01576762
country/BOL,2001,129848174.74212624
country/BOL,2002,131303164.30543937
country/BOL,2003,134535251.13045365
country/BOL,2004,139064526.27599874
country/BOL,2005,155050973.09002998
country/BOL,2006,172218945.60689992
country/BOL,2007,189566072.93142304
country/BOL,2008,233272797.150686
country/BOL,2009,270066751.6481482
country/BOL,2010,340175532.50308764
country/BOL,2011,402948787.2364886
country/BOL,2012,488920980.0
country/BOL,2013,581267994.5137483
country/BOL,2014,601245265.3487699
country/BOL,2015,590726004.2243125
country/BOL,2016,649895949.2040521
country/BOL,2017,610491749.9479017
country/BOL,2018,588212070.7250363
country/BOL,2019,675805992.513748
country/BOL,2020,612144523.7467439
country/BRA,2000,19989908052.823093
country/BRA,2001,18100709073.36551
country/BRA,2002,16141143999.362724
country/BRA,2003,16216429740.741898
country/BRA,2004,19231654074.427902
country/BRA,2005,25704136277.46615
country/BRA,2006,31406382735.323994
country/BRA,2007,37922200756.41123
country/BRA,2008,41959065274.91495
country/BRA,2009,43676057861.24395
country/BRA,2010,51569817269.156425
country/BRA,2011,59698280344.70989
country/BRA,2012,56609378375.25421
country/BRA,2013,55578406825.06025
country/BRA,2014,58113383598.03074
country/BRA,2015,39671243037.492615
country/BRA,2016,40207835989.46974
country/BRA,2017,47820289023.75173
country/BRA,2018,45041272280.3123
country/BRA,2019,44810378660.304344
country/BRA,2020,33451999967.53391
country/CAN,2000,10198558724.07383
country/CAN,2001,10150310870.079536
country/CAN,2002,10710086642.592943
country/CAN,2003,12308128576.016802
country/CAN,2004,14227270729.11532
country/CAN,2005,16294952452.94554
country/CAN,2006,19562221426.646313
country/CAN,2007,21636252421.568
country/CAN,2008,23101333704.25185
country/CAN,2009,22355868323.694958
country/CAN,2010,26793402702.65166
country/CAN,2011,28100451158.946003
country/CAN,2012,28566305670.729534
country/CAN,2013,27852612400.47182
country/CAN,2014,27013987222.404015
country/CAN,2015,24408939026.3317
country/CAN,2016,26056866007.622944
country/CAN,2017,27527434182.094894
country/CAN,2018,28450742569.506634
country/CAN,2019,28680019487.825676
country/CAN,2020,26466448023.275623
country/CAN,2021,29263849551.37274
country/CHL,2000,2344831931.7997546
country/CHL,2001,2163068329.470317
country/CHL,2002,2152714569.7959647
country/CHL,2003,2372189659.349361
country/CHL,2004,2864927710.596292
country/CHL,2005,3440905375.8926697
country/CHL,2006,3806747442.364811
country/CHL,2007,4201197211.292
country/CHL,2008,4532261427.348581
country/CHL,2009,4298670705.778183
country/CHL,2010,5103169529.919203
country/CHL,2011,5893153871.202841
country/CHL,2012,6265417875.121586
country/CHL,2013,6971576994.917543
country/CHL,2014,6970692442.93324
country/CHL,2015,6988762698.154201
country/CHL,2016,7413798470.523914
country/CHL,2017,8367240766.277902
country/CHL,2018,9060768467.505264
country/CHL,2019,8552368652.407928
country/CHL,2020,7247092179.662648
country/CHL,2021,8321723980.692928
country/COL,2000,720967375.0010988
country/COL,2001,736732428.170583
country/COL,2002,612425335.629923
country/COL,2003,456905154.04923004
country/COL,2004,912298694.817635
country/COL,2005,1449434363.5539827
country/COL,2006,1838245110.1707017
country/COL,2007,2576687729.231387
country/COL,2008,3459876980.6184044
country/COL,2009,3061858594.316679
country/COL,2010,3444780206.398376
country/COL,2011,3478709968.3444347
country/COL,2012,4465854890.947943
country/COL,2013,4599109676.038515
country/COL,2014,4458953904.967505
country/COL,2015,3400638317.976811
country/COL,2016,3324172538.7180448
country/COL,2017,3679002211.04971
country/COL,2018,3855919327.2488694
country/COL,2019,3703634526.123181
country/COL,2020,3304243048.910286
country/CRI,2000,311218848.84828424
country/CRI,2001,327182102.7480093
country/CRI,2002,349511441.6486727
country/CRI,2003,370317077.44855595
country/CRI,2004,395579527.6466371
country/CRI,2005,437802027.27972144
country/CRI,2006,489534516.8233917
country/CRI,2007,581451608.871328
country/CRI,2008,678882694.6983865
country/CRI,2009,638055809.3059566
country/CRI,2010,767559210.8017741
country/CRI,2011,895495366.1588116
country/CRI,2012,901126951.3402419
country/CRI,2013,909076480.6419038
country/CRI,2014,973215385.4798185
country/CRI,2015,968388218.085402
country/CRI,2016,956054678.5689611
country/CRI,2017,906222359.2574233
country/CRI,2018,1019466883.4088694
country/CRI,2019,1038485244.1004847
country/CRI,2020,990550270.5366017
country/DMA,2000,5860493.466666666
country/DMA,2001,6505066.477777778
country/DMA,2002,6468532.829629631
country/DMA,2003,6668772.6481481455
country/DMA,2004,7083618.603703705
country/DMA,2005,7253490.722222221
country/DMA,2006,7451963.133333335
country/DMA,2007,8675223.485185185
country/DMA,2008,10260460.125925925
country/DMA,2009,10298751.20740741
country/DMA,2010,9879045.540740741
country/DMA,2011,9833056.296296297
country/DMA,2012,9988610.837037038
country/DMA,2013,9419868.81111111
country/DMA,2014,9786517.82222222
country/DMA,2015,9500943.396296294
country/DMA,2016,9514308.725925922
country/DMA,2017,8134884.162962966
country/DMA,2018,10607885.12222222
country/DMA,2019,10702260.448148148
country/DMA,2020,8998825.488888888
country/DOM,2000,656739350.1427282
country/DOM,2001,681207010.4077832
country/DOM,2002,723297243.2237242
country/DOM,2003,579128369.8436158
country/DOM,2004,595840769.2181786
country/DOM,2005,839247692.9866039
country/DOM,2006,828227131.1984369
country/DOM,2007,830281787.6149802
country/DOM,2008,912689773.4179232
country/DOM,2009,895075663.5829432
country/DOM,2010,966495345.2134466
country/DOM,2011,1031414134.5817581
country/DOM,2012,1023251260.4852493
country/DOM,2013,992496013.7502106
country/DOM,2014,1000861150.6642188
country/DOM,2015,1007922458.9120224
country/DOM,2016,1021330165.9466214
country/DOM,2017,1017001093.8183992
country/DOM,2018,1020907103.3038487
country/DOM,2019,1053562771.0641569
country/DOM,2020,960066053.420698
country/ECU,2000,388000000.0
country/ECU,2001,560000000.0
country/ECU,2002,800000000.0
country/ECU,2003,1095000000.0
country/ECU,2004,1240000000.0
country/ECU,2005,1459000000.0
country/ECU,2006,1627000000.0
country/ECU,2007,1508596000.0
country/ECU,2008,1819860000.0
country/ECU,2009,1853399000.0
country/ECU,2010,2014447999.9999998
country/ECU,2011,2385193000.0
country/ECU,2012,2567122000.0000005
country/ECU,2013,2460601000.0
country/ECU,2014,2268371000.0
country/ECU,2015,2697523000.0
country/ECU,2016,2411560000.0
country/ECU,2017,2512546000.0
country/ECU,2018,2577229000.0000005
country/ECU,2019,2609890000.0000005
country/ECU,2020,2847453807.3900003
country/SLV,2000,47886670.17704169
country/SLV,2001,437212769.1899999
country/SLV,2002,447918414.39
country/SLV,2003,470325875.83000004
country/SLV,2004,498439806.21999997
country/SLV,2005,595364377.85
country/SLV,2006,539006976.8199999
country/SLV,2007,600580872.35
country/SLV,2008,641933736.42
country/SLV,2009,597857814.46
country/SLV,2010,621060074.4700001
country/SLV,2011,686812206.97
country/SLV,2012,718593286.98
country/SLV,2013,744445787.51
country/SLV,2014,710553840.45
country/SLV,2015,722994217.1699998
country/SLV,2016,728114839.53
country/SLV,2017,784378299.86
country/SLV,2018,811970299.09
country/SLV,2019,823627491.4
country/SLV,2020,798170333.1899999
country/GRD,2000,16525296.296296295
country/GRD,2001,16424444.444444444
country/GRD,2002,17015148.148148146
country/GRD,2003,16777777.777777776
country/GRD,2004,15185185.185185185
country/GRD,2005,17384259.259259257
country/GRD,2006,18864899.999999996
country/GRD,2007,22001870.37037037
country/GRD,2008,24556713.825925928
country/GRD,2009,22872525.396296293
country/GRD,2010,23638313.299999993
country/GRD,2011,24527090.866666667
country/GRD,2012,25508611.418518517
country/GRD,2013,26133970.285185188
country/GRD,2014,22577913.051851846
country/GRD,2015,25008183.79259259
country/GRD,2016,26266471.907407414
country/GRD,2017,28887156.66296296
country/GRD,2018,29364481.54444444
country/GRD,2019,32565684.459259253
country/GRD,2020,33893216.34444443
country/GTM,2000,577007363.0891888
country/GTM,2001,746030785.6769516
country/GTM,2002,818664560.4677787
country/GTM,2003,875183604.5623176
country/GTM,2004,939304784.0332142
country/GTM,2005,1082756567.2698894
country/GTM,2006,1225587168.4650393
country/GTM,2007,1336757804.2140684
country/GTM,2008,1445519617.137679
country/GTM,2009,1370584046.838293
country/GTM,2010,1498523148.1341257
country/GTM,2011,1665665857.9588215
country/GTM,2012,1767523575.6885674
country/GTM,2013,1670752331.8851745
country/GTM,2014,1892586835.0239487
country/GTM,2015,2081195458.8059936
country/GTM,2016,2247748327.609511
country/GTM,2017,2379958411.6144133
country/GTM,2018,2574802358.617523
country/GTM,2019,2667857778.194504
country/GTM,2020,2825850741.6161046
country/GUY,2000,19202137.057940032
country/GUY,2001,19415532.854096167
country/GUY,2002,20018962.52002203
country/GUY,2003,20016116.067018006
country/GUY,2004,21153028.63219999
country/GUY,2005,22808334.44417762
country/GUY,2006,26341263.21012717
country/GUY,2007,31408585.198981896
country/GUY,2008,36973954.78472751
country/GUY,2009,37112333.20858054
country/GUY,2010,42358860.59154625
country/GUY,2011,48345813.94743099
country/GUY,2012,58603829.71388504
country/GUY,2013,60151887.034798846
country/GUY,2014,58583516.61040036
country/GUY,2015,58044245.77486684
country/GUY,2016,53923852.302372865
country/GUY,2017,59145900.95786926
country/GUY,2018,79209095.83564135
country/GUY,2019,88850250.51673858
country/GUY,2020,70753923.72019185
country/HTI,2000,111852878.19624619
country/HTI,2001,104711256.05067745
country/HTI,2002,92750604.1210716
country/HTI,2003,78339720.35072313
country/HTI,2004,99577510.44925049
country/HTI,2005,105318979.29592039
country/HTI,2006,115569696.3222686
country/HTI,2007,141383025.52985606
country/HTI,2008,148717006.13866308
country/HTI,2009,157544089.32468385
country/HTI,2010,182000185.69001994
country/HTI,2011,199470769.31051433
country/HTI,2012,215031586.73666692
country/HTI,2013,219998483.42999986
country/HTI,2014,209473311.75992146
country/HTI,2015,244852714.564876
country/HTI,2016,226215490.96160108
country/HTI,2017,264266058.85170463
country/HTI,2018,265362191.5137932
country/HTI,2019,213858493.69310465
country/HTI,2020,234295128.09516943
country/HND,2000,206985891.76668772
country/HND,2001,238291768.49903
country/HND,2002,254443338.65498084
country/HND,2003,274029810.32022727
country/HND,2004,304337380.16362137
country/HND,2005,359084394.2667771
country/HND,2006,428050321.3998265
country/HND,2007,497695169.6471572
country/HND,2008,614073656.4289916
country/HND,2009,589332684.1350403
country/HND,2010,639366819.9691983
country/HND,2011,713067557.334462
country/HND,2012,799723128.8767055
country/HND,2013,772500274.8261111
country/HND,2014,761303638.4551041
country/HND,2015,795459594.1932566
country/HND,2016,833220261.73525
country/HND,2017,805736465.4360757
country/HND,2018,907134940.1885778
country/HND,2019,961655614.9011579
country/HND,2020,1077345800.6346793
country/HND,2021,1349442394.097716
country/JAM,2000,150608225.52616334
country/JAM,2001,182145283.58290076
country/JAM,2002,124256593.8594949
country/JAM,2003,137580183.39651468
country/JAM,2004,134712045.64914733
country/JAM,2005,148954616.34197667
country/JAM,2006,145260718.75590342
country/JAM,2007,212171431.09287137
country/JAM,2008,232146663.60012147
country/JAM,2009,143252060.4863474
country/JAM,2010,164423417.89630502
country/JAM,2011,166810077.53288797
country/JAM,2012,157334810.41839296
country/JAM,2013,137652304.60065323
country/JAM,2014,153730315.85825226
country/JAM,2015,151415181.8344798
country/JAM,2016,143913208.49159607
country/JAM,2017,152553179.46323302
country/JAM,2018,157508706.64250872
country/JAM,2019,158689838.1732198
country/JAM,2020,138457667.69374505
country/MEX,2000,16448250345.696142
country/MEX,2001,19488425680.214
country/MEX,2002,21286377582.062893
country/MEX,2003,23606866719.34876
country/MEX,2004,25006830016.03754
country/MEX,2005,27955648149.068504
country/MEX,2006,29656418183.527966
country/MEX,2007,31867452147.84687
country/MEX,2008,30740152489.655975
country/MEX,2009,26125559395.344276
country/MEX,2010,26403225854.156273
country/MEX,2011,26537994858.864277
country/MEX,2012,27654292542.024387
country/MEX,2013,29524648963.25872
country/MEX,2014,29855835899.326305
country/MEX,2015,27525380934.40286
country/MEX,2016,24779341043.10115
country/MEX,2017,26430584674.94014
country/MEX,2018,27842837761.922176
country/MEX,2019,29231869690.210793
country/MEX,2020,26306976168.000862
country/NIC,2000,117467202.14541857
country/NIC,2001,118531776.42488939
country/NIC,2002,135636508.61171666
country/NIC,2003,125259495.25896369
country/NIC,2004,145821919.79912224
country/NIC,2005,154123540.96965954
country/NIC,2006,180535018.9582832
country/NIC,2007,216602903.53033337
country/NIC,2008,249123776.97727215
country/NIC,2009,244403165.38855824
country/NIC,2010,253166463.90481108
country/NIC,2011,275473523.6187981
country/NIC,2012,296828160.10486674
country/NIC,2013,309538089.7216956
country/NIC,2014,334830959.20215887
country/NIC,2015,359526705.33366555
country/NIC,2016,374447432.6302214
country/NIC,2017,388533207.1555681
country/NIC,2018,367095335.4497127
country/NIC,2019,358572368.7938691
country/NIC,2020,351458154.4658078
country/PAN,2000,277990569.98
country/PAN,2001,290528207.00999993
country/PAN,2002,314842408.32
country/PAN,2003,320053047.79999995
country/PAN,2004,362265216.6399999
country/PAN,2005,383199609.46999997
country/PAN,2006,417074755.25
country/PAN,2007,486195728.67
country/PAN,2008,518324179.57000005
country/PAN,2009,583506640.87
country/PAN,2010,692960637.9399999
country/PAN,2011,839090926.3600003
country/PAN,2012,948070264.7499999
country/PAN,2013,994922889.3700001
country/PAN,2014,1137772736.72
country/PAN,2015,1284791538.2699997
country/PAN,2016,1392117401.2699997
country/PAN,2017,1474225243.8
country/PAN,2018,1826364487.7099996
country/PAN,2019,2040286155.7499995
country/PAN,2020,1693037653.2300005
country/PRY,2000,261683516.63849357
country/PRY,2001,249615024.2880715
country/PRY,2002,191979234.3060657
country/PRY,2003,206177430.1147704
country/PRY,2004,270386718.90372163
country/PRY,2005,300370125.17446655
country/PRY,2006,382371290.82656246
country/PRY,2007,519575027.2332082
country/PRY,2008,749838619.4362165
country/PRY,2009,684815053.5582677
country/PRY,2010,799703780.4185091
country/PRY,2011,982234059.3239164
country/PRY,2012,1007575507.2060518
country/PRY,2013,1113462661.8018682
country/PRY,2014,1187748156.0031645
country/PRY,2015,1061509667.088735
country/PRY,2016,1034059491.2112092
country/PRY,2017,1128216000.9436607
country/PRY,2018,1190450868.6970415
country/PRY,2019,1139745508.3859582
country/PRY,2020,1030047098.1670431
country/PER,2000,896117478.5100286
country/PER,2001,979580343.1395855
country/PER,2002,1064410635.5751457
country/PER,2003,1006564098.4951129
country/PER,2004,1074776417.851414
country/PER,2005,1178333303.8348815
country/PER,2006,1555176986.137459
country/PER,2007,1924429096.5619755
country/PER,2008,2383217117.9925313
country/PER,2009,2434826402.0521307
country/PER,2010,2774886066.9881864
country/PER,2011,3126611234.1599793
country/PER,2012,3553286420.0895953
country/PER,2013,3376254964.49166
country/PER,2014,3178499368.795159
country/PER,2015,2852150507.8733964
country/PER,2016,2844185136.1725235
country/PER,2017,3015376385.362092
country/PER,2018,3441943258.541849
country/PER,2019,3385016817.6527004
country/PER,2020,2945666829.862819
country/KNA,2000,10638587.770370372
country/KNA,2001,10287689.822222222
country/KNA,2002,10989485.718518518
country/KNA,2003,11292533.944444444
country/KNA,2004,10503054.692592595
country/KNA,2005,12410363.918518519
country/KNA,2006,16068945.851851853
country/KNA,2007,16893574.088888884
country/KNA,2008,23464610.977777775
country/KNA,2009,22388625.255555555
country/KNA,2010,22422162.159259256
country/KNA,2011,23968265.555555556
country/KNA,2012,22937040.58888888
country/KNA,2013,24945912.777777776
country/KNA,2014,24336367.914814815
country/KNA,2015,28006292.1925926
country/KNA,2016,30025237.27777778
country/KNA,2017,29789661.23333333
country/KNA,2018,26018497.662962962
country/KNA,2019,26643455.592592582
country/KNA,2020,23488271.548148144
country/LCA,2000,26688889.218518518
country/LCA,2001,25979624.16296296
country/LCA,2002,27576624.040740732
country/LCA,2003,30838172.84814814
country/LCA,2004,29194110.1074074
country/LCA,2005,30870286.333333325
country/LCA,2006,38131400.2
country/LCA,2007,47148312.32222222
country/LCA,2008,43277728.57407407
country/LCA,2009,42146904.292592585
country/LCA,2010,41016080.01111111
country/LCA,2011,45075347.52592593
country/LCA,2012,41478162.07407407
country/LCA,2013,44595588.6
country/LCA,2014,43364933.33333333
country/LCA,2015,41050533.33333333
country/LCA,2016,46931866.66666666
country/LCA,2017,46364266.666666664
country/LCA,2018,44838933.33333333
country/LCA,2019,42457066.666666664
country/LCA,2020,43020824.32962963
country/VCT,2000,4643755.281481481
country/VCT,2001,5291111.399999999
country/VCT,2002,5660498.555555555
country/VCT,2003,6134197.866666668
country/VCT,2004,6963436.929629631
country/VCT,2005,7456606.237037035
country/VCT,2006,8214177.44074074
country/VCT,2007,9760059.944444442
country/VCT,2008,9793541.862962963
country/VCT,2009,9758337.055555556
country/VCT,2010,9992531.6
country/VCT,2011,9861807.31851852
country/VCT,2012,10349809.314814815
country/VCT,2013,10421114.814814813
country/VCT,2014,10948170.37037037
country/VCT,2015,10859333.333333332
country/VCT,2016,11280314.814814813
country/VCT,2017,11265066.666666666
country/VCT,2018,10592875.548148148
country/VCT,2019,11423754.959259259
country/VCT,2020,11147275.581481481
country/SUR,2000,12248178.35017615
country/SUR,2001,12197791.423721984
country/SUR,2002,18075678.572493874
country/SUR,2003,19902432.48590469
country/SUR,2004,22605114.573021885
country/SUR,2005,26185249.691680588
country/SUR,2006,29780650.93029612
country/SUR,2007,32014007.77777778
country/SUR,2008,43605389.03460837
country/SUR,2009,45381976.62295083
country/SUR,2010,51817970.553346425
country/SUR,2011,56795392.977356195
country/SUR,2012,64596397.327272736
country/SUR,2013,68912141.19090912
country/SUR,2014,73532779.72424243
country/SUR,2015,65498889.88975603
country/SUR,2016,43380324.07110755
country/SUR,2017,50431987.10064487
country/SUR,2018,49248053.93500401
country/SUR,2019,54732262.18959505
country/SUR,2020,57242693.56672034
country/TTO,2000,201440608.98261783
country/TTO,2001,185505368.54967868
country/TTO,2002,225908412.3321981
country/TTO,2003,233228361.26511097
country/TTO,2004,307252895.1326864
country/TTO,2005,331624767.5564558
country/TTO,2006,381147973.39578664
country/TTO,2007,449062130.73045367
country/TTO,2008,481771158.7689408
country/TTO,2009,508847755.9490325
country/TTO,2010,532837343.3752345
country/TTO,2011,545757273.9405009
country/TTO,2012,561485890.681243
country/TTO,2013,592138635.7243434
country/TTO,2014,615282153.013141
country/TTO,2015,626698009.7818742
country/TTO,2016,659515042.4808437
country/TTO,2017,638922127.6682365
country/TTO,2018,713219732.7361348
country/TTO,2019,764320198.773921
country/TTO,2020,724687600.5630299
country/USA,2000,193475615589.46997
country/USA,2001,200790782935.21005
country/USA,2002,219049860901.63998
country/USA,2003,235050633348.87994
country/USA,2004,248336499968.13998
country/USA,2005,264416890562.3
country/USA,2006,277899682997.0299
country/USA,2007,293508440999.4501
country/USA,2008,299904569688.72003
country/USA,2009,296505615538.22003
country/USA,2010,301305818828.07996
country/USA,2011,310012275185.95
country/USA,2012,323020124614.93994
country/USA,2013,330632213014.72015
country/USA,2014,340298092017.72003
country/USA,2015,352916615746.47003
country/USA,2016,365608946334.92993
country/USA,2017,372567638041.3499
country/USA,2018,386536038882.88007
country/USA,2019,403682505557.77997
country/USA,2020,388645903886.29
country/URY,2000,574744072.1605604
country/URY,2001,535307374.7062792
country/URY,2002,310483052.4568411
country/URY,2003,268800618.703461
country/URY,2004,299872326.85945654
country/URY,2005,379554144.01804024
country/URY,2006,391453054.92177963
country/URY,2007,445238521.16726893
country/URY,2008,570730302.6892674
country/URY,2009,567417952.0141742
country/URY,2010,708798557.9608436
country/URY,2011,804749813.6982933
country/URY,2012,829594794.65057
country/URY,2013,897818747.1524264
country/URY,2014,858144422.8667052
country/URY,2015,812056255.490893
country/URY,2016,816287541.7901641
country/URY,2017,934877907.5577826
country/URY,2018,944861712.0392
country/URY,2019,888999359.8462647
country/URY,2020,817494410.6521838
country/VEN,2000,35443.56095887052
country/VEN,2001,40041.21650410531
country/VEN,2002,29524.070804082865
country/VEN,2003,21606.036248606368
country/VEN,2004,23900.504053577763
