dcid,year,healthExpenditureFinancingSchemeOopCurrentUSD
country/LKA,2000,328719505.0891639
country/LKA,2001,321129820.6400442
country/LKA,2002,330422439.44869894
country/LKA,2003,306331408.3079771
country/LKA,2004,405101184.9142035
country/LKA,2005,453629955.60729706
country/LKA,2006,527463568.9430588
country/LKA,2007,656144744.0365924
country/LKA,2008,940226653.6603507
country/LKA,2009,1075743122.6906514
country/LKA,2010,1169273618.9898493
country/LKA,2011,1243077842.2153046
country/LKA,2012,1209681844.229604
country/LKA,2013,1391741851.5302296
country/LKA,2014,1393282258.4579394
country/LKA,2015,1534235583.8431518
country/LKA,2016,1595963082.183587
country/LKA,2017,1548301425.3082013
country/LKA,2018,1611240744.8315578
country/LKA,2019,1570715152.6255968
country/LKA,2020,1527848205.3617897
country/THA,2000,1339987321.0719948
country/THA,2001,1237340527.4138627
country/THA,2002,1249388896.0022974
country/THA,2003,1341723324.5007675
country/THA,2004,1433228328.2721417
country/THA,2005,1650000910.4080439
country/THA,2006,1213707448.1676354
country/THA,2007,1243642660.3373938
country/THA,2008,1481926942.9572678
country/THA,2009,1621454053.721625
country/THA,2010,1676446814.9125922
country/THA,2011,1721281994.8442872
country/THA,2012,1879832092.3163188
country/THA,2013,1820175038.845643
country/THA,2014,1929482331.6532838
country/THA,2015,1841271650.8413444
country/THA,2016,1760635200.0113344
country/THA,2017,2081383803.5849721
country/THA,2018,1982571758.551979
country/THA,2019,1787729058.7895029
country/THA,2020,2298994051.114837
country/TLS,2003,5700000.0
country/TLS,2004,6500000.0
country/TLS,2005,8100000.0
country/TLS,2006,6000000.0
country/TLS,2007,5600000.0
country/TLS,2008,5200000.0
country/TLS,2009,4700000.0
country/TLS,2010,6600000.0
country/TLS,2011,7100000.0
country/TLS,2012,7700000.0
country/TLS,2013,8300000.000000001
country/TLS,2014,8700000.0
country/TLS,2015,9000000.0
country/TLS,2016,9000000.0
country/TLS,2017,9000000.0
country/TLS,2018,10117982.0
country/TLS,2019,10643981.0
country/TLS,2020,10502980.0
country/AUS,2000,6535033471.962387
country/AUS,2001,6136567288.657408
country/AUS,2002,6842419097.422663
country/AUS,2003,8451832327.458762
country/AUS,2004,10572144563.07306
country/AUS,2005,11942893071.514788
country/AUS,2006,12910649774.39961
country/AUS,2007,15102598377.922678
country/AUS,2008,16616725406.014526
country/AUS,2009,16557311866.261395
country/AUS,2010,21636467227.540745
country/AUS,2011,25328965516.266373
country/AUS,2012,27510221211.794315
country/AUS,2013,26370359303.648018
country/AUS,2014,25680917105.09811
country/AUS,2015,21811398014.461155
country/AUS,2016,22363543035.739754
country/AUS,2017,23737314536.764736
country/AUS,2018,23763825888.704586
country/AUS,2019,20696912176.969975
country/AUS,2020,20858589373.752792
country/BRN,2000,26823076.28352503
country/BRN,2001,26562148.99349648
country/BRN,2002,26930813.2429472
country/BRN,2003,32245745.28130417
country/BRN,2004,37639174.983261704
country/BRN,2005,38535446.00974227
country/BRN,2006,35606087.94159611
country/BRN,2007,33685451.43492856
country/BRN,2008,30245560.39045036
country/BRN,2009,27034119.805210453
country/BRN,2010,25799160.679793794
country/BRN,2011,29255599.87899781
country/BRN,2012,31209850.68031612
country/BRN,2013,32313306.684426636
country/BRN,2014,24007684.875852805
country/BRN,2015,15351323.224276317
country/BRN,2016,14467190.004509408
country/BRN,2017,14899943.265342768
country/BRN,2018,15904361.760514997
country/BRN,2019,16527868.319997821
country/BRN,2020,17114981.35863521
country/KHM,2000,164610408.7303287
country/KHM,2001,173992952.4306104
country/KHM,2002,187733243.44535708
country/KHM,2003,199219687.39567974
country/KHM,2004,212424444.18185622
country/KHM,2005,262335750.51533288
country/KHM,2006,233001335.03128982
country/KHM,2007,206726317.20021924
country/KHM,2008,349023638.232271
country/KHM,2009,398373329.0384928
country/KHM,2010,403353312.4912879
country/KHM,2011,575116343.9312505
country/KHM,2012,617114551.3751054
country/KHM,2013,662286807.6230679
country/KHM,2014,656176088.9164087
country/KHM,2015,641002106.660955
country/KHM,2016,716967478.1587174
country/KHM,2017,739095016.8254257
country/KHM,2018,920424020.8815887
country/KHM,2019,1202891238.9360454
country/KHM,2020,1150338206.100925
country/CHN,2000,32677037210.325325
country/CHN,2001,36412449969.30275
country/CHN,2002,40378802133.51343
country/CHN,2003,44444236514.19528
country/CHN,2004,49189947864.92086
country/CHN,2005,55172095052.058426
country/CHN,2006,60871642465.82876
country/CHN,2007,67021270799.69754
country/CHN,2008,84561135932.06166
country/CHN,2009,96190357425.24632
country/CHN,2010,104150822457.7033
country/CHN,2011,131011815318.25114
country/CHN,2012,152975394436.6472
country/CHN,2013,173172401192.57327
country/CHN,2014,183861467014.56787
country/CHN,2015,192575998532.5268
country/CHN,2016,200736574707.0372
country/CHN,2017,223999732670.02658
country/CHN,2018,255736085175.69754
country/CHN,2019,270307790795.6941
country/CHN,2020,289235003414.0966
country/FJI,2000,6769771.096365024
country/FJI,2001,6885474.70579443
country/FJI,2002,7336299.226860143
country/FJI,2003,9587641.177316468
country/FJI,2004,12468230.958212813
country/FJI,2005,12821648.396419406
country/FJI,2006,16143957.791023657
country/FJI,2007,19634705.11523489
country/FJI,2008,20056028.76821703
country/FJI,2009,27005839.371580094
country/FJI,2010,25999361.152818263
country/FJI,2011,32576093.98313134
country/FJI,2012,34828901.14625621
country/FJI,2013,32750891.01924812
country/FJI,2014,32553660.478289753
country/FJI,2015,32732543.876638528
country/FJI,2016,33371349.006956577
country/FJI,2017,26605378.61113958
country/FJI,2018,27565558.470159847
country/FJI,2019,27674267.621100325
country/FJI,2020,23431891.952085793
country/JPN,2000,55628054996.38978
country/JPN,2001,49994298165.052414
country/JPN,2002,49139916532.296425
country/JPN,2003,57137969287.944214
country/JPN,2004,61164569258.041046
country/JPN,2005,57992131893.14567
country/JPN,2006,58088908628.82276
country/JPN,2007,55276286452.41933
country/JPN,2008,62946843112.431564
country/JPN,2009,71835227352.9103
country/JPN,2010,76049267238.07706
country/JPN,2011,85779733454.4601
country/JPN,2012,86832617946.47284
country/JPN,2013,70667902135.358
country/JPN,2014,67617199319.13706
country/JPN,2015,61866131910.95458
country/JPN,2016,68557364467.61861
country/JPN,2017,66494478788.88898
country/JPN,2018,70350600719.49408
country/JPN,2019,71200306169.65439
country/JPN,2020,69079166855.85274
country/KIR,2000,8754.50286792101
country/KIR,2001,7758.182619860689
country/KIR,2002,9399.300485585249
country/KIR,2003,11090.11147940031
country/KIR,2004,12281.646843819004
country/KIR,2005,15273.31598963455
country/KIR,2006,13102.671687054722
country/KIR,2007,15342.165433477885
country/KIR,2008,15901.144543531704
country/KIR,2009,15360.452255625078
country/KIR,2010,17612.1019353201
country/KIR,2011,20939.422939064872
country/KIR,2012,23607.346934026
country/KIR,2013,21238.737868601278
country/KIR,2014,21003.03854550309
country/KIR,2015,20070.990490701446
country/KIR,2016,20533.781608287576
country/KIR,2017,22390.786860299137
country/KIR,2018,20175.65371872246
country/KIR,2019,21265.221297076747
country/KIR,2020,21548.132041270364
country/LAO,2000,34300000.962586224
country/LAO,2001,35123242.287469186
country/LAO,2002,35965991.58076183
country/LAO,2003,54887275.68692986
country/LAO,2004,44353648.31193982
country/LAO,2005,44476075.769188516
country/LAO,2006,47096484.60959745
country/LAO,2007,52328316.77578479
country/LAO,2008,51610674.790325925
country/LAO,2009,59914499.612883516
country/LAO,2010,78639619.96289319
country/LAO,2011,91676173.14661165
country/LAO,2012,102925363.1200286
country/LAO,2013,140061045.06344256
country/LAO,2014,155293061.80569622
country/LAO,2015,160581326.3570888
country/LAO,2016,174471247.80708098
country/LAO,2017,199315231.98289245
country/LAO,2018,197832556.8668776
country/LAO,2019,204605724.7160054
country/LAO,2020,208752535.2518494
country/MYS,2000,1045506492.4052632
country/MYS,2001,964999864.2105263
country/MYS,2002,1015498351.963158
country/MYS,2003,1210817842.8605263
country/MYS,2004,1403149636.7105265
country/MYS,2005,1594039198.6982083
country/MYS,2006,1840108002.7848094
country/MYS,2007,2186321540.3621945
country/MYS,2008,2583335412.515616
country/MYS,2009,2224008738.7241993
country/MYS,2010,2792558088.742858
country/MYS,2011,3406698455.2105207
country/MYS,2012,3643251880.5938253
country/MYS,2013,3877762536.292235
country/MYS,2014,4203838416.0903106
country/MYS,2015,3882369390.0600142
country/MYS,2016,4007897673.5890946
country/MYS,2017,4259671748.5778656
country/MYS,2018,4942251918.17491
country/MYS,2019,5056886385.149118
country/MYS,2020,4985635273.201191
country/MHL,2000,221340.44000000003
country/MHL,2001,231560.81
country/MHL,2002,252327.42
country/MHL,2003,253326.55999999997
country/MHL,2004,267727.33999999997
country/MHL,2005,285320.53
country/MHL,2006,282343.4
country/MHL,2007,302446.07
country/MHL,2008,313144.96
country/MHL,2009,294992.01000000007
country/MHL,2010,299785.82
country/MHL,2011,316910.47000000003
country/MHL,2012,326525.11999999994
country/MHL,2013,342346.28
country/MHL,2014,330846.85000000003
country/MHL,2015,325845.36000000004
country/MHL,2016,335587.07000000007
country/MHL,2017,364353.55999999994
country/MHL,2018,369556.7299999999
country/MHL,2019,388171.38
country/MHL,2020,355635.49
country/FSM,2000,871969.9999999999
country/FSM,2001,980070.0000000001
country/FSM,2002,1034200.0
country/FSM,2003,1147870.0
country/FSM,2004,1256099.9999999998
country/FSM,2005,1419870.0000000002
country/FSM,2006,1367160.0000000002
country/FSM,2007,1269356.25
country/FSM,2008,1292800.0000000002
country/FSM,2009,1317929.9999999998
country/FSM,2010,1258670.0
country/FSM,2011,1232060.0
country/FSM,2012,1158210.0
country/FSM,2013,1046018.7799999998
country/FSM,2014,981930.9400000002
country/FSM,2015,1034731.1100000003
country/FSM,2016,1044340.6999999998
country/FSM,2017,1118968.69
country/FSM,2018,1129226.04
country/FSM,2019,1224769.2799999998
country/FSM,2020,1189265.4999999998
country/MNG,2000,12787979.388064979
country/MNG,2001,14333319.264423942
country/MNG,2002,16101736.220650092
country/MNG,2003,16402074.93398631
country/MNG,2004,21135351.25147906
country/MNG,2005,30715706.60501023
country/MNG,2006,32715733.036459062
country/MNG,2007,40179826.1421836
country/MNG,2008,54899802.92573424
country/MNG,2009,46527331.08683782
country/MNG,2010,75425312.60803787
country/MNG,2011,119473090.74889787
country/MNG,2012,149434636.63283196
country/MNG,2013,190885941.09627917
country/MNG,2014,178484526.1903658
country/MNG,2015,178857509.28381515
country/MNG,2016,158141274.90910885
country/MNG,2017,147132410.71072146
country/MNG,2018,171229465.9306279
country/MNG,2019,183027165.60287017
country/MNG,2020,178019743.8752749
country/NRU,2000,120341.94740341036
country/NRU,2001,107071.71276104669
country/NRU,2002,114602.46527895682
country/NRU,2003,134271.41696711365
country/NRU,2004,156843.9844751159
country/NRU,2005,146369.53278926422
country/NRU,2006,144182.10045519352
country/NRU,2007,135320.66046202215
country/NRU,2008,177564.0389371282
country/NRU,2009,178936.9850957257
country/NRU,2010,152082.33480544065
country/NRU,2011,130102.9268622784
country/NRU,2012,70149.0243324676
country/NRU,2013,91529.30624191303
country/NRU,2014,107215.55397599498
country/NRU,2015,114730.76192318747
country/NRU,2016,123781.57153311497
country/NRU,2017,112954.32665260909
country/NRU,2018,104531.53788955831
country/NRU,2019,111097.32565543697
country/NRU,2020,112810.83806885484
country/NZL,2000,624750935.022955
country/NZL,2001,696584096.4848156
country/NZL,2002,793102983.1239854
country/NZL,2003,996458307.0547721
country/NZL,2004,1141824342.4716918
country/NZL,2005,1335449867.8876903
country/NZL,2006,1333397311.3945403
country/NZL,2007,1308784023.305418
country/NZL,2008,1607594644.7942426
country/NZL,2009,1442875732.5109868
country/NZL,2010,1680724272.226067
country/NZL,2011,1938360140.5247824
country/NZL,2012,2085929753.2966828
country/NZL,2013,2210630943.5322022
country/NZL,2014,2432181788.0153813
country/NZL,2015,2209247023.134992
country/NZL,2016,2369730425.854058
country/NZL,2017,2515539318.724138
country/NZL,2018,2472914300.2116175
country/NZL,2019,2459203066.9060364
country/NZL,2020,2461740179.4484696
country/PLW,2005,2657902.0000000005
country/PLW,2006,2942400.3999999994
country/PLW,2007,3126387.7999999993
country/PLW,2008,3248755.7
country/PLW,2009,3471295.4000000004
country/PLW,2010,3559965.3000000003
country/PLW,2011,3588387.5000000005
country/PLW,2012,3660850.5999999996
country/PLW,2013,3951561.9000000004
country/PLW,2014,4118050.6999999997
country/PLW,2015,4766824.1899999995
country/PLW,2016,5203223.590000001
country/PLW,2017,5361634.689999998
country/PLW,2018,5333504.39
country/PLW,2019,5091583.83
country/PLW,2020,5233725.07
country/PNG,2000,9851246.095654797
country/PNG,2001,9241892.399664126
country/PNG,2002,10653008.42053548
country/PNG,2003,11825488.501794767
country/PNG,2004,13802316.98260529
country/PNG,2005,14728925.01196841
country/PNG,2006,16432967.036640195
country/PNG,2007,17981860.80038446
country/PNG,2008,21668554.42383678
country/PNG,2009,28124852.548506282
country/PNG,2010,36893212.66885122
country/PNG,2011,50498544.28989517
country/PNG,2012,52368692.91054858
country/PNG,2013,41883341.13013531
country/PNG,2014,45216660.538680464
country/PNG,2015,48870614.73877615
country/PNG,2016,49080689.38547887
country/PNG,2017,45631493.07130987
country/PNG,2018,53244105.330429964
country/PNG,2019,54832092.2884204
country/PNG,2020,54640072.860218085
country/PHL,2000,1053031769.1450424
country/PHL,2001,1002771107.208588
country/PHL,2002,1062211822.5678192
country/PHL,2003,1277361282.8239355
country/PHL,2004,1383014190.7777038
country/PHL,2005,2094798403.5118732
country/PHL,2006,2605727285.7176332
country/PHL,2007,3276459137.3855915
country/PHL,2008,4030942896.755448
country/PHL,2009,4072887616.0621777
country/PHL,2010,4721067285.488645
country/PHL,2011,5552239733.025224
country/PHL,2012,6379992550.605794
country/PHL,2013,6986224973.40926
country/PHL,2014,5769931348.2474
country/PHL,2015,6113848229.030281
country/PHL,2016,6362607544.570355
country/PHL,2017,6523882774.044486
country/PHL,2018,6916658077.488886
country/PHL,2019,7659636102.720682
country/PHL,2020,8322032555.39244
country/PHL,2021,9156535262.054625
country/KOR,2000,9805104699.59858
country/KOR,2001,9508046684.517931
country/KOR,2002,10089312462.246359
country/KOR,2003,12040098688.79932
country/KOR,2004,13226690217.561268
country/KOR,2005,16288916536.305176
country/KOR,2006,18599312967.294083
country/KOR,2007,21451525653.92025
country/KOR,2008,20988480463.25161
country/KOR,2009,18712192153.35319
country/KOR,2010,23022052534.669422
country/KOR,2011,25711844773.572853
country/KOR,2012,27077936187.33132
country/KOR,2013,29300648053.985794
country/KOR,2014,32545162749.288414
country/KOR,2015,32769652062.496357
country/KOR,2016,34250775689.806618
country/KOR,2017,37633430452.41731
country/KOR,2018,42304020679.20428
country/KOR,2019,40662248434.49328
country/KOR,2020,38015644048.0319
country/KOR,2021,41936995804.17209
country/WSM,2000,1314560.9931031552
country/WSM,2001,1444204.1772778353
country/WSM,2002,1776819.134638419
country/WSM,2003,2189196.0038097547
country/WSM,2004,2527040.2379841493
country/WSM,2005,2960886.7038903837
country/WSM,2006,3213405.942793852
country/WSM,2007,3654399.0661711874
country/WSM,2008,4256902.266222116
country/WSM,2009,4149732.378668836
country/WSM,2010,4521349.175566235
country/WSM,2011,5075789.455079383
country/WSM,2012,5389318.849213963
country/WSM,2013,5433380.851953085
country/WSM,2014,5477386.843428648
country/WSM,2015,4967054.821608889
country/WSM,2016,5176642.670531112
country/WSM,2017,5196941.048647936
country/WSM,2018,5256007.996734313
country/WSM,2019,5433440.5624076305
country/WSM,2020,4950614.379111046
country/SGP,2000,1547591154.0771391
country/SGP,2001,1578864856.1035542
country/SGP,2002,1649888939.101025
country/SGP,2003,1706738361.531032
country/SGP,2004,1848400250.159499
country/SGP,2005,1938425656.3411083
country/SGP,2006,2130088561.2675214
country/SGP,2007,2488457302.3363776
country/SGP,2008,2873813374.6699543
country/SGP,2009,2856228742.848672
country/SGP,2010,3184121651.091249
country/SGP,2011,3485551003.01654
country/SGP,2012,3697696988.9518905
country/SGP,2013,4099814857.6840086
country/SGP,2014,4059073277.8264475
country/SGP,2015,4260243938.3994317
country/SGP,2016,4572541769.04537
country/SGP,2017,4811012099.136448
country/SGP,2018,4465008925.683137
country/SGP,2019,4714450050.153036
country/SGP,2020,3964763084.437294
country/SLB,2000,1093926.0175311882
country/SLB,2001,1253496.3492129608
country/SLB,2002,906415.8793230577
country/SLB,2003,729902.2192942782
country/SLB,2004,815734.8356978004
country/SLB,2005,934259.0328942839
country/SLB,2006,1146389.7320768568
country/SLB,2007,1300317.4895452166
country/SLB,2008,1425005.225920946
country/SLB,2009,1322602.7065864543
country/SLB,2010,1617182.9358753827
country/SLB,2011,1706742.175422819
country/SLB,2012,1748570.0934787786
country/SLB,2013,1871953.4660377984
country/SLB,2014,1892776.5359633365
country/SLB,2015,1798598.9178758753
country/SLB,2016,1863700.8555249642
country/SLB,2017,1926059.302140156
country/SLB,2018,2255801.749619406
country/SLB,2019,2578273.521486699
country/SLB,2020,2576931.8239284363
country/TON,2000,794210.9307582567
country/TON,2001,688442.1798839977
country/TON,2002,805306.1766450886
country/TON,2003,908673.9971129482
country/TON,2004,1076152.0999434337
country/TON,2005,1218082.40081681
country/TON,2006,1254708.2219188532
country/TON,2007,1411900.045529441
country/TON,2008,1525615.1107148982
country/TON,2009,1451123.9361005542
country/TON,2010,1521056.9582513783
country/TON,2011,1602734.7016476218
country/TON,2012,1543240.6878958077
country/TON,2013,1482186.7596763456
country/TON,2014,1369340.0123557171
country/TON,2015,1199555.7767777103
country/TON,2016,1091478.2433957064
country/TON,2017,1192612.9563457775
country/TON,2018,1301385.3978325443
country/TON,2019,1302907.0200256442
country/TON,2020,1305499.270062625
country/TUV,2000,3506.493506493506
country/TUV,2001,17902.65852901624
country/TUV,2002,24886.99337172661
country/TUV,2003,33390.621959919576
country/TUV,2004,31609.06015590528
country/TUV,2005,30546.009927453222
country/TUV,2006,22169.42771084337
country/TUV,2007,31168.939837670485
country/TUV,2008,38531.286696862946
country/TUV,2009,28377.00826704103
country/TUV,2010,32416.070445789763
country/TUV,2011,43915.420319752455
country/TUV,2012,43452.0604680058
country/TUV,2013,42514.964278818305
country/TUV,2014,40582.296736974946
country/TUV,2015,12762.639921869128
country/TUV,2016,40200.2601843592
country/TUV,2017,36360.315757204175
country/TUV,2018,31947.997609085476
country/TUV,2019,36621.39033715676
country/TUV,2020,37975.87915491019
country/VUT,2000,935332.6906013147
country/VUT,2001,951641.3579010753
country/VUT,2002,908775.2487457965
country/VUT,2003,1061892.3563327324
country/VUT,2004,1215714.0968780753
country/VUT,2005,1278896.3637057133
country/VUT,2006,1331850.5027529055
country/VUT,2007,1513117.754728493
country/VUT,2008,1662642.1226141176
country/VUT,2009,1725697.033812433
country/VUT,2010,2094206.5280211896
country/VUT,2011,2352786.0180509104
country/VUT,2012,2357684.173795709
country/VUT,2013,2415551.995557554
country/VUT,2014,2490116.522981302
country/VUT,2015,2413211.746855567
country/VUT,2016,2525914.4405623423
country/VUT,2017,2628135.9995981078
country/VUT,2018,2600445.117233241
country/VUT,2019,2507344.518161812
country/VUT,2020,2618470.1270584157
country/VNM,2000,562206452.4006988
country/VNM,2001,591802284.6374108
country/VNM,2002,595275503.1905494
country/VNM,2003,683896413.2068897
country/VNM,2004,890810240.2514926
country/VNM,2005,1094676742.7997897
country/VNM,2006,1336241871.2974975
country/VNM,2007,1577526989.8867598
country/VNM,2008,1897607263.3532183
country/VNM,2009,2091028498.5423493
country/VNM,2010,2588504972.4787846
country/VNM,2011,2978238612.0259876
country/VNM,2012,3989410072.9786825
country/VNM,2013,4476467291.133388
country/VNM,2014,4492881447.70191
country/VNM,2015,4749335333.60364
country/VNM,2016,5178013618.280778
country/VNM,2017,5979319883.427652
country/VNM,2018,6949464179.839439
country/VNM,2019,7503739114.810427
country/VNM,2020,6362451870.341892
