dcid,year,climateFinanceReceivedCommitmentsAdaptationCurrentUSD
country/PRY,2014,2479950.4000000004
country/PRY,2015,46885813.2
country/PRY,2016,16811650.6
country/PRY,2017,25838332.2
country/PRY,2018,30659523.4
country/PRY,2019,66598329.4
country/PRY,2020,28584097.4
country/PRY,2021,9900683.2
country/PER,2013,92131395.8
country/PER,2014,140307862.8
country/PER,2015,104109048.06268558
country/PER,2016,62376708.31
country/PER,2017,413328043.8
country/PER,2018,250425295.0
country/PER,2019,271672415.2
country/PER,2020,348248904.9306473
country/PER,2021,303570018.532
country/PHL,2013,119042545.0
country/PHL,2014,543373320.6
country/PHL,2015,651971947.1944187
country/PHL,2016,80908250.44
country/PHL,2017,649509355.6823001
country/PHL,2018,104197537.99000001
country/PHL,2019,424207513.6716149
country/PHL,2020,1750788835.4497852
country/PHL,2021,1581822322.1301665
country/RWA,2013,121369193.6
country/RWA,2014,41378254.8
country/RWA,2015,29733082.457414754
country/RWA,2016,187678573.4
country/RWA,2017,195545693.66
country/RWA,2018,94556600.73776
country/RWA,2019,167360894.76677805
country/RWA,2020,198513881.89602196
country/RWA,2021,299305245.708
country/SHN,2017,1161516.8
country/SHN,2019,1102173.0
country/SHN,2020,1397643.2000000002
country/SHN,2021,227192.40000000002
country/KNA,2013,25723.0
country/LCA,2013,38699.4
country/LCA,2014,95497381.0
country/LCA,2015,7127076.0
country/LCA,2016,1619999.99
country/LCA,2017,1631459.6
country/LCA,2018,1406643.2
country/LCA,2019,12728253.6
country/LCA,2020,31218741.0
country/LCA,2021,8392864.8
country/VCT,2013,25723.0
country/VCT,2014,45628904.8
country/VCT,2015,7210205.0
country/VCT,2016,5656.8
country/VCT,2017,7293856.000000001
country/VCT,2018,1415709.2
country/VCT,2019,154334661.2
country/VCT,2020,14932187.0
country/VCT,2021,29872513.8
country/WSM,2013,74843076.1
country/WSM,2014,8737034.4
country/WSM,2015,25231125.6
country/WSM,2016,82066783.6
country/WSM,2017,2449111.2
country/WSM,2018,43492064.4
country/WSM,2019,33291131.4
country/WSM,2020,14392075.6
country/WSM,2021,24057306.0
country/STP,2013,4061326.2
country/STP,2014,103955.0
country/STP,2015,11034502.8
country/STP,2016,5414308.800000001
country/STP,2017,4739262.0
country/STP,2018,14037294.8
country/STP,2019,29516993.344
country/STP,2020,5353731.5600000005
country/STP,2021,11667478.0
country/SEN,2013,136304403.2
country/SEN,2014,113249360.8
country/SEN,2015,223322933.158452
country/SEN,2016,280282740.70017034
country/SEN,2017,219983955.12
country/SEN,2018,200697787.502401
country/SEN,2019,145817554.66704
country/SEN,2020,171614718.54884
country/SEN,2021,383024770.5687928
country/SRB,2013,6718800.0
country/SRB,2014,59909718.80000001
country/SRB,2015,11365986.313275974
country/SRB,2016,1148988.068643045
country/SRB,2017,89881465.2
country/SRB,2018,3292127.355128054
country/SRB,2019,26134755.931019798
country/SRB,2020,106868259.3464388
country/SRB,2021,69862285.0329234
country/SYC,2013,4728343.6
country/SYC,2014,15598400.6
country/SYC,2015,20523300.0
country/SYC,2016,2785.0
country/SYC,2017,4362134.8
country/SLE,2013,11635803.73333334
country/SLE,2014,707941.2
country/SLE,2015,11287378.2
country/SLE,2016,29626696.200000003
country/SLE,2017,12766631.8
country/SLE,2018,29840524.851193853
country/SLE,2019,79320348.13438708
country/SLE,2020,73294840.524455
country/SLE,2021,50909184.8894
country/SLB,2013,14760664.399999999
country/SLB,2014,13804787.4
country/SLB,2015,15392648.200000001
country/SLB,2016,5883553.2
country/SLB,2017,15052929.8
country/SLB,2018,10725288.8
country/SLB,2019,56999076.2
country/SLB,2020,10993814.8
country/SLB,2021,54131338.2572142
country/SOM,2013,14078069.0
country/SOM,2014,20738162.8
country/SOM,2015,59527386.8
country/SOM,2016,42707058.4
country/SOM,2017,146755434.4
country/SOM,2018,34469757.4
country/SOM,2019,159219826.3977982
country/SOM,2020,185897726.35727
country/SOM,2021,219311332.956936
country/ZAF,2013,270590554.2
country/ZAF,2014,13233563.4
country/ZAF,2015,4292632.0
country/ZAF,2016,2139687.4
country/ZAF,2017,5603814.44897978
country/ZAF,2018,18696585.0
country/ZAF,2019,7427399.2
country/ZAF,2020,111521493.73
country/ZAF,2021,103281284.0
country/SSD,2013,74571739.80000001
country/SSD,2014,30885126.4
country/SSD,2015,79698542.2
country/SSD,2016,146603534.00000003
country/SSD,2017,47307665.83
country/SSD,2018,33086508.200000003
country/SSD,2019,82846972.6
country/SSD,2020,50891630.8884
country/SSD,2021,116021818.76025
country/LKA,2013,58369053.60000001
country/LKA,2014,234490246.4
country/LKA,2015,149889443.2
country/LKA,2016,409777858.9
country/LKA,2017,289133659.502852
country/LKA,2018,134781304.4
country/LKA,2019,573165366.1194721
country/LKA,2020,128738510.25754887
country/LKA,2021,482880214.469347
country/SDN,2013,6824263.2
country/SDN,2014,85306276.6
country/SDN,2015,6118280.0
country/SDN,2016,81960241.0
country/SDN,2017,38445977.2
country/SDN,2018,28377555.368
country/SDN,2019,89465992.56079821
country/SDN,2020,92419252.988
country/SDN,2021,204039701.08200002
country/SUR,2013,25723.0
country/SUR,2014,485000.0
country/SUR,2015,17195900.0
country/SUR,2016,5753089.0
country/SUR,2017,18923522.4
country/SUR,2018,27584456.4
country/SUR,2019,25976814.8
country/SUR,2020,13746557.6
country/SUR,2021,423643.0
country/SYR,2013,49118.4
country/SYR,2014,589976.4
country/SYR,2015,195844.4
country/SYR,2016,75596.40000000001
country/SYR,2017,1353942.4000000001
country/SYR,2018,1449923.2
country/SYR,2019,2641889.6
country/SYR,2020,15160659.4
country/SYR,2021,37187052.4
country/TJK,2013,93077603.17
country/TJK,2014,44610635.91962319
country/TJK,2015,57972710.39008423
country/TJK,2016,15105260.134245602
country/TJK,2017,67260920.05334236
country/TJK,2018,34619886.0
country/TJK,2019,124663547.8
country/TJK,2020,153717613.0047192
country/TJK,2021,56812275.99909177
country/TZA,2013,131280051.41
country/TZA,2014,36344495.4
country/TZA,2015,311034191.4
country/TZA,2016,125806562.60000001
country/TZA,2017,344298548.52731603
country/TZA,2018,119852499.4736
country/TZA,2019,416359749.255
country/TZA,2020,184511056.24
country/TZA,2021,339289339.8
country/THA,2013,12373029.6
country/THA,2014,7181881.2
country/THA,2015,5264340.600000001
country/THA,2016,1875568.08
country/THA,2017,684853.6
country/THA,2018,362441.4
country/THA,2019,1309521.8
country/THA,2020,6544114.6
country/THA,2021,28117372.8
country/TLS,2013,38052071.8
country/TLS,2014,24365244.6
country/TLS,2015,12750717.6
country/TLS,2016,10604186.2
country/TLS,2017,290338.80000000005
country/TLS,2018,2646308.0
country/TLS,2019,56588667.0
country/TLS,2020,22945200.6
country/TLS,2021,77206350.33
country/TGO,2013,2451787.2
country/TGO,2014,3042557.1999999997
country/TGO,2015,170903.60000000003
country/TGO,2016,3153938.0
country/TGO,2017,28059186.6
country/TGO,2018,74685255.01978
country/TGO,2019,19009118.897798207
country/TGO,2020,79833680.5775
country/TGO,2021,101556541.8
country/TKL,2013,100542.6
country/TKL,2015,9545.600000000002
country/TKL,2016,47916.8
country/TKL,2017,700000.8
country/TKL,2018,4936746.600000001
country/TKL,2019,722.8000000000001
country/TKL,2020,3218662.6
country/TKL,2021,639785.8
country/TON,2013,40785781.53
country/TON,2014,11013658.6
country/TON,2015,10951537.2
country/TON,2016,3619081.2
country/TON,2017,4789326.012444
country/TON,2018,38611980.800000004
country/TON,2019,14171361.2
country/TON,2020,17919884.599512
country/TON,2021,67433379.2
country/TUN,2013,77131553.2
country/TUN,2014,121071400.4
country/TUN,2015,99899301.1227177
country/TUN,2016,206337859.0
country/TUN,2017,222059813.89398274
country/TUN,2018,165097955.53805047
country/TUN,2019,136039693.6563398
country/TUN,2020,312531170.86
country/TUN,2021,170627856.8725
country/TKM,2013,26553.2
country/TKM,2014,3196000.0
country/TKM,2015,22185.2
country/TKM,2016,20002.5
country/TKM,2017,1903.2
country/TKM,2018,1240510.05783076
country/TKM,2019,14364.0
country/TKM,2020,2947764.565470086
country/TKM,2021,1758986.4
country/TUV,2013,2577239.0
country/TUV,2014,1181234.8
country/TUV,2015,4908259.4
country/TUV,2016,53030329.2
country/TUV,2017,4139939.8
country/TUV,2018,21276203.4
country/TUV,2019,12677729.6
country/TUV,2020,5266558.0
country/TUV,2021,20702961.8
country/TUR,2013,100461204.64
country/TUR,2014,17737337.6
country/TUR,2015,104879170.19012758
country/TUR,2016,54530318.52867408
country/TUR,2017,75611691.14664863
country/TUR,2018,75983830.69656141
country/TUR,2019,661231751.6527714
country/TUR,2020,184273874.57195556
country/TUR,2021,384771045.4
country/UGA,2013,60242659.2
country/UGA,2014,164897840.0
country/UGA,2015,50466526.99729695
country/UGA,2016,89828451.58
country/UGA,2017,54776410.2
country/UGA,2018,253029750.557
country/UGA,2019,164869851.44984198
country/UGA,2020,435916600.647358
country/UGA,2021,231038499.475
country/UKR,2013,486871.80000000005
country/UKR,2014,28677275.579
country/UKR,2015,473446562.90698004
country/UKR,2016,11985990.0513087
country/UKR,2017,22783024.64654572
country/UKR,2018,1492332.5999999999
country/UKR,2019,28339916.402400002
country/UKR,2020,95473949.9288033
country/UKR,2021,185551843.76753008
country/URY,2013,27139.600000000002
country/URY,2014,19514582.8
country/URY,2016,4735508.9
country/URY,2017,12293936.2
country/UZB,2013,5138224.0
country/UZB,2014,293353085.9388
country/UZB,2015,11735792.2
country/UZB,2016,9974962.200000001
country/UZB,2017,167670924.97215
country/UZB,2018,292771485.6387348
country/UZB,2019,446122652.5792934
country/UZB,2020,323388463.1916991
country/UZB,2021,203844003.70107535
country/VUT,2013,11602335.0
country/VUT,2014,11358057.4
country/VUT,2015,53858819.7
country/VUT,2016,80861225.6
country/VUT,2017,21656346.8
country/VUT,2018,15653229.000000002
country/VUT,2019,28443090.6
country/VUT,2020,95898013.2
country/VUT,2021,78350870.0
country/VEN,2013,54569.600000000006
country/VEN,2015,8113911.6
country/VEN,2016,79585.2
country/VEN,2017,129248.4
country/VEN,2018,66756.40000000001
country/VEN,2020,2485774.8000000003
country/VEN,2021,64327.0
country/VNM,2013,517553769.6
country/VNM,2014,350260802.0
country/VNM,2015,423065433.2
country/VNM,2016,974512197.54
country/VNM,2017,569438593.0
country/VNM,2018,246637228.0
country/VNM,2019,139361390.4
country/VNM,2020,414679112.4
country/VNM,2021,217079148.71097198
country/WLF,2013,2155603.0
country/WLF,2021,4396.0
country/PSE,2013,72722164.0
country/PSE,2014,43421460.8
country/PSE,2015,54760563.6
country/PSE,2016,48732142.2
country/PSE,2017,38395846.0
country/PSE,2018,36289191.0
country/PSE,2019,94594620.73370649
country/PSE,2020,115983363.80000001
country/PSE,2021,64972743.0
country/YEM,2013,102816377.2
country/YEM,2014,7903270.800000001
country/YEM,2015,2015934.4000000001
country/YEM,2016,5339888.800000001
country/YEM,2017,14963553.600000001
country/YEM,2018,66938.0
country/YEM,2019,79242845.0
country/YEM,2020,118798692.0
country/YEM,2021,199575534.74915358
country/ZMB,2013,230532639.4
country/ZMB,2014,69759111.2
country/ZMB,2015,19043485.2
country/ZMB,2016,50263481.35
country/ZMB,2017,52035266.889610484
country/ZMB,2018,132036145.6
country/ZMB,2019,110060133.2
country/ZMB,2020,72216353.8
country/ZMB,2021,28763876.2
country/ZWE,2013,6491648.4
country/ZWE,2014,13819005.0
country/ZWE,2015,39490216.2
country/ZWE,2016,40348349.6
country/ZWE,2017,4944706.800000001
country/ZWE,2018,6958912.800000001
country/ZWE,2019,90233576.98474076
country/ZWE,2020,52289866.041
country/ZWE,2021,29656859.2
