dcid,year,healthExpenditurePrivateExcludingOopCurrentUSD
country/THA,2017,2819928967.0275445
country/THA,2018,3700966655.3885713
country/THA,2019,4032897808.389472
country/THA,2020,4146245678.080509
country/TLS,2003,690000.0
country/TLS,2004,1132000.000000001
country/TLS,2005,1505000.0
country/TLS,2006,659000.0000000009
country/TLS,2007,136000.0
country/TLS,2008,0.0
country/TLS,2009,64000.0
country/TLS,2010,170000.0
country/TLS,2011,309000.00000000093
country/TLS,2012,30000.0
country/TLS,2013,0.0
country/TLS,2014,3890000.0
country/TLS,2015,4800000.0
country/TLS,2016,3760000.0
country/TLS,2017,3533962.999999998
country/TLS,2018,0.0
country/TLS,2019,0.0
country/TLS,2020,0.0
country/AUS,2000,2230473400.225719
country/AUS,2001,2537727395.565164
country/AUS,2002,2796835206.6284084
country/AUS,2003,4198268710.374598
country/AUS,2004,5002689827.744388
country/AUS,2005,5179830568.014635
country/AUS,2006,5611731208.414931
country/AUS,2007,6430647513.016993
country/AUS,2008,7529645313.131306
country/AUS,2009,6897080937.25842
country/AUS,2010,8647707163.697813
country/AUS,2011,9997130355.269747
country/AUS,2012,12187158251.397007
country/AUS,2013,17211744879.23662
country/AUS,2014,17320478179.893257
country/AUS,2015,14922341464.66923
country/AUS,2016,15768027543.101435
country/AUS,2017,17353950813.419567
country/AUS,2018,17975419715.46053
country/AUS,2019,16208183674.84212
country/AUS,2020,16878329197.880129
country/BRN,2000,0.0
country/BRN,2001,0.0
country/BRN,2002,0.0
country/BRN,2003,0.0
country/BRN,2004,5.916360412843642
country/BRN,2005,-12.016360270037307
country/BRN,2006,12.587060497115127
country/BRN,2007,0.0
country/BRN,2008,28.225332235681456
country/BRN,2009,13.749774846924927
country/BRN,2010,0.0
country/BRN,2011,0.0
country/BRN,2012,0.0
country/BRN,2013,-31.970186662094527
country/BRN,2014,-7.892409888295438
country/BRN,2015,0.0
country/BRN,2016,0.0
country/BRN,2017,0.0
country/BRN,2018,0.0
country/BRN,2019,0.0
country/BRN,2020,0.0
country/KHM,2000,22526046.85793145
country/KHM,2001,38241477.2057742
country/KHM,2002,37454684.510409154
country/KHM,2003,20358722.60258803
country/KHM,2004,30934611.457827605
country/KHM,2005,29343258.206304286
country/KHM,2006,54261540.969957955
country/KHM,2007,4758741.789701252
country/KHM,2008,116626154.9097003
country/KHM,2009,135095028.94004264
country/KHM,2010,111840130.10748444
country/KHM,2011,116517530.36227666
country/KHM,2012,7860285.38061251
country/KHM,2013,798040.4568874543
country/KHM,2014,1857063.7770897832
country/KHM,2015,6747496.380072531
country/KHM,2016,8360363.772341407
country/KHM,2017,76839728.24599741
country/KHM,2018,85189101.85276449
country/KHM,2019,89597391.63590103
country/KHM,2020,95216456.1013966
country/CHN,2000,9714142093.906857
country/CHN,2001,7186790190.004877
country/CHN,2002,7463945852.0839405
country/CHN,2003,7891359496.212611
country/CHN,2004,9093166540.494062
country/CHN,2005,8934425697.485443
country/CHN,2006,9484407655.710224
country/CHN,2007,12416066576.120428
country/CHN,2008,14198807279.970028
country/CHN,2009,15582841579.74395
country/CHN,2010,18308115895.30414
country/CHN,2011,19316753067.47393
country/CHN,2012,19393092344.98017
country/CHN,2013,21486823785.5304
country/CHN,2014,25089019597.080666
country/CHN,2015,25910225405.142307
country/CHN,2016,33491889262.95623
country/CHN,2017,45208285443.65181
country/CHN,2018,56028436489.625206
country/CHN,2019,67444704349.602806
country/CHN,2020,87165579942.58612
country/FJI,2000,2791336.1912032417
country/FJI,2001,2839043.5896088015
country/FJI,2002,3024929.2413741928
country/FJI,2003,3953210.6200042935
country/FJI,2004,5140945.803233482
country/FJI,2005,5286668.050179386
country/FJI,2006,7921822.963235504
country/FJI,2007,10848143.52824648
country/FJI,2008,9284617.63433256
country/FJI,2009,7222325.650394972
country/FJI,2010,8626492.122677267
country/FJI,2011,12440784.606516391
country/FJI,2012,13866752.108599281
country/FJI,2013,20315218.587797582
country/FJI,2014,24049652.492017772
country/FJI,2015,20716591.488963943
country/FJI,2016,20003767.26576433
country/FJI,2017,27040818.5229422
country/FJI,2018,29677634.764423534
country/FJI,2019,29794760.483036134
country/FJI,2020,25121406.365780666
country/JPN,2000,12767693141.863535
country/JPN,2001,10293652901.091726
country/JPN,2002,10051913806.251925
country/JPN,2003,10656329230.565754
country/JPN,2004,11565785715.582418
country/JPN,2005,11686920940.938847
country/JPN,2006,11518680100.528507
country/JPN,2007,11527839221.520832
country/JPN,2008,14834320110.651184
country/JPN,2009,16806818571.445847
country/JPN,2010,18280577592.529037
country/JPN,2011,20511075885.830322
country/JPN,2012,20730091893.264866
country/JPN,2013,16901873629.535744
country/JPN,2014,15827443887.599062
country/JPN,2015,14188019033.477047
country/JPN,2016,16578228558.330324
country/JPN,2017,16448380823.348042
country/JPN,2018,17511003996.320427
country/JPN,2019,17808133415.054737
country/JPN,2020,17518902526.972137
country/KIR,2000,184250.39810763558
country/KIR,2001,163335.60475680037
country/KIR,2002,197276.6477639308
country/KIR,2003,233605.74005146153
country/KIR,2004,258723.55447039078
country/KIR,2005,321426.93500185903
country/KIR,2006,276699.81100047455
country/KIR,2007,326310.74683753494
country/KIR,2008,453776.9097744057
country/KIR,2009,420203.3240053658
country/KIR,2010,472683.1316286693
country/KIR,2011,559484.8769531422
country/KIR,2012,634126.4717664422
country/KIR,2013,569497.4480030265
country/KIR,2014,562674.1068879177
country/KIR,2015,536662.2010159427
country/KIR,2016,549036.393589558
country/KIR,2017,598689.2159856511
country/KIR,2018,605660.4627665002
country/KIR,2019,568593.6246101797
country/KIR,2020,576158.0924326234
country/LAO,2000,12678054.312814608
country/LAO,2001,3611160.540055277
country/LAO,2002,5166587.067868032
country/LAO,2003,6880241.490627694
country/LAO,2004,7457278.01215734
country/LAO,2005,9042874.480506133
country/LAO,2006,10514618.981992112
country/LAO,2007,35166778.58835799
country/LAO,2008,46213323.092458315
country/LAO,2009,45519524.08918935
country/LAO,2010,58152342.99473264
country/LAO,2011,1608927.3344107762
country/LAO,2012,7008603.691805318
country/LAO,2013,7488073.728323594
country/LAO,2014,7888429.041657914
country/LAO,2015,8722109.194784837
country/LAO,2016,11410963.77384523
country/LAO,2017,8207426.67835779
country/LAO,2018,1251883.351010984
country/LAO,2019,123565.90160645464
country/LAO,2020,126070.25178229819
country/MYS,2000,324704995.0710527
country/MYS,2001,372935087.5342103
country/MYS,2002,414521799.86842084
country/MYS,2003,475926528.43947387
country/MYS,2004,503489813.9631583
country/MYS,2005,547060407.041462
country/MYS,2006,603760336.4005281
country/MYS,2007,744260878.2825888
country/MYS,2008,824471902.1413952
country/MYS,2009,846495016.7517387
country/MYS,2010,1049874095.0155736
country/MYS,2011,1276202085.0841033
country/MYS,2012,1436953300.8433137
country/MYS,2013,1431056560.7658875
country/MYS,2014,1554594126.194736
country/MYS,2015,1507484112.3517988
country/MYS,2016,1451293791.6298556
country/MYS,2017,1460476371.5269868
country/MYS,2018,1632447290.906022
country/MYS,2019,1627004652.5748422
country/MYS,2020,1579811624.1322153
country/MHL,2000,726751.0
country/MHL,2001,747464.0
country/MHL,2002,808390.9999999999
country/MHL,2003,836973.0000000001
country/MHL,2004,893183.0000000001
country/MHL,2005,939524.0
country/MHL,2006,979988.9999999999
country/MHL,2007,1052612.9999999998
country/MHL,2008,1119327.0
country/MHL,2009,1112052.9999999998
country/MHL,2010,1194462.0
country/MHL,2011,1251894.9999999998
country/MHL,2012,1263413.9999999998
country/MHL,2013,1272512.0
country/MHL,2014,1285837.0
country/MHL,2015,1299162.0
country/MHL,2016,1342000.0
country/MHL,2017,1409778.0
country/MHL,2018,1450444.0000000002
country/MHL,2019,1619888.8900000001
country/MHL,2020,1674800.3800000004
country/FSM,2000,87530.00000000012
country/FSM,2001,91659.99999999988
country/FSM,2002,90120.00000000023
country/FSM,2003,93200.00000000023
country/FSM,2004,95020.00000000047
country/FSM,2005,97000.0
country/FSM,2006,97000.0
country/FSM,2007,145003.75
country/FSM,2008,100999.99999999977
country/FSM,2009,109330.00000000023
country/FSM,2010,111290.0
country/FSM,2011,116610.00000000023
country/FSM,2012,117940.00000000023
country/FSM,2013,0.0
country/FSM,2014,0.0
country/FSM,2015,0.0
country/FSM,2016,0.0
country/FSM,2017,0.0
country/FSM,2018,0.0
country/FSM,2019,0.0
country/FSM,2020,0.0
country/MNG,2000,3143046.1300309487
country/MNG,2001,3049863.008706863
country/MNG,2002,3010422.31448875
country/MNG,2003,2045053.1053144562
country/MNG,2004,3366369.961971576
country/MNG,2005,3035289.3736828337
country/MNG,2006,4802644.0639174115
country/MNG,2007,5587725.173925473
country/MNG,2008,5379288.717015772
country/MNG,2009,4091302.5848608618
country/MNG,2010,5963056.794784315
country/MNG,2011,8859926.841426322
country/MNG,2012,9162419.525921147
country/MNG,2013,9904921.986118106
country/MNG,2014,11041164.538710976
country/MNG,2015,11030202.789680656
country/MNG,2016,9880743.40110147
country/MNG,2017,9954374.087111903
country/MNG,2018,11131249.99807149
country/MNG,2019,11935613.350231662
country/MNG,2020,11452064.72804179
country/NRU,2000,85805.14370526101
country/NRU,2001,76343.10304030243
country/NRU,2002,81713.0632619104
country/NRU,2003,95736.84657111783
country/NRU,2004,111832.11650649659
country/NRU,2005,104363.33182297242
country/NRU,2006,102810.79111687247
country/NRU,2007,106133.30990379247
country/NRU,2008,169108.9280546679
country/NRU,2009,216893.9533809129
country/NRU,2010,253471.16954038502
country/NRU,2011,346940.45063363115
country/NRU,2012,467662.57817300834
country/NRU,2013,610193.7659507937
country/NRU,2014,714772.162675893
country/NRU,2015,360606.649705861
country/NRU,2016,371344.7294668681
country/NRU,2017,338862.97995782725
country/NRU,2018,313594.621140215
country/NRU,2019,333291.9630630027
country/NRU,2020,338432.52108847385
country/NZL,2000,412879787.41407365
country/NZL,2001,403194814.0848441
country/NZL,2002,445067098.2248334
country/NZL,2003,591139018.9870385
country/NZL,2004,716883692.3690873
country/NZL,2005,852509771.524081
country/NZL,2006,861345638.2700377
country/NZL,2007,1057162627.6757438
country/NZL,2008,1109840616.9245589
country/NZL,2009,1158739652.0266666
country/NZL,2010,1373363267.2614124
country/NZL,2011,1461513956.844114
country/NZL,2012,1568521135.4266489
country/NZL,2013,1785292573.5356214
country/NZL,2014,1838915466.0841238
country/NZL,2015,1973832877.1422088
country/NZL,2016,2072016150.0844047
country/NZL,2017,2031575295.0162578
country/NZL,2018,2347677174.2076154
country/NZL,2019,2467293838.3661366
country/NZL,2020,2396000104.5507407
country/PLW,2005,1708292.2999999993
country/PLW,2006,2002218.7000000002
country/PLW,2007,2255500.0000000014
country/PLW,2008,2343781.1000000006
country/PLW,2009,2504330.0999999996
country/PLW,2010,2568299.899999999
country/PLW,2011,2832228.900000002
country/PLW,2012,3734273.6999999993
country/PLW,2013,4802843.199999999
country/PLW,2014,5241932.9
country/PLW,2015,6244816.700000001
country/PLW,2016,6452514.719999996
country/PLW,2017,6769846.630000003
country/PLW,2018,7118821.28
country/PLW,2019,7339993.540000003
country/PLW,2020,7159015.329999998
country/PNG,2000,0.0
country/PNG,2001,0.0
country/PNG,2002,0.0
country/PNG,2003,0.0
country/PNG,2004,0.0
country/PNG,2005,0.0
country/PNG,2006,0.0
country/PNG,2007,0.0
country/PNG,2008,0.0
country/PNG,2009,0.0
country/PNG,2010,0.0
country/PNG,2011,0.0
country/PNG,2012,0.0
country/PNG,2013,0.0
country/PNG,2014,0.0
country/PNG,2015,0.0
country/PNG,2016,0.0
country/PNG,2017,0.0
country/PNG,2018,0.0
country/PNG,2019,0.0
country/PNG,2020,0.0
country/PHL,2000,277966745.3003637
country/PHL,2001,246998761.5862286
country/PHL,2002,274837710.1841153
country/PHL,2003,340460585.81883085
country/PHL,2004,364448848.69267297
country/PHL,2005,425398618.4202468
country/PHL,2006,484368164.82198006
country/PHL,2007,630119257.8522002
country/PHL,2008,767226481.4756294
country/PHL,2009,838889709.5877783
country/PHL,2010,986396170.5048459
country/PHL,2011,1297996772.179622
country/PHL,2012,1572372455.7323418
country/PHL,2013,1755562578.5276673
country/PHL,2014,1324323952.9417512
country/PHL,2015,1159643470.191607
country/PHL,2016,1257364695.4816802
country/PHL,2017,1329497087.138245
country/PHL,2018,1425495658.6774797
country/PHL,2019,1601892051.5383594
country/PHL,2020,1773821964.5601199
country/PHL,2021,1951193735.6054204
country/KOR,2000,1355776317.774167
country/KOR,2001,1178425837.0095844
country/KOR,2002,1268391926.4999895
country/KOR,2003,1633697342.3855674
country/KOR,2004,1827974575.762045
country/KOR,2005,2249946877.988899
country/KOR,2006,2736005022.284339
country/KOR,2007,3169941312.6215262
country/KOR,2008,3231002973.2080746
country/KOR,2009,3563296680.0831532
country/KOR,2010,4489210420.4860525
country/KOR,2011,5490461073.251951
country/KOR,2012,6102196098.709837
country/KOR,2013,6805478303.79655
country/KOR,2014,8470712089.144496
country/KOR,2015,8822070397.55665
country/KOR,2016,9795994622.331514
country/KOR,2017,10913707870.065685
country/KOR,2018,11768684884.356766
country/KOR,2019,13748661050.364372
country/KOR,2020,15394378280.291681
country/KOR,2021,16073357383.695047
country/WSM,2000,12201.944215495849
country/WSM,2001,145231.21919700922
country/WSM,2002,200953.23858611903
country/WSM,2003,168092.85278599468
country/WSM,2004,193471.23632177172
country/WSM,2005,227595.3360949311
country/WSM,2006,247087.92555086885
country/WSM,2007,280168.0472107056
country/WSM,2008,326328.47001200117
country/WSM,2009,270925.89069970103
country/WSM,2010,294042.4703159311
country/WSM,2011,329415.2620220429
country/WSM,2012,334067.25905068347
country/WSM,2013,335751.76264969824
country/WSM,2014,335767.5145551405
country/WSM,2015,382576.4638659487
country/WSM,2016,407540.9088888139
country/WSM,2017,413070.4637233701
country/WSM,2018,412287.7579459159
country/WSM,2019,418228.91929719265
country/WSM,2020,349051.18087438727
country/SGP,2000,497510732.26228845
country/SGP,2001,469350718.96457124
country/SGP,2002,484342890.1469081
country/SGP,2003,509552433.4752382
country/SGP,2004,598967082.2009271
country/SGP,2005,659886153.9986695
country/SGP,2006,752195396.4315691
country/SGP,2007,926232597.2656108
country/SGP,2008,1004332950.8332114
country/SGP,2009,1440558731.8098054
country/SGP,2010,1740446972.8897924
country/SGP,2011,2061848028.8138845
country/SGP,2012,2263084778.2075167
country/SGP,2013,2508942580.5722046
country/SGP,2014,2640947777.1595426
country/SGP,2015,2554335784.09616
country/SGP,2016,2798982771.7485285
country/SGP,2017,2940528823.795645
country/SGP,2018,3213394714.230103
country/SGP,2019,3291345486.288866
country/SGP,2020,5983006560.143492
country/SLB,2000,0.0
country/SLB,2001,0.0
country/SLB,2002,0.0
country/SLB,2003,0.0
country/SLB,2004,0.0
country/SLB,2005,0.0
country/SLB,2006,0.0
country/SLB,2007,0.0
country/SLB,2008,0.0
country/SLB,2009,0.0
country/SLB,2010,0.0
country/SLB,2011,0.0
country/SLB,2012,0.0
country/SLB,2013,0.0
country/SLB,2014,0.0
country/SLB,2015,0.0
country/SLB,2016,0.0
country/SLB,2017,0.0
country/SLB,2018,0.0
country/SLB,2019,0.0
country/SLB,2020,0.0
country/TON,2000,273984.8657926495
country/TON,2001,237859.03378911642
country/TON,2002,276821.0212548658
country/TON,2003,313506.2347014329
country/TON,2004,368157.68816914276
country/TON,2005,591395.3584518112
country/TON,2006,789945.2939291889
country/TON,2007,772755.132888498
country/TON,2008,729724.4155078664
country/TON,2009,848956.1180085982
country/TON,2010,1086967.846242492
country/TON,2011,1033642.1911236192
country/TON,2012,884852.7432367394
country/TON,2013,877040.5335565018
country/TON,2014,874072.1797787808
country/TON,2015,821382.7427565607
country/TON,2016,815941.6106336922
country/TON,2017,889003.0926078147
country/TON,2018,963303.8394591641
country/TON,2019,970254.1088599829
country/TON,2020,968358.3771820889
country/TUV,2000,14019.596474953622
country/TUV,2001,71577.01458570395
country/TUV,2002,99499.0763881343
country/TUV,2003,133498.2813412024
country/TUV,2004,126374.46683335783
country/TUV,2005,122125.23864070258
country/TUV,2006,88634.03614457829
country/TUV,2007,124615.5133461635
country/TUV,2008,154052.17245428622
country/TUV,2009,113453.43940102946
country/TUV,2010,129601.90790680605
country/TUV,2011,175575.03867973178
country/TUV,2012,173723.3381652516
country/TUV,2013,169979.72581579458
country/TUV,2014,162249.86479177934
country/TUV,2015,51025.61790999926
country/TUV,2016,160722.4650609575
country/TUV,2017,185450.96566523606
country/TUV,2018,162946.52570233107
country/TUV,2019,239614.5915884603
country/TUV,2020,248477.04218567195
country/VUT,2000,0.0
country/VUT,2001,0.0
country/VUT,2002,0.0
country/VUT,2003,390502.3505084321
country/VUT,2004,447069.05519277195
country/VUT,2005,470303.82424959185
country/VUT,2006,491043.4358924157
country/VUT,2007,556436.8517388651
country/VUT,2008,611423.2321444702
country/VUT,2009,634611.16729774
country/VUT,2010,770127.5619114778
country/VUT,2011,865218.0841071878
country/VUT,2012,867019.3413034676
country/VUT,2013,888299.7661369221
country/VUT,2014,915720.2696976454
country/VUT,2015,887439.1585708025
country/VUT,2016,928884.6652224005
country/VUT,2017,966475.8191753322
country/VUT,2018,956292.720464757
country/VUT,2019,922055.7259712798
country/VUT,2020,962921.2724908998
country/VNM,2000,357704755.250481
country/VNM,2001,711022102.2421914
country/VNM,2002,347634156.6412515
country/VNM,2003,461289267.5539327
country/VNM,2004,514112518.8238279
country/VNM,2005,646068146.7061106
country/VNM,2006,809717776.1758132
country/VNM,2007,1005860995.4408922
country/VNM,2008,1170290287.402046
country/VNM,2009,1348869466.534495
country/VNM,2010,1433126277.2626526
country/VNM,2011,1714919605.8411243
country/VNM,2012,1456429274.2173996
country/VNM,2013,1017834208.423261
country/VNM,2014,1413742563.552109
country/VNM,2015,1370888301.0503366
country/VNM,2016,661892008.9867024
country/VNM,2017,1022723094.5000645
country/VNM,2018,1991296769.3178275
country/VNM,2019,2209000701.004939
country/VNM,2020,2323096647.107395
