dcid,year,principalRepaymentsCurrentUSD
country/MRT,2017,223590348.5
country/MRT,2018,270111165.6
country/MRT,2022,507478336.4
country/MRT,2027,390280286.9
country/MRT,2028,348209690.9
country/MUS,1971,2726750.5
country/MUS,1972,2009428.6
country/MUS,1973,1529684.5
country/MUS,1974,1989838.3
country/MUS,1975,8597815.1
country/MUS,1980,18529392.9
country/MUS,1984,51735678.1
country/MUS,1989,53136880.6
country/MUS,1992,127277261.3
country/MUS,1998,152305318.2
country/MUS,2000,400887266.8
country/MUS,2005,757096900.2
country/MUS,2007,1507779977.6
country/MUS,2019,2499488584.8
country/MUS,2024,757295455.9
country/MUS,2025,524491037.7
country/MUS,2026,480533902.3
country/MUS,1970,1404700.0
country/MUS,1977,8179156.7
country/MUS,1978,7932480.1
country/MUS,1983,60724619.6
country/MUS,1987,48865257.0
country/MUS,1988,104662838.8
country/MUS,1990,59871971.1
country/MUS,1993,82493405.5
country/MUS,1996,107884661.0
country/MUS,2003,713012894.1
country/MUS,2009,1921687426.1
country/MUS,2011,1335539446.1
country/MUS,2012,3182780799.3
country/MUS,2013,2377593024.1
country/MUS,2017,2637271648.2
country/MUS,2018,2848928144.5
country/MUS,2022,1294966602.3
country/MUS,2027,398044906.2
country/MUS,2028,378218172.6
country/MUS,1979,11444657.0
country/MUS,1981,21750030.9
country/MUS,1985,42600032.2
country/MUS,2001,132232218.6
country/MUS,2002,191161505.7
country/MUS,2006,1346211291.2
country/MUS,2008,1266350240.1
country/MUS,2010,2118389744.0
country/MUS,2014,5871220881.5
country/MUS,2015,3985695925.4
country/MUS,2016,1509534110.0
country/MUS,2020,2242798873.0
country/MUS,2021,2392236561.7
country/MUS,2023,982815253.2
country/MUS,1976,5655980.2
country/MUS,1982,33097208.4
country/MUS,1986,38651833.3
country/MUS,1991,95259491.2
country/MUS,1994,102813312.6
country/MUS,1995,153735378.1
country/MUS,1997,135894236.2
country/MUS,1999,106285127.7
country/MUS,2004,570374985.9
country/MEX,1971,1057688715.7
country/MEX,1972,1186296684.7
country/MEX,1975,1515002511.0
country/MEX,1978,4914718113.1
country/MEX,1981,4523680097.7
country/MEX,1983,4846061477.2
country/MEX,1984,5671925832.3
country/MEX,1986,4435798944.5
country/MEX,1995,14183815507.5
country/MEX,2001,34845649146.2
country/MEX,2002,27619363143.9
country/MEX,2009,22318126036.7
country/MEX,2014,29392875738.4
country/MEX,2016,59176768536.4
country/MEX,2027,37093275633.2
country/MEX,1973,1362926579.3
country/MEX,1976,1992897133.6
country/MEX,1990,2837914032.2
country/MEX,1991,4270471918.9
country/MEX,1992,12363008886.7
country/MEX,1997,27403640163.6
country/MEX,2003,22744545818.7
country/MEX,2004,29318118894.9
country/MEX,2013,20173594647.8
country/MEX,2018,32562938318.7
country/MEX,2020,47813722620.3
country/MEX,2021,53654375269.1
country/MEX,2022,64450431072.5
country/MEX,2023,53543873198.0
country/MEX,2026,40858902830.5
country/MEX,1974,1314321732.8
country/MEX,1977,3118006825.5
country/MEX,1988,6214057230.3
country/MEX,1999,18391320741.1
country/MEX,2000,39455462145.7
country/MEX,2006,42437235513.5
country/MEX,2007,24287986495.4
country/MEX,2008,28603528258.2
country/MEX,2024,58873730578.7
country/MEX,2028,25746116190.9
country/MEX,1970,1025031831.8
country/MEX,1979,8068508799.2
country/MEX,1980,4771593421.3
country/MEX,1982,4547532773.9
country/MEX,1985,5087326250.4
country/MEX,1987,3409615457.3
country/MEX,1989,5449391378.2
country/MEX,1993,14893542727.2
country/MEX,1994,9909780128.4
country/MEX,1996,26831818248.8
country/MEX,1998,17140008451.3
country/MEX,2005,25101459521.6
country/MEX,2010,21682661058.4
country/MEX,2011,28708204452.0
country/MEX,2012,35416117276.0
country/MEX,2015,31761482042.4
country/MEX,2017,38184786546.6
country/MEX,2019,43637802544.3
country/MEX,2025,37347471990.9
country/MDA,1994,5174000.0
country/MDA,1995,41446645.0
country/MDA,1998,83244308.2
country/MDA,2000,57644855.3
country/MDA,2002,167228121.6
country/MDA,2005,162513616.1
country/MDA,2010,305717998.8
country/MDA,2015,311757196.1
country/MDA,2020,543573805.6
country/MDA,2021,508174724.8
country/MDA,2023,788360358.3
country/MDA,2026,939617839.6
country/MDA,1997,61955868.6
country/MDA,2004,206597646.3
country/MDA,2012,466904863.7
country/MDA,2016,265260364.9
country/MDA,2019,426894970.2
country/MDA,1999,87441337.7
country/MDA,2001,66897320.4
country/MDA,2007,218937498.7
country/MDA,2013,542483717.1
country/MDA,2022,1057501174.7
country/MDA,2027,360802318.4
country/MDA,1992,5000000.0
country/MDA,1993,764000.0
country/MDA,1996,41106248.3
country/MDA,2003,87668913.7
country/MDA,2006,234606648.0
country/MDA,2008,390614437.1
country/MDA,2009,302920381.4
country/MDA,2011,367958126.0
country/MDA,2014,455665902.7
country/MDA,2017,249173040.4
country/MDA,2018,375445398.8
country/MDA,2024,709387504.3
country/MDA,2025,494093566.0
country/MDA,2028,327239598.6
country/MNG,1992,56143472.2
country/MNG,1998,21169259.1
country/MNG,2000,21821322.0
country/MNG,2004,12946962.3
country/MNG,2006,25160048.4
country/MNG,2009,70005594.2
country/MNG,2010,139000595.5
country/MNG,2019,11136967697.9
country/MNG,2020,2193186953.7
country/MNG,2026,2672060214.5
country/MNG,1993,14886628.7
country/MNG,1999,6726577.8
country/MNG,2002,32228115.9
country/MNG,2003,265383605.4
country/MNG,2013,884556736.2
country/MNG,2014,871741682.3
country/MNG,2015,1323338351.2
country/MNG,2018,6614465948.6
country/MNG,2021,2167975187.1
country/MNG,2025,2439821083.6
country/MNG,2027,1703090402.0
country/MNG,2028,1516381913.8
country/MNE,2017,952824643.8
country/MNE,2022,1129171458.4
country/MNE,2024,1043517841.2
country/MNE,2027,1856453951.6
country/MNE,2007,109463599.5
country/MNE,2009,24962206.8
country/MNE,2014,992111827.4
country/MNE,2016,1090278120.1
country/MNE,2021,1008564354.9
country/MNE,2028,999047339.6
country/MNG,1995,32432767.7
country/MNG,1996,34035699.3
country/MNG,1997,49599895.3
country/MNG,2005,16717951.2
country/MNG,2011,77421642.7
country/MNG,2023,4720596214.1
country/MNG,2024,6802689499.7
country/MNG,1994,33723200.2
country/MNG,2001,28055513.1
country/MNG,2007,30116584.5
country/MNG,2008,41027205.6
country/MNG,2012,882519202.4
country/MNG,2016,938444062.3
country/MNG,2017,2788228538.3
country/MNG,2022,6917576207.8
country/MNE,2008,27885137.4
country/MNE,2015,1132916787.6
country/MNE,2018,1421457566.8
country/MNE,2020,1008329158.3
country/MNE,2023,1053035355.9
country/MNE,2006,12740657.8
country/MNE,2010,59480602.3
country/MNE,2011,735928687.2
country/MNE,2012,827554753.5
country/MNE,2013,1015004258.6
country/MNE,2019,1293117093.0
country/MNE,2025,1591920704.8
country/MNE,2026,1107974586.8
country/MAR,1974,107418146.2
country/MAR,1975,109996605.2
country/MAR,1976,118907339.7
country/MAR,1982,860516219.2
country/MAR,1985,521653556.8
country/MAR,1989,597666183.2
country/MAR,1992,1394287901.1
country/MAR,1999,1983947869.7
country/MAR,2005,2144034597.8
country/MAR,2007,3328707497.5
country/MAR,2010,2427532619.3
country/MAR,2014,3714558757.3
country/MAR,2022,6090832923.9
country/MAR,2023,5920249895.7
country/MAR,1979,448668228.7
country/MAR,1990,681530266.4
country/MAR,1991,1056460760.3
country/MAR,1994,2093114807.0
country/MAR,1995,2268970994.5
country/MAR,2000,1632011889.5
country/MAR,2004,2385517963.0
country/MAR,2012,2780474493.1
country/MAR,2015,2473736438.0
country/MAR,2018,2742259328.9
country/MAR,2021,4211731306.3
country/MAR,2024,6697336521.2
country/MAR,2027,4318540726.7
country/MAR,1971,65888849.6
country/MAR,1972,77893823.9
country/MAR,1977,149356733.8
country/MAR,1978,335513656.4
country/MAR,1980,590597354.1
country/MAR,1981,646687669.8
country/MAR,1983,731434282.2
country/MAR,1984,244860884.7
country/MAR,1996,1957783878.8
country/MAR,2003,2967943435.9
country/MAR,2006,2788617789.5
country/MAR,2008,3455858910.9
country/MAR,2011,2428758174.0
country/MAR,2025,5093506930.9
country/MAR,2028,1954727718.1
country/MAR,1970,40059829.2
country/MAR,1973,97516148.3
country/MAR,1986,636503904.9
country/MAR,1987,604956252.0
country/MAR,1988,511098198.0
country/MAR,1993,1839358920.6
country/MAR,1997,2000535547.7
country/MAR,1998,1769500360.6
country/MAR,2001,1654717020.6
country/MAR,2002,2593445216.0
country/MAR,2009,2708811501.9
country/MAR,2013,3994176275.6
country/MAR,2016,2656838224.7
country/MAR,2017,2797268990.1
country/MAR,2019,2916745316.1
country/MAR,2020,3943286705.2
country/MAR,2026,4357925256.7
country/MOZ,1984,11830608.0
country/MOZ,1989,35008361.9
country/MOZ,1992,32616894.8
country/MOZ,1993,37510382.0
country/MOZ,1994,56572368.5
country/MOZ,1996,59364562.3
country/MOZ,2002,141149690.3
country/MOZ,2006,396602747.3
country/MOZ,2011,307449716.5
country/MOZ,2012,58287142.3
country/MOZ,2017,239794242.8
country/MOZ,2018,280829652.3
country/MOZ,1986,62200821.2
country/MOZ,1988,33994230.9
country/MOZ,2004,181109741.0
country/MOZ,2007,1003221481.1
country/MOZ,2009,347532424.3
country/MOZ,2010,43012545.9
country/MOZ,2016,246105365.8
country/MOZ,2022,14101774198.4
country/MOZ,2023,10945461427.1
country/MOZ,2025,5605607451.3
country/MOZ,1987,29463097.0
country/MOZ,1990,40822003.3
country/MOZ,1995,70663062.7
country/MOZ,1997,49164130.9
country/MOZ,2000,63918198.6
country/MOZ,2001,139802581.7
country/MOZ,2003,169018884.6
country/MOZ,2013,107191128.1
country/MOZ,2024,9115215586.1
country/MOZ,2026,4551110080.8
country/MOZ,2028,2975801396.4
country/MOZ,1985,33549301.8
country/MOZ,1991,41142070.4
country/MOZ,1998,40363637.0
country/MOZ,1999,42483642.3
country/MOZ,2005,222116275.7
country/MOZ,2008,372823531.1
country/MOZ,2014,138722930.6
country/MOZ,2015,276885959.5
country/MOZ,2019,551930908.5
country/MOZ,2020,489900239.3
country/MOZ,2021,6437587065.0
country/MOZ,2027,3543948410.7
country/MMR,1970,13718590.4
country/MMR,1978,27849964.9
country/MMR,1981,86356479.8
country/MMR,1984,96009527.6
country/MMR,1987,97080634.7
country/MMR,1997,112388660.2
country/MMR,1998,88357305.8
country/MMR,1999,74829593.7
country/MMR,2005,21875452.8
country/MMR,2007,53910672.7
country/MMR,2013,1721545345.1
country/MMR,2017,442752527.4
country/MMR,2020,485050924.5
country/MMR,2021,701777122.6
country/MMR,2028,789267176.8
country/MMR,1971,16837910.8
country/MMR,1983,87440232.8
country/MMR,1988,67240049.3
country/MMR,1989,116324888.2
country/MMR,1990,45972080.1
country/MMR,1994,50491328.8
country/MMR,2000,16296854.9
country/MMR,2001,13367472.0
country/MMR,2003,17201823.2
country/MMR,2004,19081680.8
country/MMR,2008,62990789.5
country/MMR,2009,81814805.7
country/MMR,2012,885474955.2
country/MMR,2019,505547028.7
country/MMR,2027,792159836.5
country/NPL,1971,258688.5
country/NPL,1976,1242943.5
country/NPL,1978,1639102.6
country/NPL,1979,1793000.4
country/NPL,1985,5855207.4
country/NPL,1996,39282218.8
country/NPL,1997,57097124.6
country/NPL,1998,54383134.2
country/NPL,1999,69369902.3
country/NPL,2004,84573424.2
country/NPL,2005,85990199.2
country/NPL,2008,125956701.0
country/NPL,2011,153885849.5
country/NPL,2013,165128875.8
country/NPL,2017,195455920.6
country/NPL,2018,181483454.0
country/NPL,2020,201565661.9
country/NPL,2022,342405403.0
country/NPL,2023,372861558.0
country/NPL,1970,2513188.5
country/NPL,1973,412725.9
country/NPL,1982,2578436.5
country/NPL,1986,11977842.6
country/NPL,1987,14928583.6
country/NPL,1988,21922363.4
country/NPL,1990,27642535.1
country/NPL,1991,28823904.2
country/NPL,2010,148365099.4
country/NPL,2016,177179886.1
country/NPL,2024,455620183.4
country/NPL,2025,510895974.4
country/NPL,2027,570048360.8
country/MMR,1975,24938685.0
country/MMR,1982,69430858.7
country/MMR,1985,109961723.2
country/MMR,1991,35427897.9
country/MMR,2002,15619050.6
country/MMR,2006,37664643.3
country/MMR,2011,148192431.1
country/MMR,2014,327420622.0
country/MMR,2018,546027378.2
country/MMR,2023,1095749338.3
country/MMR,2025,2769576753.9
country/MMR,2026,948157307.1
country/MMR,1972,18212978.6
country/MMR,1973,34079262.1
country/MMR,1974,22298044.6
country/MMR,1976,26916554.8
country/MMR,1977,22945551.2
country/MMR,1979,61258411.7
country/MMR,1980,66501839.7
country/MMR,1986,136407548.6
country/MMR,1992,29616904.0
country/MMR,1993,30384629.8
country/MMR,1995,193678143.3
country/MMR,1996,154173543.5
country/MMR,2010,201029414.1
country/MMR,2015,260212769.0
country/MMR,2016,481667808.9
country/MMR,2022,1070406208.2
country/MMR,2024,1035408950.0
country/NPL,1974,631548.6
country/NPL,1977,2107588.7
country/NPL,1981,2239966.6
country/NPL,1983,3518887.1
country/NPL,1984,4127911.1
country/NPL,1989,24640896.0
country/NPL,1993,36347018.8
country/NPL,2001,62317188.0
country/NPL,2002,69950146.1
country/NPL,2007,112087901.6
country/NPL,2009,139597285.9
country/NPL,2012,175081033.7
country/NPL,2014,170867865.3
country/NPL,2015,168706007.3
country/NPL,2019,204976330.1
country/NPL,2021,201433878.1
country/NPL,1972,308197.4
country/NPL,1975,1366764.6
country/NPL,1980,2097567.7
country/NPL,1992,34660104.6
country/NPL,1994,41999748.5
country/NPL,1995,44861075.4
country/NPL,2000,67226793.1
country/NPL,2003,79334034.1
country/NPL,2006,104421191.8
country/NPL,2026,542913068.7
country/NPL,2028,596709083.2
country/NIC,1970,18261000.0
country/NIC,1971,25312000.0
country/NIC,1972,23237435.5
country/NIC,1976,37737009.8
country/NIC,1980,49360659.3
country/NIC,1981,74550994.2
country/NIC,1985,26478711.0
country/NIC,1987,47497309.7
country/NIC,1989,12691000.0
country/NIC,2009,334957402.9
country/NIC,2010,459305823.6
country/NIC,2011,588428970.9
country/NIC,2020,1366376275.9
country/NIC,2023,1524340976.7
country/NIC,2024,1444787023.6
country/NIC,2025,1061800859.4
country/NIC,2026,967405269.7
country/NIC,2028,814586709.3
country/NIC,1973,53031117.7
country/NIC,1978,50315945.2
country/NIC,1982,59418454.3
country/NIC,1983,49845339.8
country/NIC,1988,18681000.0
country/NIC,1993,66306511.7
country/NIC,1995,191225378.0
country/NIC,1996,125489939.6
country/NIC,2002,103666503.5
country/NIC,2004,75347060.5
country/NIC,2006,108392617.1
country/NIC,2013,2061532312.3
country/NIC,2014,2740174483.7
country/NIC,2016,1587139997.7
country/NIC,1975,22538695.1
country/NIC,1977,50852472.7
country/NIC,1984,33095369.6
country/NIC,1990,6899000.0
country/NIC,1991,340867155.8
country/NIC,1992,46936000.0
country/NIC,1998,86494530.9
country/NIC,2000,184398545.9
country/NIC,2001,260116735.0
country/NIC,2003,132192643.1
country/NIC,2005,110483417.2
country/NIC,2007,313157643.0
country/NIC,2017,2331135837.7
country/NIC,2018,1865112147.5
country/NIC,2021,1179823638.1
country/NIC,2022,2137485139.3
country/NIC,1974,22765515.6
country/NIC,1979,22249837.0
country/NIC,1986,19502389.1
country/NIC,1994,101846356.2
country/NIC,1997,183520294.2
country/NIC,1999,97620542.6
country/NIC,2008,309210084.1
country/NIC,2012,1947944116.7
country/NIC,2015,1340549783.2
country/NIC,2019,1938610814.0
country/NIC,2027,858000440.4
country/NER,1978,19313375.7
country/NER,1979,32664278.0
country/NER,1981,83695972.1
country/NER,1992,26790203.9
country/NER,1999,14067775.9
country/NER,2002,15259981.1
country/NER,2006,44683577.2
country/NER,2007,15318777.4
country/NER,2015,53408000.2
country/NER,2016,72118016.0
country/NER,1977,6078139.5
country/NER,1982,157745676.6
country/NER,1985,53755746.3
country/NER,1989,55711109.7
country/NER,1993,56009148.5
country/NER,2008,17533564.4
country/NER,2009,27631863.5
country/NER,2018,71787449.4
country/NER,2020,122325922.5
country/NER,2022,223361959.0
country/NER,2028,348614321.2
country/NER,1970,1551555.3
country/NER,1971,1625822.0
country/NER,1972,1685472.8
country/NER,1975,5781528.5
country/NER,1980,57451066.9
country/NER,1986,64089097.4
country/NER,1987,57022637.4
country/NER,1990,47200707.4
country/NER,1991,62626517.8
country/NER,1996,32724284.6
country/NER,2004,19666810.2
country/NER,2005,21393018.7
country/NER,2013,43157567.2
country/NER,2014,74126631.4
country/NER,2019,94069324.4
country/NER,2023,254746874.3
country/NER,1973,1949461.1
country/NER,1974,2522663.5
country/NER,1976,6736258.8
country/NER,1983,82647274.6
country/NER,1984,47674127.5
country/NER,1988,56237279.4
country/NER,1994,38108499.9
country/NER,1995,30915663.8
country/NER,1997,33824284.1
country/NER,1998,36310836.1
country/NER,2000,14041965.7
country/NER,2001,20316817.9
country/NER,2003,21280195.1
country/NER,2010,15934834.6
country/NER,2011,15874805.8
country/NER,2012,21235582.6
country/NER,2017,87674196.2
country/NER,2021,128315182.2
country/NER,2024,273821779.8
country/NER,2025,306091603.4
country/NER,2026,330752445.5
country/NER,2027,350427507.9
country/NGA,1970,67790530.4
country/NGA,1971,64379266.8
country/NGA,1975,224418749.7
country/NGA,1977,86063968.9
country/NGA,1980,242122004.7
country/NGA,1982,841503978.1
country/NGA,1991,862394684.2
country/NGA,1995,918094002.3
country/NGA,1996,1137660315.9
country/NGA,1997,839661454.4
country/NGA,1998,773317583.5
country/NGA,2003,1218602479.8
country/NGA,2005,3863413789.6
country/NGA,2007,915519409.3
country/NGA,2010,1189376829.4
country/NGA,2013,225332305.6
country/NGA,2019,3275495838.3
country/NGA,2021,6771696994.3
country/NGA,2023,7669407383.1
country/NGA,1973,190467358.2
country/NGA,1974,150316433.7
country/NGA,1976,355985574.1
country/NGA,1978,82665847.2
country/NGA,1979,134644591.9
country/NGA,1985,2707014261.0
country/NGA,1987,459000656.6
country/NGA,1989,607038202.4
country/NGA,1993,578999612.9
country/NGA,1994,746444826.0
country/NGA,1999,604947046.4
country/NGA,2000,1091542917.0
country/NGA,2001,1715297833.6
country/NGA,2002,1149142369.5
country/NGA,2011,426143209.6
country/NGA,2012,1192593526.9
country/NGA,2014,4277640440.8
country/NGA,2018,3954087614.5
country/NGA,2022,10017523027.7
country/NGA,2024,6311834842.8
country/NGA,2025,5421218260.2
country/NGA,2026,5390674266.6
country/NGA,2027,6039663487.8
country/MKD,1995,19030813.5
country/MKD,2006,429524042.3
country/MKD,2008,293094839.1
country/MKD,2009,374703042.1
country/MKD,2011,739436182.9
country/MKD,2014,661694705.9
country/MKD,2015,699306043.5
country/MKD,2020,947983335.5
country/MKD,2021,1241030946.9
country/MKD,2024,1002300504.8
country/MKD,2002,177715070.7
country/MKD,2003,170201388.7
country/MKD,2018,1076716535.8
country/MKD,2019,512527518.9
country/MKD,2022,1455235264.6
country/PAK,1981,370410688.2
country/PAK,1982,342581839.6
country/PAK,1988,859190875.2
country/PAK,1996,1779409771.0
country/PAK,2003,1635254898.4
country/PAK,2005,1466774754.8
country/PAK,2010,3022396402.4
country/PAK,2013,2440561883.4
country/PAK,2015,2567405742.6
country/PAK,2017,4961667034.0
country/PAK,2022,18906507050.3
country/PAK,2027,7387511742.1
country/PAK,2028,5456837951.6
country/PAK,1970,146858029.4
country/PAK,1972,108466693.5
country/PAK,1975,158273500.4
country/PAK,1978,210477039.3
country/PAK,1983,798287517.4
country/PAK,1986,689241844.4
country/PAK,1990,897980734.7
country/PAK,1992,1266107980.9
country/PAK,1995,1833046961.9
country/PAK,2008,1772800659.0
country/PAK,2012,1697221457.4
country/PAK,2018,3313975566.0
country/PAK,2025,9806598750.8
country/NGA,1972,63796053.7
country/NGA,1984,2129292130.7
country/NGA,1986,1243643869.1
country/NGA,1981,635542517.1
country/NGA,1983,1155508811.8
country/NGA,1988,692024997.8
country/NGA,1990,1180109074.6
country/NGA,1992,543771510.7
country/NGA,2006,6441818322.9
country/NGA,2009,666462522.7
country/NGA,2015,1124700806.9
country/NGA,2016,1849470867.0
country/NGA,2017,2706887006.7
country/NGA,2020,3670954124.4
country/NGA,2028,4159567136.1
country/NGA,2004,1164294475.4
country/NGA,2008,596701457.0
country/MKD,1993,5169000.0
country/MKD,1994,119250768.6
country/MKD,1996,25907153.8
country/MKD,1998,91062460.1
country/MKD,1999,88246692.6
country/MKD,2000,73881009.3
country/MKD,2001,128485544.6
country/MKD,2013,729721015.3
country/MKD,2017,644901587.7
country/MKD,2023,1706284671.5
country/MKD,2025,1453879189.2
country/MKD,2028,1226804548.0
country/MKD,1997,49313723.2
country/MKD,2004,172782735.0
country/MKD,2005,171035070.5
country/MKD,2007,485467132.3
country/MKD,2010,442790328.3
country/MKD,2012,479516764.8
country/MKD,2016,702341021.6
country/MKD,2026,749159300.7
country/MKD,2027,511419838.7
country/PAK,1973,108360147.8
country/PAK,1974,121115200.1
country/PAK,1977,193822481.9
country/PAK,1979,306114084.7
country/PAK,1980,352372606.6
country/PAK,1985,728320428.5
country/PAK,1991,997210161.1
country/PAK,1993,1393486430.6
country/PAK,1999,1653232964.6
country/PAK,2000,1588132566.3
country/PAK,2001,1957482191.9
country/PAK,2004,2957324959.4
country/PAK,2006,1333796577.2
country/PAK,2009,2247234359.2
country/PAK,2016,2986312205.8
country/PAK,2021,8666419031.9
country/PAK,2023,13074858408.2
country/PAK,1971,112530555.5
country/PAK,1976,159710742.5
country/PAK,1984,620085049.6
country/PAK,1987,753710357.2
country/PAK,1989,865202202.4
country/PAK,1994,2379342426.2
country/PAK,1997,2549622575.1
country/PAK,1998,1287185241.1
country/PAK,2002,1782938493.8
country/PAK,2007,1378774173.3
country/PAK,2011,1671100850.6
country/PAK,2014,2011499658.5
country/PAK,2019,7480876217.8
country/PAK,2020,6359520346.9
country/PAK,2024,10157977054.7
country/PAK,2026,7593485392.3
country/PNG,1972,79611285.5
country/PNG,1980,71577639.6
country/PNG,1981,81518997.3
country/PNG,1983,155504016.2
country/PNG,1987,187717807.7
country/PNG,1988,315630302.2
country/PNG,1993,668846618.9
country/PNG,1995,493076674.8
country/PNG,2001,189454373.5
country/PNG,2002,207471305.9
country/PNG,2006,269965608.8
country/PNG,2011,1076402281.0
country/PNG,2012,348815055.9
country/PNG,2013,1028364492.9
country/PNG,2016,2659095025.3
country/PNG,2018,2029481742.4
country/PNG,2022,4227818304.2
country/PNG,2023,2743369664.0
country/PNG,2024,2254317111.0
country/PNG,2026,468392102.3
country/PNG,1970,20415680.0
country/PNG,1974,81878271.6
country/PNG,1984,219021363.0
country/PNG,1985,190609188.5
country/PNG,1989,342787805.8
country/PNG,1996,389022883.6
country/PNG,1997,424962664.3
country/PNG,2000,195585982.6
country/PNG,2004,140863296.0
country/PNG,2008,932031244.2
country/PNG,2028,936294388.6
country/PRY,1973,12400025.0
country/PRY,1974,18642400.5
country/PRY,1978,38008877.5
country/PRY,1979,60354271.6
country/PRY,1982,66859696.1
country/PRY,1986,137636673.1
country/PRY,1990,130449808.5
country/PRY,1991,157816391.5
country/PRY,1994,164712396.9
country/PRY,1997,181898321.7
country/PRY,2003,248613442.5
country/PRY,2008,297407068.9
country/PRY,2009,309539563.1
country/PRY,2018,1680237640.7
country/PRY,2023,1618817190.6
country/PRY,1975,24435587.4
country/PRY,1981,99655714.9
country/PRY,1985,84007266.1
country/PRY,1987,134775768.4
country/PRY,1989,81951614.2
country/PRY,1995,164245426.2
country/PRY,2000,206707740.3
country/PRY,2005,348155880.0
country/PRY,2006,287573216.7
country/PRY,2010,314278502.1
country/PRY,2012,1739924329.6
country/PRY,2014,2779268758.9
country/PRY,2017,1338013006.7
country/PRY,2019,924073738.8
country/PRY,2022,1265710695.9
country/PRY,2027,1822947911.6
country/PRY,2028,1044398960.6
country/PER,1971,358326749.6
country/PER,1979,739076067.6
country/PER,1981,1444638305.1
country/PER,1982,982130785.1
country/PER,1983,466433447.7
country/PER,1989,145944180.0
country/PER,1991,620694514.1
country/PER,1992,503659271.1
country/PER,1995,529303764.6
country/PER,1998,653759814.0
country/PER,2001,692269055.0
country/PER,2009,2221205123.4
country/PER,2013,5457287723.6
country/PER,1970,336975147.7
country/PER,1972,376715863.3
country/PER,1974,560957397.3
country/PER,1975,531984265.5
country/PER,1977,723011194.2
country/PER,1978,723371368.3
country/PER,1988,135119018.2
country/PER,1990,165957567.1
country/PER,2000,1003317579.4
country/PER,2003,1082989895.1
country/PER,2006,1530264109.5
country/PER,2007,6748438973.3
country/PER,2011,2128055219.7
country/PER,2012,2988094261.1
country/PER,2018,4582856237.2
country/PER,2019,4327271627.7
country/PER,2020,4191187362.1
country/PER,2023,7311787226.9
country/PER,2025,5703919174.7
country/PER,2026,6144702017.1
country/PNG,1971,43247652.6
country/PNG,1975,69638587.2
country/PNG,1977,70020751.6
country/PNG,1979,50325534.6
country/PNG,1992,480735715.0
country/PNG,2003,132999228.7
country/PNG,2005,182781182.4
country/PNG,2007,946695479.2
country/PNG,2017,2110856137.2
country/PNG,2020,1095254477.8
country/PNG,2021,3715543850.2
country/PNG,2027,444638553.8
country/PNG,1973,91363389.2
country/PNG,1976,67547416.9
country/PNG,1978,83076172.3
country/PNG,1982,115487847.4
country/PNG,1986,168954237.5
country/PNG,1990,388315487.8
country/PNG,1991,358760605.5
country/PNG,1994,709870672.6
country/PNG,1998,209355996.6
country/PNG,1999,125244162.2
country/PNG,2009,513290241.6
country/PNG,2010,758005069.2
country/PNG,2014,822001296.4
country/PNG,2015,518542994.0
country/PNG,2019,1567660155.8
country/PNG,2025,1454517255.7
country/PRY,1970,8525741.8
country/PRY,1971,9845348.3
country/PRY,1976,24361438.8
country/PRY,1980,85037871.3
country/PRY,1984,81630026.3
country/PRY,1992,385497116.9
country/PRY,1998,144845218.8
country/PRY,2002,232990380.2
country/PRY,2013,1353341665.6
country/PRY,2015,1610930299.3
country/PRY,1972,11616185.9
country/PRY,1977,33086137.1
country/PRY,1983,59637361.0
country/PRY,1988,190191009.0
country/PRY,1993,202307606.2
country/PRY,1996,131935351.1
country/PRY,1999,133208503.1
country/PRY,2001,215390970.0
country/PRY,2004,319354819.8
country/PRY,2007,258369104.0
country/PRY,2011,711904829.1
country/PRY,2016,913418575.4
country/PRY,2020,629811154.2
country/PRY,2021,702720541.4
country/PRY,2024,1129312588.9
country/PRY,2025,1189878765.6
country/PRY,2026,1436719865.3
country/PER,1986,325143439.3
country/PER,1993,990258023.4
country/PER,1996,1237243997.3
country/PER,1999,937324115.7
country/PER,2002,2002061378.7
country/PER,2004,1276363818.0
country/PER,2005,4192675033.0
country/PER,2008,3264562296.4
country/PER,2014,3402995071.4
country/PER,2016,5544523112.5
country/PER,2022,5880521614.1
country/PER,2024,3349523224.4
country/PER,2028,4043037151.2
country/PER,1973,546738365.4
country/PER,1976,531499171.5
country/PER,1980,1029510669.2
country/PER,1984,502786296.6
country/PER,1985,533745553.7
country/PER,1987,201508315.3
country/PER,1994,611398407.7
country/PER,1997,1991137203.0
country/PER,2010,4059602422.0
country/PER,2015,3220111925.6
country/PER,2017,8718058839.3
country/PER,2021,2778691123.8
country/PER,2027,5782672433.0
country/PHL,1981,725057257.6
country/PHL,1986,1036481328.7
country/PHL,1991,1478656693.1
country/PHL,1997,2124623290.4
country/PHL,2012,2729534750.5
country/PHL,2019,7365268013.6
country/PHL,2020,6376246421.3
country/PHL,2024,9770760870.8
country/PHL,2025,5107325192.2
country/PHL,1972,255677845.5
country/PHL,1977,370034318.2
country/PHL,1978,949660379.2
country/PHL,1982,973528423.8
country/PHL,1995,2736526821.6
country/PHL,1999,3405094978.3
country/PHL,2001,5945557474.4
country/PHL,2004,7239981212.2
country/PHL,2006,8964689227.2
country/PHL,2008,6994913075.9
country/PHL,2010,8340606984.4
country/PHL,2022,6136974394.2
country/PHL,2026,5235304022.9
country/RUS,1992,993614368.0
country/RUS,1997,1408855326.3
